date,ret_m,equity,regime,cash,picks,weights,n_picks
2003-09-30,0.0,1.0,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2003-10-31,0.09988946960032925,1.0998894696003292,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2003-11-28,0.06085596303122963,1.1668243025007654,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2003-12-31,0.05742576599184116,1.2338300818497676,recovery,False,"MO,OXY,ASH","0.333,0.333,0.333",3
2004-01-30,0.0384720115918733,1.2812980070610938,bull,False,"MO,OXY,ASH","0.333,0.333,0.333",3
2004-02-27,0.027934650709641698,1.3170906193433054,bull,False,"MO,OXY,ASH","0.333,0.333,0.333",3
2004-03-31,-0.010660766191639654,1.3030494241972845,bull,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-04-30,-0.05679728071779075,1.2290397602619958,bull,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-05-31,0.010926096792136752,1.242468367644003,bull,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-06-30,0.06038437066494868,1.3174940380952922,bull,False,"AAPL,TJX,COP","0.263,0.349,0.388",3
2004-07-30,0.0035813633821727316,1.3222124629995575,normal,False,"AAPL,TJX,COP","0.263,0.349,0.388",3
2004-08-31,-0.03755980498911256,1.27255042073512,normal,False,"AAPL,TJX,COP","0.263,0.349,0.388",3
2004-09-30,0.089913636398232,1.3869700565635146,normal,False,"AAPL,VLO,WOR","0.365,0.384,0.251",3
2004-10-29,0.138269981122705,1.578746380102309,normal,False,"AAPL,VLO,WOR","0.365,0.384,0.251",3
2004-11-30,0.15790839530744208,1.8280436875816974,normal,False,"AAPL,VLO,WOR","0.365,0.384,0.251",3
2004-12-31,-0.04750859223622738,1.7411959054383692,normal,False,"VFC,ASH,EXC","0.384,0.260,0.357",3
2005-01-31,-0.0006480065552963044,1.74006759907759,normal,False,"VFC,ASH,EXC","0.384,0.260,0.357",3
