date,regime,sleeve_w,dd_52w,rvol60,ret_m,equity
2003-01-31,normal,0.4,0.25777193420602074,0.2136811593504153,0.0,1.0
2003-02-28,normal,0.4,0.25777193420602074,0.2136811593504153,0.0,1.0
2003-03-31,normal,0.4,0.26777636994309095,0.20485564833347455,0.0,1.0
2003-04-30,recovery,0.4,0.23866036418035375,0.2192380275710363,0.0,1.0
2003-05-30,recovery,0.4,0.1571162218522325,0.21729110223634307,0.014314468496568101,1.0143144684965681
2003-06-30,recovery,0.4,0.06066791027994156,0.20645799832182313,0.010248745210934197,1.0247099190479536
2003-07-31,recovery,0.4,0.03617277089781146,0.16020343156071115,0.009901188764948544,1.0348557653857624
2003-08-29,recovery,0.4,0.018797238573363573,0.1534150335157029,0.015090849094530913,1.0504726175758043
2003-09-30,recovery,0.2,0.0,0.1433599659274392,0.0031046240516438795,1.0537339401299235
2003-10-31,recovery,0.2,0.040787186470544246,0.13080120243687807,0.09012461432575494,1.148701305086091
2003-11-28,recovery,0.2,0.0010431576058645975,0.11543176366530174,0.05263999276357926,1.2091689334733369
2003-12-31,recovery,0.2,0.0,0.11963402816100398,0.06528109362953648,1.2881048038333365
2004-01-30,bull,0.2,0.0,0.09715173450325408,-0.023173008861632084,1.2582555397993958
2004-02-27,bull,0.2,0.02062679082312957,0.1001373791260282,0.02418953815457038,1.288692160187573
2004-03-31,bull,0.2,0.009899912558786417,0.09157872357590462,0.07365302766353181,1.383608239511645
2004-04-30,bull,0.2,0.024776334904593522,0.11830988617180033,-0.058628196092362354,1.3024897843305479
2004-05-31,bull,0.2,0.043229606454117,0.12334705857710317,0.01104985428196977,1.3168821066511545
2004-06-30,bull,0.2,0.026845539487419634,0.13215976020300216,0.060361568980231074,1.3963711767706102
2004-07-30,normal,0.2,0.008841030138371564,0.11545683191706561,-0.05858104040662483,1.3145703004415648
2004-08-31,normal,0.2,0.04077514189240572,0.10531470016290412,0.0018311677480340241,1.3169774991782568
2004-09-30,normal,0.2,0.038438497160176666,0.11047219270538584,0.07111608295491353,1.4106357802595724
2004-10-29,normal,0.2,0.028786850793481644,0.10834947829631353,0.11608740919924512,1.5743928333136619
2004-11-30,normal,0.2,0.016273555324458844,0.1081397014903944,0.13752489290367387,1.7909110391034349
2004-12-31,normal,0.2,0.007158588153923673,0.1053582552614231,-0.03756458228860807,1.7236362140034573
2005-01-31,normal,0.2,0.004037776736993903,0.09339703008702183,0.11624856669266205,1.9240064533809258
2005-02-28,normal,0.2,0.026367701503189234,0.08454055043904152,0.1937092393459478,2.29670427996204
2005-03-31,normal,0.2,0.006588173626056126,0.09250841413259826,-0.02823617813891194,2.23185412878063
2005-04-29,normal,0.2,0.035562075728153286,0.10007101144189325,-0.04617362022806355,2.1288013438338775
2005-05-31,normal,0.2,0.053630725944967095,0.12410382265833358,0.07239566693926941,2.282917336901944
2005-06-30,normal,0.2,0.023134540218383237,0.12046367255514714,0.017272757116620626,2.322349613579574
2005-07-29,bull,0.2,0.02165464309571008,0.1151033473770897,0.08733823796211507,2.5251795367616126
2005-08-31,bull,0.2,0.006663164449398962,0.08589850830445868,0.0013095583308070178,2.528486406660762
2005-09-30,bull,0.2,0.01715850167152566,0.08887989069921076,0.0667697149784612,2.6973127233604144
2005-10-31,normal,0.2,0.009270584039079655,0.08597902425343186,-0.027479707416903795,2.6231913589105784
