date,ret_m,equity,regime,cash,picks,weights,n_picks
2003-09-30,-0.037205351686808164,0.9627946483131918,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2003-10-31,0.12285642874101617,1.081080160415913,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2003-11-28,0.13080751301854432,1.2224935675736077,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2003-12-31,0.04037264661339016,1.2718488683643996,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2004-01-30,-0.09460212797778299,1.1515292589509922,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2004-02-27,0.053111700875161594,1.2126889365013938,recovery,False,"CSX,NVDA,FCX","0.333,0.333,0.333",3
2004-03-31,0.015623562419142718,1.231635457795827,recovery,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-04-30,-0.02875559985403301,1.1962190414054115,recovery,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-05-31,-0.029254288207914272,1.1612245048083425,recovery,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-06-30,0.06655955786878288,1.2385150944347822,recovery,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-07-30,-0.029688662773468107,1.2017452374562578,normal,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-08-31,0.028847629796449305,1.236412739176042,normal,False,"AAPL,MO,CFC","0.400,0.400,0.200",3
2004-09-30,0.14487417031509614,1.4155370089311865,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2004-10-29,0.16776969957127844,1.6530212276515979,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2004-11-30,0.2015520751804168,1.9861910864020575,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2004-12-31,0.029484832043435924,2.044753596990792,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2005-01-31,0.03989595243311865,2.126330989233785,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2005-02-28,0.1864725345741106,2.5228333181396847,recovery,False,"AAPL,VLO,ADSK","0.328,0.345,0.328",3
2005-03-31,-0.0454066172302823,2.408279991327113,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-04-29,-0.054811846587235126,2.2762777179033833,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-05-31,0.08709449706649011,2.4745289809278366,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-06-30,0.005425158699806205,2.4879536933566397,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-07-29,0.09071267133939862,2.7136426190497436,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-08-31,-0.007999982498397975,2.691933525590439,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-09-30,-0.005045479072473291,2.678351431322583,recovery,False,"CL,PEG,GLW","0.355,0.385,0.260",3
2005-10-31,0.004588313476612217,2.690640547290024,recovery,False,"CL,PEG,GLW","0.355,0.385,0.260",3
2005-11-30,0.011495406226307714,2.721570553390098,recovery,False,"CL,PEG,GLW","0.355,0.385,0.260",3
2005-12-30,0.01183654488645167,2.753784545406945,recovery,False,"CL,PEG,GLW","0.355,0.385,0.260",3
2006-01-31,0.09178679753730237,3.0065456099375645,recovery,False,"CL,PEG,GLW","0.355,0.385,0.260",3
2006-02-28,-0.0032827750317299845,2.9966757970775038,recovery,False,"CL,PEG,GLW","0.355,0.385,0.260",3
