hold_months,rebals_per_year,cagr_lump_sum_pct,cagr_dca_pct,wf_mean_pct,wf_min_pct,wf_mean_edge_pp,wf_n_beat_spy,wf_n_positive,sharpe,max_dd_pct,y2014_edge_pp,y2018_edge_pp,y2024_edge_pp,y2025_edge_pp
1,12.0,18.343395338424394,18.514298104345684,19.056402347168408,-20.36348690937565,6.66557507403066,7,9,0.6335521082610647,-87.80575721208606,19.982230968130544,-7.639421497757137,-24.673069073191556,-14.489830994649067
2,6.0,16.819736491079663,15.777599576399615,14.444387169912286,-11.203671445370622,2.0535598967745385,6,8,0.6203872160687416,-89.48539834040174,-3.250994125770701,-2.039146729891439,-20.59200342691916,-22.590643802717402
3,4.0,30.012425235897865,28.78593167762158,27.322036562269187,11.64546885368205,14.931209289131441,10,10,0.8497576955756446,-58.865470099840586,-6.635567183085955,-1.9449225499696965,-14.635700981979237,1.9610287367435753
4,3.0,30.51210899268295,28.703214210501994,30.97879942634227,9.758744413642106,18.587972153204525,9,10,0.8396566004356445,-62.94244656892116,7.340551822779662,-7.933126158274595,13.31779402240394,-4.134040356092572
6,2.0,43.7938720301968,44.04015016383569,46.55462856649885,20.365992163187553,34.1638012933611,10,10,0.998815058879692,-51.365967141855876,-0.9459306824967317,-4.247387765888188,-14.75644190235248,8.611571096234849
9,1.3333333333333333,28.896607991054157,28.226255719507122,30.77651240684885,-4.249110669504564,18.3856851337111,8,9,0.7523247006294558,-77.33334526334777,6.1994386440362925,-9.931532256206344,11.638925244482312,35.439235297425185
12,1.0,33.84361436887997,32.96053449732466,34.99687362672836,9.427433967155686,22.606046353590614,10,10,0.9443058613015733,-61.377531926822094,25.015127053856958,-2.625178404718087,1.6726463367682465,4.0318440978891035
