variant,n_months,deposits,final_nav_strategy,final_nav_spy_dca,multiple_strategy,multiple_spy_dca,mwcagr_strategy_pct,mwcagr_spy_dca_pct,edge_pp,n_tranches_closed,tranche_win_rate_pct,tranche_mean_pct,tranche_median_pct,tranche_p10_pct,tranche_p90_pct,tranche_worst_pct
baseline_v5,272,272.0,64003.9269584222,1393.222307621172,235.30855499419926,5.122140836842544,39.14985675064144,12.659915625910735,26.48994112473071,254,76.37795275590551,16.601298540699336,12.670689235155775,-13.547698152502242,53.49750126337248,-86.13860995219531
anchor_idio,272,272.0,25546.770909749117,1393.222307621172,93.92195187407764,5.122140836842544,32.709392629101394,12.659915625910735,20.049477003190663,254,73.62204724409449,15.958385088429997,14.503382764125394,-17.184255040707743,45.842369519640215,-78.48472313156564
anchor_sharpe_5y,272,272.0,25510.649289655823,1393.222307621172,93.78915180020523,5.122140836842544,32.69957613428114,12.659915625910735,20.039660508370403,254,76.37795275590551,14.963398989317918,13.428346685420033,-12.354459718192167,40.54037957580203,-71.12196123102149
anchor_chronos_gated,272,272.0,23337.22883165611,1393.222307621172,85.79863541050041,5.122140836842544,32.08235998916366,12.659915625910735,19.422444363252932,254,73.22834645669292,16.271546672866045,14.685477691275207,-13.722872839780342,45.842369519640215,-78.48472313156564
anchor_uptrend,272,272.0,18121.32082326847,1393.222307621172,66.62250302672231,5.122140836842544,30.334638972336393,12.659915625910735,17.674723346425658,254,73.22834645669292,15.815085569566087,14.010235584342258,-11.359532807141704,45.516892273747914,-78.48472313156564
anchor_mom12,272,272.0,17015.039548773268,1393.222307621172,62.55529245872525,5.122140836842544,29.90061809876714,12.659915625910735,17.240702472856405,254,72.44094488188976,15.824795552404009,14.30523444985976,-13.722872839780358,45.842369519640215,-78.48472313156564
anchor_rs_spy,272,272.0,12426.955660359774,1393.222307621172,45.68733698661681,5.122140836842544,27.74151798615194,12.659915625910735,15.08160236024121,254,72.83464566929135,14.676938349489761,13.464951704402361,-13.906347746686345,44.35710331339297,-78.48472313156564
