entry_idx,entry_date,regime,picks,weights,initial_capital,nav,status,exit_date,exit_nav,return_pct
0,2003-09-30,recovery,"CSX,NVDA","0.500,0.500",1.0,1.3462120658373558,exited,2004-03-31,1.3462120658373558,34.62120658373558
1,2003-10-31,recovery,"MO,XEL","0.500,0.500",1.0,1.1358815518970096,exited,2004-04-30,1.1358815518970096,13.588155189700956
2,2003-11-28,recovery,"XEL,HAS","0.500,0.500",1.0,0.971098427551106,exited,2004-05-31,0.971098427551106,-2.890157244889402
3,2003-12-31,recovery,"MO,OXY","0.500,0.500",1.0,1.0508434426964848,exited,2004-06-30,1.0508434426964848,5.0843442696484775
4,2004-01-30,recovery,"CSX,CMS","0.500,0.500",1.0,1.012319380814213,exited,2004-07-30,1.012319380814213,1.2319380814213021
5,2004-02-27,recovery,"CMS,NVDA","0.600,0.400",1.0,0.8492357326438364,exited,2004-08-31,0.8492357326438364,-15.076426735616355
6,2004-03-31,recovery,"AAPL,MO","0.500,0.500",2.3462120658373555,2.721532325630703,exited,2004-09-30,2.721532325630703,15.996860013563907
7,2004-04-30,recovery,"NVDA,AAPL","0.400,0.600",2.1358815518970093,3.2040653540533492,exited,2004-10-29,3.2040653540533492,50.011378262414375
8,2004-05-31,recovery,"OXY,AAPL","0.600,0.400",1.971098427551106,3.509876390454273,exited,2004-11-30,3.509876390454273,78.06702807910743
9,2004-06-30,recovery,"AAPL,TJX","0.500,0.500",2.0508434426964848,3.097955928517624,exited,2004-12-31,3.097955928517624,51.05765091675536
10,2004-07-30,normal,"AAPL,GLW","0.500,0.500",2.012319380814213,3.279788790843254,exited,2005-01-31,3.279788790843254,62.98549932547015
11,2004-08-31,normal,"AAPL,SBUX","0.400,0.600",1.8492357326438364,3.2503862519367344,exited,2005-02-28,3.2503862519367344,75.7691674759975
12,2004-09-30,recovery,"AAPL,VLO","0.500,0.500",3.721532325630703,7.404918190498021,exited,2005-03-31,7.404918190498021,98.97497972809035
13,2004-10-29,recovery,"AAPL,SRE","0.400,0.600",4.204065354053349,5.388473395222752,exited,2005-04-29,5.388473395222752,28.172921717961774
14,2004-11-30,recovery,"NEE,FE","0.500,0.500",4.509876390454274,5.037541149611773,exited,2005-05-31,5.037541149611773,11.700204472884646
15,2004-12-31,recovery,"VFC,ASH","0.500,0.500",4.097955928517624,4.675838252999263,exited,2005-06-30,4.675838252999263,14.101721310865312
16,2005-01-31,recovery,"CSX,AAPL","0.600,0.400",4.279788790843254,4.834244644243182,exited,2005-07-29,4.834244644243182,12.955215327125602
17,2005-02-28,recovery,"NVDA,CSX","0.400,0.600",4.250386251936734,4.519223047233249,exited,2005-08-31,4.519223047233249,6.324996820559914
18,2005-03-31,recovery,"CSX,WEN","0.600,0.400",8.404918190498021,9.657879329321332,exited,2005-09-30,9.657879329321332,14.907475723437935
19,2005-04-29,recovery,"CSX,NEE","0.500,0.500",6.388473395222752,7.083303056814323,exited,2005-10-31,7.083303056814323,10.876302030327922
20,2005-05-31,recovery,"EXC,PEG","0.600,0.400",6.037541149611773,6.860230574787358,exited,2005-11-30,6.860230574787358,13.626233010908507
21,2005-06-30,recovery,"AAPL,CSX","0.400,0.600",5.675838252999263,8.498349938362308,exited,2005-12-30,8.498349938362308,49.728543336687856
22,2005-07-29,recovery,"CSX,CMS","0.500,0.500",5.834244644243182,6.104538622111416,exited,2006-01-31,6.104538622111416,4.632887277617703
23,2005-08-31,recovery,"CSX,CMS","0.600,0.400",5.519223047233249,6.120497803935289,exited,2006-02-28,6.120497803935289,10.894192018629422
24,2005-09-30,recovery,"CL,PEG","0.500,0.500",10.657879329321332,11.209312638302265,exited,2006-03-31,11.209312638302265,5.1739496380284855
25,2005-10-31,recovery,"NEE,PEG","0.600,0.400",8.083303056814323,7.809306598561011,exited,2006-04-28,7.809306598561011,-3.3896596023618053
26,2005-11-30,recovery,"CSX,PEG","0.600,0.400",7.860230574787358,9.756203611323969,exited,2006-05-31,9.756203611323969,24.121086760713784
27,2005-12-30,recovery,"CSX,NEE","0.500,0.500",9.498349938362308,11.42217240329827,exited,2006-06-30,11.42217240329827,20.254280768978106
28,2006-01-31,recovery,"NVDA,CSX","0.400,0.600",7.104538622111416,7.644269841018616,exited,2006-07-31,7.644269841018616,7.596991833183897
29,2006-02-28,recovery,"WMB,NVDA","0.600,0.400",7.120497803935289,8.444777427821629,exited,2006-08-31,8.444777427821629,18.59813260744845
30,2006-03-31,recovery,"NVDA,PEG","0.400,0.600",12.209312638302265,12.153964096887076,exited,2006-09-29,12.153964096887076,-0.4533305277280908
31,2006-04-28,recovery,"NVDA,CSX","0.400,0.600",8.809306598561012,9.729804095511312,exited,2006-10-31,9.729804095511312,10.449148144085063
32,2006-05-31,recovery,"NVDA,CSX","0.400,0.600",10.756203611323969,13.870178201491377,exited,2006-11-30,13.870178201491377,28.950498732555264
33,2006-06-30,recovery,"NVDA,CSX","0.400,0.600",12.42217240329827,15.952054565499793,exited,2006-12-29,15.952054565499793,28.415981098960508
34,2006-07-31,recovery,"AMZN,CSX","0.400,0.600",8.644269841018616,11.159983167737968,exited,2007-01-31,11.159983167737968,29.102670011315922
35,2006-08-31,recovery,"CSX,MO","0.400,0.600",9.444777427821629,10.555888272599741,exited,2007-02-28,10.555888272599741,11.76428828809768
36,2006-09-29,recovery,"NVDA,HPQ","0.400,0.600",13.153964096887076,13.773033494768336,exited,2007-03-30,13.773033494768336,4.706333340439661
37,2006-10-31,recovery,"NVDA,HPQ","0.400,0.600",10.729804095511312,11.068225105109672,exited,2007-04-30,11.068225105109672,3.1540278516355658
38,2006-11-30,recovery,"NVDA,T","0.400,0.600",14.870178201491377,16.716880465716795,exited,2007-05-31,16.716880465716795,12.418830757792843
39,2006-12-29,recovery,"CSX,T","0.400,0.600",16.952054565499793,21.02632067531352,exited,2007-06-29,21.02632067531352,24.034054952285988
40,2007-01-31,recovery,"NVDA,CFC","0.500,0.500",12.159983167737968,9.068268418667676,exited,2007-07-31,9.068268418667676,-25.42532095992548
41,2007-02-28,recovery,"NVDA,CMCSA","0.400,0.600",11.555888272599741,14.646988142084094,exited,2007-08-31,14.646988142084094,26.749132533703058
42,2007-03-30,recovery,"NVDA,T","0.400,0.600",14.773033494768336,20.878812154801786,exited,2007-09-28,20.878812154801786,41.330568039365275
43,2007-04-30,recovery,"NVDA,AMZN","0.500,0.500",12.068225105109672,18.489147203670697,exited,2007-10-31,18.489147203670697,53.20519001458146
44,2007-05-31,recovery,"AMZN,MAT","0.400,0.600",17.716880465716795,17.128890152802175,exited,2007-11-30,17.128890152802175,-3.318814020630867
45,2007-06-29,recovery,"AMZN,NVDA","0.400,0.600",22.02632067531352,28.22824768932889,exited,2007-12-31,28.22824768932889,28.15689059211015
46,2007-07-31,recovery,"NVDA,AMZN","0.600,0.400",10.068268418667676,8.844715692173539,exited,2008-01-31,8.844715692173539,-12.152563634731239
47,2007-08-31,recovery,"NVDA,AMZN","0.500,0.500",15.646988142084094,11.207146061279659,exited,2008-02-29,11.207146061279659,-28.375058768422335
