k,n_months,deposits,final_nav_strategy,multiple_strategy,mwcagr_strategy_pct,mwcagr_spy_dca_pct,edge_pp,n_tranches_closed,tranche_win_rate_pct,tranche_mean_pct,tranche_median_pct,tranche_p10_pct,tranche_p90_pct,tranche_worst_pct,y2014_dca_edge_pp,y2018_dca_edge_pp,y2024_dca_edge_pp,y2025_dca_edge_pp
1,272,272.0,9577.858610996142,35.21271548160346,25.958159689824043,12.659915625910735,13.298244063913312,254,64.56692913385827,21.48430266887103,12.16745839294786,-23.253723728039816,76.73833054316646,-92.78567970261821,-1.867098835384055,-16.78398599835665,21.15284845534386,-1.2612828438093717
2,272,272.0,83595.48953936687,307.3363586006135,41.05192680303775,12.659915625910735,28.392011177127017,254,73.22834645669292,19.019897979543575,13.90481282075362,-16.380185438762773,54.482058716261825,-92.281232311151,3.7373541224352578,-4.284661503642354,11.892574414431712,-7.328764634195187
3,272,272.0,64003.926958422286,235.30855499419957,39.14985675064144,12.659915625910735,26.48994112473071,254,76.37795275590551,16.60129854069934,12.670689235155775,-13.54769815250224,53.49750126337248,-86.13860995219531,4.747338370656731,2.28552174915064,3.6993892415681593,1.8805162550957113
4,272,272.0,19706.820914868535,72.45154748113431,30.913262439181022,12.659915625910735,18.253346813270287,254,76.37795275590551,13.424457072597614,11.071173603247475,-13.029173815654689,38.83211263523891,-85.51215998877876,5.694152166664497,3.2720028604736355,3.0879151337925976,1.8527107641129728
