date,ret_m,equity,regime,cash,picks,weights,n_picks
2003-09-30,-0.09951339011005658,0.9004866098899434,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2003-10-31,0.09988946960032925,0.9904357397340484,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2003-11-28,0.06085596303122963,1.0507096604961121,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2003-12-31,0.05842576599184116,1.1120981772456249,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2004-01-30,-0.03570982525253237,1.0723853456725239,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2004-02-27,0.0208461291650411,1.0947404291031104,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2004-03-31,0.07181060855145262,1.1733544055228833,recovery,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-04-30,-0.05679728071779075,1.1067110659709436,recovery,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-05-31,0.010926096792136752,1.118803098198671,recovery,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-06-30,0.06138437066494868,1.187480122279591,recovery,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-07-30,-0.07174582415104072,1.102283382243663,normal,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-08-31,-0.0008638171263802008,1.1013312109799567,normal,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-09-30,0.1409164093684566,1.2565268507566663,recovery,False,"AAPL,VLO,WOR","0.365,0.384,0.251",3
2004-10-29,0.138269981122705,1.4302667946909626,recovery,False,"AAPL,VLO,WOR","0.365,0.384,0.251",3
2004-11-30,0.15790839530744208,1.6561179291021313,recovery,False,"AAPL,VLO,WOR","0.365,0.384,0.251",3
2004-12-31,-0.04650859223622738,1.579094215642415,recovery,False,"AAPL,VLO,WOR","0.365,0.384,0.251",3
2005-01-31,0.13842946144383983,1.7976873774828774,recovery,False,"AAPL,VLO,WOR","0.365,0.384,0.251",3
2005-02-28,0.2090616265389914,2.173514824628062,recovery,False,"AAPL,VLO,WOR","0.365,0.384,0.251",3
2005-03-31,-0.0454066172302823,2.074822868941831,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-04-29,-0.054811846587235126,1.9610979961537043,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-05-31,0.08709449706649011,2.131898839826813,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-06-30,0.005425158699806205,2.143464729364806,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-07-29,0.09071267133939862,2.337904140887269,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-08-31,-0.007999982498397975,2.319200948677239,recovery,False,"CSX,WEN,AAPL","0.400,0.369,0.231",3
2005-09-30,-0.000959134918908425,2.316976522063397,recovery,False,"CL,PEG,EXC","0.288,0.312,0.400",3
2005-10-31,-0.015130856660384199,2.2819186824225803,recovery,False,"CL,PEG,EXC","0.288,0.312,0.400",3
2005-11-30,0.010832791357070597,2.3066382314030656,recovery,False,"CL,PEG,EXC","0.288,0.312,0.400",3
2005-12-30,0.02420476881753958,2.362469876539875,recovery,False,"CL,PEG,EXC","0.288,0.312,0.400",3
2006-01-31,0.05631068881875835,2.495502182601402,recovery,False,"CL,PEG,EXC","0.288,0.312,0.400",3
2006-02-28,-0.0025028003946217787,2.489256438754008,recovery,False,"CL,PEG,EXC","0.288,0.312,0.400",3
2006-03-31,-0.015287874807953645,2.451200997953444,recovery,False,"NVDA,PEG,EXC","0.200,0.400,0.400",3
2006-04-28,0.004069465435694706,2.461176075690556,recovery,False,"NVDA,PEG,EXC","0.200,0.400,0.400",3
2006-05-31,-0.013752176477988726,2.4273295479542556,recovery,False,"NVDA,PEG,EXC","0.200,0.400,0.400",3
2006-06-30,0.005427305758922817,2.4405034075886713,recovery,False,"NVDA,PEG,EXC","0.200,0.400,0.400",3
2006-07-31,0.023441561629417285,2.497712618624464,recovery,False,"NVDA,PEG,EXC","0.200,0.400,0.400",3
2006-08-31,0.10252163119547489,2.7537821905433653,recovery,False,"NVDA,PEG,EXC","0.200,0.400,0.400",3
2006-09-29,-0.007732974618593013,2.73248726275876,recovery,False,"NVDA,HPQ,WMB","0.200,0.400,0.400",3
2006-10-31,0.0674206299681819,2.9167132753939886,recovery,False,"NVDA,HPQ,WMB","0.200,0.400,0.400",3
2006-11-30,0.0741162343361387,3.1328890800044165,recovery,False,"NVDA,HPQ,WMB","0.200,0.400,0.400",3
2006-12-29,-0.003921919355285398,3.1206021416835847,recovery,False,"NVDA,HPQ,WMB","0.200,0.400,0.400",3
2007-01-31,-0.0007483642765791585,3.1182667945193323,recovery,False,"NVDA,HPQ,WMB","0.200,0.400,0.400",3
2007-02-28,-0.03433448063628146,3.011202723644149,recovery,False,"NVDA,HPQ,WMB","0.200,0.400,0.400",3
2007-03-30,0.009151802947063064,3.0387606576045996,recovery,False,"NVDA,T,SCHW","0.200,0.400,0.400",3
2007-04-30,0.044273941192807906,3.173298568258404,recovery,False,"NVDA,T,SCHW","0.200,0.400,0.400",3
2007-05-31,0.10900693953025602,3.5192101333999957,recovery,False,"NVDA,T,SCHW","0.200,0.400,0.400",3
2007-06-29,0.005345696718751319,3.5380227634627084,recovery,False,"NVDA,T,SCHW","0.200,0.400,0.400",3
2007-07-31,0.015966714681741524,3.594513363464424,recovery,False,"NVDA,T,SCHW","0.200,0.400,0.400",3
2007-08-31,0.024295996271874058,3.681845646742357,recovery,False,"NVDA,T,SCHW","0.200,0.400,0.400",3
2007-09-28,0.07890300713839937,3.972354340089754,recovery,False,"NVDA,AMZN,JCI","0.400,0.319,0.281",3
2007-10-31,-0.04329148387890834,3.8003852262144466,recovery,False,"NVDA,AMZN,JCI","0.400,0.319,0.281",3
2007-11-30,-0.04548365820347745,3.6275298035437635,recovery,False,"NVDA,AMZN,JCI","0.400,0.319,0.281",3
2007-12-31,0.03644798589217508,3.7597459586467714,normal,False,"NVDA,AMZN,JCI","0.400,0.319,0.281",3
2008-01-31,-0.16509588169059985,3.139027384671313,normal,False,"NVDA,AMZN,JCI","0.400,0.319,0.281",3
2008-02-29,-0.10049505893218294,2.8235706426590332,normal,False,"NVDA,AMZN,JCI","0.400,0.319,0.281",3
2008-03-31,-0.18345168577972715,2.305581848345086,normal,False,"MBI,MTG,SLM","0.364,0.324,0.313",3
2008-04-30,0.08738798798133146,2.5070620071982423,normal,False,"MBI,MTG,SLM","0.364,0.324,0.313",3
2008-05-30,-0.07494751980695565,2.319163927756486,normal,False,"MBI,MTG,SLM","0.364,0.324,0.313",3
2008-06-30,-0.33920793739080246,1.5324851153510564,normal,False,"MBI,MTG,SLM","0.364,0.324,0.313",3
2008-07-31,0.10712382686449365,1.6966507855203365,normal,False,"MBI,MTG,SLM","0.364,0.324,0.313",3
2008-08-29,0.7229806145632492,2.9232964131350494,normal,False,"MBI,MTG,SLM","0.364,0.324,0.313",3
2008-09-30,0.0,2.9232964131350494,crash,True,,,0
2008-10-31,0.0,2.9232964131350494,crash,True,,,0
2008-11-28,0.0,2.9232964131350494,crash,True,,,0
2008-12-31,0.29900019120101823,3.7973625995996803,normal,False,"MBI,GNW,THC","0.200,0.400,0.400",3
2009-01-30,-0.11023030095807258,3.3787781773988783,crash,False,"MBI,GNW,THC","0.200,0.400,0.400",3
2009-02-27,-0.234457117487934,2.586599585294802,crash,False,"MBI,GNW,THC","0.200,0.400,0.400",3
2009-03-31,0.3804236955775797,3.5706033585120855,normal,False,"MBI,GNW,THC","0.200,0.400,0.400",3
2009-04-30,0.47925440941403347,5.2818307623475595,normal,False,"MBI,GNW,THC","0.200,0.400,0.400",3
2009-05-29,0.9214504934377873,10.148776324567601,recovery,False,"MBI,GNW,THC","0.200,0.400,0.400",3
2009-06-30,-0.1469750545500583,8.657159370647937,recovery,False,"MTW,F,TGNA","0.364,0.267,0.369",3
2009-07-31,0.5030062167365561,13.011764353362981,recovery,False,"MTW,F,TGNA","0.364,0.267,0.369",3
2009-08-31,0.10136998359288227,14.330766692377837,recovery,False,"MTW,F,TGNA","0.364,0.267,0.369",3
2009-09-30,0.3095205511126674,18.766433496869684,recovery,False,"MTW,F,TGNA","0.364,0.267,0.369",3
2009-10-30,-0.0997956361710543,16.893625327387788,recovery,False,"MTW,F,TGNA","0.364,0.267,0.369",3
2009-11-30,0.10252330192385442,18.625615577416042,recovery,False,"MTW,F,TGNA","0.364,0.267,0.369",3
2009-12-31,-0.013334484177671486,18.377252601199597,recovery,False,"FITB,HBAN,SLM","0.304,0.313,0.383",3
2010-01-29,0.15663349930172646,21.255745983677244,recovery,False,"FITB,HBAN,SLM","0.304,0.313,0.383",3
2010-02-26,0.019293079930954377,21.66583478993239,recovery,False,"FITB,HBAN,SLM","0.304,0.313,0.383",3
2010-03-31,0.11816089789035787,24.225889282254954,recovery,False,"FITB,HBAN,SLM","0.304,0.313,0.383",3
2010-04-30,0.10153493937851188,26.685663481919253,recovery,False,"FITB,HBAN,SLM","0.304,0.313,0.383",3
2010-05-31,-0.10227647064853307,23.95634800407411,crash,False,"FITB,HBAN,SLM","0.304,0.313,0.383",3
2010-06-30,-0.11081192866488658,21.30169887797545,normal,False,"NVDA,HBAN,NDAQ","0.266,0.334,0.400",3
2010-07-30,0.04287819076396253,22.21507718606177,normal,False,"NVDA,HBAN,NDAQ","0.266,0.334,0.400",3
2010-08-31,-0.06994413025203736,20.661262933800803,normal,False,"NVDA,HBAN,NDAQ","0.266,0.334,0.400",3
2010-09-30,0.12604063580263697,23.26542165046251,recovery,False,"NVDA,HBAN,NDAQ","0.266,0.334,0.400",3
2010-10-29,0.04055362494245425,24.208918834203423,recovery,False,"NVDA,HBAN,NDAQ","0.266,0.334,0.400",3
2010-11-30,0.05258709564706731,25.481995564449768,recovery,False,"NVDA,HBAN,NDAQ","0.266,0.334,0.400",3
2010-12-31,0.03740487645116736,26.43514646026721,recovery,False,"NFLX,JBL,AMZN","0.357,0.243,0.400",3
2011-01-31,0.056328580144247895,27.924200726279302,recovery,False,"NFLX,JBL,AMZN","0.357,0.243,0.400",3
2011-02-28,0.011804233927639915,28.253824523894675,recovery,False,"NFLX,JBL,AMZN","0.357,0.243,0.400",3
2011-03-31,0.05811047730044498,29.895667752541215,recovery,False,"NFLX,JBL,AMZN","0.357,0.243,0.400",3
2011-04-29,0.02012669697801076,30.4973687983519,recovery,False,"NFLX,JBL,AMZN","0.357,0.243,0.400",3
2011-05-31,0.0824458516812862,33.01175034297031,recovery,False,"NFLX,JBL,AMZN","0.357,0.243,0.400",3
2011-06-30,0.017055217621479348,33.57477292913561,recovery,False,"NVDA,CMG,ORLY","0.213,0.387,0.400",3
2011-07-29,-0.04424087925008713,32.08939545412863,recovery,False,"NVDA,CMG,ORLY","0.213,0.387,0.400",3
2011-08-31,0.014794668138124287,32.564147410625495,normal,False,"NVDA,CMG,ORLY","0.213,0.387,0.400",3
2011-09-30,-0.014871460175405105,32.07987098926236,crash,False,"NVDA,CMG,ORLY","0.213,0.387,0.400",3
2011-10-31,0.13788654996982244,36.50325372344874,normal,False,"NVDA,CMG,ORLY","0.213,0.387,0.400",3
2011-11-30,0.0014029327534217937,36.55446533370383,normal,False,"NVDA,CMG,ORLY","0.213,0.387,0.400",3
2011-12-30,-0.033515308457220234,35.32933115255598,recovery,False,"NFLX,NVDA,BBBY","0.298,0.302,0.400",3
2012-01-31,0.18433681345548114,41.84182747873162,recovery,False,"NFLX,NVDA,BBBY","0.298,0.302,0.400",3
2012-02-29,-0.039956023575744376,40.16999443353919,recovery,False,"NFLX,NVDA,BBBY","0.298,0.302,0.400",3
2012-03-30,-0.05385244274283228,38.006742108327124,recovery,False,"NFLX,NVDA,BBBY","0.298,0.302,0.400",3
2012-04-30,-0.07719736254579727,35.07272185860598,recovery,False,"NFLX,NVDA,BBBY","0.298,0.302,0.400",3
2012-05-31,-0.03424916623217553,33.87151037745573,recovery,False,"NFLX,NVDA,BBBY","0.298,0.302,0.400",3
2012-06-29,-0.07072350740010294,31.475998362623073,recovery,False,"NFLX,ORLY,FAST","0.200,0.400,0.400",3
2012-07-31,0.0052061581009549,31.639867386484283,recovery,False,"NFLX,ORLY,FAST","0.200,0.400,0.400",3
2012-08-31,0.006132999360789441,31.833914672941056,recovery,False,"NFLX,ORLY,FAST","0.200,0.400,0.400",3
2012-09-28,-0.024873275706192337,31.04210093647359,recovery,False,"NFLX,ORLY,FAST","0.200,0.400,0.400",3
2012-10-31,0.11969477084825439,34.75767809471318,recovery,False,"NFLX,ORLY,FAST","0.200,0.400,0.400",3
2012-11-30,0.01871898644972659,35.40830659999207,recovery,False,"NFLX,ORLY,FAST","0.200,0.400,0.400",3
2012-12-31,0.06688869732365736,37.7767221029022,recovery,False,"AMD,NFLX,WY","0.373,0.227,0.400",3
2013-01-31,0.24193711656826375,46.91631332187895,recovery,False,"AMD,NFLX,WY","0.373,0.227,0.400",3
2013-02-28,0.008357447765128312,47.30841395979895,recovery,False,"AMD,NFLX,WY","0.373,0.227,0.400",3
2013-03-28,0.03723805171004983,49.07008712515439,recovery,False,"AMD,NFLX,WY","0.373,0.227,0.400",3
2013-04-30,0.06051628083569378,52.039626298252195,recovery,False,"AMD,NFLX,WY","0.373,0.227,0.400",3
2013-05-31,0.1604091927719702,60.38726074490982,recovery,False,"AMD,NFLX,WY","0.373,0.227,0.400",3
2013-06-28,-0.06597603973051824,56.40314843078648,recovery,False,"CSX,NFLX,ABT","0.400,0.200,0.400",3
2013-07-31,0.08133880688824008,60.99091322888697,recovery,False,"CSX,NFLX,ABT","0.400,0.200,0.400",3
2013-08-30,-0.004612462990353013,60.7095948988709,recovery,False,"CSX,NFLX,ABT","0.400,0.200,0.400",3
2013-09-30,0.03450093531562227,62.804132705514476,recovery,False,"CSX,NFLX,ABT","0.400,0.200,0.400",3
2013-10-31,0.055922607730734444,66.31630358267395,recovery,False,"CSX,NFLX,ABT","0.400,0.200,0.400",3
2013-11-29,0.0656837286798915,70.67220567425163,recovery,False,"CSX,NFLX,ABT","0.400,0.200,0.400",3
2013-12-31,0.04963095444016176,74.17973469425615,recovery,False,"MNST,NEE,CMG","0.277,0.400,0.323",3
2014-01-31,0.04162417614108635,77.26740503726892,recovery,False,"MNST,NEE,CMG","0.277,0.400,0.323",3
