date,regime,cum_deposits,active_tranches,cash_pool,total_nav,current_picks,current_weights
2003-09-30,recovery,1.0,1,0.0,0.999,"CSX,NVDA,FCX","0.333,0.333,0.333"
2003-10-31,recovery,2.0,2,0.0,2.1207335723122753,"MO,XEL,CFC","0.333,0.333,0.333"
2003-11-28,recovery,3.0,3,0.0,3.3517424081771066,"XEL,HAS,CFC","0.333,0.333,0.333"
2003-12-31,recovery,4.0,4,0.0,4.555934555555184,"MO,OXY,CFC","0.333,0.333,0.333"
2004-01-30,recovery,5.0,5,0.0,6.349200067714894,"CSX,CMS,CFC","0.333,0.333,0.333"
2004-02-27,recovery,6.0,6,0.0,7.756409824426783,"CMS,NVDA,CFC","0.400,0.328,0.272"
2004-03-31,recovery,7.0,6,0.0,8.55070081028124,"AAPL,MO,CFC","0.400,0.400,0.200"
2004-04-30,recovery,8.0,6,0.0,9.058437997007655,"NVDA,AAPL,LPX","0.200,0.400,0.400"
2004-05-31,recovery,9.0,6,0.0,10.056492552997678,"OXY,AAPL,CFC","0.400,0.400,0.200"
2004-06-30,recovery,10.0,6,0.0,11.482413602220653,"AAPL,TJX,CFC","0.400,0.400,0.200"
2004-07-30,normal,11.0,6,0.0,12.124970890657485,"AAPL,GLW,ADSK","0.373,0.289,0.338"
2004-08-31,normal,12.0,6,0.0,13.305787825517733,"AAPL,SBUX,ATI","0.400,0.400,0.200"
2004-09-30,recovery,13.0,6,0.0,15.47139783004764,"AAPL,VLO,ATI","0.400,0.400,0.200"
2004-10-29,recovery,14.0,6,0.0,19.163500799489903,"AAPL,SRE,ADSK","0.290,0.400,0.310"
2004-11-30,recovery,15.0,6,0.0,23.95315389759316,"NEE,FE,AAPL","0.400,0.400,0.200"
2004-12-31,recovery,16.0,6,0.0,25.08814031597224,"VFC,ASH,AAPL","0.400,0.400,0.200"
2005-01-31,recovery,17.0,6,0.0,27.293142790327188,"CSX,AAPL,ADSK","0.400,0.233,0.367"
2005-02-28,recovery,18.0,6,0.0,31.229169869337717,"NVDA,CSX,AAPL","0.234,0.400,0.366"
2005-03-31,recovery,19.0,6,0.0,31.524158480425903,"CSX,WEN,AAPL","0.400,0.369,0.231"
2005-04-29,recovery,20.0,6,0.0,31.28095629885073,"CSX,NEE,AAPL","0.400,0.400,0.200"
2005-05-31,recovery,21.0,6,0.0,34.313545310750754,"EXC,PEG,AAPL","0.400,0.400,0.200"
2005-06-30,recovery,22.0,6,0.0,35.55906980448615,"AAPL,CSX,HUM","0.250,0.400,0.350"
2005-07-29,recovery,23.0,6,0.0,39.1485968238394,"CSX,CMS,NVDA","0.400,0.400,0.200"
2005-08-31,recovery,24.0,6,0.0,41.14260550887066,"CSX,CMS,VLO","0.400,0.400,0.200"
2005-09-30,recovery,25.0,6,0.0,44.54859681386544,"CL,PEG,VLO","0.399,0.400,0.201"
2005-10-31,recovery,26.0,6,0.0,44.46982886844893,"NEE,PEG,VLO","0.400,0.400,0.200"
2005-11-30,recovery,27.0,6,0.0,46.25963020686489,"CSX,PEG,VLO","0.400,0.400,0.200"
2005-12-30,recovery,28.0,6,0.0,49.38747595104482,"CSX,NEE,VLO","0.400,0.400,0.200"
2006-01-31,recovery,29.0,6,0.0,54.06371863906881,"NVDA,CSX,EOG","0.240,0.400,0.360"
2006-02-28,recovery,30.0,6,0.0,53.592322617993375,"WMB,NVDA,AMD","0.400,0.303,0.297"
2006-03-31,recovery,31.0,6,0.0,56.15316707799394,"NVDA,PEG,VIAV","0.353,0.400,0.247"
2006-04-28,recovery,32.0,6,0.0,58.8202606581498,"NVDA,CSX,ATI","0.366,0.400,0.234"
2006-05-31,recovery,33.0,6,0.0,55.981124464838814,"NVDA,CSX,ATI","0.373,0.400,0.227"
2006-06-30,recovery,34.0,6,0.0,57.39052555362582,"NVDA,CSX,ATI","0.345,0.400,0.255"
2006-07-31,recovery,35.0,6,0.0,55.74168896023905,"AMZN,CSX,ATI","0.311,0.400,0.289"
2006-08-31,recovery,36.0,6,0.0,61.90061704358058,"CSX,MO,ATI","0.400,0.400,0.200"
2006-09-29,recovery,37.0,6,0.0,65.02595353171164,"NVDA,HPQ,ATI","0.315,0.400,0.285"
2006-10-31,recovery,38.0,6,0.0,76.18764415691187,"NVDA,HPQ,ATI","0.314,0.400,0.286"
2006-11-30,recovery,39.0,6,0.0,81.90278168801493,"NVDA,T,ATI","0.315,0.400,0.285"
2006-12-29,recovery,40.0,6,0.0,83.51793929288148,"CSX,T,ATI","0.400,0.400,0.200"
2007-01-31,recovery,41.0,6,0.0,87.75458611287543,"NVDA,CFC,ATI","0.337,0.359,0.304"
2007-02-28,recovery,42.0,6,0.0,87.48678662465562,"NVDA,CMCSA,ATI","0.267,0.400,0.333"
2007-03-30,recovery,43.0,6,0.0,90.10560085166097,"NVDA,T,CFC","0.298,0.400,0.302"
2007-04-30,recovery,44.0,6,0.0,95.25491602914832,"NVDA,AMZN,MAT","0.281,0.319,0.400"
2007-05-31,recovery,45.0,6,0.0,91.92374954089019,"AMZN,MAT,HAS","0.200,0.400,0.400"
2007-06-29,recovery,46.0,6,0.0,93.55636554789488,"AMZN,NVDA,AAPL","0.238,0.362,0.400"
2007-07-31,recovery,47.0,6,0.0,97.96718990371394,"NVDA,AMZN,AAPL","0.361,0.239,0.400"
2007-08-31,recovery,48.0,6,0.0,102.87814131001043,"NVDA,AMZN,CMI","0.329,0.271,0.400"
2007-09-28,recovery,49.0,6,0.0,113.23473699648095,"NVDA,AMZN,NOV","0.360,0.240,0.400"
2007-10-31,recovery,50.0,6,0.0,115.00631907377007,"AMZN,JCI,NOV","0.316,0.284,0.400"
2007-11-30,recovery,51.0,6,0.0,110.9877922801075,"NVDA,AMZN,NOV","0.371,0.229,0.400"
2007-12-31,normal,52.0,6,0.0,118.8234775633091,"AMZN,NVDA,NOV","0.240,0.360,0.400"
2008-01-31,normal,53.0,6,0.0,95.18688778318042,"MBI,MTG,GME","0.314,0.286,0.400"
2008-02-29,normal,54.0,6,0.0,88.72806296522997,"MBI,MTG,CNX","0.317,0.283,0.400"
2008-03-31,normal,55.0,6,0.0,87.14106991171307,"MBI,MTG,CNX","0.318,0.282,0.400"
2008-04-30,normal,56.0,6,0.0,96.61034064182886,"MBI,FHN,RRC","0.257,0.343,0.400"
2008-05-30,normal,57.0,6,0.0,100.4270906968393,"MBI,MTG,CNX","0.352,0.248,0.400"
2008-06-30,normal,58.0,6,0.0,87.67175549534137,"MTG,MBI,CNX","0.260,0.340,0.400"
2008-07-31,normal,59.0,6,0.0,83.59531686373589,"FMCC,MTG,NBR","0.380,0.220,0.400"
2008-08-29,normal,60.0,6,0.0,132.65891921196837,"FMCC,FNMA,CF","0.286,0.314,0.400"
2008-09-30,crash,61.0,5,10.170908851602164,96.9311973403855,,
2008-10-31,crash,62.0,4,28.76194003964463,79.94596627552383,,
2008-11-28,crash,63.0,3,39.634231726498214,64.87098435796955,,
2008-12-31,normal,64.0,3,0.0,61.84233936154281,"MBI,GNW,MCD","0.200,0.400,0.400"
2009-01-30,crash,65.0,2,2.793973253350864,56.01605323754223,,
2009-02-27,crash,66.0,1,6.297967574492336,43.24048840588742,,
2009-03-31,normal,67.0,2,0.0,55.86241284069222,"GNW,TGNA,AZO","0.200,0.400,0.400"
2009-04-30,normal,68.0,3,0.0,63.2196357240873,"GNW,FITB,AZO","0.240,0.360,0.400"
2009-05-29,recovery,69.0,4,0.0,104.1957711202615,"RF,GNW,ORLY","0.400,0.200,0.400"
2009-06-30,recovery,70.0,4,0.0,106.84241723588379,"MTW,F,ORLY","0.346,0.254,0.400"
2009-07-31,recovery,71.0,5,0.0,128.03246880553993,"KIM,HBAN,AN","0.320,0.280,0.400"
2009-08-31,recovery,72.0,6,0.0,133.8004593248533,"HBAN,FITB,ORLY","0.308,0.292,0.400"
2009-09-30,recovery,73.0,6,0.0,154.69791362224385,"HBAN,FITB,WDC","0.308,0.292,0.400"
