variant,split,cagr_pct,spy_cagr_pct,edge_pp,sharpe,max_dd_pct,n_months
baseline,A1,26.892897294993535,11.298712609873585,15.594184685119949,1.1395540026797943,-25.81083856279359,96
baseline,A2,49.24635143347449,14.827678919522679,34.41867251395181,1.1267226889478603,-24.516881103423106,84
baseline,A3,49.829492921441854,13.719857315363914,36.10963560607794,1.0544441628154848,-26.322357971227795,84
baseline,R1_GFC,91.5759876693462,-2.78180889308145,94.35779656242765,1.108879307896944,-51.17961943133786,36
baseline,R2,41.048298528717076,16.07000308327717,24.9782954454399,1.5282702765702163,-25.81083856279359,36
baseline,R3,20.012358344306946,9.040352032995713,10.972006311311233,0.938068867055282,-15.023021482087573,36
baseline,R4,35.825647830857974,15.081113383528976,20.744534447329,1.3749844979745278,-21.11965345494774,36
baseline,R5_COVID,50.49505315084062,7.618476354813275,42.876576796027344,0.9127150840880717,-26.32235797122776,36
baseline,R6_AI,51.85631568332833,25.529470848293222,26.32684483503511,1.2380001264138258,-18.128406158785626,24
baseline,STRICT,39.430648624660904,13.504417076790375,25.926231547870525,1.0646143232632113,-26.322357971227774,48
concentration_overlay,A1,26.063597990565903,11.298712609873585,14.764885380692316,1.1327093184777701,-23.147665124365645,96
concentration_overlay,A2,47.622920979815376,14.827678919522679,32.79524206029269,1.1015176817717451,-24.516881103423096,84
concentration_overlay,A3,49.3585825597765,13.719857315363914,35.63872524441258,1.0508629033041366,-25.90086865867659,84
concentration_overlay,R1_GFC,90.0039478532639,-2.78180889308145,92.78575674634534,1.0992211665195841,-51.17961943133786,36
concentration_overlay,R2,40.475885756156394,16.07000308327717,24.40588267287922,1.557728482344684,-23.147665124365645,36
concentration_overlay,R3,18.63833817470082,9.040352032995713,9.597986141705107,0.8994892025839548,-14.125763568242943,36
concentration_overlay,R4,36.07410252770728,15.081113383528976,20.99298914417831,1.3916834042577586,-21.11965345494774,36
concentration_overlay,R5_COVID,49.76105117272982,7.618476354813275,42.14257481791655,0.9055289873455233,-25.90086865867659,36
concentration_overlay,R6_AI,52.11334938957985,25.529470848293222,26.58387854128663,1.2508277527381284,-18.40997572507185,24
concentration_overlay,STRICT,39.31350401488272,13.504417076790375,25.809086938092342,1.0728151971647852,-25.90086865867659,48
sector_diversification,A1,26.892897294993535,11.298712609873585,15.594184685119949,1.1395540026797943,-25.81083856279359,96
sector_diversification,A2,45.46527989426323,14.827678919522679,30.637600974740554,1.0582530478148715,-24.51688110342308,84
sector_diversification,A3,46.03364782386683,13.719857315363914,32.31379050850292,0.9947356356739,-26.32235797122776,84
sector_diversification,R1_GFC,61.16283292663478,-2.78180889308145,63.94464181971623,0.9042338943545488,-59.34692214233457,36
sector_diversification,R2,41.048298528717076,16.07000308327717,24.9782954454399,1.5282702765702163,-25.81083856279359,36
sector_diversification,R3,20.012358344306946,9.040352032995713,10.972006311311233,0.938068867055282,-15.023021482087573,36
sector_diversification,R4,35.825647830857974,15.081113383528976,20.744534447329,1.3749844979745278,-21.11965345494774,36
sector_diversification,R5_COVID,41.74856818675641,7.618476354813275,34.13009183194313,0.8077713968656514,-26.32235797122776,36
sector_diversification,R6_AI,51.85631568332833,25.529470848293222,26.32684483503511,1.2380001264138258,-18.128406158785626,24
sector_diversification,STRICT,39.430648624660904,13.504417076790375,25.926231547870525,1.0646143232632113,-26.322357971227774,48
cap_loose_bull,A1,26.892897294993535,11.298712609873585,15.594184685119949,1.1395540026797943,-25.81083856279359,96
cap_loose_bull,A2,49.24635143347449,14.827678919522679,34.41867251395181,1.1267226889478603,-24.516881103423106,84
cap_loose_bull,A3,49.829492921441854,13.719857315363914,36.10963560607794,1.0544441628154848,-26.322357971227795,84
cap_loose_bull,R1_GFC,91.5759876693462,-2.78180889308145,94.35779656242765,1.108879307896944,-51.17961943133786,36
cap_loose_bull,R2,41.048298528717076,16.07000308327717,24.9782954454399,1.5282702765702163,-25.81083856279359,36
cap_loose_bull,R3,20.012358344306946,9.040352032995713,10.972006311311233,0.938068867055282,-15.023021482087573,36
cap_loose_bull,R4,35.825647830857974,15.081113383528976,20.744534447329,1.3749844979745278,-21.11965345494774,36
cap_loose_bull,R5_COVID,50.49505315084062,7.618476354813275,42.876576796027344,0.9127150840880717,-26.32235797122776,36
cap_loose_bull,R6_AI,51.85631568332833,25.529470848293222,26.32684483503511,1.2380001264138258,-18.128406158785626,24
cap_loose_bull,STRICT,39.430648624660904,13.504417076790375,25.926231547870525,1.0646143232632113,-26.322357971227774,48
ensemble,A1,9.176280951819615,11.298712609873585,-2.1224316580539693,0.5161238173162404,-41.68896054070319,96
ensemble,A2,12.029806980578872,14.827678919522679,-2.797871938943808,0.5550503421354582,-37.7804578083343,84
ensemble,A3,8.32617040864645,13.719857315363914,-5.393686906717465,0.4171363230582359,-43.873206817935404,84
