cost_bps,cagr,spy_cagr,edge,sharpe,mdd,edge_std,edge_min,n_years_positive,n_years_total
0,12.327597511849087,11.458029424329009,0.8695680875200775,0.8200590043585234,-24.522275137749812,16.626071224076306,-32.31530654290532,9,24
5,12.149980259035864,11.458029424329009,0.691950834706855,0.8099141515229701,-24.59939296960663,16.62886757214149,-32.373321064541656,9,24
10,11.972591485631966,11.458029424329009,0.5145620613029571,0.7997610027940492,-24.676451762033732,16.6319723320565,-32.431312822841136,9,24
20,11.61849845827283,11.458029424329009,0.16046903394382106,0.7794311324102586,-24.83039234900758,16.63909674254789,-32.54722806596848,9,24
30,11.265316593895003,11.458029424329009,-0.19271283043400622,0.7590720294921186,-24.984097139412672,16.64742374338062,-32.66305230536504,9,24
50,10.561679024020453,11.458029424329009,-0.8963504003085561,0.7182767177029735,-25.290800292867942,16.66760254846918,-32.8944279052769,9,24
75,9.687224756756162,11.458029424329009,-1.7708046675728468,0.6671654235598136,-25.672857162402657,16.699221090410717,-33.18313609837868,9,24
100,8.818402457203089,11.458029424329009,-2.6396269671259205,0.615962838075902,-26.053448564819565,16.737643181274258,-33.47127665521106,8,24
150,7.097540338136521,11.458029424329009,-4.360489086192488,0.5134502627225046,-26.81024995424114,16.833612754839887,-34.04585692742733,5,24
