date,regime,cum_deposits,active_tranches,cash_pool,total_nav,current_picks,current_weights
2003-09-30,recovery,1.0,1,0.0,0.999,CSX,1.000
2003-10-31,recovery,2.0,2,0.0,2.085775545649865,MO,1.000
2003-11-28,recovery,3.0,3,0.0,3.2771317224038157,XEL,1.000
2003-12-31,recovery,4.0,4,0.0,4.452474455853626,MO,1.000
2004-01-30,recovery,5.0,5,0.0,5.3691509799259665,CSX,1.000
2004-02-27,recovery,6.0,6,0.0,6.460636466508351,CMS,1.000
2004-03-31,recovery,7.0,6,0.0,7.283092475330417,AAPL,1.000
2004-04-30,recovery,8.0,6,0.0,8.102306622117919,NVDA,1.000
2004-05-31,recovery,9.0,6,0.0,9.530776198836513,OXY,1.000
2004-06-30,recovery,10.0,6,0.0,10.898023011866115,AAPL,1.000
2004-07-30,normal,11.0,6,0.0,11.305841964913533,AAPL,1.000
2004-08-31,normal,12.0,6,0.0,12.579848967109804,AAPL,1.000
2004-09-30,recovery,13.0,6,0.0,15.10174623793286,AAPL,1.000
2004-10-29,recovery,14.0,6,0.0,19.93305000320255,AAPL,1.000
2004-11-30,recovery,15.0,6,0.0,25.97595089579523,NEE,1.000
2004-12-31,recovery,16.0,6,0.0,26.335276324900086,VFC,1.000
2005-01-31,recovery,17.0,6,0.0,30.622757549292555,CSX,1.000
2005-02-28,recovery,18.0,6,0.0,35.22945375603923,NVDA,1.000
2005-03-31,recovery,19.0,6,0.0,34.2350619825109,CSX,1.000
2005-04-29,recovery,20.0,6,0.0,33.57166208458644,CSX,1.000
2005-05-31,recovery,21.0,6,0.0,36.40501203478459,EXC,1.000
2005-06-30,recovery,22.0,6,0.0,38.45269581812004,AAPL,1.000
2005-07-29,recovery,23.0,6,0.0,42.12487897596432,CSX,1.000
2005-08-31,recovery,24.0,6,0.0,43.92686825472843,CSX,1.000
2005-09-30,recovery,25.0,6,0.0,47.701635487412794,CL,1.000
2005-10-31,recovery,26.0,6,0.0,48.9809608771934,NEE,1.000
2005-11-30,recovery,27.0,6,0.0,53.00731328085514,CSX,1.000
2005-12-30,recovery,28.0,6,0.0,55.65511059241808,CSX,1.000
2006-01-31,recovery,29.0,6,0.0,58.795468465615116,NVDA,1.000
2006-02-28,recovery,30.0,6,0.0,61.3296839999712,WMB,1.000
2006-03-31,recovery,31.0,6,0.0,66.64261284784062,NVDA,1.000
2006-04-28,recovery,32.0,6,0.0,71.83747347040475,NVDA,1.000
2006-05-31,recovery,33.0,6,0.0,65.41714899771154,NVDA,1.000
2006-06-30,recovery,34.0,6,0.0,64.97420034289944,NVDA,1.000
2006-07-31,recovery,35.0,6,0.0,68.53624629021984,AMZN,1.000
2006-08-31,recovery,36.0,6,0.0,85.7062764252006,CSX,1.000
2006-09-29,recovery,37.0,6,0.0,89.3495638581068,NVDA,1.000
2006-10-31,recovery,38.0,6,0.0,105.04687876998725,NVDA,1.000
2006-11-30,recovery,39.0,6,0.0,111.5586274579306,NVDA,1.000
2006-12-29,recovery,40.0,6,0.0,111.582636897841,CSX,1.000
2007-01-31,recovery,41.0,6,0.0,107.13666694241905,NVDA,1.000
2007-02-28,recovery,42.0,6,0.0,110.08708509755725,NVDA,1.000
2007-03-30,recovery,43.0,6,0.0,108.20741939502618,NVDA,1.000
2007-04-30,recovery,44.0,6,0.0,122.1042425194692,NVDA,1.000
2007-05-31,recovery,45.0,6,0.0,129.6759388457772,AMZN,1.000
2007-06-29,recovery,46.0,6,0.0,142.94352596889212,AMZN,1.000
2007-07-31,recovery,47.0,6,0.0,161.87132602806778,NVDA,1.000
2007-08-31,recovery,48.0,6,0.0,174.6346537410869,NVDA,1.000
2007-09-28,recovery,49.0,6,0.0,194.15353873003968,NVDA,1.000
2007-10-31,recovery,50.0,6,0.0,188.87390033938357,AMZN,1.000
2007-11-30,recovery,51.0,6,0.0,181.64591317977911,NVDA,1.000
2007-12-31,normal,52.0,6,0.0,192.6065450822121,AMZN,1.000
2008-01-31,normal,53.0,6,0.0,149.38101088727535,MBI,1.000
2008-02-29,normal,54.0,6,0.0,127.55642937509354,MBI,1.000
2008-03-31,normal,55.0,6,0.0,129.6002235422219,MBI,1.000
2008-04-30,normal,56.0,6,0.0,129.5591108842343,MBI,1.000
2008-05-30,normal,57.0,6,0.0,115.79211916904904,MBI,1.000
2008-06-30,normal,58.0,6,0.0,88.65325942461402,MTG,1.000
2008-07-31,normal,59.0,6,0.0,105.52225506773101,FMCC,1.000
2008-08-29,normal,60.0,6,0.0,195.33774765068793,FMCC,1.000
2008-09-30,crash,61.0,5,18.168041920243617,140.45749497778627,,
2008-10-31,crash,62.0,4,33.76442781142761,101.69139175179566,,
2008-11-28,crash,63.0,3,51.97208483388714,82.4539502339183,,
2008-12-31,normal,64.0,3,0.0,86.55475672132793,MBI,1.000
2009-01-30,crash,65.0,2,1.6543427935784265,82.38863335385258,,
2009-02-27,crash,66.0,1,5.062068563140881,59.96997621014196,,
2009-03-31,normal,67.0,2,0.0,97.8363721147192,GNW,1.000
2009-04-30,normal,68.0,3,0.0,103.30747485063205,GNW,1.000
2009-05-29,recovery,69.0,4,0.0,151.62821289769792,RF,1.000
2009-06-30,recovery,70.0,4,0.0,113.88678330171939,MTW,1.000
2009-07-31,recovery,71.0,5,0.0,129.9877849453142,KIM,1.000
2009-08-31,recovery,72.0,6,0.0,152.81664160894113,HBAN,1.000
2009-09-30,recovery,73.0,6,0.0,206.28275047811053,HBAN,1.000
2009-10-30,recovery,74.0,6,0.0,193.17490323687377,HBAN,1.000
2009-11-30,recovery,75.0,6,0.0,206.17164718636573,HBAN,1.000
2009-12-31,recovery,76.0,6,0.0,207.96112845434845,FITB,1.000
2010-01-29,recovery,77.0,6,0.0,267.2663018494025,NVDA,1.000
2010-02-26,recovery,78.0,6,0.0,264.63797337097225,NVDA,1.000
2010-03-31,recovery,79.0,6,0.0,295.46959482666324,CAG,1.000
2010-04-30,recovery,80.0,6,0.0,321.54153293625967,PFG,1.000
2010-05-31,crash,81.0,5,4.888471888536227,287.09158344727746,,
