entry_idx,entry_date,regime,picks,weights,initial_capital,nav,status,exit_date,exit_nav,return_pct
0,2003-09-30,recovery,CSX,1.000,1.0,1.0409737317743226,exited,2004-03-31,1.0409737317743226,4.097373177432262
1,2003-10-31,recovery,MO,1.000,1.0,1.2191040019836268,exited,2004-04-30,1.2191040019836268,21.91040019836268
2,2003-11-28,recovery,XEL,1.000,1.0,1.0498144909706493,exited,2004-05-31,1.0498144909706493,4.981449097064927
3,2003-12-31,recovery,MO,1.000,1.0,0.942820306200076,exited,2004-06-30,0.942820306200076,-5.717969379992405
4,2004-01-30,recovery,CSX,1.000,1.0,0.9971933187493415,exited,2004-07-30,0.9971933187493415,-0.2806681250658527
5,2004-02-27,recovery,CMS,1.000,1.0,1.042434724430949,exited,2004-08-31,1.042434724430949,4.243472443094909
6,2004-03-31,recovery,AAPL,1.000,2.0409737317743226,2.921917466647481,exited,2004-09-30,2.921917466647481,43.162913914982596
7,2004-04-30,recovery,NVDA,1.000,2.219104001983627,1.563267204167969,exited,2004-10-29,1.563267204167969,-29.554126225242904
8,2004-05-31,recovery,OXY,1.000,2.0498144909706495,2.821285953636341,exited,2004-11-30,2.821285953636341,37.63616005565345
9,2004-06-30,recovery,AAPL,1.000,1.942820306200076,3.8411987196508592,exited,2004-12-31,3.8411987196508592,97.71250626692205
10,2004-07-30,normal,AAPL,1.000,1.9971933187493414,4.744296132688664,exited,2005-01-31,4.744296132688664,137.54816762853886
11,2004-08-31,normal,AAPL,1.000,2.042434724430949,5.307740510182698,exited,2005-02-28,5.307740510182698,159.87320165943166
12,2004-09-30,recovery,AAPL,1.000,3.921917466647481,8.426473713607502,exited,2005-03-31,8.426473713607502,114.85596740031832
13,2004-10-29,recovery,AAPL,1.000,2.563267204167969,3.5243894116447203,exited,2005-04-29,3.5243894116447203,37.495981921585496
14,2004-11-30,recovery,NEE,1.000,3.821285953636341,4.452185517523327,exited,2005-05-31,4.452185517523327,16.51013746528498
15,2004-12-31,recovery,VFC,1.000,4.841198719650859,5.043472012321704,exited,2005-06-30,5.043472012321704,4.178165458273786
16,2005-01-31,recovery,CSX,1.000,5.744296132688664,6.570543605889808,exited,2005-07-29,6.570543605889808,14.383789660482083
17,2005-02-28,recovery,NVDA,1.000,6.307740510182698,6.668800262180358,exited,2005-08-31,6.668800262180358,5.724074276910973
18,2005-03-31,recovery,CSX,1.000,9.426473713607502,10.557534468770868,exited,2005-09-30,10.557534468770868,11.99876846344603
19,2005-04-29,recovery,CSX,1.000,4.52438941164472,5.183385156565022,exited,2005-10-31,5.183385156565022,14.565407284001687
20,2005-05-31,recovery,EXC,1.000,5.452185517523327,6.144929664420534,exited,2005-11-30,6.144929664420534,12.705806592067104
21,2005-06-30,recovery,AAPL,1.000,6.043472012321704,11.791109419457054,exited,2005-12-30,11.791109419457054,95.10488996088353
22,2005-07-29,recovery,CSX,1.000,7.570543605889808,8.933704464926288,exited,2006-01-31,8.933704464926288,18.006115940947144
23,2005-08-31,recovery,CSX,1.000,7.668800262180358,9.707142041916013,exited,2006-02-28,9.707142041916013,26.57966970124377
24,2005-09-30,recovery,CL,1.000,11.557534468770868,12.626542429910758,exited,2006-03-31,12.626542429910758,9.249446445765862
25,2005-10-31,recovery,NEE,1.000,6.183385156565022,5.78060423829519,exited,2006-04-28,5.78060423829519,-6.513922520938086
26,2005-11-30,recovery,CSX,1.000,7.144929664420534,9.863000573317281,exited,2006-05-31,9.863000573317281,38.04195473654375
27,2005-12-30,recovery,CSX,1.000,12.791109419457054,17.806098437281033,exited,2006-06-30,17.806098437281033,39.20683385129584
28,2006-01-31,recovery,NVDA,1.000,9.933704464926288,9.77366977788179,exited,2006-07-31,9.77366977788179,-1.6110272618794497
29,2006-02-28,recovery,WMB,1.000,10.707142041916013,12.355187894782956,exited,2006-08-31,12.355187894782956,15.39202381377982
30,2006-03-31,recovery,NVDA,1.000,13.626542429910758,14.069370887870253,exited,2006-09-29,14.069370887870253,3.249749231965615
31,2006-04-28,recovery,NVDA,1.000,6.78060423829519,8.083618254233382,exited,2006-10-31,8.083618254233382,19.216783197271535
32,2006-05-31,recovery,NVDA,1.000,10.863000573317281,17.468254208794587,exited,2006-11-30,17.468254208794587,60.80505649333894
33,2006-06-30,recovery,NVDA,1.000,18.806098437281033,32.65935077652949,exited,2006-12-29,32.65935077652949,73.66361707320377
34,2006-07-31,recovery,AMZN,1.000,10.77366977788179,15.077661155579484,exited,2007-01-31,15.077661155579484,39.94916742792447
35,2006-08-31,recovery,CSX,1.000,13.355187894782956,16.705360348339433,exited,2007-02-28,16.705360348339433,25.08517648684809
36,2006-09-29,recovery,NVDA,1.000,15.069370887870253,14.642206193015507,exited,2007-03-30,14.642206193015507,-2.834655129489061
37,2006-10-31,recovery,NVDA,1.000,9.083618254233382,8.559265763194269,exited,2007-04-30,8.559265763194269,-5.772506905986951
38,2006-11-30,recovery,NVDA,1.000,18.468254208794587,17.277643166105843,exited,2007-05-31,17.277643166105843,-6.446797998490695
39,2006-12-29,recovery,CSX,1.000,33.65935077652949,44.27987792525224,exited,2007-06-29,44.27987792525224,31.55297682131286
40,2007-01-31,recovery,NVDA,1.000,16.077661155579484,23.979728407848274,exited,2007-07-31,23.979728407848274,49.14935808014904
41,2007-02-28,recovery,NVDA,1.000,17.705360348339433,29.190320303889788,exited,2007-08-31,29.190320303889788,64.86713475237187
42,2007-03-30,recovery,NVDA,1.000,15.642206193015507,29.515614852236382,exited,2007-09-28,29.515614852236382,88.69214794915293
43,2007-04-30,recovery,NVDA,1.000,9.559265763194269,15.409018148947293,exited,2007-10-31,15.409018148947293,61.19457844007368
