,0
2003-10-31,0.05772696806120257
2003-11-30,-0.026141967943205446
2003-12-31,0.012199292578893295
2004-01-31,-0.031007496290703464
2004-02-29,0.05658766454027271
2004-03-31,0.012861743049716915
2004-04-30,-0.022913631122984168
2004-05-31,0.03515154100289326
2004-06-30,0.02312338814441169
2004-07-31,-0.04133532495916366
2004-08-31,-0.04164516443948144
2004-09-30,0.04286569599068694
2004-10-31,0.006928856479585375
2004-11-30,0.21340531557951609
2004-12-31,-0.026721585663003124
2005-01-31,0.04390298969536703
2005-02-28,0.14664153039569947
2005-03-31,-0.049523059921290725
2005-04-30,-0.01691594684899644
2005-05-31,0.07678722297376757
2005-06-30,-0.006956549059829638
2005-07-31,0.060696451535134435
2005-08-31,0.02372659387572392
2005-09-30,0.021600148977125252
2005-10-31,-0.0355917668307741
2005-11-30,0.0738720159742889
2005-12-31,-0.02291433899150815
2006-01-31,0.023424136460234817
2006-02-28,-0.06885620034130242
2006-03-31,0.004032704594420954
2006-04-30,-0.08433970440980716
2006-05-31,-0.05268007243759745
2006-06-30,-0.09100407286431492
2006-07-31,0.001944751748247785
2006-08-31,0.044371158633987696
2006-09-30,0.03435587367781079
2006-10-31,0.0650226922914184
2006-11-30,0.015164941673438147
2006-12-31,0.032200171890818696
2007-01-31,0.04589756197896262
2007-02-28,-0.042327321469237525
2007-03-31,-0.029981249270857692
2007-04-30,0.04183858027871257
2007-05-31,0.09843782898185655
2007-06-30,-0.020041752234420132
2007-07-31,-0.030089761762128218
2007-08-31,-0.012824358232343956
2007-09-30,0.1421041176636479
2007-10-31,0.11946639971820308
2007-11-30,-0.03548696422776154
2007-12-31,-0.05351131239800832
2008-01-31,-0.0806454344202582
2008-02-29,0.0028333333333333335
2008-03-31,0.0033333333333333335
2008-04-30,0.0033333333333333335
2008-05-31,0.07655436082074679
2008-06-30,-0.08636362593405891
2008-07-31,0.0028333333333333335
2008-08-31,0.0033333333333333335
2008-09-30,-0.14794247100504296
2008-10-31,0.0028333333333333335
2008-11-30,0.0033333333333333335
2008-12-31,-0.026816036319774007
2009-01-31,0.0028333333333333335
2009-02-28,-0.05932082420140999
2009-03-31,0.173177007315222
2009-04-30,0.0028333333333333335
2009-05-31,0.0033333333333333335
2009-06-30,-0.013223944269647625
2009-07-31,-0.0025268537951153433
2009-08-31,0.009393843740203281
2009-09-30,-0.02501678343063651
2009-10-31,-0.08711012294796786
2009-11-30,0.0966641672184629
2009-12-31,-0.023774848355203826
2010-01-31,-0.13902144728970703
2010-02-28,0.07458093037420635
2010-03-31,0.04354523553549012
2010-04-30,0.02592175926044167
2010-05-31,-0.050595033028493434
2010-06-30,-0.056541213953987514
2010-07-31,0.0028333333333333335
2010-08-31,-0.048168152046100234
2010-09-30,0.0028333333333333335
2010-10-31,0.057756111241541244
2010-11-30,0.07305015145305409
2010-12-31,0.02492534950234197
2011-01-31,0.00022982799990911335
2011-02-28,0.06853739755168127
2011-03-31,-0.02425639198660212
2011-04-30,0.0661083447091764
2011-05-31,-0.024909790347053283
2011-06-30,-0.003925619063810761
2011-07-31,-0.05996514493696632
2011-08-31,-0.01828215712932087
2011-09-30,-0.03301155807645535
2011-10-31,0.0028333333333333335
2011-11-30,-0.03169523022001114
2011-12-31,0.03367755657876699
2012-01-31,0.025345850020044188
2012-02-29,0.028145518225928957
2012-03-31,0.05815110907778158
2012-04-30,0.05195470997480626
2012-05-31,-0.03883630763566274
2012-06-30,0.02440211096967985
2012-07-31,0.0004928292097062831
2012-08-31,0.07128442978249135
2012-09-30,0.0702292039577274
