K_normal,K_recovery,K_bull,conv,cash_crash,regime_mode,CAGR_pct,Sharpe,MaxDD_pct,Final_eq
5,5,3,False,False,trend_only,81.49,1.282,-56.82,332728.2
5,3,3,False,False,trend_only,81.49,1.282,-56.82,332728.2
5,7,3,False,False,trend_only,81.49,1.282,-56.82,332728.2
5,5,3,False,False,default,81.48,1.284,-56.82,332227.8
5,5,3,False,False,loose,81.48,1.284,-56.82,332227.8
15,7,5,True,True,tight,81.47,1.249,-57.53,332215.2
7,3,7,True,False,default,81.43,1.05,-70.11,330333.7
5,3,3,True,True,tight,81.31,1.061,-64.76,325880.0
5,5,5,True,True,loose,81.31,1.091,-64.61,325863.6
10,5,5,True,False,default,81.3,1.12,-59.17,325434.8
15,7,5,True,False,default,81.27,1.225,-56.35,324438.3
10,5,5,True,False,loose,81.26,1.179,-59.17,324020.0
7,7,3,False,False,loose,81.24,1.385,-55.06,323291.7
7,7,3,False,False,default,81.24,1.385,-55.06,323291.7
3,5,10,True,False,default,81.21,1.018,-68.19,322210.8
5,5,7,True,True,loose,81.2,1.096,-63.47,321518.0
10,5,7,True,False,default,81.19,1.127,-59.17,321095.0
5,5,7,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,3,7,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,3,5,False,False,no_gate,81.18,1.303,-50.35,320834.5
15,5,3,True,True,loose,81.18,1.198,-60.59,320994.4
5,3,3,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,3,3,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,7,5,False,False,trend_only,81.18,1.303,-50.35,320834.5
5,7,10,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,7,5,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,7,10,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,7,7,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,7,7,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,3,5,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,3,7,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,3,10,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,3,10,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,7,5,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,3,5,False,False,trend_only,81.18,1.303,-50.35,320834.5
5,5,5,False,False,loose,81.18,1.303,-50.35,320834.5
5,5,5,False,False,trend_only,81.18,1.303,-50.35,320834.5
5,5,5,False,False,default,81.18,1.303,-50.35,320834.5
5,5,10,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,7,3,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,7,3,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,5,7,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,5,5,False,False,tight,81.18,1.303,-50.35,320834.5
5,5,5,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,5,5,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,5,10,False,True,no_gate,81.18,1.303,-50.35,320834.5
5,5,3,False,False,no_gate,81.18,1.303,-50.35,320834.5
5,5,3,False,True,no_gate,81.18,1.303,-50.35,320834.5
15,7,7,True,False,default,81.16,1.24,-56.35,320111.8
3,5,7,True,False,tight,81.16,1.003,-71.66,320059.3
10,5,7,True,False,loose,81.15,1.189,-59.17,319699.0
7,3,5,False,False,tight,81.12,1.222,-60.83,318769.6
3,7,3,True,False,tight,81.12,1.025,-71.66,318544.5
5,7,5,False,False,tight,81.1,1.392,-50.54,317836.6
5,5,7,False,False,default,81.07,1.31,-50.35,316900.9
5,5,7,False,False,loose,81.07,1.31,-50.35,316900.9
15,3,5,False,True,tight,81.07,1.238,-71.36,316780.6
7,7,7,True,True,tight,81.02,1.228,-56.78,315053.2
7,7,5,False,False,loose,80.95,1.418,-46.15,312204.9
7,7,5,False,False,default,80.95,1.418,-46.15,312204.9
7,5,7,False,False,tight,80.92,1.329,-46.15,311285.7
5,3,5,True,True,tight,80.92,1.06,-63.22,311112.3
10,5,7,True,True,tight,80.9,1.168,-56.37,310290.2
7,7,5,True,True,default,80.89,1.206,-58.13,310280.2
15,5,7,False,True,tight,80.87,1.357,-47.66,309343.4
10,7,3,True,True,tight,80.85,1.231,-56.32,308821.6
7,5,3,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,7,5,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,7,10,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,7,7,False,False,default,80.84,1.43,-46.15,308377.0
7,3,5,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,7,7,False,False,loose,80.84,1.43,-46.15,308377.0
7,7,7,False,False,trend_only,80.84,1.43,-46.15,308377.0
7,7,7,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,3,10,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,7,10,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,7,7,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,3,10,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,7,7,False,False,tight,80.84,1.43,-46.15,308377.0
7,7,3,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,7,5,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,3,7,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,5,7,False,False,trend_only,80.84,1.43,-46.15,308377.0
7,3,7,False,False,trend_only,80.84,1.43,-46.15,308377.0
7,3,7,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,5,3,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,5,5,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,5,10,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,5,10,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,7,3,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,5,7,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,5,7,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,3,3,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,3,5,False,True,no_gate,80.84,1.43,-46.15,308377.0
7,5,5,False,False,no_gate,80.84,1.43,-46.15,308377.0
7,3,3,False,False,no_gate,80.84,1.43,-46.15,308377.0
10,7,10,True,True,loose,80.83,1.284,-54.78,307754.8
15,7,7,False,True,tight,80.79,1.472,-45.02,306452.8
7,7,7,True,True,default,80.78,1.219,-56.78,306142.5
10,3,5,False,True,tight,80.77,1.226,-64.14,305679.6
15,5,3,True,True,tight,80.74,1.164,-62.39,304707.1
3,7,5,True,False,tight,80.72,1.023,-71.66,304109.1
7,3,5,True,False,loose,80.7,1.086,-70.11,303354.2
10,5,3,False,False,tight,80.63,1.288,-53.75,300569.4
7,3,7,True,False,loose,80.59,1.09,-70.11,299308.8
10,5,7,False,True,tight,80.57,1.339,-35.91,298503.0
10,7,3,False,False,tight,80.55,1.372,-52.95,297760.9
7,5,10,True,True,tight,80.52,1.157,-57.52,296716.5
7,7,3,False,False,trend_only,80.52,1.374,-55.06,296915.7
7,5,3,False,False,trend_only,80.52,1.374,-55.06,296915.7
7,3,3,False,False,trend_only,80.52,1.374,-55.06,296915.7
10,7,7,False,True,tight,80.49,1.448,-34.39,295713.7
10,7,5,True,True,tight,80.46,1.233,-55.03,294826.9
7,5,10,True,True,loose,80.44,1.155,-62.35,293957.8
10,5,3,True,True,default,80.41,1.117,-55.97,293098.7
3,7,7,True,False,trend_only,80.38,0.979,-71.66,292137.4
3,5,7,True,False,trend_only,80.38,0.979,-71.66,292137.4
3,3,7,True,False,trend_only,80.38,0.979,-71.66,292137.4
3,3,7,False,True,tight,80.36,1.219,-62.45,291432.9
15,5,5,True,True,tight,80.35,1.165,-60.75,290898.8
5,3,3,False,False,loose,80.32,1.249,-60.51,290045.9
3,5,10,False,False,default,80.25,1.22,-52.61,287531.2
5,3,5,True,False,default,80.22,1.025,-70.35,286629.4
3,5,10,True,True,loose,80.22,0.998,-68.19,286572.9
7,3,5,False,False,trend_only,80.21,1.409,-46.15,286302.2
7,7,5,False,False,trend_only,80.21,1.409,-46.15,286302.2
7,5,5,False,False,trend_only,80.21,1.409,-46.15,286302.2
3,5,3,True,True,default,80.21,1.058,-72.34,286227.3
15,7,10,True,False,loose,80.12,1.31,-56.35,283064.7
5,3,7,True,False,default,80.11,1.027,-70.35,282807.1
10,3,3,True,True,loose,80.09,1.112,-67.6,282288.2
5,7,10,False,False,loose,80.08,1.32,-47.4,281772.0
5,7,3,False,True,loose,80.06,1.304,-56.82,281192.9
5,3,5,False,False,loose,80.03,1.265,-60.51,280099.2
15,3,5,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,3,7,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,5,10,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,5,10,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,3,3,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,5,7,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,5,5,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,7,10,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,3,7,True,False,no_gate,80.0,1.367,-54.54,278985.0
7,3,10,True,False,default,80.0,1.043,-70.11,279238.4
15,3,10,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,3,10,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,5,3,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,5,3,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,5,7,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,5,5,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,3,3,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,3,5,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,7,3,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,7,3,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,7,5,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,7,5,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,7,7,True,False,no_gate,80.0,1.367,-54.54,278985.0
15,7,7,True,True,no_gate,80.0,1.367,-54.54,278985.0
15,7,10,True,False,no_gate,80.0,1.367,-54.54,278985.0
3,5,3,True,False,tight,79.99,0.995,-71.66,278928.2
5,3,7,False,False,loose,79.93,1.271,-60.51,276665.0
7,5,7,True,True,tight,79.9,1.149,-59.93,275871.1
7,7,3,True,True,tight,79.86,1.208,-60.39,274565.4
15,3,3,True,False,default,79.84,1.047,-68.72,273933.5
5,3,3,False,False,default,79.82,1.203,-60.51,273149.1
5,3,3,False,False,tight,79.79,1.198,-60.77,272277.1
5,5,10,True,True,loose,79.78,1.092,-62.9,271786.3
5,7,5,False,True,loose,79.77,1.327,-47.4,271549.8
10,5,10,True,False,default,79.76,1.124,-59.17,271428.7
3,7,5,True,False,trend_only,79.75,0.975,-71.66,270919.8
3,3,5,True,False,trend_only,79.75,0.975,-71.66,270919.8
3,5,5,True,False,trend_only,79.75,0.975,-71.66,270919.8
7,5,3,False,False,default,79.75,1.302,-55.06,270843.6
15,7,10,True,False,default,79.74,1.243,-56.35,270597.6
3,5,10,False,False,loose,79.74,1.177,-52.61,270780.9
10,5,3,True,True,tight,79.73,1.152,-60.18,270414.6
10,5,10,True,False,loose,79.73,1.189,-59.17,270248.7
3,5,3,False,True,loose,79.71,1.184,-61.46,269540.7
5,3,5,True,False,loose,79.71,1.04,-70.35,269685.9
5,7,7,False,True,loose,79.66,1.336,-47.4,268220.4
3,5,5,True,False,tight,79.6,0.993,-71.66,266288.2
5,3,7,True,False,loose,79.6,1.043,-70.35,266089.5
5,5,10,False,False,tight,79.59,1.289,-50.35,265770.2
10,7,3,False,False,loose,79.57,1.378,-54.52,265235.2
7,3,10,False,False,tight,79.53,1.209,-60.6,264059.7
5,3,5,False,False,default,79.52,1.216,-60.51,263781.8
5,7,10,False,False,tight,79.51,1.378,-50.54,263286.8
15,3,10,False,True,tight,79.48,1.224,-70.69,262412.1
7,3,3,True,True,default,79.47,1.041,-67.84,261979.3
7,7,5,True,True,tight,79.47,1.21,-59.22,262123.1
7,5,5,False,False,default,79.45,1.325,-51.8,261555.3
3,3,10,False,False,trend_only,79.43,1.159,-65.97,260916.7
10,7,3,False,False,default,79.43,1.346,-54.52,260874.2
3,7,10,False,False,trend_only,79.43,1.159,-65.97,260916.7
3,5,10,False,False,trend_only,79.43,1.159,-65.97,260916.7
5,3,7,False,False,default,79.42,1.22,-60.51,260547.7
3,5,5,False,True,loose,79.41,1.195,-52.61,260297.1
15,3,3,True,False,loose,79.39,1.121,-68.72,259641.1
3,5,3,False,False,tight,79.39,1.205,-57.57,259555.1
7,7,10,True,True,default,79.36,1.221,-56.11,258789.0
7,5,7,False,False,default,79.35,1.333,-51.8,258348.5
10,5,5,True,True,tight,79.34,1.152,-58.44,258160.3
3,7,3,False,False,tight,79.31,1.265,-56.84,257129.8
3,5,7,False,True,loose,79.31,1.198,-52.61,257105.7
3,5,10,True,False,trend_only,79.29,0.973,-71.66,256563.4
3,7,10,True,False,trend_only,79.29,0.973,-71.66,256563.4
3,3,10,True,False,trend_only,79.29,0.973,-71.66,256563.4
10,7,5,False,False,loose,79.28,1.411,-48.97,256139.3
5,7,10,False,False,default,79.18,1.373,-47.4,253326.6
10,3,10,False,True,tight,79.18,1.213,-63.3,253216.3
7,3,10,True,False,loose,79.17,1.085,-70.11,253012.4
10,7,7,False,False,loose,79.17,1.424,-48.97,252998.8
10,7,5,False,False,default,79.14,1.375,-48.97,251927.9
10,7,7,False,False,default,79.03,1.386,-48.97,248839.0
5,7,10,True,True,tight,78.95,1.159,-56.63,246389.3
5,7,5,True,True,default,78.87,1.17,-63.4,244112.4
7,5,3,False,False,loose,78.85,1.349,-55.06,243501.5
5,7,7,True,True,default,78.76,1.181,-62.22,240857.0
7,5,3,True,True,tight,78.74,1.134,-63.89,240418.7
5,3,10,True,False,default,78.7,1.02,-70.35,239063.1
3,3,10,False,False,loose,78.6,1.151,-65.97,236400.7
3,3,10,False,False,default,78.6,1.151,-65.97,236400.7
3,3,3,False,True,loose,78.56,1.158,-63.96,235317.9
7,5,5,False,False,loose,78.56,1.379,-51.8,235150.9
15,7,5,True,True,loose,78.55,1.277,-56.35,234953.7
5,3,10,False,False,trend_only,78.54,1.295,-50.35,234591.1
5,7,10,False,False,trend_only,78.54,1.295,-50.35,234591.1
5,5,10,False,False,trend_only,78.54,1.295,-50.35,234591.1
7,5,7,False,False,loose,78.46,1.39,-51.8,232267.8
15,7,7,True,True,loose,78.44,1.297,-56.35,231820.4
3,3,5,True,False,loose,78.37,0.967,-73.66,229919.3
3,3,5,True,False,default,78.37,0.967,-73.66,229919.3
7,5,5,True,True,tight,78.36,1.134,-62.31,229523.7
5,7,7,True,True,tight,78.34,1.151,-59.42,229079.6
3,7,10,False,True,loose,78.32,1.202,-48.44,228605.2
3,3,5,False,True,loose,78.27,1.167,-67.5,227248.0
3,3,7,True,False,default,78.26,0.968,-73.66,226853.2
3,3,7,True,False,loose,78.26,0.968,-73.66,226853.2
5,3,10,True,False,loose,78.19,1.036,-70.35,224931.3
3,3,7,False,True,loose,78.17,1.17,-67.63,224461.8
7,5,5,False,False,tight,78.14,1.29,-46.15,223576.7
10,5,5,True,True,loose,78.11,1.169,-59.17,222907.3
7,3,3,False,False,default,78.1,1.213,-60.6,222680.6
15,5,5,False,True,tight,78.08,1.316,-47.66,222181.6
7,7,5,False,False,tight,78.06,1.384,-46.15,221487.5
15,7,5,False,True,tight,78.01,1.422,-45.02,220105.5
7,7,3,False,True,loose,78.0,1.383,-55.06,220023.4
10,5,7,True,True,loose,78.0,1.18,-59.17,219934.7
5,3,7,False,True,tight,77.98,1.225,-60.51,219334.3
7,3,7,False,True,tight,77.95,1.232,-60.6,218587.0
10,5,3,False,False,default,77.95,1.268,-54.52,218552.1
15,5,3,True,True,default,77.9,1.103,-58.26,217238.5
5,5,10,True,True,tight,77.84,1.095,-60.11,215746.7
7,3,5,False,False,default,77.81,1.228,-60.6,215044.0
10,5,5,False,True,tight,77.79,1.299,-38.55,214395.7
7,3,3,False,False,loose,77.72,1.304,-60.6,212584.9
7,7,5,False,True,loose,77.71,1.42,-46.15,212478.0
10,7,5,False,True,tight,77.71,1.4,-36.58,212392.3
7,3,7,False,False,default,77.71,1.233,-60.6,212407.4
5,5,10,False,False,loose,77.7,1.286,-50.35,212229.1
5,5,10,False,False,default,77.7,1.286,-50.35,212229.1
5,5,3,False,True,loose,77.69,1.272,-56.82,211792.9
10,5,5,False,False,default,77.66,1.288,-54.32,211057.2
10,3,7,False,False,trend_only,77.65,1.416,-47.2,210883.5
10,5,7,False,False,trend_only,77.65,1.416,-47.2,210883.5
10,7,7,False,False,trend_only,77.65,1.416,-47.2,210883.5
7,7,7,False,True,loose,77.61,1.433,-46.15,209872.9
10,7,3,False,True,loose,77.6,1.375,-54.52,209644.7
7,5,10,False,False,trend_only,77.59,1.409,-46.15,209341.4
3,3,5,False,True,tight,77.59,1.188,-63.31,209317.7
7,7,10,False,False,trend_only,77.59,1.409,-46.15,209341.4
7,3,10,False,False,trend_only,77.59,1.409,-46.15,209341.4
10,5,7,False,False,default,77.55,1.296,-54.32,208469.5
7,7,10,False,False,default,77.48,1.408,-46.15,206520.6
10,7,5,True,True,default,77.48,1.206,-53.8,206598.9
7,7,10,False,False,loose,77.48,1.408,-46.15,206520.6
5,3,3,True,True,default,77.46,1.02,-68.75,206111.8
7,3,5,False,False,loose,77.43,1.328,-60.6,205294.6
15,5,5,True,False,loose,77.42,1.184,-60.59,205024.1
5,5,5,False,True,loose,77.4,1.293,-50.35,204529.8
3,5,7,False,True,tight,77.39,1.29,-39.23,204403.4
10,7,7,True,True,default,77.37,1.221,-51.59,203843.8
5,7,10,True,True,default,77.36,1.181,-61.63,203601.8
15,5,5,True,False,default,77.35,1.106,-60.59,203523.3
10,7,3,False,False,trend_only,77.33,1.358,-54.52,203045.7
10,3,3,False,False,trend_only,77.33,1.358,-54.52,203045.7
10,5,3,False,False,trend_only,77.33,1.358,-54.52,203045.7
7,3,7,False,False,loose,77.32,1.337,-60.6,202777.5
3,7,7,False,True,tight,77.31,1.387,-39.23,202493.5
10,7,5,False,True,loose,77.31,1.411,-48.97,202455.2
15,5,7,True,False,loose,77.3,1.197,-60.59,202290.0
5,5,7,False,True,loose,77.29,1.301,-50.35,202022.1
3,7,5,True,True,default,77.28,1.105,-68.61,201755.4
15,5,7,True,False,default,77.24,1.114,-60.59,200809.2
5,5,7,True,True,tight,77.23,1.088,-62.38,200589.8
10,7,7,False,True,loose,77.21,1.424,-48.97,199973.0
10,5,3,False,False,loose,77.2,1.341,-54.52,199773.6
5,7,3,True,True,tight,77.19,1.135,-62.8,199640.4
3,7,7,True,True,default,77.17,1.112,-67.6,199064.9
7,3,5,True,True,loose,77.1,1.072,-70.11,197359.3
15,7,10,True,True,loose,77.04,1.307,-56.35,195962.9
10,7,5,False,False,trend_only,77.03,1.395,-47.2,195787.6
10,3,5,False,False,trend_only,77.03,1.395,-47.2,195787.6
10,5,5,False,False,trend_only,77.03,1.395,-47.2,195787.6
7,3,7,True,True,loose,76.99,1.077,-70.11,194727.4
7,5,5,True,True,default,76.98,1.094,-59.52,194641.7
10,3,5,True,False,default,76.94,1.028,-67.6,193682.8
10,5,5,False,False,loose,76.91,1.371,-54.32,192922.7
3,3,5,True,True,loose,76.89,0.96,-73.66,192401.1
7,5,7,True,True,default,76.87,1.101,-59.48,192046.1
3,3,10,True,False,loose,76.86,0.959,-72.0,191764.0
3,3,10,True,False,default,76.86,0.959,-72.0,191764.0
5,5,3,False,False,tight,76.83,1.256,-56.82,190968.0
10,3,7,True,False,default,76.83,1.032,-67.6,191099.9
5,7,5,True,True,tight,76.81,1.135,-61.71,190593.4
10,5,7,False,False,loose,76.81,1.383,-54.32,190557.3
3,3,7,True,True,loose,76.78,0.96,-73.66,189835.4
7,3,3,False,False,tight,76.77,1.181,-61.53,189739.0
5,7,3,False,False,tight,76.75,1.337,-56.07,189183.6
15,3,3,False,True,tight,76.72,1.195,-71.87,188555.0
7,3,3,True,True,trend_only,76.68,1.159,-62.0,187718.3
7,5,3,True,True,trend_only,76.68,1.159,-62.0,187718.3
7,7,3,True,True,trend_only,76.68,1.159,-62.0,187718.3
10,5,10,True,True,loose,76.6,1.181,-59.17,185915.7
5,3,10,False,False,loose,76.58,1.247,-60.51,185283.0
7,5,10,False,False,tight,76.57,1.276,-46.15,185204.6
5,3,3,False,True,loose,76.56,1.235,-60.51,184902.3
15,5,10,False,True,tight,76.52,1.302,-47.66,184049.0
7,7,10,False,False,tight,76.49,1.37,-46.15,183474.0
5,3,5,True,True,loose,76.45,1.027,-70.35,182473.7
15,7,10,False,True,tight,76.44,1.409,-45.02,182329.2
10,3,3,False,True,tight,76.42,1.184,-64.77,181947.5
10,3,5,True,False,loose,76.4,1.092,-67.6,181441.3
5,3,7,True,True,loose,76.34,1.03,-70.35,180040.3
5,7,10,False,True,loose,76.32,1.313,-47.4,179627.7
10,3,3,False,False,default,76.32,1.184,-62.44,179687.9
15,3,3,True,True,loose,76.32,1.106,-68.72,179747.1
10,3,7,True,False,loose,76.29,1.099,-67.6,179021.7
5,3,5,False,True,loose,76.27,1.253,-60.51,178561.3
10,5,10,False,True,tight,76.23,1.285,-35.91,177599.3
5,3,7,False,True,loose,76.17,1.259,-60.51,176372.0
10,7,10,False,True,tight,76.15,1.386,-35.13,175939.8
5,5,3,True,True,tight,76.09,1.075,-66.09,174811.8
10,3,3,True,True,default,76.08,1.025,-64.34,174437.9
5,3,10,False,False,default,76.08,1.196,-60.51,174489.2
10,3,3,False,False,loose,76.08,1.295,-62.44,174409.0
10,3,5,False,False,default,76.03,1.197,-62.44,173525.8
3,3,10,False,True,tight,76.03,1.174,-62.45,173392.8
7,5,10,False,False,default,76.01,1.31,-51.8,173016.4
10,7,10,True,True,default,75.98,1.225,-50.23,172313.7
3,5,10,False,True,loose,75.97,1.174,-52.61,172184.1
10,3,7,False,False,default,75.93,1.202,-62.44,171398.2
7,7,3,False,True,default,75.91,1.382,-55.06,170855.1
15,5,10,True,False,loose,75.91,1.198,-60.59,171000.3
3,3,3,True,True,default,75.88,0.989,-75.9,170348.4
15,5,10,True,False,default,75.85,1.111,-60.59,169748.4
10,7,10,False,False,loose,75.84,1.402,-48.97,169433.7
10,3,5,False,False,loose,75.79,1.32,-62.44,168427.9
3,3,10,True,True,tight,75.79,0.997,-72.68,168429.7
3,7,10,True,True,default,75.78,1.108,-67.1,168273.9
5,5,5,True,True,tight,75.71,1.075,-64.61,166889.9
10,7,10,False,False,default,75.7,1.364,-48.97,166647.9
10,3,7,False,False,loose,75.69,1.329,-62.44,166362.8
7,5,3,False,True,loose,75.65,1.345,-55.06,165720.4
15,7,3,False,False,default,75.64,1.334,-55.03,165522.6
7,7,5,False,True,default,75.62,1.421,-39.08,164995.9
7,3,10,True,True,loose,75.6,1.072,-70.11,164607.4
7,7,7,False,True,default,75.52,1.436,-37.88,162972.9
7,5,10,True,True,default,75.48,1.098,-59.48,162340.8
10,3,3,True,True,trend_only,75.44,1.213,-60.22,161465.5
10,3,10,True,False,default,75.44,1.025,-67.6,161541.0
10,7,3,True,True,trend_only,75.44,1.213,-60.22,161465.5
10,5,3,True,True,trend_only,75.44,1.213,-60.22,161465.5
3,3,10,True,True,loose,75.39,0.952,-72.0,160472.1
7,5,5,False,True,loose,75.37,1.378,-51.8,160037.2
15,7,5,False,False,default,75.36,1.366,-52.75,159846.2
7,5,7,False,True,loose,75.27,1.39,-51.8,158075.1
10,5,3,False,True,loose,75.26,1.337,-54.52,157903.2
15,7,7,False,False,default,75.26,1.378,-52.75,157886.4
5,3,5,False,True,tight,75.24,1.192,-60.51,157533.8
3,7,3,False,True,default,75.23,1.275,-61.46,157384.1
7,3,5,False,True,tight,75.21,1.199,-60.83,156997.1
3,3,7,True,True,tight,75.19,0.993,-72.82,156596.9
7,5,10,False,False,loose,75.13,1.367,-51.8,155550.2
10,7,3,False,True,default,75.07,1.327,-54.52,154423.8
5,5,7,False,True,tight,75.04,1.306,-38.93,153835.3
7,5,7,False,True,tight,75.01,1.319,-36.58,153311.2
15,7,5,True,True,default,75.0,1.196,-52.63,153126.7
5,5,5,True,True,default,75.0,1.067,-64.61,153134.0
10,5,5,False,True,loose,74.97,1.37,-54.32,152488.1
5,7,7,False,True,tight,74.97,1.417,-38.93,152397.9
5,7,3,False,True,default,74.96,1.33,-56.82,152343.2
5,3,10,True,True,loose,74.95,1.023,-70.35,152192.0
3,7,5,False,True,default,74.94,1.298,-48.44,151986.8
7,7,7,False,True,tight,74.94,1.437,-36.58,151878.7
10,3,10,True,False,loose,74.91,1.095,-67.6,151331.0
5,5,7,True,True,default,74.89,1.073,-63.47,151091.9
15,7,7,True,True,default,74.89,1.212,-51.1,151084.7
10,5,7,False,True,loose,74.87,1.382,-54.32,150618.5
3,3,10,False,True,loose,74.85,1.146,-65.97,150322.4
3,7,7,False,True,default,74.84,1.307,-48.44,150123.4
10,7,5,False,True,default,74.79,1.359,-41.89,149128.0
10,7,7,False,True,default,74.69,1.371,-41.89,147299.6
5,7,5,False,True,default,74.68,1.361,-42.81,147118.7
3,5,5,False,True,tight,74.66,1.252,-42.27,146810.0
3,7,5,False,True,tight,74.58,1.342,-41.28,145438.1
5,7,7,False,True,default,74.58,1.373,-42.81,145315.0
7,3,3,False,True,loose,74.54,1.297,-60.6,144679.4
10,7,7,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,7,7,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,7,5,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,7,5,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,3,3,False,False,no_gate,74.45,1.396,-47.2,143158.0
7,5,3,False,True,default,74.45,1.289,-55.06,143137.0
10,3,5,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,3,5,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,7,10,False,False,trend_only,74.45,1.396,-47.2,143158.0
10,7,10,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,7,10,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,3,3,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,7,3,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,5,10,False,False,trend_only,74.45,1.396,-47.2,143158.0
10,3,7,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,5,10,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,3,10,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,3,10,False,False,trend_only,74.45,1.396,-47.2,143158.0
10,3,7,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,3,10,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,7,3,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,5,3,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,5,3,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,5,7,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,5,5,False,False,no_gate,74.45,1.396,-47.2,143158.0
10,5,10,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,5,7,False,True,no_gate,74.45,1.396,-47.2,143158.0
10,5,5,False,True,no_gate,74.45,1.396,-47.2,143158.0
7,3,10,False,False,default,74.4,1.209,-60.6,142249.6
15,5,5,True,True,loose,74.38,1.173,-60.59,141936.2
7,7,10,False,True,loose,74.3,1.412,-46.15,140552.2
15,5,7,True,True,loose,74.27,1.186,-60.59,140043.5
10,5,10,False,False,default,74.25,1.272,-54.32,139612.4
7,3,5,False,True,loose,74.25,1.324,-60.6,139717.8
15,5,3,False,False,default,74.19,1.251,-57.71,138669.6
