date,equity,ret_m,regime,n_picks,year
2009-10-30,147.87152130008818,-0.013530893109003144,recovery,7,2009
2009-11-30,178.59363489419115,0.2089711780180763,recovery,7,2009
2009-12-31,179.32250601009724,0.005086256990414777,recovery,7,2009
2010-01-29,213.52464089090012,0.1919216612896051,bull,7,2010
2010-02-26,224.52105907329192,0.05255207989322123,recovery,7,2010
2010-03-31,232.35237228438245,0.035915999156675045,recovery,7,2010
2010-04-30,213.5685582988651,-0.07992185086085314,recovery,7,2010
2010-05-31,213.5685582988651,0.0,crash,0,2010
2010-06-30,225.90077885742699,0.05880241719266129,normal,15,2010
2010-07-30,215.8414613382679,-0.043573377878942054,normal,15,2010
2010-08-31,243.98855445519445,0.13153786917553337,normal,15,2010
2010-09-30,261.4967132830797,0.07283094626843786,recovery,7,2010
2010-10-29,230.25754428703502,-0.1185815323428456,recovery,7,2010
2010-11-30,266.98391993266335,0.16066195325446764,bull,7,2010
2010-12-31,293.58906918404915,0.10075150672110247,recovery,7,2010
2011-01-31,301.4516255326464,0.027808629763360182,recovery,7,2011
2011-02-28,306.7970047028605,0.018750880075826974,recovery,7,2011
2011-03-31,351.6833236110674,0.14745370252552265,bull,7,2011
2011-04-29,348.59217855943655,-0.007797366971498479,recovery,7,2011
2011-05-31,340.84795674577487,-0.021236944266400784,bull,7,2011
2011-06-30,326.411120265319,-0.04139704622861087,recovery,7,2011
2011-07-29,282.79618260364657,-0.13275239631721247,bull,7,2011
2011-08-31,249.55711901898522,-0.11665382592859316,normal,15,2011
2011-09-30,249.55711901898522,0.0,crash,0,2011
2011-10-31,237.88943220119734,-0.04579937171480725,normal,15,2011
2011-11-30,242.21374384443496,0.019197018551962056,normal,15,2011
2011-12-30,286.5271469963101,0.1841357819128443,recovery,7,2011
2012-01-31,322.4455544660852,0.12648426570565305,recovery,7,2012
2012-02-29,336.9603371592185,0.04606073838580227,recovery,7,2012
2012-03-30,423.66325773795495,0.2585675473213061,recovery,7,2012
2012-04-30,410.85443772294764,-0.029262755467100433,normal,15,2012
2012-05-31,406.49339692633265,-0.009624188365364161,bull,7,2012
2012-06-29,485.2857778265321,0.1950293732912533,recovery,7,2012
2012-07-31,516.6283937112981,0.06565154570716698,recovery,7,2012
2012-08-31,603.639665707524,0.16959098062040362,recovery,7,2012
2012-09-28,606.1491687110826,0.005162448899943832,recovery,7,2012
2012-10-31,646.4723586559077,0.06759113356548616,bull,7,2012
2012-11-30,670.4043985208638,0.03805749002185319,recovery,7,2012
2012-12-31,713.7296111950062,0.06569118106408436,recovery,7,2012
2013-01-31,715.3061997675054,0.003212155918051479,recovery,7,2013
2013-02-28,752.9433538968281,0.05367051368036313,recovery,7,2013
2013-03-28,799.4540544360718,0.06283468019623602,recovery,7,2013
2013-04-30,827.6042474208485,0.03624801888748816,recovery,7,2013
2013-05-31,802.1337866715224,-0.029805941792596227,recovery,7,2013
2013-06-28,903.6922720827063,0.12773814541001816,bull,7,2013
2013-07-31,877.123659831608,-0.02842849428201572,recovery,7,2013
2013-08-30,984.9025689105722,0.1240016687695016,bull,7,2013
2013-09-30,1059.371137323144,0.07668677325616946,recovery,7,2013
2013-10-31,1070.6697609381222,0.011677083395604564,recovery,7,2013
2013-11-29,1106.7522408404595,0.03473558454727677,recovery,7,2013
2013-12-31,1267.218221379386,0.14613430294407517,recovery,7,2013
2014-01-31,1533.0995452874306,0.2110259729349735,bull,7,2014
2014-02-28,1463.70711703702,-0.04430713985264988,recovery,7,2014
2014-03-31,1445.8038430581066,-0.01124270196764018,recovery,7,2014
2014-04-30,1504.481453752163,0.041626392421223554,recovery,7,2014
2014-05-30,1508.706058880432,0.0038118259212315715,recovery,7,2014
2014-06-30,1436.729676393803,-0.04675411371697908,recovery,7,2014
2014-07-31,1611.8907218465656,0.12303953386870936,bull,7,2014
2014-08-29,1227.6355956043997,-0.23762545226596402,recovery,7,2014
2014-09-30,1350.1391925056996,0.10088913031518246,bull,7,2014
2014-10-31,1349.2716331217798,0.0003577874593514302,recovery,7,2014
2014-11-30,1456.9002934063526,0.08084881965852872,recovery,7,2014
2014-12-31,1499.5604389507653,0.03031175657299898,recovery,7,2014
2015-01-31,1739.4681190761055,0.1611464821136687,bull,7,2015
2015-02-28,1841.9270552090636,0.05996241369137142,recovery,7,2015
2015-03-31,1735.8601509355256,-0.056641388826884,normal,15,2015
2015-04-30,1603.4371813189935,-0.07536201998904495,recovery,7,2015
2015-05-29,1554.243738607159,-0.029709703459977248,recovery,7,2015
2015-06-30,1521.938972339577,-0.019804682539942213,normal,15,2015
2015-07-31,1278.8632920686523,-0.15887334592905786,recovery,7,2015
2015-08-31,1335.0492625668671,0.044979284731351946,normal,15,2015
2015-09-30,1337.6441024728856,0.0029465751578435038,normal,15,2015
2015-10-30,1149.141157903709,-0.14006165972957016,recovery,7,2015
2015-11-30,1204.6070862722054,0.04931660560400585,normal,15,2015
2015-12-31,1012.6133154466272,-0.15854144148711513,normal,15,2015
2016-01-29,1157.4365681834315,0.14416346859488374,normal,15,2016
2016-02-29,1511.443493956443,0.30716143933606505,normal,15,2016
2016-03-31,1549.3790461156495,0.026125013798522074,recovery,7,2016
2016-04-29,1464.324804445202,-0.05394964601139185,normal,15,2016
2016-05-31,1558.5969220236675,0.06544468438057824,recovery,7,2016
2016-06-30,1703.7364147442581,0.0942161071295646,normal,15,2016
2016-07-29,1726.4558394264177,0.014349407862647143,recovery,7,2016
2016-08-31,1662.6747794493474,-0.03597932796192425,recovery,7,2016
2016-09-30,1676.0692423532298,0.009065037901288731,bull,7,2016
2016-10-31,1856.9354658688326,0.10901996955637878,normal,15,2016
2016-11-30,1770.055799760101,-0.04583241585163186,recovery,7,2016
2016-12-30,2014.1920316707265,0.13906479116867246,recovery,7,2016
2017-01-31,2133.2360941662264,0.060162800793435764,recovery,7,2017
2017-02-28,2177.8183052266563,0.021920784807570634,recovery,7,2017
2017-03-31,2259.614293021838,0.03859728048140557,bull,7,2017
2017-04-28,2509.366267948031,0.11164022720662128,recovery,7,2017
2017-05-31,2655.021374485069,0.05910368186779522,recovery,7,2017
2017-06-30,2771.905131017575,0.04506872806873049,bull,7,2017
2017-07-31,3490.44649043787,0.26048340968512956,recovery,7,2017
2017-08-31,3865.4910194626445,0.10855742680561287,recovery,7,2017
2017-09-29,3718.575132305257,-0.03704408806195038,recovery,7,2017
2017-10-31,3865.4679829396678,0.04054299902264146,recovery,7,2017
2017-11-30,3974.195687409676,0.02915711081522574,recovery,7,2017
2017-12-29,3800.9062226830197,-0.04264630308214821,recovery,7,2017
2018-01-31,3744.375845494886,-0.013886754927989395,recovery,7,2018
2018-02-28,3418.408393174746,-0.08614135850833955,bull,7,2018
2018-03-29,3679.7866339528164,0.07753950973539438,bull,7,2018
2018-04-30,4125.073360210916,0.12213097484353631,recovery,7,2018
2018-05-31,4196.097072044344,0.018235799132308234,recovery,7,2018
2018-06-29,4456.0546097001225,0.06301523731236712,bull,7,2018
2018-07-31,4351.969919686858,-0.022380417769171674,recovery,7,2018
2018-08-31,4969.419386202466,0.14302117702605283,recovery,7,2018
2018-09-28,4665.776808580108,-0.06016238661534874,recovery,7,2018
2018-10-31,4718.17863320027,0.012243347356403415,normal,15,2018
2018-11-30,4164.366495744461,-0.1164948691339012,recovery,7,2018
2018-12-31,4164.366495744461,0.0,crash,0,2018
2019-01-31,5204.345872420172,0.2509838971117532,normal,15,2019
2019-02-28,5650.405395836391,0.08679584254138978,recovery,7,2019
2019-03-29,5604.377115736451,-0.007153166926196844,recovery,7,2019
2019-04-30,4892.680545901472,-0.12611553025693834,recovery,7,2019
2019-05-31,4756.002892973546,-0.02696208919296817,normal,15,2019
2019-06-28,4803.959818396423,0.011094546239199254,recovery,7,2019
2019-07-31,4758.675505172876,-0.008434890342808043,normal,15,2019
2019-08-30,4907.50230028138,0.032307142955299115,normal,15,2019
2019-09-30,5058.310498331947,0.031761894826587145,recovery,7,2019
2019-10-31,5705.875061321925,0.1291490804792183,recovery,7,2019
2019-11-29,6521.089938984964,0.14401691000734967,recovery,7,2019
2019-12-31,6764.534414857936,0.03837023932114287,recovery,7,2019
2020-01-31,6997.525848354508,0.035478563513279854,bull,7,2020
2020-02-28,4700.831185526365,-0.3275427880905739,normal,15,2020
2020-03-31,4700.831185526365,0.0,crash,0,2020
2020-04-30,5348.3254589139715,0.13887925916926075,normal,15,2020
2020-05-29,6644.007648055016,0.24350291646459707,recovery,7,2020
2020-06-30,7359.976723589836,0.10887049773553914,recovery,7,2020
2020-07-31,8721.336444410968,0.18615409243628558,recovery,7,2020
2020-08-31,9379.7510661018,0.07657126475439446,recovery,7,2020
2020-09-30,9237.901478722457,-0.014137095730740262,bull,7,2020
2020-10-30,12976.958436797688,0.4061579261374952,bull,7,2020
2020-11-30,17057.132536231806,0.3157325598392042,recovery,7,2020
2020-12-31,21467.51957497,0.2598253861197248,recovery,7,2020
2021-01-29,28038.58606623725,0.3074008210841673,bull,7,2021
2021-02-26,30183.25148494694,0.0775673523094832,recovery,7,2021
2021-03-31,33985.889891622515,0.12711216080846785,recovery,7,2021
2021-04-30,41902.8169479322,0.23418165136765137,recovery,7,2021
2021-05-31,44505.86316149963,0.06318421576364078,recovery,7,2021
2021-06-30,42906.93241091732,-0.034961255838199735,recovery,7,2021
2021-07-30,44588.917986029715,0.04024102935428299,recovery,7,2021
2021-08-31,42170.61279757911,-0.05328885449904531,recovery,7,2021
2021-09-30,45350.37687889807,0.07647884723542954,bull,7,2021
2021-10-29,46759.54107417102,0.03210492707883144,recovery,7,2021
2021-11-30,49933.22558780555,0.0689413892518252,bull,7,2021
2021-12-31,45525.58568902152,-0.08735804047482638,recovery,7,2021
2022-01-31,52448.83498004123,0.15322703753854758,bull,7,2022
2022-02-28,55291.46959002862,0.05525349471530897,normal,15,2022
2022-03-31,53454.10416843767,-0.032262803340869076,recovery,7,2022
2022-04-29,53454.10416843767,0.0,crash,0,2022
2022-05-31,45597.49219116796,-0.14612477308253627,normal,15,2022
2022-06-30,45597.49219116796,0.0,crash,0,2022
2022-07-29,49495.431959374,0.0865724090393498,normal,15,2022
2022-08-31,42441.46013809705,-0.14165929257774365,normal,15,2022
2022-09-30,42441.46013809705,0.0,crash,0,2022
2022-10-31,42968.61991873752,0.01343430245650186,normal,15,2022
2022-11-30,51325.47574042867,0.19568309827464495,recovery,7,2022
2022-12-30,80122.26449525067,0.5626249110251896,normal,15,2022
2023-01-31,76915.27284678537,-0.03906528856955776,recovery,7,2023
2023-02-28,61940.77879361119,-0.19388205644546772,normal,15,2023
2023-03-31,54357.43271794355,-0.12155052580452384,recovery,7,2023
2023-04-28,65374.16913431395,0.20387600133026876,recovery,7,2023
2023-05-31,85615.60668440093,0.31093533007381613,recovery,7,2023
2023-06-30,88094.77548291539,0.029986959812358244,recovery,7,2023
2023-07-31,98898.72192338048,0.12376379984330141,recovery,7,2023
2023-08-31,93604.35758226954,-0.052585778504823676,recovery,7,2023
2023-09-29,71633.25907491447,-0.233956987783059,bull,7,2023
2023-10-31,92198.5613324646,0.28837991425367016,normal,15,2023
2023-11-30,137217.8203910926,0.48977569260936277,recovery,7,2023
2023-12-29,138255.3326453217,0.008569630221856417,recovery,7,2023
2024-01-31,159095.7324135768,0.15189037814207357,recovery,7,2024
2024-02-29,152165.03204525806,-0.042605687255666554,recovery,7,2024
2024-03-28,159996.50273811218,0.05251947339566616,recovery,7,2024
2024-04-30,183486.98371763757,0.14796668195084295,bull,7,2024
2024-05-31,163857.5170482099,-0.10608624511913953,recovery,7,2024
2024-06-28,196329.51630361177,0.19937153867732627,recovery,7,2024
2024-07-31,185895.43645837542,-0.05219795026343414,bull,7,2024
2024-08-30,213805.37667850728,0.1512891341068708,recovery,7,2024
2024-09-30,181154.86541602557,-0.15186322984611844,recovery,7,2024
2024-10-31,260610.33171575284,0.4400452470298044,recovery,7,2024
2024-11-29,283482.70885009924,0.08885351343218481,recovery,7,2024
2024-12-31,306452.81494770246,0.08211035433710989,bull,7,2024
