date,equity,ret_m,regime,n_picks,year
2003-09-30,1.0169045856548615,0.01792250816302443,bull,7,2003
2003-10-31,1.056284258904222,0.0397648072594981,recovery,7,2003
2003-11-28,1.101005134365801,0.043381298468579195,recovery,7,2003
2003-12-31,1.161265939284103,0.055788325929410486,recovery,7,2003
2004-01-30,1.1776742749386977,0.015144841666073092,recovery,7,2004
2004-02-27,1.2097669006896485,0.02827912975449213,recovery,7,2004
2004-03-31,1.09073558696964,-0.09748943059889556,bull,7,2004
2004-04-30,1.157159696563542,0.06196041315223101,bull,7,2004
2004-05-31,1.2108564319605106,0.04745136221084609,recovery,7,2004
2004-06-30,1.2137734114481822,0.003412434189930964,recovery,7,2004
2004-07-30,1.242038304715258,0.024311106648950604,normal,15,2004
2004-08-31,1.2980774638046269,0.046164869241419694,normal,15,2004
2004-09-30,1.3512279337302373,0.04198751766332044,normal,15,2004
2004-10-29,1.4810019800389276,0.09713870435674275,normal,15,2004
2004-11-30,1.6334909251265228,0.10406743084484053,recovery,7,2004
2004-12-31,1.6016982829985105,-0.01848148653846423,recovery,7,2004
2005-01-31,1.753622597347865,0.09594796595334851,normal,15,2005
2005-02-28,1.7296512901703769,-0.012682275273071876,recovery,7,2005
2005-03-31,1.782599866420502,0.03164392777425369,normal,15,2005
2005-04-29,2.1061145016487157,0.18266738603904656,normal,15,2005
2005-05-31,2.277434278781985,0.08242642600397365,recovery,7,2005
2005-06-30,2.345236785758847,0.030802246194568048,normal,15,2005
2005-07-29,2.6823022009515722,0.1448682727662965,recovery,7,2005
2005-08-31,2.7997236185697774,0.04482117776299371,bull,7,2005
2005-09-30,2.877410783723416,0.028776932013594478,recovery,7,2005
2005-10-31,3.5052862752486336,0.21942792811060324,normal,15,2005
2005-11-30,4.031074225493715,0.15114972586435274,recovery,7,2005
2005-12-30,4.560853902089295,0.13255650132603192,normal,15,2005
2006-01-31,5.1740517158993855,0.1355836117604344,recovery,7,2006
2006-02-28,5.695784859243837,0.10193841473777344,recovery,7,2006
2006-03-31,5.500614767887581,-0.03329900534421858,recovery,7,2006
2006-04-28,6.608990375919168,0.20270301794678908,recovery,7,2006
2006-05-31,6.863272774852313,0.03951474082977375,bull,7,2006
2006-06-30,6.649746229947928,-0.030141617426280576,normal,15,2006
2006-07-31,7.153457520442905,0.07682577514504038,recovery,7,2006
2006-08-31,7.897364421706724,0.10509773334177427,recovery,7,2006
2006-09-29,8.70164103475195,0.1029440862823532,recovery,7,2006
2006-10-31,9.31774397149032,0.07187494925188356,recovery,7,2006
2006-11-30,9.365049958448417,0.006083061684711859,recovery,7,2006
2006-12-29,10.23881567106377,0.09439509466296703,recovery,7,2006
2007-01-31,10.226287022623332,-0.00022386621342816541,recovery,7,2007
2007-02-28,10.368366474891607,0.014908460632007204,bull,7,2007
2007-03-30,12.388459386311407,0.19602834994194274,recovery,7,2007
2007-04-30,12.770990884373811,0.03190996236047235,recovery,7,2007
2007-05-31,14.390069532289932,0.12790574644611935,recovery,7,2007
2007-06-29,14.188029485173466,-0.013053294494379357,bull,7,2007
2007-07-31,15.29282165086478,0.07894685422260138,bull,7,2007
2007-08-31,17.939276376154016,0.17422631478529882,recovery,7,2007
2007-09-28,19.321543993326408,0.07813071568002042,recovery,7,2007
2007-10-31,18.04547149491652,-0.06510913226264191,recovery,7,2007
2007-11-30,18.771913497654268,0.041297491570089426,normal,15,2007
2007-12-31,18.62327481141992,-0.006925067576219504,normal,15,2007
2008-01-31,16.787121298065166,-0.09769224835880226,normal,15,2008
2008-02-29,16.78243701078876,0.0007216811480375354,normal,15,2008
2008-03-31,16.44331342755262,-0.01922627862854248,normal,15,2008
2008-04-30,19.764465639744483,0.2031790293848794,normal,15,2008
2008-05-30,16.785240409939625,-0.14988632839105495,normal,15,2008
2008-06-30,20.547214234187194,0.22534926601491415,normal,15,2008
2008-07-31,25.0645772011249,0.22107389264710164,normal,15,2008
2008-08-29,18.727446062668847,-0.2520842420560582,normal,15,2008
2008-09-30,18.727446062668847,0.0,crash,0,2008
2008-10-31,18.727446062668847,0.0,crash,0,2008
2008-11-28,18.727446062668847,0.0,crash,0,2008
2008-12-31,18.5936046795355,-0.006152956780722595,normal,15,2008
2009-01-30,18.5936046795355,0.0,crash,0,2009
2009-02-27,18.5936046795355,0.0,crash,0,2009
2009-03-31,32.86036873604806,0.7690632109786166,normal,15,2009
2009-04-30,45.06919539907199,0.37290941775982117,normal,15,2009
2009-05-29,52.401128406057715,0.1638455384789459,recovery,7,2009
2009-06-30,61.35239499364367,0.1719940136889592,normal,15,2009
2009-07-31,124.35459664266637,1.0289195838447909,recovery,7,2009
2009-08-31,167.52125327805484,0.3484740150147422,recovery,7,2009
2009-09-30,150.0498493130054,-0.10339705307085421,recovery,7,2009
