,ret_m
2003-02-28,0.0
2003-03-31,0.0
2003-04-30,0.0
2003-05-31,0.0
2003-06-30,0.0
2003-07-31,0.0
2003-08-31,0.0
2003-09-30,0.03253611568410664
2003-10-31,-0.052828057167873976
2003-11-30,0.057854926623835956
2003-12-31,0.1283161919903557
2004-01-31,0.009538025660996707
2004-02-29,0.013936073344468225
2004-03-31,-0.017316665222401606
2004-04-30,0.008816722639534813
2004-05-31,0.0010050837518662536
2004-06-30,0.0015059121075797766
2004-07-31,0.014392606436643085
2004-08-31,-0.00656632692185688
2004-09-30,0.26878842233653844
2004-10-31,-0.06599585850450274
2004-11-30,0.0242582511419418
2004-12-31,0.06771006361336807
2005-01-31,-0.031110108121021773
2005-02-28,0.07489783438051623
2005-03-31,0.051457405030651104
2005-04-30,-0.01200339890144031
2005-05-31,0.030589190397310118
2005-06-30,0.0020019142081548758
2005-07-31,0.23875710077455747
2005-08-31,-0.02969187606426582
2005-09-30,0.023849975246025723
2005-10-31,-0.029416221948488253
2005-11-30,0.00630013453981193
2005-12-31,0.0306919673864805
2006-01-31,0.04744090248665955
2006-02-28,-0.040245783240124844
2006-03-31,0.03985129937138954
2006-04-30,-0.019646798678021327
2006-05-31,-0.02838072843018069
2006-06-30,-0.013937095285392331
2006-07-31,-0.005854122468699541
2006-08-31,0.01953679313141987
2006-09-30,0.030529869736021453
2006-10-31,0.022500372355124254
2006-11-30,0.020533625042066017
2006-12-31,0.03323463151524564
2007-01-31,0.043086264543213515
2007-02-28,-0.014295766222009787
2007-03-31,-0.008665674453552041
2007-04-30,0.062081364762633706
2007-05-31,0.0356460571443753
2007-06-30,0.0037036917797663715
2007-07-31,-0.047582118329852374
2007-08-31,-0.046057400487019784
2007-09-30,0.0033354737854254246
2007-10-31,0.0009991264567710267
2007-11-30,-0.05919718014928754
2007-12-31,-0.0017316994818212805
2008-01-31,-0.05332807673490758
2008-02-29,-0.025009704745523442
2008-03-31,-0.005768096934630651
2008-04-30,0.06526399242031666
2008-05-31,0.024055778210024803
2008-06-30,-0.09603212818260465
2008-07-31,-0.0077093764255837804
2008-08-31,0.012111641723256072
2008-09-30,-0.09108031738652367
2008-10-31,-0.20237382953830796
2008-11-30,-0.10741926077385944
2008-12-31,0.02245736762597783
2009-01-31,-0.06624650803684218
2009-02-28,-0.09577745767835943
2009-03-31,0.0998603278925756
2009-04-30,0.1498385855647102
2009-05-31,0.04498524143921867
2009-06-30,-0.005813873678202297
2009-07-31,0.08856694070620064
2009-08-31,0.042151915035914866
2009-09-30,0.045197242007325444
2009-10-31,-0.03206076912954803
2009-11-30,0.04598860246234393
2009-12-31,0.04794885658794734
2010-01-31,-0.028807873733010858
2010-02-28,0.037841288309355736
2010-03-31,0.06492440047778647
2010-04-30,0.032843036003129544
2010-05-31,-0.07666334125257113
2010-06-30,-0.05539515743749912
2010-07-31,0.0622777273915085
2010-08-31,-0.05191372266618255
2010-09-30,0.09569182675471288
2010-10-31,0.03704861990133401
2010-11-30,0.0006649906120570481
2010-12-31,0.07121073872366024
2011-01-31,0.015877039768131596
2011-02-28,0.04381347588076023
2011-03-31,-0.0006957755001208987
2011-04-30,0.0242197403178519
2011-05-31,-0.007832294644421922
2011-06-30,-0.025656916452187484
2011-07-31,-0.04008691884827564
2011-08-31,-0.06074942521729043
2011-09-30,-0.08501935290152685
2011-10-31,0.12525281986359205
2011-11-30,-0.002914892689045545
2011-12-31,-9.812007870424466e-06
2012-01-31,0.052366866731046846
2012-02-29,0.04272513607596018
2012-03-31,0.021540632618736177
2012-04-30,-0.007097230879066996
2012-05-31,-0.06047799748100657
2012-06-30,0.04276651280905819
2012-07-31,0.0086459890116668
2012-08-31,0.030645453179510618
2012-09-30,0.011867156601860884
2012-10-31,-0.00039919404926724855
2012-11-30,0.014653359004513034
2012-12-31,0.016765683808712684
2013-01-31,0.0695275090734695
2013-02-28,0.01672809573297651
2013-03-31,0.04560209044514951
2013-04-30,0.014190445845180921
2013-05-31,0.034219846945564125
2013-06-30,-0.012833353771028011
2013-07-31,0.055635145160914945
2013-08-31,-0.030562201428400604
2013-09-30,0.04531626688961832
2013-10-31,0.038320696889756034
2013-11-30,0.030111119586339274
2013-12-31,0.025860986615903858
2014-01-31,-0.025967289343814093
2014-02-28,0.05383699739431291
2014-03-31,0.00657456739514739
2014-04-30,-0.008652374988032063
2014-05-31,0.028949823637738792
2014-06-30,0.025684849001672116
2014-07-31,-0.0169043484186554
2014-08-31,0.04547060873921316
2014-09-30,-0.023678152508629036
2014-10-31,0.02502619889244495
2014-11-30,0.03131551031979263
2014-12-31,0.9263409440899464
2015-01-31,0.007375630796890187
2015-02-28,0.04386379855366962
2015-03-31,0.08025538179035707
2015-04-30,-0.42048493949833665
2015-05-31,1.0387202239253437
2015-06-30,0.06958680352927082
2015-07-31,-0.5358666894937767
2015-08-31,-0.04260658618495561
2015-09-30,1.1544148489258985
2015-10-31,-0.024637682090696944
2015-11-30,-0.517545207794238
2015-12-31,1.0599530187266302
2016-01-31,-0.5721377162610521
2016-02-29,1.2431522022796844
2016-03-31,-0.5140027754463077
2016-04-30,0.010703474338267682
2016-05-31,0.01352859474546153
2016-06-30,-0.007659022120878767
2016-07-31,1.2823328183807496
2016-08-31,-0.5432363817926713
2016-09-30,-0.0007881965881728625
2016-10-31,-0.024705427148089876
2016-11-30,0.0469695986529306
2016-12-31,0.011695551947386917
2017-01-31,0.020370204068245412
2017-02-28,0.03090240978909553
2017-03-31,1.524799897302536
2017-04-30,-0.6024093585628865
2017-05-31,1.4436962856986324
2017-06-30,0.002278661308978247
2017-07-31,-0.5745461521240283
2017-08-31,1.460033445201237
2017-09-30,-0.58125080397354
2017-10-31,0.016716619828536894
2017-11-30,1.5420923721269353
2017-12-31,-0.004539205671545421
2018-01-31,-0.5649920927822305
2018-02-28,-0.03510235903135883
2018-03-31,-0.011650782836885698
2018-04-30,0.004897522466164483
2018-05-31,0.2659758652969775
2018-06-30,0.004306703601968387
2018-07-31,0.022871469208811
2018-08-31,0.01670056463860692
2018-09-30,0.0005413155836517802
2018-10-31,-0.06168957333050584
2018-11-30,0.02043137171104492
2018-12-31,-0.07528602879087465
2019-01-31,0.06940100701693996
2019-02-28,0.02596928191779213
2019-03-31,0.004150700849801403
2019-04-30,0.025621548066430133
2019-05-31,-0.05805755818856806
2019-06-30,0.055247172610839446
2019-07-31,0.010454289023461127
2019-08-31,-0.021033029963148486
2019-09-30,0.019069879407606516
2019-10-31,0.01153366333165784
2019-11-30,0.023726976708117187
2019-12-31,0.021888086127747064
2020-01-31,-0.011931555160052065
2020-02-29,-0.060799160562762244
2020-03-31,-0.11811506678101813
2020-04-30,0.09554267110854897
2020-05-31,0.03838036240289089
2020-06-30,0.012475197457345155
2020-07-31,0.052770050896999265
2020-08-31,0.04202235371162821
2020-09-30,-0.018421879619661907
2020-10-31,-0.015140552625963033
2020-11-30,0.08746499803491403
2020-12-31,0.025059538008428195
2021-01-31,0.015929378252482307
2021-02-28,0.025238884291828523
2021-03-31,0.04659301922906156
2021-04-30,0.0338435498485139
2021-05-31,0.018775260157496865
2021-06-30,0.009222498863925122
2021-07-31,0.003088767674348958
2021-08-31,0.01981907879612299
2021-09-30,-0.03473323964905539
2021-10-31,0.05161924337799206
2021-11-30,0.004077151636540988
2021-12-31,0.03327666296137943
2022-01-31,-0.05089841712339749
2022-02-28,-0.008813361337085879
2022-03-31,0.0236015562502363
2022-04-30,-0.06482935061065376
2022-05-31,0.011077669544958813
2022-06-30,-0.07769118981956025
2022-07-31,0.07081884890050749
2022-08-31,-0.0268701354217864
2022-09-30,-0.06963448233956804
2022-10-31,0.07534993133038403
2022-11-30,0.053641862588365674
2022-12-31,-0.04376924831601969
2023-01-31,0.05549479992317008
2023-02-28,-0.02158410016132284
2023-03-31,0.009951061885216772
2023-04-30,0.0023737535222589923
2023-05-31,-0.006364391256760693
2023-06-30,0.06276110092176657
2023-07-31,0.030467362416378485
2023-08-31,-0.011709282831033563
2023-09-30,-0.04254432852592538
2023-10-31,-0.02496145004656236
2023-11-30,0.07478597433812495
2023-12-31,0.055250185561908305
2024-01-31,0.013342542691714199
2024-02-29,0.05432248227828684
2024-03-31,0.044688026337355025
2024-04-30,-0.039063651434354196
2024-05-31,0.046638094380893946
2024-06-30,0.018393294361232604
2024-07-31,0.014398467094578704
2024-08-31,0.01693380468115957
2024-09-30,0.01674543036432108
2024-10-31,-0.0068428037193583036
2024-11-30,0.05010274783261348
2024-12-31,-0.04728807175501604
2025-01-31,0.01458602138311016
2025-02-28,-0.003293958630678717
2025-03-31,-0.04195498416099064
2025-04-30,-0.008730817805831403
2025-05-31,0.06148314809714073
2025-06-30,0.05155948995445159
2025-07-31,0.02040637458723782
2025-08-31,0.011723218656136458
2025-09-30,0.02757813039872259
2025-10-31,0.01848580236946762
2025-11-30,-0.0013977992216747115
2025-12-31,0.008517150843472931
2026-01-31,0.03892355711197992
2026-02-28,0.015570387190820156
2026-03-31,-0.049293536598532084
2026-04-30,0.004065158317778428
2026-05-31,0.0013404773254761526
