wt_n1,wt_n2,wt_sig_len,wt_oversold,rsi_period,rsi_overbought,trend_sma,mkt_sma,rs_lookback,confirm,profit_take,stop_loss,max_hold,no_pyramid,train_wr,train_ntr,full_wr,full_ntr,holdout_wr,holdout_ntr,full_cagr,full_sharpe,full_mdd,holdout_cagr,holdout_sharpe,feasible
19,156,7,-42.70519707802238,107,88.61287115554573,0,109,0,0,0.2210823169625707,0.4868503626850235,307,0,0.5378787878787878,132,0.5154929577464789,355,0.5022421524663677,223,-0.0003872432902825018,-0.009529304870120027,-0.08886471134660254,0.0016915833440935835,0.08511044615357327,False
86,150,3,-83.94870965157794,287,89.44243391028878,0,216,0,1,0.5779835385866091,0.29126673707635414,455,0,0.45,20,0.42857142857142855,35,0.4,15,9.146567315543308e-06,0.004418722249973792,-0.0177158483612085,0.00039409322624095466,0.12977058873555347,False
65,107,6,-65.45692301332983,158,70.8298118014182,0,0,0,0,0.0,0.30298934897518365,351,0,0.43781942078364566,587,0.5205992509363296,1869,0.5585023400936038,1282,0.049748873952453865,0.42005179305288165,-0.5728242843690404,0.04941187039691464,0.4770862422598747,False
82,90,3,-46.2314467770658,109,87.04293236064531,0,0,0,1,0.5483738863925582,0.20269429733410038,0,1,0.432,1250,0.4590967741935484,3875,0.472,2625,0.0662671863742681,0.5438424431407985,-0.529958915707827,0.07311071360341481,0.6083881927874158,False
51,103,4,-64.02965349546282,70,83.96467412867318,0,0,187,0,0.2502733079834505,0.12328463993310279,0,0,0.42028985507246375,69,0.43243243243243246,74,0.6,5,0.0006372951354391976,0.09046406947647766,-0.04292499393158524,0.0005162833761886976,0.6103594075130501,False
36,49,6,-26.906022804358642,69,69.9156246492415,84,199,0,0,0.0,0.18160081219246255,0,1,0.4125,160,0.3944723618090452,398,0.38235294117647056,238,0.07140453270145719,0.7365249881520516,-0.23974075463020314,0.10615368864859898,0.8711488117281075,False
70,57,2,-51.10451302393752,275,60.808302341541086,74,0,0,1,0.32124842305446427,0.14774508658467064,0,1,0.3888888888888889,54,0.4297520661157025,121,0.4626865671641791,67,0.0018145137315908055,0.2481753172089342,-0.03863453188997328,0.00383863897534531,0.4940250668306537,False
20,57,7,-29.72665792557202,299,68.04622269128055,0,0,0,2,0.452014036043674,0.09607469964569801,0,1,0.3791565287915653,2466,0.34942497994116073,7478,0.3347964884277733,5012,0.06190445632855668,0.5399503819266684,-0.522644394417483,0.07149827250481322,0.6154392935788235,False
43,93,4,-37.76414000679913,219,72.99917019346294,0,0,0,0,0.3030563155243934,0.07210680151280018,0,0,0.33949416342412453,3084,0.3315634218289086,10170,0.3281117696867062,7086,0.055989828621885396,0.5209572147615859,-0.45701638719766674,0.06207404893701374,0.5706085188402438,False
55,151,4,-38.90250552500652,64,60.818335502260716,81,0,0,1,0.3600858691581868,0.21455490620362416,0,0,0.3258426966292135,89,0.435,200,0.5225225225225225,111,-5.081802075967978e-05,0.004476136189277446,-0.11438120602831058,0.003853500180298175,0.28363735608688223,False
59,157,5,-45.192198879534274,230,65.99950185402767,0,0,0,0,0.0,0.2457022190021288,0,0,0.3220338983050847,354,0.3450413223140496,484,0.4076923076923077,130,0.08424427085112063,0.6433360972201896,-0.5096996710915588,0.09662197703419806,0.7482896220102024,True
78,38,5,-27.80676920812116,257,68.67289373038136,105,195,0,3,0.0,0.0,242,0,0.3157894736842105,19,0.6060606060606061,66,0.723404255319149,47,0.0017323708492422707,0.23700904663090472,-0.02567516758656295,0.003629157384946069,0.3980052744912669,False
19,102,7,-25.681023765705632,298,73.50984566790635,96,0,0,3,0.21713610254386978,0.3847143642988133,0,0,0.2857142857142857,7,0.5384615384615384,13,0.8333333333333334,6,-0.00025377369189116816,-0.123716811147558,-0.01706263257925874,0.00054863749735512,0.28639858691259346,False
68,168,7,-77.27336782449812,126,68.53987086455083,0,90,0,0,0.44913026433245706,0.47684203384107193,0,0,0.16666666666666666,6,0.46153846153846156,13,0.7142857142857143,7,0.0003849177666088721,0.15825847059559614,-0.011149827430127966,0.0014618000832788969,0.4994055533866597,False
42,133,4,-45.65782262009632,90,71.54914222881845,132,0,225,0,0.06698208565959513,0.20480268583158856,60,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
43,155,5,-59.109818623019535,122,67.61505619107344,97,151,58,2,0.4748583479229703,0.368985460806448,235,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
52,70,6,-50.83725760138936,118,78.67702463497946,172,0,116,3,0.4203404769284192,0.16592817444711744,66,1,0.0,0,1.0,1,1.0,1,6.845161629764895e-05,0.35584158306529984,0.0,0.00012863778055205444,0.4893148849767004,False
49,109,2,-53.920533581002154,256,81.16636571156909,129,68,106,2,0.0,0.2547016722857379,429,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
65,102,7,-54.31010752344829,295,66.13528383990135,127,151,0,1,0.527033453513328,0.0,153,1,0.0,0,0.5,4,0.5,4,0.00015703865792682237,0.2418324972868568,-0.0018548283421393928,0.0002951265749813192,0.33170419650464683,False
90,94,6,-86.44657600888053,68,85.37670319335172,96,0,0,1,0.0,0.0,244,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
34,33,7,-82.05246055325304,294,66.38951059185301,145,0,0,0,0.0,0.06135482294954865,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
67,111,6,-64.96557560739552,142,77.26315965637596,168,194,0,3,0.559757747978044,0.4101075434840126,0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
76,158,5,-82.36998804945455,277,86.11109760921357,147,113,0,1,0.0,0.19624263544901038,261,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
31,84,6,-50.3555695642551,67,61.350385604883336,197,112,236,1,0.2509382905260932,0.0,61,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
88,53,5,-79.61854835816568,285,74.65858235982981,70,118,0,3,0.37074263456249196,0.4550124863325385,469,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
15,84,4,-64.81956765528469,72,76.62650658353199,175,110,123,1,0.0,0.38565787204204777,414,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
31,130,5,-71.28260310888308,121,86.00930619109987,119,175,38,1,0.0,0.2784716571838279,0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
61,88,5,-57.53839025891065,92,75.36046146078233,71,0,0,3,0.07433029444313755,0.29122388700953594,0,1,0.0,0,0.6666666666666666,3,0.6666666666666666,3,-4.6115618422271076e-05,-0.08004275077366832,-0.003138349878664611,-8.665846573296943e-05,-0.10957837197837009,False
25,100,6,-88.1352144558236,96,87.8463306888111,0,0,164,3,0.41456362388423956,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
26,118,3,-61.19648881649471,249,86.84093381058436,46,78,53,3,0.08348768660005337,0.3363626398384059,0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
21,116,3,-87.4884693637907,88,76.65787867860664,98,110,0,0,0.2673975244396007,0.10204716817389037,0,0,0.0,0,0.5,2,0.5,2,6.893104778682435e-05,0.12322379659668425,-0.0019027950252465786,0.00012953878004329233,0.16874762850291813,False
87,157,6,-85.6612014680324,254,80.50124212146473,0,58,187,2,0.19699166732948353,0.1621267906641829,0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
81,36,2,-28.370829806759147,209,62.162378654635845,45,0,248,2,0.24674790034838384,0.17260109004859012,417,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
27,46,3,-89.26050851693535,75,86.55150594330505,0,168,232,0,0.0,0.0,0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False
