date,equity,ret_m,regime,n_picks,year
2003-01-31,1.0130076063020734,0.0140216279300033,normal,15,2003
2003-02-28,1.1103928091199229,0.09723195217737754,normal,15,2003
2003-03-31,1.2673999297213991,0.14254035860088324,normal,15,2003
2003-04-30,1.351604062557776,0.06750599226777754,recovery,7,2003
2003-05-30,1.4757187104460123,0.092920587673374,recovery,7,2003
2003-06-30,1.4881884011127462,0.009459369625873331,recovery,7,2003
2003-07-31,1.5600610641105248,0.04934475072488657,recovery,7,2003
2003-08-29,1.6130295404885973,0.03498781029694286,recovery,7,2003
2003-09-30,1.6894791462764762,0.048443487328076386,bull,7,2003
2003-10-31,1.793564050525944,0.06267035843132984,recovery,7,2003
2003-11-28,1.894579290696516,0.05737833332846799,recovery,7,2003
2003-12-31,1.9990780752644786,0.056212935634500756,recovery,7,2003
2004-01-30,2.0248905834701842,0.013926132276246346,recovery,7,2004
2004-02-27,2.1502541181557957,0.06297423784338999,recovery,7,2004
2004-03-31,2.024739235022608,-0.057429545693918185,bull,7,2004
2004-04-30,2.04031152388656,0.008699709294426605,bull,7,2004
2004-05-31,2.1093364173329703,0.034865431322027476,recovery,7,2004
2004-06-30,2.106650713647466,-0.0002735192962309836,recovery,7,2004
2004-07-30,2.1791191781175203,0.03543528334576226,normal,15,2004
2004-08-31,2.2990182964223953,0.05607790484707626,normal,15,2004
2004-09-30,2.3726484377653048,0.03305983467918094,normal,15,2004
2004-10-29,2.598717549125819,0.09637771301840367,normal,15,2004
2004-11-30,2.706612549325279,0.042561117158678004,recovery,7,2004
2004-12-31,2.6512850804072747,-0.019461052861706372,recovery,7,2004
2005-01-31,2.832784884996532,0.06952682171260241,normal,15,2005
2005-02-28,2.844566214796915,0.005164085528092129,recovery,7,2005
2005-03-31,2.9278578778393056,0.030311283056229633,normal,15,2005
2005-04-29,3.048218822776128,0.04215102651115244,normal,15,2005
2005-05-31,3.218844920592686,0.057032704970244784,recovery,7,2005
2005-06-30,3.3431793796902314,0.0396667090689263,normal,15,2005
2005-07-29,3.331612974100244,-0.0024621645245754675,recovery,7,2005
2005-08-31,3.371502382579777,0.012985987891062757,bull,7,2005
2005-09-30,3.260558452130139,-0.03193831590676198,recovery,7,2005
2005-10-31,3.339639890585699,0.025279234382432476,normal,15,2005
2005-11-30,3.5941242683807557,0.07727842169838446,recovery,7,2005
2005-12-30,3.9166038605649867,0.09081492241119198,normal,15,2005
2006-01-31,4.250419063784783,0.08631709741218277,recovery,7,2006
2006-02-28,4.633851429987041,0.09130178702346753,recovery,7,2006
2006-03-31,4.624183451660881,-0.0010874681975397982,recovery,7,2006
2006-04-28,3.971706328953471,-0.1402412874566041,recovery,7,2006
2006-05-31,4.012752708818244,0.011346042635268047,bull,7,2006
2006-06-30,4.068526611607084,0.014914076780296699,normal,15,2006
2006-07-31,3.9959902255997903,-0.016845507559407773,recovery,7,2006
2006-08-31,4.008675880480187,0.004178774848464218,recovery,7,2006
2006-09-29,4.162137267560394,0.03932163521099055,recovery,7,2006
2006-10-31,4.1298665678255775,-0.006760156467139848,recovery,7,2006
2006-11-30,4.0619752068962685,-0.015454571868836236,recovery,7,2006
2006-12-29,4.43581046213567,0.09312600069789403,recovery,7,2006
2007-01-31,4.365270738627332,-0.014917247635840935,recovery,7,2007
2007-02-28,4.371354070852733,0.0023959709837704226,bull,7,2007
2007-03-30,4.428245816783675,0.01402870218981343,recovery,7,2007
2007-04-30,4.636647850333297,0.0481100940425734,recovery,7,2007
2007-05-31,4.568179691354589,-0.013780517433584483,recovery,7,2007
2007-06-29,4.5539884114611375,-0.002108658937664442,bull,7,2007
2007-07-31,4.575517631501782,0.005733285948678779,bull,7,2007
2007-08-31,4.711667670372582,0.030786991608420765,recovery,7,2007
2007-09-28,4.687948245783716,-0.004038227021366074,recovery,7,2007
2007-10-31,4.301401385946958,-0.081536982215514,recovery,7,2007
2007-11-30,4.673444862179092,0.087581131221113,normal,15,2007
2007-12-31,4.52576529536372,-0.030630354149009983,normal,15,2007
2008-01-31,4.61859621228392,0.021533183890854832,normal,15,2008
2008-02-29,4.483999723164774,-0.02817046455841406,normal,15,2008
2008-03-31,4.743624010238312,0.05895911591840303,normal,15,2008
2008-04-30,4.694198112950647,-0.009428867081617068,normal,15,2008
2008-05-30,3.582332522522115,-0.23609563237861173,normal,15,2008
2008-06-30,3.8664345655828574,0.0803868278895702,normal,15,2008
2008-07-31,4.43782344448757,0.14893078748588762,normal,15,2008
2008-08-29,3.1872317223844124,-0.2810840303951445,normal,15,2008
2008-09-30,3.1872317223844124,0.0,crash,0,2008
2008-10-31,3.1872317223844124,0.0,crash,0,2008
2008-11-28,3.1872317223844124,0.0,crash,0,2008
2008-12-31,3.039388714874568,-0.04543145556279048,normal,15,2008
2009-01-30,3.039388714874568,0.0,crash,0,2009
2009-02-27,3.039388714874568,0.0,crash,0,2009
2009-03-31,5.473334116229361,0.8026035637842467,normal,15,2009
2009-04-30,6.56674985838011,0.20097239488279314,normal,15,2009
2009-05-29,7.105760373149431,0.08316494457585993,recovery,7,2009
2009-06-30,8.70931707193831,0.22689686243688045,normal,15,2009
2009-07-31,8.677658553227884,-0.002637655010438944,recovery,7,2009
2009-08-31,10.255884832842696,0.18305541994479105,recovery,7,2009
2009-09-30,8.98121821008407,-0.12340977253245022,recovery,7,2009
2009-10-30,9.3451522966104,0.04156324727870633,recovery,7,2009
2009-11-30,10.8921700974627,0.16670898713849844,recovery,7,2009
2009-12-31,11.398826187253942,0.047563187278502235,recovery,7,2009
2010-01-29,12.894715860675628,0.1323642691028107,bull,7,2010
2010-02-26,13.707397200597363,0.06408845818471184,recovery,7,2010
2010-03-31,15.602554947073958,0.13939742838367006,recovery,7,2010
2010-04-30,14.612463379154228,-0.0625195348299696,recovery,7,2010
2010-05-31,14.612463379154228,0.0,crash,0,2010
2010-06-30,16.118398358585466,0.1041624175766326,normal,15,2010
2010-07-30,14.16758344791709,-0.12015047043577369,normal,15,2010
2010-08-31,16.77078798755037,0.18492865242883627,normal,15,2010
2010-09-30,17.273335312509754,0.03099663243514434,recovery,7,2010
2010-10-29,16.183822753578,-0.06213695946596277,recovery,7,2010
2010-11-30,17.467735074419444,0.08041348208960342,bull,7,2010
2010-12-31,16.97818138156714,-0.027053222085227074,recovery,7,2010
2011-01-31,17.33119460558499,0.021813983420431497,recovery,7,2011
2011-02-28,17.392697871263074,0.0045532564519182835,recovery,7,2011
2011-03-31,18.12904277917829,0.04337981970761227,bull,7,2011
2011-04-29,17.148959490520287,-0.05311461695858565,recovery,7,2011
2011-05-31,16.704495905427578,-0.024942759250589537,bull,7,2011
2011-06-30,15.988885244892872,-0.04188128599393193,recovery,7,2011
2011-07-29,14.24502900348052,-0.10817495570387219,bull,7,2011
2011-08-31,12.243058678487948,-0.13967784905976252,normal,15,2011
2011-09-30,12.243058678487948,0.0,crash,0,2011
2011-10-31,11.516195305034854,-0.05842785444473411,normal,15,2011
2011-11-30,12.247013928995909,0.06452460013754542,normal,15,2011
2011-12-30,14.01269897131601,0.14531801615767614,recovery,7,2011
2012-01-31,15.03913093146894,0.07432445008641358,recovery,7,2012
2012-02-29,15.254824066005797,0.015357485066755876,recovery,7,2012
2012-03-30,14.697200423996284,-0.03558951105067261,recovery,7,2012
2012-04-30,13.607746155635484,-0.0731998523393012,normal,15,2012
2012-05-31,15.4733105633136,0.13823400183444623,bull,7,2012
2012-06-29,15.637111426666237,0.011597623327548975,recovery,7,2012
2012-07-31,16.07065466107514,0.02875403030284833,recovery,7,2012
2012-08-31,16.292812617906307,0.014838666102906548,recovery,7,2012
2012-09-28,16.70727431550472,0.02646477965617438,recovery,7,2012
2012-10-31,18.031667740931375,0.08035081710720632,bull,7,2012
2012-11-30,18.602436353222863,0.03268636479831658,recovery,7,2012
2012-12-31,19.53251822145099,0.05104890136368319,recovery,7,2012
2013-01-31,19.472982625906685,-0.002050074649326083,recovery,7,2013
2013-02-28,20.773295835691723,0.06784308932485097,recovery,7,2013
2013-03-28,21.84296325920349,0.052544972171610596,recovery,7,2013
2013-04-30,20.99700954603074,-0.03776665628238706,recovery,7,2013
2013-05-31,20.754720172476414,-0.010549782215442002,recovery,7,2013
2013-06-28,22.070661401927058,0.06446890020618729,bull,7,2013
2013-07-31,20.905415480532785,-0.05184799670172123,recovery,7,2013
2013-08-30,21.258539112235628,0.017909400125659163,bull,7,2013
2013-09-30,22.47277602024694,0.05817578398842241,recovery,7,2013
2013-10-31,22.868533919043507,0.018629177088036245,recovery,7,2013
2013-11-29,23.030707402570936,0.0080996554194021,recovery,7,2013
2013-12-31,22.943267733748694,-0.002799455254567155,recovery,7,2013
2014-01-31,23.430095664485055,0.022241011431839534,bull,7,2014
2014-02-28,23.214651142717383,-0.008203407936881077,recovery,7,2014
2014-03-31,22.945550349748075,-0.010602454139307823,recovery,7,2014
2014-04-30,23.374849882272905,0.019729218683142292,recovery,7,2014
2014-05-30,24.73956396621278,0.05944330848037414,recovery,7,2014
2014-06-30,24.155693179154785,-0.022623313602865847,recovery,7,2014
2014-07-31,25.70855537939163,0.06535090830132591,bull,7,2014
2014-08-29,24.904324777051183,-0.03031291866885932,recovery,7,2014
2014-09-30,25.884500386423756,0.040398044483297216,bull,7,2014
2014-10-31,21.96531530689451,-0.1505610584998503,recovery,7,2014
2014-11-30,21.854882823917425,-0.004031616307633378,recovery,7,2014
2014-12-31,20.66026735072562,-0.053714976847556356,recovery,7,2014
2015-01-31,22.093218830896767,0.07042826647086457,bull,7,2015
2015-02-28,22.767925763347176,0.03157066674027609,recovery,7,2015
2015-03-31,21.321599251072694,-0.06258732503314887,normal,15,2015
2015-04-30,22.25854938165996,0.04498869664998893,recovery,7,2015
2015-05-29,22.11434092910202,-0.005484273618118716,recovery,7,2015
2015-06-30,22.119853359467577,0.0012505200045996138,normal,15,2015
2015-07-31,18.864281463719873,-0.14632505372075685,recovery,7,2015
2015-08-31,18.418300244620234,-0.02266423361739477,normal,15,2015
2015-09-30,18.791383679232776,0.02127740471600327,normal,15,2015
2015-10-30,18.690778412616915,-0.0043581558502183045,recovery,7,2015
2015-11-30,17.7077647388293,-0.051645156892286125,normal,15,2015
2015-12-31,15.16524775134644,-0.1427247649027904,normal,15,2015
2016-01-29,14.992290135025124,-0.010415281140055015,normal,15,2016
2016-02-29,15.237086033937455,0.017345464564957634,normal,15,2016
2016-03-31,15.91132408484129,0.04529509780956884,recovery,7,2016
2016-04-29,17.206812156133008,0.08250175161315845,normal,15,2016
2016-05-31,16.931533812769228,-0.015013231894708632,recovery,7,2016
2016-06-30,17.52476520841968,0.03607314670486397,normal,15,2016
2016-07-29,16.939016697025263,-0.032456499813843354,recovery,7,2016
2016-08-31,16.841116168379198,-0.004784371841240191,recovery,7,2016
2016-09-30,16.23657146644301,-0.03493188169736808,bull,7,2016
2016-10-31,17.720729908842902,0.09250086533854536,normal,15,2016
2016-11-30,18.536434745035944,0.047078186407632394,recovery,7,2016
2016-12-30,19.19786848468284,0.03671961920290139,recovery,7,2016
2017-01-31,19.95279581660076,0.040363861286025746,recovery,7,2017
2017-02-28,19.94606207059715,0.0006631793467299606,recovery,7,2017
2017-03-31,19.802492158441193,-0.006204111731180294,bull,7,2017
2017-04-28,19.8414387598755,0.0029697222462566585,recovery,7,2017
2017-05-31,20.11910212497206,0.015009123585590494,recovery,7,2017
2017-06-30,20.603669610049117,0.025110055898267883,bull,7,2017
2017-07-31,19.880794034182053,-0.034118916408720126,recovery,7,2017
2017-08-31,21.28509858585576,0.07170794859669227,recovery,7,2017
2017-09-29,21.46757597877286,0.009582593998247,recovery,7,2017
2017-10-31,22.97136025786197,0.07112021567834513,recovery,7,2017
2017-11-30,22.433113370925245,-0.022453668925432036,recovery,7,2017
2017-12-29,23.653963765927458,0.05547727664152665,recovery,7,2017
2018-01-31,22.352563167629764,-0.05407236067700172,recovery,7,2018
2018-02-28,22.00518392650409,-0.014555468540592087,bull,7,2018
2018-03-29,21.467846258583435,-0.023442127729964665,bull,7,2018
2018-04-30,23.23541392878229,0.0834190035287873,recovery,7,2018
2018-05-31,23.80875602464819,0.025701056426605202,recovery,7,2018
2018-06-29,25.0086974306831,0.05145061488842981,bull,7,2018
2018-07-31,25.087221874477027,0.004144029423757958,recovery,7,2018
2018-08-31,24.64321731038441,-0.016715150086971328,recovery,7,2018
2018-09-28,23.555039799247183,-0.04320048309077543,recovery,7,2018
2018-10-31,23.144217558192583,-0.01645740611840763,normal,15,2018
2018-11-30,21.00470537201884,-0.09153415749502045,recovery,7,2018
2018-12-31,21.00470537201884,0.0,crash,0,2018
2019-01-31,22.814121786512636,0.08723061527346467,normal,15,2019
2019-02-28,20.916014956802016,-0.08228104922766155,recovery,7,2019
2019-03-29,21.77869003237692,0.04228700198983987,recovery,7,2019
2019-04-30,19.413888307151293,-0.10769097682689588,recovery,7,2019
2019-05-31,21.124917426337834,0.08922350614525305,normal,15,2019
2019-06-28,20.592654638015265,-0.02422019031320529,recovery,7,2019
2019-07-31,20.171959019527755,-0.019448850784757908,normal,15,2019
2019-08-30,20.77069785463589,0.03071245206538293,normal,15,2019
2019-09-30,20.901809657803838,0.007319664299300723,recovery,7,2019
2019-10-31,21.459559469241267,0.027711995345384852,recovery,7,2019
2019-11-29,22.298033032192663,0.04011237591203956,recovery,7,2019
2019-12-31,21.60410090621068,-0.030150928486763894,recovery,7,2019
2020-01-31,19.779593997874827,-0.08353541407621255,bull,7,2020
2020-02-28,14.45099668879995,-0.26866738758616027,normal,15,2020
2020-03-31,14.45099668879995,0.0,crash,0,2020
2020-04-30,15.858421467352912,0.09849141238951255,normal,15,2020
2020-05-29,18.858812524891196,0.19038898379444874,recovery,7,2020
2020-06-30,19.810989565537056,0.05154130779702362,recovery,7,2020
2020-07-31,20.450042055636104,0.033290765233380794,recovery,7,2020
2020-08-31,19.11883819386129,-0.0641595690627528,recovery,7,2020
2020-09-30,19.999927423300274,0.0471320049718809,bull,7,2020
2020-10-30,24.04528518440637,0.20347209414890607,bull,7,2020
2020-11-30,25.019849347236367,0.04157193601179368,recovery,7,2020
2020-12-31,29.781882031272907,0.19152171187197137,recovery,7,2020
2021-01-29,34.32367343907175,0.15365548202978327,bull,7,2021
2021-02-26,37.05482867551002,0.0806512496964614,recovery,7,2021
2021-03-31,35.79135619500148,-0.03313050797996336,recovery,7,2021
2021-04-30,36.592809636720396,0.02341579000886705,recovery,7,2021
2021-05-31,36.812165271695434,0.007001502530265417,recovery,7,2021
2021-06-30,37.21464808665089,0.011945364031063988,recovery,7,2021
2021-07-30,38.025972230230245,0.02282402826618523,recovery,7,2021
2021-08-31,37.89840138357461,-0.002357191773865666,recovery,7,2021
2021-09-30,39.375621876491024,0.040018456569704805,bull,7,2021
2021-10-29,38.361687944755666,-0.024775071407443776,recovery,7,2021
2021-11-30,42.48429449453297,0.10857534155148031,bull,7,2021
2021-12-31,37.97022470122887,-0.10535802968190819,recovery,7,2021
2022-01-31,41.56048950327334,0.09565039243820414,bull,7,2022
2022-02-28,42.99563060725044,0.03556694810192755,normal,15,2022
2022-03-31,36.92697611662627,-0.14028612827347048,recovery,7,2022
2022-04-29,36.92697611662627,0.0,crash,0,2022
2022-05-31,35.5926222024154,-0.03517010598583125,normal,15,2022
2022-06-30,35.5926222024154,0.0,crash,0,2022
2022-07-29,33.04391271319535,-0.07067848177104616,normal,15,2022
2022-08-31,27.945951259795283,-0.1534318157846513,normal,15,2022
2022-09-30,27.945951259795283,0.0,crash,0,2022
2022-10-31,31.895772269108665,0.1424803425822489,normal,15,2022
2022-11-30,31.78957120569225,-0.0023319601792542513,recovery,7,2022
2022-12-30,38.692926875340206,0.21837624934490393,normal,15,2022
2023-01-31,36.80393466948602,-0.047867958822977334,recovery,7,2023
2023-02-28,34.878999781334564,-0.05135377484580291,normal,15,2023
2023-03-31,35.334557160161005,0.014075154361978086,recovery,7,2023
2023-04-28,38.03695536908015,0.07755787703513245,recovery,7,2023
2023-05-31,42.76152628556998,0.12533535349628344,recovery,7,2023
2023-06-30,48.22025207130041,0.12878385746910703,recovery,7,2023
2023-07-31,42.828128010759684,-0.11093374322517704,recovery,7,2023
2023-08-31,39.83234813305455,-0.06901790469593047,recovery,7,2023
2023-09-29,36.64260286001929,-0.07915842622083724,bull,7,2023
2023-10-31,36.860172806434555,0.0069445671548957495,normal,15,2023
2023-11-30,42.57739403017694,0.1562619162973954,recovery,7,2023
2023-12-29,41.78001513276099,-0.017745497996206977,recovery,7,2023
2024-01-31,44.482068357721175,0.06573908150069546,recovery,7,2024
2024-02-29,46.714507961614764,0.05123864418343335,recovery,7,2024
2024-03-28,43.9952279752656,-0.05726787749332374,recovery,7,2024
2024-04-30,48.359165636735646,0.10029145063552444,bull,7,2024
2024-05-31,49.51730576634688,0.024973693949194038,recovery,7,2024
2024-06-28,47.18054101234541,-0.04623710740692938,recovery,7,2024
2024-07-31,47.53694219159449,0.00856254924804039,bull,7,2024
2024-08-30,47.61953012314445,0.0027400821942950952,recovery,7,2024
2024-09-30,47.412491264203275,-0.0033511231066976556,recovery,7,2024
2024-10-31,55.51874570015974,0.17214511489167153,recovery,7,2024
2024-11-29,51.38088365512645,-0.07360450380366636,recovery,7,2024
2024-12-31,52.58837747851226,0.02452536336939943,bull,7,2024
