split,strategy,top_k,train_cagr,train_cagr_spy,train_edge,train_win_rate,train_n_picks,train_median_ret,test_cagr,test_cagr_spy,test_edge,test_win_rate,test_n_picks,test_median_ret
A1,best_of_top4,3,0.17578688709916127,0.11768166476566184,0.05810522233349942,0.8487654320987654,324,7.036675562050087,0.19815841469334763,0.1460304039386427,0.05212801075470494,0.7465277777777778,288,1.6465449562159467
A1,best_of_top4,5,0.1729047857200974,0.11768166476566183,0.05522312095443557,0.8388888888888889,540,6.0651996754616295,0.2077451842235905,0.14603040393864283,0.06171478028494767,0.7645833333333333,480,1.7721205398332391
A1,blended_pullback_momentum,1,0.17710858157338696,0.11768166476566186,0.059426916807725105,0.7870370370370371,108,4.519000126786754,0.16807497230941662,0.14603040393864283,0.022044568370773787,0.6458333333333334,96,1.2238133199860328
A1,blended_pullback_momentum,3,0.16824071399971063,0.11768166476566184,0.05055904923404879,0.7993827160493827,324,4.763149279093819,0.2067205238932461,0.1460304039386427,0.06069011995460341,0.6979166666666666,288,1.370805787373175
A1,blended_pullback_momentum,5,0.16596127542402608,0.11768166476566183,0.04827961065836425,0.8314814814814815,540,4.956698671958126,0.20064358047953817,0.14603040393864283,0.05461317654089534,0.7291666666666666,480,1.6865715485527264
A1,quality_pullback,1,0.16918746668405257,0.11768166476566186,0.051505801918390715,0.7777777777777778,108,2.9948090615743235,0.21237730176304676,0.14603040393864283,0.06634689782440392,0.6458333333333334,96,0.8452173909340002
A1,quality_pullback,3,0.17632067823141456,0.11768166476566184,0.05863901346575272,0.8179012345679012,324,4.511421677950063,0.20236612911147628,0.1460304039386427,0.056335725172833584,0.7048611111111112,288,1.3816612349464377
A1,quality_pullback,5,0.17818283447671615,0.11768166476566183,0.06050116971105432,0.8537037037037037,540,4.799102073994852,0.19518836222371766,0.14603040393864283,0.049157958285074826,0.7416666666666667,480,1.4405725960121993
A1,explosive_winners,1,0.177845597312382,0.11768166476566186,0.060163932546720145,0.8703703703703703,108,8.918637001443741,0.19529429879578128,0.14603040393864283,0.049263894857138446,0.71875,96,1.5528378977433415
A1,explosive_winners,3,0.1766138573836289,0.11768166476566184,0.05893219261796705,0.8641975308641975,324,7.731756738995048,0.21033008935975694,0.1460304039386427,0.06429968542111425,0.7291666666666666,288,1.8822043863041558
A1,explosive_winners,5,0.1692001661871786,0.11768166476566183,0.05151850142151676,0.8648148148148148,540,6.702666088007054,0.2008940668492717,0.14603040393864283,0.05486366291062886,0.7395833333333334,480,1.7626657075920746
A1,pullback_in_winner,1,0.17649674067689697,0.11768166476566186,0.05881507591123511,0.7777777777777778,108,4.187348526208186,0.16807497230941662,0.14603040393864283,0.022044568370773787,0.6458333333333334,96,1.2238133199860328
A1,pullback_in_winner,3,0.1659677929928948,0.11768166476566184,0.04828612822723295,0.7962962962962963,324,4.207876400404109,0.2133086536113728,0.1460304039386427,0.0672782496727301,0.7256944444444444,288,1.8878321840044383
A1,pullback_in_winner,5,0.17252182996332247,0.11768166476566183,0.054840165197660634,0.8296296296296296,540,4.486328984858272,0.21667769409862397,0.14603040393864283,0.07064729015998114,0.7458333333333333,480,1.960341270828102
A2,strategy_rotation,1,0.1718138827980506,0.12110946455103035,0.05070441824702025,0.7922077922077922,154,3.170013270683709,0.12735247723681095,0.1512832447111943,-0.023930767474383358,0.5,84,0.026502805942109464
A2,strategy_rotation,3,0.17909079379226805,0.12110946455103029,0.057981329241237764,0.8073593073593074,462,3.5043689320412716,0.18650044672595154,0.1512832447111944,0.03521720201475714,0.5079365079365079,252,0.0439057364640445
A2,strategy_rotation,5,0.18426986413853141,0.12110946455103037,0.06316039958750104,0.8415584415584415,770,3.9229427400783523,0.19522579185926864,0.15128324471119436,0.043942547148074274,0.5333333333333333,420,0.09295266264976354
A2,grand_ensemble,1,0.18067043502075048,0.12135341181808172,0.05931702320266875,0.9038461538461539,156,6.127905944977323,0.2857528454558717,0.1512832447111943,0.1344696007446774,0.5833333333333334,84,0.28749198796466247
A2,grand_ensemble,3,0.16564638608729187,0.12135341181808182,0.044292974269210056,0.8867521367521367,468,4.795559199894219,0.211308496136974,0.1512832447111944,0.06002525142577961,0.5952380952380952,252,0.2272056811543941
A2,grand_ensemble,5,0.1617343005734448,0.12135341181808176,0.040380888755363026,0.8884615384615384,780,4.839914923742232,0.19189033083122398,0.15128324471119436,0.04060708612002961,0.6095238095238096,420,0.2838127020532163
A2,diamond_ensemble,1,0.17858826828932473,0.12135341181808172,0.057234856471243004,0.9230769230769231,156,5.989652688708755,0.24735489270891894,0.1512832447111943,0.09607164799772464,0.4880952380952381,84,-0.019289543545019106
A2,diamond_ensemble,3,0.17080378289944048,0.12135341181808182,0.04945037108135866,0.8995726495726496,468,4.325457472842441,0.2279700757946116,0.1512832447111944,0.0766868310834172,0.5753968253968254,252,0.24681478144997926
A2,diamond_ensemble,5,0.16962936330058756,0.12135341181808176,0.0482759514825058,0.8935897435897436,780,4.298299159388655,0.2148294687770777,0.15128324471119436,0.06354622406588334,0.580952380952381,420,0.21949940274462232
A2,explosive_winners_amped,1,0.17947841379588564,0.12135341181808172,0.05812500197780392,0.8333333333333334,156,6.869425815075276,0.23606757834689124,0.1512832447111943,0.08478433363569693,0.5952380952380952,84,0.8341312352957858
A2,explosive_winners_amped,3,0.16475125075283653,0.12135341181808182,0.04339783893475471,0.8311965811965812,468,4.862184326940607,0.27969383333918535,0.1512832447111944,0.12841058862799096,0.6150793650793651,252,0.6667540567498274
A2,explosive_winners_amped,5,0.17257850864240748,0.12135341181808176,0.05122509682432572,0.8384615384615385,780,5.183063962393437,0.24090289540159313,0.15128324471119436,0.08961965069039876,0.5928571428571429,420,0.4852038984477133
A2,quality_pullback_amped,1,0.17930967636034362,0.12135341181808172,0.057956264542261896,0.7756410256410257,156,4.320502710011165,0.2234466251634042,0.1512832447111943,0.07216338045220988,0.44047619047619047,84,-0.19856068409010919
A2,quality_pullback_amped,3,0.17043863178572685,0.12135341181808182,0.04908521996764503,0.8226495726495726,468,4.245550798443679,0.18388379133151406,0.1512832447111944,0.032600546620319665,0.5198412698412699,252,0.06102751775449089
A2,quality_pullback_amped,5,0.16611469607633095,0.12135341181808176,0.044761284258249184,0.841025641025641,780,4.355934155871971,0.1690493234681162,0.15128324471119436,0.01776607875692185,0.5095238095238095,420,0.0439057364640445
A2,best_of_top4,1,0.16196056921455396,0.12135341181808172,0.040607157396472235,0.8782051282051282,156,4.653103871956313,0.16375469676116064,0.1512832447111943,0.01247145204996633,0.5119047619047619,84,0.08936857265950426
A2,best_of_top4,3,0.1763876664891365,0.12135341181808182,0.05503425467105469,0.844017094017094,468,4.842199410929229,0.21264254158042575,0.1512832447111944,0.06135929686923136,0.5595238095238095,252,0.16931392768097075
A2,best_of_top4,5,0.17505184962114434,0.12135341181808176,0.053698437803062576,0.8358974358974359,780,4.696149018626331,0.21762601991379363,0.15128324471119436,0.06634277520259926,0.5738095238095238,420,0.21155142389489723
A2,blended_pullback_momentum,1,0.17742248820496928,0.12135341181808172,0.05606907638688756,0.7884615384615384,156,4.248639006251908,0.12805230716438712,0.1512832447111943,-0.02323093754680719,0.44047619047619047,84,-0.13032473868134103
A2,blended_pullback_momentum,3,0.17381078073763745,0.12135341181808182,0.05245736891955563,0.8098290598290598,468,4.4324986199457435,0.15403275796128663,0.1512832447111944,0.0027495132500922337,0.49603174603174605,252,-0.012987467818823206
A2,blended_pullback_momentum,5,0.1704374638009986,0.12135341181808176,0.04908405198291685,0.8358974358974359,780,4.553228563255828,0.16699973201319737,0.15128324471119436,0.015716487302003007,0.5261904761904762,420,0.10267154399422895
A2,quality_pullback,1,0.17480517303802692,0.12135341181808172,0.0534517612199452,0.75,156,2.9948090615743235,0.17122227368544304,0.1512832447111943,0.019939028974248735,0.5119047619047619,84,0.10354082457408165
A2,quality_pullback,3,0.17906782460130244,0.12135341181808182,0.05771441278322062,0.8034188034188035,468,3.5237171788544788,0.1811185959879315,0.1512832447111944,0.029835351276737115,0.5555555555555556,252,0.16931392768097075
A2,quality_pullback,5,0.17981348282841267,0.12135341181808176,0.058460071010330905,0.8435897435897436,780,3.6669287586175434,0.17526765311442574,0.15128324471119436,0.023984408403231378,0.5547619047619048,420,0.14048863021044256
A2,explosive_winners,1,0.1766380171151475,0.12135341181808172,0.05528460529706579,0.8333333333333334,156,7.0156697680294124,0.23749063394159378,0.1512832447111943,0.08620738923039947,0.6071428571428571,84,0.8341312352957858
A2,explosive_winners,3,0.17506848028510816,0.12135341181808182,0.05371506846702634,0.8311965811965812,468,4.925254189642711,0.2786937186035662,0.1512832447111944,0.12741047389237178,0.6150793650793651,252,0.7298783482195272
A2,explosive_winners,5,0.16946912508660528,0.12135341181808176,0.04811571326852351,0.841025641025641,780,4.680120516257533,0.23931400027588798,0.15128324471119436,0.08803075556469361,0.5904761904761905,420,0.49195456532987947
A2,pullback_in_winner,1,0.17686595657243087,0.12135341181808172,0.05551254475434915,0.782051282051282,156,3.7828301205429695,0.12805230716438712,0.1512832447111943,-0.02323093754680719,0.44047619047619047,84,-0.13032473868134103
A2,pullback_in_winner,3,0.172688475456567,0.12135341181808182,0.05133506363848517,0.811965811965812,468,4.057539486086531,0.16210065067434296,0.1512832447111944,0.010817405963148563,0.5,252,0.00014117890134385247
A2,pullback_in_winner,5,0.1782920760734327,0.12135341181808176,0.056938664255350935,0.8384615384615385,780,4.116111618695609,0.17157142934934527,0.15128324471119436,0.020288184638150908,0.5190476190476191,420,0.07241111698416514
A3,strategy_rotation,1,0.17133809346134385,0.12240220511297117,0.048935888348372675,0.7578947368421053,190,2.020134488545031,0.24158901537718802,0.1626649897218973,0.07892402565529072,0.4578313253012048,83,-0.14269009667366916
A3,strategy_rotation,3,0.17981356397033868,0.1224022051129712,0.05741135885736748,0.7789473684210526,570,2.9351150959003363,0.22680359523407642,0.1626649897218975,0.06413860551217893,0.4457831325301205,249,-0.16568046790883384
A3,strategy_rotation,5,0.18510398591557992,0.1224022051129712,0.06270178080260871,0.8094736842105263,950,3.14803122554585,0.21856444678188147,0.1626649897218973,0.05589945705998417,0.4891566265060241,415,-0.0834316560036833
A3,grand_ensemble,1,0.18725191282504827,0.12260824288425147,0.0646436699407968,0.8802083333333334,192,4.953335558037866,0.09184616053038365,0.163168137361471,-0.07132197683108736,0.5595238095238095,84,0.21949940274462232
A3,grand_ensemble,3,0.16913746647832595,0.12260824288425144,0.046529223594074506,0.8715277777777778,576,3.423934269232139,0.095533469548477,0.16316813736147107,-0.06763466781299407,0.5674603174603174,252,0.18248170417564757
A3,grand_ensemble,5,0.16431353321475345,0.12260824288425154,0.04170529033050191,0.871875,960,3.4597051413061126,0.11410928646877351,0.16316813736147093,-0.04905885089269742,0.5666666666666667,420,0.14756305332768693
A3,diamond_ensemble,1,0.18327087543407697,0.12260824288425147,0.0606626325498255,0.890625,192,4.0532419547112974,0.05588030749258209,0.163168137361471,-0.10728782986888892,0.40476190476190477,84,-0.23346329371162278
A3,diamond_ensemble,3,0.17470840216763012,0.12260824288425144,0.052100159283378675,0.875,576,3.280329444498624,0.09655203970263297,0.16316813736147107,-0.0666160976588381,0.49206349206349204,252,-0.020085724963476437
A3,diamond_ensemble,5,0.1727783346480011,0.12260824288425154,0.050170091763749564,0.8635416666666667,960,3.1451000852397386,0.11959124250274318,0.16316813736147093,-0.04357689485872775,0.5261904761904762,420,0.0618734622169852
A3,explosive_winners_amped,1,0.18259861323621693,0.12260824288425147,0.05999037035196546,0.8177083333333334,192,5.238283691800378,0.20826642092911304,0.163168137361471,0.045098283567642033,0.5952380952380952,84,0.255876085253004
A3,explosive_winners_amped,3,0.17222360656824762,0.12260824288425144,0.049615363683996175,0.8177083333333334,576,4.363831732281041,0.1807471326576347,0.16316813736147107,0.017578995296163635,0.5873015873015873,252,0.2038154856159362
A3,explosive_winners_amped,5,0.17658381098218942,0.12260824288425154,0.05397556809793788,0.8177083333333334,960,4.197474346169695,0.16656121269671792,0.16316813736147093,0.0033930753352469922,0.5666666666666667,420,0.11854839869170297
A3,quality_pullback_amped,1,0.18276563588391964,0.12260824288425147,0.06015739299966817,0.75,192,2.885997151749746,0.06569469363685101,0.163168137361471,-0.09747344372462,0.38095238095238093,84,-0.38275811195659454
A3,quality_pullback_amped,3,0.17232300945617934,0.12260824288425144,0.0497147665719279,0.7951388888888888,576,3.0295761233323173,0.14089927580264114,0.16316813736147107,-0.022268861558829928,0.4880952380952381,252,-0.04240076924840919
A3,quality_pullback_amped,5,0.16745238971126178,0.12260824288425154,0.04484414682701024,0.8135416666666667,960,3.1227627659411246,0.13227685210835333,0.16316813736147093,-0.0308912852531176,0.4738095238095238,420,-0.0513978907542586
A3,best_of_top4,1,0.16346651592682485,0.12260824288425147,0.040858273042573376,0.8333333333333334,192,3.5268759502456293,0.2032872621643608,0.163168137361471,0.04011912480288979,0.4880952380952381,84,-0.04034526820917961
A3,best_of_top4,3,0.178824522170946,0.12260824288425144,0.05621627928669455,0.8194444444444444,576,4.0232622363715045,0.1841723609331127,0.16316813736147107,0.02100422357164164,0.4880952380952381,252,-0.027581520950034133
A3,best_of_top4,5,0.17761114879617462,0.12260824288425154,0.05500290591192308,0.8229166666666666,960,3.6038205033637527,0.18164492768915433,0.16316813736147093,0.0184767903276834,0.4666666666666667,420,-0.08951096799274455
A3,blended_pullback_momentum,1,0.17674506553743766,0.12260824288425147,0.05413682265318619,0.7552083333333334,192,2.8700005214657245,0.23275704658269203,0.163168137361471,0.06958890922122102,0.39285714285714285,84,-0.2215130293885234
A3,blended_pullback_momentum,3,0.17351697600075075,0.12260824288425144,0.05090873311649931,0.7743055555555556,576,3.316469039181382,0.22446468414756324,0.16316813736147107,0.06129654678609217,0.44841269841269843,252,-0.14176828546174802
A3,blended_pullback_momentum,5,0.17073948334374411,0.12260824288425154,0.048131240459492575,0.8041666666666667,960,3.4460645176904876,0.20523524095168622,0.16316813736147093,0.04206710359021529,0.46904761904761905,420,-0.11457053226241914
A3,quality_pullback,1,0.17546493477318212,0.12260824288425147,0.05285669188893065,0.7395833333333334,192,2.0327115755192375,0.2425341130401384,0.163168137361471,0.07936597567866738,0.40476190476190477,84,-0.329047028950808
A3,quality_pullback,3,0.17958622745826136,0.12260824288425144,0.05697798457400992,0.7864583333333334,576,2.8829488707321484,0.20989281998362394,0.16316813736147107,0.046724682622152874,0.42857142857142855,252,-0.16869256043440745
A3,quality_pullback,5,0.18009188973429427,0.12260824288425154,0.05748364685004273,0.81875,960,3.0038360232809134,0.20506849027289537,0.16316813736147093,0.04190035291142444,0.44761904761904764,420,-0.14176828546174802
A3,explosive_winners,1,0.18003371950996816,0.12260824288425147,0.05742547662571669,0.8177083333333334,192,5.239654900356001,0.2081981897227036,0.163168137361471,0.045030052361232586,0.5952380952380952,84,0.2119145115951735
A3,explosive_winners,3,0.18109549635779076,0.12260824288425144,0.05848725347353932,0.8159722222222222,576,4.597334999705449,0.18278655378262149,0.16316813736147107,0.01961841642115042,0.5833333333333334,252,0.2611631587458966
A3,explosive_winners,5,0.1735756364272441,0.12260824288425154,0.05096739354299257,0.81875,960,3.690296278779171,0.1727883930077556,0.16316813736147093,0.009620255646284659,0.569047619047619,420,0.17720616744188045
A3,pullback_in_winner,1,0.17619677168487105,0.12260824288425147,0.05358852880061958,0.75,192,2.7566708469150365,0.23275704658269203,0.163168137361471,0.06958890922122102,0.39285714285714285,84,-0.2215130293885234
A3,pullback_in_winner,3,0.17278726844909376,0.12260824288425144,0.050179025564842314,0.7847222222222222,576,3.406653578429576,0.2227372623586167,0.16316813736147107,0.059569124997145645,0.4246031746031746,252,-0.17519124205182174
A3,pullback_in_winner,5,0.17850705541214668,0.12260824288425154,0.055898812527895136,0.8104166666666667,960,3.4403300163656407,0.2035744090274898,0.16316813736147093,0.04040627166601887,0.4357142857142857,420,-0.14683949221249049
R1,strategy_rotation,1,0.17774303132921854,0.11045944918075676,0.06728358214846178,0.8732394366197183,71,6.155846787316331,0.13224449367691532,0.14073563785815243,-0.008491144181237115,0.6285714285714286,35,3.4940649532543206
R1,strategy_rotation,3,0.1776240679589933,0.11045944918075681,0.06716461877823648,0.8685446009389671,213,6.144098687680169,0.15611185092807708,0.14073563785815246,0.015376213069924621,0.7047619047619048,105,3.3322909887296728
R1,strategy_rotation,5,0.18190488779160535,0.11045944918075679,0.07144543861084857,0.8816901408450705,355,5.416406784442329,0.17515078202061082,0.14073563785815246,0.03441514416245836,0.7885714285714286,175,3.36980373144978
R1,grand_ensemble,1,0.1859091358560556,0.1106108465941388,0.07529828926191678,0.9027777777777778,72,14.42841763942566,0.15049467581989542,0.14154996304863804,0.008944712771257385,0.8333333333333334,36,2.2183062824735567
R1,grand_ensemble,3,0.16898629525615338,0.11061084659413883,0.05837544866201455,0.8935185185185185,216,7.8788042267949425,0.14833658973533326,0.14154996304863787,0.006786626686695385,0.8148148148148148,108,3.5656426944194184
R1,grand_ensemble,5,0.16483164104943857,0.11061084659413882,0.054220794455299745,0.8972222222222223,360,7.584906113251413,0.1498549442682647,0.14154996304863787,0.008304981219626834,0.8277777777777777,180,2.745238701899072
R1,diamond_ensemble,1,0.18285467701888822,0.1106108465941388,0.07224383042474941,0.9027777777777778,72,14.42841763942566,0.150616061531214,0.14154996304863804,0.009066098482575974,0.9166666666666666,36,5.181433042845924
R1,diamond_ensemble,3,0.17393904801254859,0.11061084659413883,0.06332820141840975,0.8888888888888888,216,7.0338256657070675,0.16361082581383396,0.14154996304863787,0.022060862765196088,0.9074074074074074,108,4.458122022604788
R1,diamond_ensemble,5,0.1734217840143147,0.11061084659413882,0.06281093742017589,0.9027777777777778,360,7.074906534974352,0.16322086706610298,0.14154996304863787,0.021670904017465104,0.8833333333333333,180,4.8824167078632605
R1,explosive_winners_amped,1,0.1862792394034165,0.1106108465941388,0.0756683928092777,0.9305555555555556,72,10.61466263649646,0.14422032762064377,0.14154996304863804,0.002670364572005729,0.75,36,8.098102625020825
R1,explosive_winners_amped,3,0.16490547496994856,0.11061084659413883,0.05429462837580973,0.875,216,8.329157631743696,0.16912727900774424,0.14154996304863787,0.02757731595910637,0.8333333333333334,108,7.212348410116171
R1,explosive_winners_amped,5,0.17518911883781252,0.11061084659413882,0.0645782722436737,0.8777777777777778,360,8.23767398634148,0.15593696234829488,0.14154996304863787,0.014386999299657005,0.8277777777777777,180,4.811154392307572
R1,quality_pullback_amped,1,0.18188785607395497,0.1106108465941388,0.07127700947981616,0.8888888888888888,72,11.113209089542472,0.15373129722006257,0.14154996304863804,0.01218133417142453,0.7222222222222222,36,4.3658202423470955
R1,quality_pullback_amped,3,0.1744392218354835,0.11061084659413883,0.06382837524134466,0.875,216,7.977393441272056,0.147370250915181,0.14154996304863787,0.005820287866543122,0.7777777777777778,108,4.4110466466048095
R1,quality_pullback_amped,5,0.17034386586468245,0.11061084659413882,0.05973301927054363,0.8777777777777778,360,7.364710605112689,0.14489728915048875,0.14154996304863787,0.0033473261018508726,0.7944444444444444,180,3.9849882268799246
R1,best_of_top4,1,0.16101390956804829,0.1106108465941388,0.05040306297390948,0.9305555555555556,72,7.061551209006849,0.14940157420846453,0.14154996304863804,0.007851611159826494,0.75,36,4.359730511141251
R1,best_of_top4,3,0.17928453447916348,0.11061084659413883,0.06867368788502465,0.9027777777777778,216,8.57559510537016,0.15266891292509635,0.14154996304863787,0.011118949876458478,0.7407407407407407,108,4.680460043761482
R1,best_of_top4,5,0.1756866353422741,0.11061084659413882,0.06507578874813529,0.8805555555555555,360,7.848555156421282,0.15551479709895424,0.14154996304863787,0.013964834050316371,0.7555555555555555,180,4.742197716769709
R1,blended_pullback_momentum,1,0.18381735834685303,0.1106108465941388,0.07320651175271423,0.875,72,7.07960784142111,0.12042339945215083,0.14154996304863804,-0.021126563596487208,0.6111111111111112,36,0.8053177556667358
R1,blended_pullback_momentum,3,0.1717258171453397,0.11061084659413883,0.06111497055120085,0.8611111111111112,216,6.916771434791965,0.14603825666135595,0.14154996304863787,0.004488293612718075,0.6759259259259259,108,2.8371038107439963
R1,blended_pullback_momentum,5,0.1650600138077446,0.11061084659413882,0.05444916721360578,0.8722222222222222,360,6.916771434791965,0.1705270279224157,0.14154996304863787,0.028977064873777825,0.75,180,3.330670914508078
R1,quality_pullback,1,0.1721786612887026,0.1106108465941388,0.061567814694563794,0.8472222222222222,72,3.047249327512329,0.1505891977074404,0.14154996304863804,0.009039234658802353,0.6388888888888888,36,1.4958369832426817
R1,quality_pullback,3,0.18040901063567427,0.11061084659413883,0.06979816404153544,0.8703703703703703,216,5.365976986112438,0.14819865236008406,0.14154996304863787,0.006648689311446188,0.7129629629629629,108,2.095225035965611
R1,quality_pullback,5,0.18267391881344733,0.11061084659413882,0.07206307221930851,0.8888888888888888,360,5.432406809553925,0.14615181449009945,0.14154996304863787,0.00460185144146158,0.7833333333333333,180,3.3119145431480246
R1,explosive_winners,1,0.18043753871715126,0.1106108465941388,0.06982669212301246,0.9305555555555556,72,10.537085223408965,0.16144690854557533,0.14154996304863804,0.019896945496937296,0.75,36,8.098102625020825
R1,explosive_winners,3,0.17834158042898968,0.11061084659413883,0.06773073383485084,0.875,216,8.329157631743696,0.16624446528807,0.14154996304863787,0.02469450223943212,0.8425925925925926,108,7.04565993132005
R1,explosive_winners,5,0.17188496394156058,0.11061084659413882,0.06127411734742176,0.8833333333333333,360,7.463050521030152,0.15279157477182387,0.14154996304863787,0.011241611723185996,0.8277777777777777,180,4.811154392307572
R1,pullback_in_winner,1,0.18317550523953313,0.1106108465941388,0.07256465864539433,0.8611111111111112,72,6.262132947157713,0.12042339945215083,0.14154996304863804,-0.021126563596487208,0.6111111111111112,36,0.8053177556667358
R1,pullback_in_winner,3,0.16914493179149837,0.11061084659413883,0.05853408519735953,0.8518518518518519,216,5.247100841096914,0.14630143184130243,0.14154996304863787,0.004751468792664554,0.6851851851851852,108,2.577450168835343
R1,pullback_in_winner,5,0.1728556229132502,0.11061084659413882,0.06224477631911139,0.8722222222222222,360,5.265454145708143,0.17068523154196952,0.14154996304863787,0.029135268493331645,0.7444444444444445,180,3.0386977081510143
R2,strategy_rotation,1,0.12532718989002128,0.1233614107943885,0.0019657790956327803,0.7183098591549296,71,2.082778312438672,0.1712856186235236,0.14598840914355565,0.02529720947996794,0.9166666666666666,36,2.4238131335570583
R2,strategy_rotation,3,0.15844321052209667,0.12336141079438846,0.03508179972770821,0.7511737089201878,213,3.5712775575520057,0.22788670608827705,0.14598840914355557,0.08189829694472148,0.8611111111111112,108,2.9750576414467123
R2,strategy_rotation,5,0.1695816668192068,0.12336141079438845,0.04622025602481836,0.8028169014084507,355,3.5146729108282226,0.2156093086962426,0.14598840914355565,0.06962089955268694,0.8666666666666667,180,3.256131646048468
R2,grand_ensemble,1,0.1650077694844589,0.12396752529713322,0.04104024418732567,0.875,72,4.068196082697197,0.1733753689318014,0.14598840914355565,0.027386959788245735,0.9444444444444444,36,5.530549341570301
R2,grand_ensemble,3,0.152589943942992,0.1239675252971332,0.028622418645858794,0.8425925925925926,216,4.3327459130584085,0.15466635953965166,0.14598840914355557,0.00867795039609609,0.9444444444444444,108,4.6889461445580665
R2,grand_ensemble,5,0.14716912119591977,0.12396752529713322,0.02320159589878655,0.8527777777777777,360,4.497846694228878,0.14707491086949653,0.14598840914355565,0.0010865017259408805,0.9444444444444444,180,4.221234544409043
R2,diamond_ensemble,1,0.18187319506661045,0.12396752529713322,0.05790566976947724,0.8888888888888888,72,6.111792718538282,0.18339035122440442,0.14598840914355565,0.037401942080848766,1.0,36,6.568089527532338
R2,diamond_ensemble,3,0.16610409589172473,0.1239675252971332,0.04213657059459153,0.8611111111111112,216,4.160285985116412,0.1541228791209532,0.14598840914355557,0.00813446997739764,0.9444444444444444,108,3.924826957427907
R2,diamond_ensemble,5,0.16243535502434978,0.12396752529713322,0.03846782972721656,0.8638888888888889,360,4.533593587895176,0.14206356336008594,0.14598840914355565,-0.003924845783469716,0.9055555555555556,180,3.3110937290618283
R2,explosive_winners_amped,1,0.15485735503511722,0.12396752529713322,0.030889829737984,0.8194444444444444,72,7.979391358550978,0.16652989157611509,0.14598840914355565,0.020541482432559433,0.8611111111111112,36,1.484065207576885
