strategy,exit,n_picks,win_rate,win_rate_bias_corr,beat_spy_rate,median_ret,mean_ret,p10_ret,p90_ret,per_pick_cagr_mean,per_pick_cagr_median,cagr_dca_portfolio,cagr_spy_dca,edge_vs_spy_dca,mean_ret_bias_corr
low_vol_trend,stop_30,420,0.6,0.4976190476190476,0.21428571428571427,0.20171141583823082,0.45002579294671546,-0.32595415597293004,1.561857728900655,-0.046406605208511816,0.0520654540888138,0.07988584137827355,0.14108224052973609,-0.061196399151462536,0.1851342381445253
low_vol_trend,trail35_or_3y,420,0.5047619047619047,0.4238095238095238,0.17142857142857143,0.014910824375445997,0.16608927405252846,-0.3308632225084079,0.8029825365036791,-0.03571174308866148,0.008066406619827493,0.03291711742562485,0.14108224052973609,-0.10816512310411124,-0.030911038388301317
low_vol_trend,trail50_or_5y,420,0.6880952380952381,0.569047619047619,0.21904761904761905,0.29714307040648413,0.47241072530444234,-0.37566569605288175,1.4160196617694003,0.03547818927913335,0.06923738239867405,0.08320175239220585,0.14108224052973609,-0.05788048813753023,0.20750741745257323
low_vol_trend,tp100,420,0.7380952380952381,0.6083333333333334,0.23095238095238096,0.42694709299343747,0.4213332484212712,-0.28011454672521036,1.0208470807521481,0.30139026700236177,0.10108674672993212,0.07556286473395321,0.14108224052973609,-0.06551937579578287,0.166245121263844
low_vol_trend,tp200,420,0.7333333333333333,0.6047619047619047,0.29523809523809524,0.3689812109039371,0.52757467122333,-0.32755000419362296,2.0095718110686973,0.18288234025430006,0.08237482629005488,0.09117096703479058,0.14108224052973609,-0.04991127349494551,0.24441609772758366
pullback_in_winner,hold_forever,420,0.55,0.44761904761904764,0.3547619047619048,0.1706558198752821,2.1116299378902426,-0.7248156310372311,7.142105346928484,0.08221347810792413,0.03286646575533525,0.24809775056587483,0.14108224052973609,0.10701551003613874,1.488370581603173
pullback_in_winner,fixed_1y,420,0.5833333333333334,0.48095238095238096,0.1761904761904762,0.14210703426048843,0.46198630823782943,-0.4854476193621032,1.2527136183265128,0.46198630823782943,0.14210703426048843,0.08166364027534738,0.14108224052973609,-0.059418600254388707,0.21140990534184195
pullback_in_winner,fixed_2y,420,0.611904761904762,0.5,0.26666666666666666,0.2502629450510009,1.042772288477061,-0.6191611808874755,2.4203985258669705,0.2425449931873868,0.12030653315287698,0.1545878201511766,0.14108224052973609,0.013505579621440528,0.6850724132945313
pullback_in_winner,fixed_3y,420,0.6190476190476191,0.5023809523809524,0.2785714285714286,0.34824509168910134,1.561402910038178,-0.7073657753530306,3.4460267793110484,0.16077683002024706,0.12167029550676178,0.204584850026111,0.14108224052973609,0.0635026094963749,1.115764115458175
pullback_in_winner,fixed_5y,420,0.5642857142857143,0.45714285714285713,0.3261904761904762,0.18329639096842376,1.5509910014217234,-0.6905747458191351,4.232266815644223,0.09124175401489902,0.043219223654881955,0.2036793052578204,0.14108224052973609,0.06259706472808432,1.0820989731483093
pullback_in_winner,trail_25,420,0.3976190476190476,0.32857142857142857,0.1,-0.06471514317464983,0.13764700463084997,-0.26530772398524194,0.78843176912366,9.78792999606284,-0.20270829104904825,0.027616855407987605,0.14108224052973609,-0.11346538512174847,-0.0572745683436503
pullback_in_winner,trail_35,420,0.38095238095238093,0.31666666666666665,0.1619047619047619,-0.12903853538828258,0.21881990219094513,-0.3605435112200275,1.2108278156158383,0.43826220112293685,-0.18719946120572817,0.042420661891774555,0.14108224052973609,-0.09866157863796153,0.011291710849864056
pullback_in_winner,trail_50,420,0.37857142857142856,0.3142857142857143,0.19047619047619047,-0.19232043097943013,0.3298591970242642,-0.4931209057589359,1.763363242314417,-0.0724940407936416,-0.13521113203174462,0.06119748462020043,0.14108224052973609,-0.07988475590953566,0.09417770088384812
pullback_in_winner,stop_30,420,0.30238095238095236,0.24761904761904763,0.2,-0.30776647500343196,1.1587593132302594,-0.36814536745988674,2.167147450341908,-0.28317687299100275,-0.3039593057990657,0.16673709382059174,0.14108224052973609,0.02565485329085565,0.7566911762919455
pullback_in_winner,trail35_or_3y,420,0.37857142857142856,0.31666666666666665,0.15,-0.12903853538828258,0.2056800373780613,-0.3605435112200275,1.1208665696667914,0.4437388605266565,-0.18719946120572817,0.04009024542995588,0.14108224052973609,-0.10099199509978021,0.001162747450364591
pullback_in_winner,trail50_or_5y,420,0.37857142857142856,0.3142857142857143,0.19047619047619047,-0.19232043097943013,0.2906382883197815,-0.4931209057589359,1.6602082508943565,-0.0707610070069051,-0.13521113203174462,0.05474415267117381,0.14108224052973609,-0.08633808785856228,0.06662124137815725
pullback_in_winner,tp100,420,0.6714285714285714,0.5476190476190477,0.27380952380952384,1.0047070375993188,0.476387681705546,-0.700194332902705,1.0933674851595854,100.86148286522312,0.29674496251596605,0.08378579257156528,0.14108224052973609,-0.05729644795817081,0.20551594866926093
pullback_in_winner,tp200,420,0.6261904761904762,0.5095238095238095,0.5,0.6802477925508296,0.8170051416060885,-0.7248156310372311,2.123173029857506,1002.3789498887236,0.14162073869797964,0.1289311631643283,0.14108224052973609,-0.012151077365407797,0.47351591487554795
winner_only,hold_forever,420,0.6904761904761905,0.5714285714285714,0.4142857142857143,0.4687853937551385,1.3523319038618806,-0.4930722800811762,3.767242945403366,0.139614163811337,0.09954683411025933,0.18569759874130448,0.14108224052973609,0.044615358211568396,0.9052038132981721
winner_only,fixed_1y,420,0.6476190476190476,0.5404761904761904,0.3,0.25383479432379386,0.6324324028414797,-0.3859585728782007,2.1159126056252173,0.6324324028414797,0.25383479432379386,0.1055859844133752,0.14108224052973609,-0.03549625611636088,0.3593311117598783
winner_only,fixed_2y,420,0.6619047619047619,0.5476190476190477,0.3761904761904762,0.38786690661822343,0.9210833802581582,-0.4817090876754678,2.7793692917412742,0.28863034466936804,0.1865180838209397,0.1411151855278266,0.14108224052973609,3.2944998090506106e-05,0.5700360051419939
winner_only,fixed_3y,420,0.6619047619047619,0.5452380952380952,0.3904761904761905,0.4030644590704745,1.3857830353045155,-0.4893526928656894,3.6151597071923383,0.22244621299850983,0.12805864978408232,0.1888235974975157,0.14108224052973609,0.04774135696777962,0.9279054670345135
winner_only,fixed_5y,420,0.6857142857142857,0.5666666666666667,0.4142857142857143,0.4808110118439157,1.3397196453135591,-0.5177462311926019,2.985624726249226,0.1558206776211452,0.10813961004958272,0.18450805976414011,0.14108224052973609,0.04342581923440403,0.8944850139193574
winner_only,trail_25,420,0.45714285714285713,0.38095238095238093,0.1595238095238095,-0.03059964747978705,0.20770864784765078,-0.25259255674491127,1.035568307565587,247.25083164639628,-0.10441809494252274,0.040451627295207786,0.14108224052973609,-0.1006306132345283,0.007388204634999826
winner_only,trail_35,420,0.4666666666666667,0.39285714285714285,0.1738095238095238,-0.033145281302988494,0.27466503275655035,-0.3314924183111081,1.2698088009990505,0.8393985220529051,-0.04424905605092411,0.05206156700890913,0.14108224052973609,-0.08902067352082696,0.06520851637713529
winner_only,trail_50,420,0.5190476190476191,0.4357142857142857,0.2833333333333333,0.03809820949612308,0.5308142185778699,-0.4452768763022626,1.912153599435205,0.08501500314496266,0.02211829255408182,0.0916303347959312,0.14108224052973609,-0.04945190573380488,0.2728969013903074
winner_only,stop_30,420,0.38571428571428573,0.3238095238095238,0.25952380952380955,-0.30388662605095956,0.6359860351355353,-0.3487845405368429,2.4407402782845966,-0.17799254669886738,-0.17724101284482796,0.1060588105638799,0.14108224052973609,-0.03502342996585618,0.3633080983623292
winner_only,trail35_or_3y,420,0.4642857142857143,0.3904761904761905,0.17857142857142858,-0.033145281302988494,0.2715138234944145,-0.3314924183111081,1.2053048394614565,0.8402434151959567,-0.04424905605092411,0.05152851556873576,0.14108224052973609,-0.08955372496100034,0.0623197162301513
winner_only,trail50_or_5y,420,0.5190476190476191,0.4357142857142857,0.28809523809523807,0.03809820949612308,0.5317204609911512,-0.4452768763022626,1.912153599435205,0.08732065257836436,0.02211829255408182,0.09175867299195788,0.14108224052973609,-0.04932356753777821,0.273809242739758
winner_only,tp100,420,0.8214285714285714,0.6761904761904762,0.3761904761904762,1.0123342054967535,0.6982311910788511,-0.41868171559921585,1.1071434529399327,172945037439.3296,0.42645611002984773,0.11418519874305504,0.14108224052973609,-0.02689704178668105,0.39978341553329544
winner_only,tp200,420,0.7595238095238095,0.6261904761904762,0.5904761904761905,1.3622828757430352,1.1124352479497595,-0.48086537527023915,2.129491168600946,27.994578372456782,0.2523410007221454,0.16196091640382063,0.14108224052973609,0.02087867587408454,0.7337424869182148
explosive_winners,hold_forever,420,0.6452380952380953,0.5333333333333333,0.4166666666666667,0.4687853937551385,1.2818668756303948,-0.5567240224699275,4.459515339989754,0.14144317395228154,0.09641622550004125,0.17897265533667744,0.14108224052973609,0.03789041480694136,0.8664447967154161
explosive_winners,fixed_1y,420,0.6523809523809524,0.5404761904761904,0.30714285714285716,0.2737264143271745,0.7081634155231465,-0.4382257077350931,2.3367083453387143,0.7081634155231465,0.2737264143271745,0.11545546788730196,0.14108224052973609,-0.025626772642434126,0.42643684794852266
explosive_winners,fixed_2y,420,0.6285714285714286,0.5214285714285715,0.38571428571428573,0.3729771567147273,1.1049248547405135,-0.5496862019665937,3.032703670891916,0.31447608125817184,0.1734053153321501,0.16117721672519053,0.14108224052973609,0.020094976195454445,0.7323393091537163
explosive_winners,fixed_3y,420,0.6357142857142857,0.5238095238095238,0.40476190476190477,0.385326131035282,1.488340581273623,-0.5407494072894052,3.670551979795899,0.22227775842340913,0.1263176549069298,0.19815568678613132,0.14108224052973609,0.05707344625639524,1.017204506976843
explosive_winners,fixed_5y,420,0.6428571428571429,0.530952380952381,0.4119047619047619,0.4248520667451803,1.3936485433035142,-0.5769700406534307,3.4399880101618865,0.1577825341283326,0.10072516803432441,0.1895526058318458,0.14108224052973609,0.048470365302109714,0.9485800042158835
explosive_winners,trail_25,420,0.4523809523809524,0.37857142857142856,0.1523809523809524,-0.04648421398594915,0.2567737751019853,-0.25573501570030666,1.117237747129483,639.5777137720378,-0.13966061668156743,0.04901806273567937,0.14108224052973609,-0.0920641777940567,0.04955026032372115
explosive_winners,trail_35,420,0.4595238095238095,0.3880952380952381,0.2,-0.03986569764886805,0.38587609056257494,-0.34254155808967074,1.3704849567239303,1.1209258822143222,-0.038811731312886455,0.07010321186059595,0.14108224052973609,-0.07097902866914013,0.1628683080173242
explosive_winners,trail_50,420,0.5023809523809524,0.42142857142857143,0.2714285714285714,0.0013299359676069988,0.6009948657057425,-0.4740408448073281,2.603154078094932,0.10745284354250031,0.0006632163006315972,0.10135962236635815,0.14108224052973609,-0.03972261816337794,0.3402815017868228
explosive_winners,stop_30,420,0.3547619047619048,0.2976190476190476,0.26666666666666666,-0.30536604761888536,0.6695712307959503,-0.35351767159214365,2.799319255759829,-0.18612899685885997,-0.18715783986022055,0.11047953826273553,0.14108224052973609,-0.030602702267000556,0.3924338039242634
explosive_winners,trail35_or_3y,420,0.4595238095238095,0.3880952380952381,0.2,-0.03986569764886805,0.3759166127138409,-0.34254155808967074,1.3159889944250796,1.1205970016244435,-0.038811731312886455,0.06854546945370758,0.14108224052973609,-0.0725367710760285,0.15297140337575577
explosive_winners,trail50_or_5y,420,0.5023809523809524,0.42142857142857143,0.26904761904761904,0.0013299359676069988,0.581672319656911,-0.4740408448073281,2.603154078094932,0.10795379546054454,0.0006632163006315972,0.09872233223603916,0.14108224052973609,-0.04235990829369693,0.3269653741280969
explosive_winners,tp100,420,0.7904761904761904,0.65,0.37142857142857144,1.0122462237356207,0.6730306166932666,-0.48588031199916,1.1213562938063881,172945037505.5607,0.5237301615997307,0.11093004319466182,0.14108224052973609,-0.030152197335074266,0.3788835915897314
explosive_winners,tp200,420,0.7214285714285714,0.5928571428571429,0.580952380952381,1.4593946008722716,1.093278854848332,-0.5368756674733384,2.1779665020070698,97.82673996377558,0.27121779847726113,0.159956705887837,0.14108224052973609,0.018874465358100917,0.7148520627318078
min_dd_compounders,hold_forever,420,0.75,0.6095238095238096,0.26904761904761904,0.3935220873757217,0.7779452154469049,-0.16757044812646646,2.155543272966504,0.07637517037656406,0.09018720881224862,0.12418606783754789,0.14108224052973609,-0.016896172692188197,0.42552495399378476
min_dd_compounders,fixed_1y,420,0.6761904761904762,0.5571428571428572,0.06190476190476191,0.13405508096186358,0.14358895183090886,-0.19630442710929286,0.4031920976969952,0.14358895183090886,0.13405508096186358,0.02873467178384725,0.14108224052973609,-0.11234756874588883,-0.0580234054042451
min_dd_compounders,fixed_2y,420,0.7476190476190476,0.6095238095238096,0.09047619047619047,0.28942924540331716,0.2735601703799714,-0.19579892365948875,0.6674273008808621,0.11295635083673904,0.13553037652391853,0.05187481595611248,0.14108224052973609,-0.0892074245736236,0.0466187509959643
min_dd_compounders,fixed_3y,420,0.7880952380952381,0.638095238095238,0.11428571428571428,0.3633632636630997,0.4545642761169544,-0.13021172674631026,1.1425071038705543,0.11359882764588648,0.11455639182296873,0.08056209052853532,0.14108224052973609,-0.06052015000120077,0.1856971381776482
min_dd_compounders,fixed_5y,420,0.780952380952381,0.6333333333333333,0.20714285714285716,0.37913930539377605,0.6612596915556879,-0.1242136770448479,1.5630021055855838,0.08777161085820835,0.0899775806612576,0.1093934915145368,0.14108224052973609,-0.03168874901519929,0.341126158094331
min_dd_compounders,trail_25,420,0.5214285714285715,0.43333333333333335,0.06904761904761905,0.021346904719553583,0.11154733982407243,-0.23780908790997776,0.5595251873741066,-0.03707549138429474,0.01674243313719337,0.02263893885578324,0.14108224052973609,-0.11844330167395284,-0.07743733237251738
min_dd_compounders,trail_35,420,0.5047619047619047,0.4166666666666667,0.12380952380952381,0.0035090347311452774,0.23184040429398908,-0.2977984932183337,1.1706741833096195,-0.043942858659878486,0.0018816482127691492,0.04470607247627559,0.14108224052973609,-0.0963761680534605,0.011010779659766583
min_dd_compounders,trail_50,420,0.7,0.569047619047619,0.21428571428571427,0.33425195392306106,0.645020864114174,-0.23350345646305495,1.7865276901458302,0.035726378953285134,0.08394598290280164,0.10725652014313099,0.14108224052973609,-0.0338257203866051,0.3262631826010564
min_dd_compounders,stop_30,420,0.6309523809523809,0.5142857142857142,0.23809523809523808,0.2924243377955862,0.66968642442746,-0.3093411698801245,2.155543272966504,-0.012969729813860562,0.07297580038916784,0.1104945539344259,0.14108224052973609,-0.030587686595310193,0.3405096896334022
min_dd_compounders,trail35_or_3y,420,0.5214285714285715,0.430952380952381,0.08571428571428572,0.017497572681056228,0.15472300352146012,-0.2977984932183337,0.7382226571149259,-0.029215692590828842,0.010403661322534674,0.030814176128222386,0.14108224052973609,-0.1102680644015137,-0.04507063463480615
min_dd_compounders,trail50_or_5y,420,0.7166666666666667,0.5833333333333334,0.18095238095238095,0.3276725896982471,0.588016026739483,-0.2302887410753002,1.5394744956896782,0.046922154179051406,0.08468415330782553,0.0995915585275845,0.14108224052973609,-0.041490682002151585,0.28606307462870895
min_dd_compounders,tp100,420,0.7595238095238095,0.6166666666666667,0.16428571428571428,0.5124496104158103,0.5024541751630437,-0.16043809967503045,1.022103480569761,0.2876375023413495,0.12327891785799072,0.08757681380491886,0.14108224052973609,-0.05350542672481723,0.22190690714261127
min_dd_compounders,tp200,420,0.7523809523809524,0.6095238095238096,0.2904761904761905,0.40078224094573145,0.6667649905094993,-0.16403613971254596,2.018599726531127,0.15556070138403938,0.09160991951374942,0.11011343388238785,0.14108224052973609,-0.030968806647348232,0.34088407991841274
proprietary_v1,hold_forever,420,0.6952380952380952,0.569047619047619,0.3261904761904762,0.36638816584612943,0.9231835746733343,-0.4079638935744794,2.439076416072176,0.09943978005696223,0.07645811049196383,0.1413545144743971,0.14108224052973609,0.00027227394466100563,0.5573275560738034
proprietary_v1,fixed_1y,420,0.6357142857142857,0.5226190476190476,0.09047619047619047,0.10877174709871851,0.18074360020996155,-0.22009563570894028,0.6982692345454716,0.18074360020996155,0.10877174709871851,0.03559930629412718,0.14108224052973609,-0.10548293423560891,-0.023263977366637156
proprietary_v1,fixed_2y,420,0.7166666666666667,0.5904761904761905,0.18571428571428572,0.2471735317630298,0.38383223975215847,-0.30921167851191356,1.2442915752971802,0.15317574653684127,0.11698149489243714,0.06978441805563598,0.14108224052973609,-0.0712978224741001,0.14127337357188632
proprietary_v1,fixed_3y,420,0.719047619047619,0.5904761904761905,0.24047619047619048,0.34255604749051627,0.5079240487287715,-0.26381644813182703,1.5797840503594949,0.13138512405001104,0.10773623732639659,0.08836431115661415,0.14108224052973609,-0.05271792937312193,0.23895037544204112
proprietary_v1,fixed_5y,420,0.6904761904761905,0.5666666666666667,0.2857142857142857,0.3769924191857229,0.7234282756209125,-0.3703847081407468,2.2132711043567865,0.10669766423700754,0.08496660458437644,0.11739404838727796,0.14108224052973609,-0.023688192142458125,0.4087589105480627
proprietary_v1,trail_25,420,0.44047619047619047,0.36666666666666664,0.09523809523809523,-0.04627873704816993,0.14849297065839398,-0.23406342126496646,0.6210921597139486,-0.08626673719394067,-0.04837952910642079,0.029653000031034965,0.14108224052973609,-0.11142924049870112,-0.04982348528183664
proprietary_v1,trail_35,420,0.4738095238095238,0.3976190476190476,0.1523809523809524,-0.01914659048318279,0.2735674281309222,-0.3364285335303447,1.0847241941396155,-0.06348095009025168,-0.007085025387301047,0.05187604321880612,0.14108224052973609,-0.08920619731092996,0.05092726698141413
proprietary_v1,trail_50,420,0.5928571428571429,0.49047619047619045,0.24761904761904763,0.1733696890164078,0.6162861943631769,-0.4343563870498776,1.76290577020004,0.004680957108729022,0.04081389622396803,0.10342517329769178,0.14108224052973609,-0.0376570672320443,0.31814065147179066
proprietary_v1,stop_30,420,0.5119047619047619,0.4261904761904762,0.2523809523809524,0.015029101036310388,0.5511134200763729,-0.3330013545542115,1.7414688420537583,-0.07426196238337263,0.005733286100429891,0.0944877042063818,0.14108224052973609,-0.04659453632335428,0.2668436983118122
proprietary_v1,trail35_or_3y,420,0.4857142857142857,0.4095238095238095,0.1380952380952381,-0.00876901115295703,0.18906714975175756,-0.33604763206429944,0.9426697882053129,-0.05227824448939836,-0.0035903646084156637,0.037108458811572466,0.14108224052973609,-0.10397378171816363,-0.012652059258868763
proprietary_v1,trail50_or_5y,420,0.5904761904761905,0.4880952380952381,0.2357142857142857,0.16800791344073407,0.4753712435502542,-0.4343563870498776,1.5371481849078261,0.008312019150940141,0.044014436596135464,0.08363666637197764,0.14108224052973609,-0.057445574157758444,0.21700421358544306
