strategy,exit,n_picks,win_rate,win_rate_bias_corr,beat_spy_rate,median_ret,mean_ret,p10_ret,p90_ret,per_pick_cagr_mean,per_pick_cagr_median,cagr_dca_portfolio,cagr_spy_dca,edge_vs_spy_dca,mean_ret_bias_corr
quality_pullback,hold_forever,420,0.5595238095238095,0.45714285714285713,0.36428571428571427,0.18362248091398936,2.1185494892215324,-0.7498681770263568,6.6666041825412234,0.0914900897947725,0.03533115891564975,0.24859741320384351,0.14108224052973609,0.10751517267410743,1.4901456782116038
quality_pullback,fixed_1y,420,0.611904761904762,0.5023809523809524,0.19047619047619047,0.1764239036811618,0.4786146049153331,-0.4361394242058007,1.528807417958279,0.4786146049153331,0.1764239036811618,0.08411217000619528,0.14108224052973609,-0.056970070523540806,0.23210747423341582
quality_pullback,fixed_2y,420,0.6333333333333333,0.5166666666666667,0.2761904761904762,0.29540758871502837,1.0482148074511244,-0.6298222756369702,2.328372542470952,0.24875447953423946,0.14035903728123345,0.1551723905912181,0.14108224052973609,0.01409015006148201,0.6989720493065218
quality_pullback,fixed_3y,420,0.6142857142857143,0.5,0.30952380952380953,0.3746770674073512,1.5964085037643883,-0.7073657753530306,3.7518821460032936,0.17018602559899032,0.12607521893092677,0.2076040986473672,0.14108224052973609,0.06652185811763112,1.1570200643850215
quality_pullback,fixed_5y,420,0.5666666666666667,0.46190476190476193,0.3357142857142857,0.18362248091398936,1.5525084939258424,-0.7129918559602841,3.6950686674822077,0.09830670932612089,0.05158697031880832,0.20381150151084387,0.14108224052973609,0.06272926098110779,1.0790478188441202
quality_pullback,trail_25,420,0.40714285714285714,0.3380952380952381,0.10476190476190476,-0.07064296075383536,0.13006715863282176,-0.2657926335343536,0.868651695390482,86.39656432959954,-0.16956167826523894,0.026182673243528028,0.14108224052973609,-0.11489956728620807,-0.06299112870986129
quality_pullback,trail_35,420,0.40714285714285714,0.3404761904761905,0.16428571428571428,-0.10673506845798225,0.20649594778798855,-0.35968393265226845,1.035008646295018,2.3630785363103013,-0.1364995610553133,0.04023566443858223,0.14108224052973609,-0.10084657609115386,0.003701835506527501
quality_pullback,trail_50,420,0.4238095238095238,0.3523809523809524,0.20476190476190476,-0.11949657861313573,0.35145776453569855,-0.4931209057589359,1.7732823032364724,-0.012105071337259235,-0.0774686789261147,0.06467334562016262,0.14108224052973609,-0.07640889490957346,0.12187832568250223
quality_pullback,stop_30,420,0.3142857142857143,0.25952380952380955,0.20714285714285716,-0.3071642437904305,1.2157869359450144,-0.3638196770398859,2.1641114272411643,-0.25268527785273676,-0.260319307957539,0.17248508270111493,0.14108224052973609,0.03140284217137884,0.7936094957023208
quality_pullback,trail35_or_3y,420,0.40476190476190477,0.3380952380952381,0.15714285714285714,-0.10673506845798225,0.2091547571368191,-0.35968393265226845,1.070093849215208,2.3689496680389364,-0.1364995610553133,0.04070888270624292,0.14108224052973609,-0.10037335782349316,0.005260676495575966
quality_pullback,trail50_or_5y,420,0.4238095238095238,0.3523809523809524,0.20476190476190476,-0.11949657861313573,0.3561325490006361,-0.4931209057589359,1.5732791817554785,-0.008601909974027131,-0.0774686789261147,0.06541860911655155,0.14108224052973609,-0.07566363141318454,0.12475055664737132
quality_pullback,tp100,420,0.7142857142857143,0.5833333333333334,0.30714285714285716,1.0097928707301753,0.5365364711766597,-0.7153048636237547,1.103271210672745,172904975837.2434,0.3298287630568201,0.0924394759381004,0.14108224052973609,-0.04864276459163569,0.25695881556468336
quality_pullback,tp200,420,0.6285714285714286,0.5119047619047619,0.5047619047619047,0.6719254914643256,0.8509016817223009,-0.7498681770263568,2.133878829480325,3724.83149341624,0.15568454856202296,0.13297077597839288,0.14108224052973609,-0.008111464551343206,0.5020560196732188
dual_momentum,hold_forever,420,0.6547619047619048,0.5380952380952381,0.4261904761904762,0.48490736686937386,1.352834726149186,-0.5818630827619996,4.504194296491463,0.1550789338575564,0.09791681650742867,0.18574489779859552,0.14108224052973609,0.04466265726885943,0.928120919783342
dual_momentum,fixed_1y,420,0.680952380952381,0.5642857142857143,0.33095238095238094,0.3697861537784818,0.7886352503649134,-0.4050064207692156,2.4426915379070624,0.7886352503649134,0.3697861537784818,0.12549453261244609,0.14108224052973609,-0.01558770791729,0.4880790154048955
dual_momentum,fixed_2y,420,0.6452380952380953,0.530952380952381,0.430952380952381,0.512011615583118,1.2810556475982773,-0.5496862019665937,3.2674511390755128,0.36398958393688235,0.23878763033349648,0.17889409567374812,0.14108224052973609,0.03781185514401203,0.8638286210093739
dual_momentum,fixed_3y,420,0.6285714285714286,0.5190476190476191,0.4142857142857143,0.38407269866587235,1.7074708023845449,-0.5712615686065764,4.329531950323234,0.2463466632142516,0.1276142170481832,0.21693547306415584,0.14108224052973609,0.07585323253441975,1.1799761074929531
dual_momentum,fixed_5y,420,0.6547619047619048,0.5404761904761904,0.4380952380952381,0.4950781389924823,1.6558824553477658,-0.5613687735465391,3.8611816752409713,0.1802958292100623,0.1088291010649518,0.21264682258540454,0.14108224052973609,0.07156458205566846,1.1581496832726432
dual_momentum,trail_25,420,0.4523809523809524,0.3761904761904762,0.1619047619047619,-0.03892945157460137,0.2743861282341886,-0.2542761507046276,1.117237747129483,640.1747867442105,-0.1287532676417426,0.05201443949422649,0.14108224052973609,-0.0890678010355096,0.06393208835908512
dual_momentum,trail_35,420,0.48095238095238096,0.4023809523809524,0.19523809523809524,-0.019461805060256798,0.35959740282478403,-0.3410513824516921,1.3150511583063127,1.1281463849003366,-0.028168493818057416,0.06596938776585476,0.14108224052973609,-0.07511285276388133,0.13648291042532285
dual_momentum,trail_50,420,0.5047619047619047,0.4238095238095238,0.28095238095238095,0.0016282547549967274,0.6093521358897414,-0.4690693616033747,2.6868090045264146,0.1349510819016515,0.001037394804042413,0.10249085147426519,0.14108224052973609,-0.038591389055470895,0.3430530718244449
dual_momentum,stop_30,420,0.3619047619047619,0.30238095238095236,0.2761904761904762,-0.30588364537431795,0.7513360791321737,-0.35351767159214365,3.357473447955293,-0.1738926988896763,-0.17931633012309856,0.12089619068129694,0.14108224052973609,-0.02018604984843915,0.45514277365015177
dual_momentum,trail35_or_3y,420,0.48095238095238096,0.4023809523809524,0.19523809523809524,-0.019461805060256798,0.3541316318386896,-0.3410513824516921,1.2904572457810626,1.1278053285123282,-0.028168493818057416,0.06509992234344136,0.14108224052973609,-0.07598231818629472,0.1325250033860912
dual_momentum,trail50_or_5y,420,0.5047619047619047,0.4238095238095238,0.28095238095238095,0.0016282547549967274,0.5887500284708127,-0.4690693616033747,2.6650081053489942,0.13475574829565534,0.001037394804042413,0.09969191789994175,0.14108224052973609,-0.041390322629794335,0.33084646396775375
dual_momentum,tp100,420,0.8,0.6583333333333333,0.37857142857142856,1.0153060536916843,0.6920112196893012,-0.4932379665391961,1.1215074450793916,172945037494.86627,0.6986827020137207,0.11338608123848552,0.14108224052973609,-0.027696159291250563,0.3941294444652972
dual_momentum,tp200,420,0.7309523809523809,0.6023809523809524,0.6071428571428571,2.0038014805420428,1.1489909657354438,-0.5787026981646975,2.160101736554238,19.32650338720183,0.31347699356991543,0.16573808880376767,0.14108224052973609,0.024655848274031583,0.763374177498678
low_vol_trend,hold_forever,420,0.7285714285714285,0.6011904761904762,0.25952380952380955,0.3627249459261158,0.5868474152590187,-0.3446448344920384,1.577850063770461,0.067798245391705,0.07962359622184112,0.09943168360227947,0.14108224052973609,-0.04165055692745662,0.29386701900450857
low_vol_trend,fixed_1y,420,0.6476190476190476,0.5404761904761904,0.07142857142857142,0.10743122285749152,0.12832198292098304,-0.21794727725302981,0.3757868915536351,0.12832198292098304,0.10743122285749152,0.02585114861306857,0.14108224052973609,-0.11523109191666751,-0.06559446063864768
low_vol_trend,fixed_2y,420,0.719047619047619,0.5904761904761905,0.1380952380952381,0.28243953254199006,0.23671612053372204,-0.2589863195711525,0.6679745328216542,0.09302043900000342,0.13244805654781477,0.045555874019989354,0.14108224052973609,-0.09552636650974673,0.022451727357702525
low_vol_trend,fixed_3y,420,0.7404761904761905,0.6083333333333334,0.19523809523809524,0.3324298357313439,0.3594826570501236,-0.23157972273049293,0.9279719210939853,0.0901403182989021,0.10479697273224664,0.0659511692545624,0.14108224052973609,-0.07513107127517368,0.11804512578891363
low_vol_trend,fixed_5y,420,0.7261904761904762,0.5976190476190476,0.23809523809523808,0.32458014645673405,0.5278265462240032,-0.23157972273049293,1.431492352209284,0.07491722452472625,0.07556565234243773,0.09120671640390052,0.14108224052973609,-0.04987552412583557,0.25155910777756174
low_vol_trend,trail_25,420,0.4595238095238095,0.39166666666666666,0.13095238095238096,-0.02800533576828923,0.1144027922644511,-0.23840362992627692,0.6372681538668851,-0.05527238774652256,-0.021443297112054893,0.023189039986176902,0.14108224052973609,-0.11789320054355919,-0.07138629161321364
low_vol_trend,trail_35,420,0.5,0.41904761904761906,0.19047619047619047,0.001165706090938301,0.2395976772509156,-0.3308632225084079,1.2362492179182447,-0.0505213452323063,0.0006851999364104189,0.046056587426160096,0.14108224052973609,-0.095025653103576,0.022060295401987676
low_vol_trend,trail_50,420,0.6904761904761905,0.5702380952380952,0.24047619047619048,0.32898445110697383,0.5406292412328442,-0.37566569605288175,1.5664231618665774,0.0309772333330521,0.07556565234243773,0.09301643268466114,0.14108224052973609,-0.04806580784507494,0.25713975470527783
