strategy,exit,n_picks,win_rate,win_rate_bias_corr,beat_spy_rate,mean_ret,mean_ret_bias_corr,median_ret,p10,p90,cagr_per_pick_median,cagr_dca_portfolio,cagr_spy_dca,edge_vs_spy_dca
quality_pullback,hold_forever,120,0.7333333333333333,0.55,0.475,4.362971089263326,3.0219829419338886,1.338213334834059,-0.3340912736546219,10.08452608717587,0.12609371594342966,0.26358967209458606,0.1401801492340755,0.12340952286051055
quality_pullback,fixed_252d,120,0.6583333333333333,0.5,0.075,0.36691434972262077,0.026917996599334616,0.22914112753244642,-0.37607844478903324,1.258171419146146,0.027456359314984802,0.0445007172532732,0.1401801492340755,-0.09567943198080231
quality_pullback,fixed_504d,120,0.8,0.6,0.2833333333333333,1.2562804502080709,0.6945599519047102,0.7940298570480432,-0.18267806872742356,3.0221190260362714,0.0814611294424663,0.12002470340684046,0.1401801492340755,-0.020155445827235052
quality_pullback,fixed_756d,120,0.7666666666666667,0.5666666666666667,0.35833333333333334,1.9251836466528094,1.2041050485818765,1.037420600263689,-0.3947059043156827,5.632702053241336,0.09736677396575266,0.16127495583842033,0.1401801492340755,0.021094806604344818
quality_pullback,fixed_1260d,120,0.7583333333333333,0.5583333333333333,0.35,2.3824128243826794,1.5608992709615475,0.658515463923983,-0.25346959470904135,6.333051031061053,0.07096160283294184,0.1850077359518265,0.1401801492340755,0.044827586717751
quality_pullback,trail_20,120,0.4,0.3,0.008333333333333333,0.038798214009500114,-0.22204963593017607,-0.07831180738744298,-0.2050475224605768,0.4328867387469532,-0.01138185921121082,0.005316458885754827,0.1401801492340755,-0.1348636903483207
quality_pullback,trail_30,120,0.31666666666666665,0.23333333333333334,0.03333333333333333,0.054588459479713754,-0.21253732729515834,-0.11825045528297501,-0.307909959740017,0.6635587395866178,-0.01912222736915481,0.007431347509349262,0.1401801492340755,-0.13274880172472625
quality_pullback,stop_30,120,0.3333333333333333,0.25,0.19166666666666668,2.326134866730436,1.5234241869758678,-0.30776647500343196,-0.37276535385015847,9.474569561088694,-0.04768281507225247,0.18224133962825895,0.1401801492340755,0.042061190394183434
quality_pullback,trail25_or_756d,120,0.3416666666666667,0.25,0.016666666666666666,0.04338932268190977,-0.21934423658597296,-0.09788071220061179,-0.26692658236611294,0.5534095076966079,-0.014876158052288702,0.0059342124476950975,0.1401801492340755,-0.13424593678638042
dual_momentum,hold_forever,100,0.74,0.55,0.34,1.8591225749395721,1.1094375571055783,0.6911595897694383,-0.40039452192571034,6.297797709774816,0.07552786333100292,0.153743358181333,0.13986654255678488,0.013876815624548122
dual_momentum,fixed_252d,100,0.61,0.45,0.09,0.4265561076988114,0.06482068892734583,0.24900684550608576,-0.4162670461752786,1.2756312136355643,0.029233208764764096,0.0495523414269845,0.13986654255678488,-0.09031420112980038
dual_momentum,fixed_504d,100,0.75,0.56,0.43,2.1044983354610935,1.3462159922476027,1.006871802930926,-0.3775950847779242,5.766619887739936,0.10518003529825315,0.16674840514891187,0.13986654255678488,0.026881862592126993
dual_momentum,fixed_756d,100,0.65,0.48,0.47,3.7661600059944464,2.521348829070491,1.1357757420703132,-0.4247383498714693,8.686609696535138,0.10727075987545054,0.23686537790305828,0.13986654255678488,0.0969988353462734
dual_momentum,fixed_1260d,100,0.72,0.53,0.39,3.273753059905508,2.1908367011224232,0.6573275746706281,-0.4062324672874311,4.9923115778209475,0.06738404619154192,0.2186393371148896,0.13986654255678488,0.07877279455810471
dual_momentum,trail_20,100,0.34,0.25,0.01,0.022945989647200623,-0.24030329970501718,-0.08607393404655989,-0.2045540096372362,0.4564340973528892,-0.011903324087689349,0.003093224923685689,0.13986654255678488,-0.1367733176330992
dual_momentum,trail_30,100,0.36,0.26,0.05,0.11356816023895683,-0.17340192568794993,-0.1188029837547282,-0.3068369016252952,0.452571240075035,-0.016647073411427404,0.014751702574082648,0.13986654255678488,-0.12511483998270223
dual_momentum,stop_30,100,0.27,0.2,0.08,0.4180797921722703,0.07263565456733725,-0.3102069870699067,-0.34828905175997943,1.093175667071283,-0.04813131425514855,0.04870118535171852,0.13986654255678488,-0.09116535720506636
dual_momentum,trail25_or_756d,100,0.36,0.26,0.03,0.10885018920434933,-0.17581755527042675,-0.10005668275597002,-0.2578843551580647,0.45938269879494453,-0.01502893269373673,0.014165343110078998,0.13986654255678488,-0.12570119944670588
low_vol_trend,hold_forever,120,0.7916666666666666,0.5916666666666667,0.21666666666666667,0.8876640848991634,0.4007691169757641,0.8418409652805974,-0.327550004193623,2.009841874591961,0.09234788940620042,0.09253729235334052,0.1401801492340755,-0.047642856880734996
low_vol_trend,fixed_252d,120,0.6333333333333333,0.475,0.0,0.07633478259435796,-0.20196955760096488,0.08385136311875119,-0.17130551156057416,0.32799361579032243,0.011402708680594897,0.010299793966488835,0.1401801492340755,-0.12988035526758668
low_vol_trend,fixed_504d,120,0.8583333333333333,0.6416666666666667,0.0,0.281276585560101,-0.05000122517540424,0.2996192851443482,-0.033537406398633604,0.5855793398981732,0.03730684318641242,0.03512938630905049,0.1401801492340755,-0.10505076292502502
low_vol_trend,fixed_756d,120,0.8583333333333333,0.6416666666666667,0.008333333333333333,0.4168960523714308,0.04984976165241141,0.4264374382421088,-0.02863655043416818,0.9266625156705116,0.049281495612277126,0.049739063500396696,0.1401801492340755,-0.09044108573367882
low_vol_trend,fixed_1260d,120,0.8,0.6,0.1,0.6184460310010664,0.2019865449227381,0.45529402189876256,-0.13003083466481366,1.5150027362878542,0.048310483145202365,0.0693684088561084,0.1401801492340755,-0.07081174037796711
