year,n_picks,win_rate,beat_spy_rate,median_ret,cagr_dca_picks,cagr_dca_spy,edge
1997,12,1.0,0.0,0.7575648551430862,0.03977547246588585,,
1998,12,1.0,0.0,3.0806418763661716,0.08969592740615376,,
1999,12,0.5,0.0,4.10319886408228,0.13254079171879243,,
2000,12,0.75,0.4166666666666667,6.128522376198136,0.07462289018880686,0.0800473045235464,-0.005424414334739544
2001,12,0.5,0.0,0.0051896791975475365,-0.0009666662435556489,0.09088392978054294,-0.09185059602409859
2002,12,1.0,0.08333333333333333,1.748723840677759,0.06019286689248217,0.10297192090127198,-0.04277905400878981
2003,12,1.0,0.25,2.2563423420968607,0.1519904634922266,0.10766507679213831,0.0443253867000883
2004,12,0.9166666666666666,0.8333333333333334,132.6528438595133,0.2851549581903791,0.10364960893254653,0.18150534925783257
2005,12,0.6666666666666666,0.5,6.701083664788061,0.24857245654283547,0.10466213038665,0.1439103261561855
2006,12,1.0,0.6666666666666666,7.737650454024048,0.14795010533320493,0.10436522423262412,0.04358488110058081
2007,12,0.16666666666666666,0.08333333333333333,-0.12002579218865145,0.025820153765360482,0.10241493593092536,-0.07659478216556488
2008,12,0.6666666666666666,0.4166666666666667,1.598090187147171,0.2668932479224723,0.12095084558556012,0.1459424023369122
2009,12,0.0,0.0,-0.679748848513152,-0.0730989283807097,0.1429958297799806,-0.2160947581606903
2010,12,0.3333333333333333,0.25,-0.5438936170212766,0.2833775277429729,0.13752448847783116,0.14585303926514176
2011,12,0.75,0.5,5.974505615881983,0.3377794582998308,0.13629901595250676,0.20148044234732404
2012,12,0.9166666666666666,0.6666666666666666,36.46206307316364,0.3253667082926682,0.13847175773357898,0.18689495055908925
2013,12,1.0,0.25,2.0293358636644734,0.09995602474454816,0.13283258889900748,-0.03287656415445932
2014,12,0.75,0.25,1.432719548138408,0.6995019290316874,0.12689533258871757,0.5726065964429699
2015,12,0.3333333333333333,0.16666666666666666,-0.24764595103578158,0.6643932838062583,0.1310082960632978,0.5333849877429605
2016,12,0.8333333333333334,0.25,0.6310837880385284,0.9747543632725247,0.14004030219617833,0.8347140610763464
2017,12,0.75,0.25,0.5398878471792561,0.8481170363151436,0.13407948713427992,0.7140375491808637
2018,12,0.75,0.4166666666666667,1.15431733344272,0.22239584557778166,0.13430264011506382,0.08809320546271784
2019,12,0.3333333333333333,0.08333333333333333,-0.8665081873246756,0.24330156306414816,0.1406095589887787,0.10269200407536946
2020,12,0.25,0.0,-0.9456182785114751,-0.13511689914261757,0.14638555008626633,-0.2815024492288839
2021,12,0.5833333333333334,0.5833333333333334,0.775069279689122,0.06343375686532818,0.10710648139704537,-0.043672724531717194
2022,12,0.9166666666666666,0.9166666666666666,2.781419270265248,0.930034505255845,0.14677608128468897,0.783258423971156
2023,12,0.4166666666666667,0.3333333333333333,-0.3087275886740056,1.31009130703563,0.17183287438005856,1.1382584326555714
2024,12,0.08333333333333333,0.08333333333333333,-0.4222941395944599,-0.22236647188065306,0.11709295989331726,-0.3394594317739703
