year,n_picks,win_rate,beat_spy_rate,median_ret,cagr_dca_picks,cagr_dca_spy,edge
2002,120,0.9583333333333334,0.6583333333333333,19.096663402171608,0.2909125977278789,0.10297192090127197,0.18794067682660695
2003,120,0.9916666666666667,0.6,12.153203709374171,0.14800791883165212,0.10766507679213833,0.0403428420395138
2004,120,0.9083333333333333,0.6083333333333333,12.310840409252163,0.2591702049762556,0.10364960893254649,0.1555205960437091
2005,120,0.8166666666666667,0.5166666666666667,7.347845820589917,0.22282836841444278,0.10466213038665002,0.11816623802779276
2006,120,0.9166666666666666,0.5666666666666667,7.386052000102805,0.18481655325326615,0.10436522423262412,0.08045132902064203
2007,120,0.8666666666666667,0.475,4.552066065656059,0.16272299078525188,0.1024149359309254,0.06030805485432647
2008,120,0.9,0.5583333333333333,7.7285757982909145,0.2643314815556862,0.12095084558556014,0.14338063597012607
2009,120,0.85,0.475,7.414928430571627,0.1816206608953396,0.1429958297799805,0.03862483111535911
2010,120,0.9,0.5416666666666666,7.188433597039869,0.269206385926081,0.1375244884778312,0.1316818974482498
2011,120,0.9583333333333334,0.5333333333333333,6.554547651256941,0.2642985881594198,0.1362990159525067,0.1279995722069131
2012,120,0.9166666666666666,0.5416666666666666,5.47112249656934,0.20733683065606434,0.13847175773357898,0.06886507292248537
2013,120,0.9333333333333333,0.43333333333333335,3.467595237522632,0.15783911855255875,0.13283258889900734,0.025006529653551407
2014,120,0.8833333333333333,0.39166666666666666,2.3722029183345876,0.32902198201069777,0.12689533258871755,0.20212664942198022
2015,120,0.8833333333333333,0.475,2.548089375740335,0.20235780544640183,0.13100829606329786,0.07134950938310397
2016,120,0.8666666666666667,0.6083333333333333,3.4285596720494165,0.6331745123545452,0.1400403021961783,0.49313421015836695
2017,120,0.7166666666666667,0.375,0.8483665049498169,0.45075142758348014,0.13407948713427997,0.31667194044920016
2018,120,0.6666666666666666,0.39166666666666666,1.0769396099835309,0.21742068593605168,0.13430264011506385,0.08311804582098783
2019,120,0.5833333333333334,0.2916666666666667,0.5061344951285002,0.26678293942729897,0.14060955898877886,0.1261733804385201
2020,120,0.65,0.38333333333333336,0.7571851080124253,0.13052744647674674,0.14638555008626633,-0.015858103609519586
2021,120,0.4,0.275,-0.5177145678414696,0.014278087215415975,0.10710648139704558,-0.09282839418162961
2022,120,0.525,0.26666666666666666,0.024613882113184826,0.28516607364020435,0.14677608128468891,0.13838999235551544
2023,120,0.4583333333333333,0.24166666666666667,-0.08235359247517288,0.40271005795383813,0.17183287438005868,0.23087718357377945
2024,120,0.48333333333333334,0.3416666666666667,-0.014520142961765903,0.05904189299167072,0.11709295989331728,-0.058051066901646554
