strategy,k,n_trades,cagr_xirr,cagr_total,edge,spy_dca,final_equity,deposited,split,phase
rotation_apex,3,213,0.6986036106046409,0.3927071841318237,0.5980425207266662,0.1005610898779748,510.6044438885694,72.0,R1,TRAIN
rotation_apex,5,350,0.5839105326287467,0.32424395136605044,0.4833494427507719,0.1005610898779748,378.9847051640289,72.0,R1,TRAIN
rotation_apex,7,484,0.5274157209000829,0.29089794805896685,0.42685463102210813,0.1005610898779748,325.92703503857047,72.0,R1,TRAIN
strategy_rotation,3,213,0.4109580691570846,0.22314667672819022,0.3701435710545678,0.040814498102516784,236.9514573147102,72.0,R2,TRAIN
strategy_rotation,5,355,0.24258692015424277,0.1281136368745528,0.201772422051726,0.040814498102516784,146.87049579019452,72.0,R2,TRAIN
strategy_rotation,7,497,0.2309188035474016,0.12168601351540587,0.19010430544488482,0.040814498102516784,141.99050642282464,72.0,R2,TRAIN
quality_pullback,3,216,0.5473460230920759,0.30265046994310696,0.5065315249895591,0.040814498102516784,343.8720495531419,72.0,R2,TRAIN
quality_pullback,5,360,0.40414813313980535,0.2192294731803015,0.36333363503728855,0.040814498102516784,232.4989546371943,72.0,R2,TRAIN
quality_pullback,7,504,0.3165122377996589,0.16934367019652807,0.2756977396971421,0.040814498102516784,181.60425595671725,72.0,R2,TRAIN
explosive_winners,3,216,-0.14606637241782153,-0.07019992135841346,-0.1868808705203383,0.040814498102516784,46.81619607414188,72.0,R2,TRAIN
explosive_winners,5,360,-0.16596562332139037,-0.0792776742215503,-0.20678012142390714,0.040814498102516784,44.17719799973181,72.0,R2,TRAIN
explosive_winners,7,504,-0.0950038901464612,-0.04635413395648447,-0.135818388248978,0.040814498102516784,54.37922084765022,72.0,R2,TRAIN
pullback_in_winner,3,216,0.5661478281642893,0.3137502564429777,0.5253333300617725,0.040814498102516784,361.5668133910402,72.0,R2,TRAIN
pullback_in_winner,5,360,0.48019476903605246,0.2632696793982776,0.43938027093353565,0.040814498102516784,286.7845009491414,72.0,R2,TRAIN
pullback_in_winner,7,504,0.3970480362733709,0.21515126553135389,0.35623353817085407,0.040814498102516784,227.9375322697049,72.0,R2,TRAIN
consensus_engine,3,216,0.09640250527497704,0.04940581053351112,0.055588007172460256,0.040814498102516784,95.76064688412826,72.0,R2,TRAIN
consensus_engine,5,360,0.16529405079234913,0.08598415149734473,0.12447955268983235,0.040814498102516784,117.26918869266058,72.0,R2,TRAIN
consensus_engine,7,504,0.13784605975384556,0.07129344578404107,0.09703156165132878,0.040814498102516784,108.19415774920057,72.0,R2,TRAIN
rotation_apex,3,213,0.3987465759179076,0.2161263326273184,0.35793207781539077,0.040814498102516784,229.02130887666274,72.0,R2,TRAIN
rotation_apex,5,355,0.26318171382736943,0.13951382233898713,0.22236721572485266,0.040814498102516784,155.86853489446796,72.0,R2,TRAIN
rotation_apex,7,497,0.2453167921041739,0.12962074243489496,0.20450229400165712,0.040814498102516784,148.03466076120944,72.0,R2,TRAIN
strategy_rotation,3,213,0.47799607669225513,0.26189929469792617,0.31445971884947366,0.1635363578427815,285.13115310305443,72.0,R3,TRAIN
strategy_rotation,5,355,0.5776280572655605,0.32042994894420773,0.414091699422779,0.1635363578427815,372.8588217537638,72.0,R3,TRAIN
strategy_rotation,7,497,0.661721673524322,0.3704747065293441,0.49818531568154045,0.1635363578427815,464.65359821698576,72.0,R3,TRAIN
quality_pullback,3,216,0.5294627782791616,0.29202113980604394,0.36592642043638,0.1635363578427815,327.8375575743375,72.0,R3,TRAIN
quality_pullback,5,360,0.7240083059932572,0.4078582576469665,0.5604719481504756,0.1635363578427815,544.8547728042995,72.0,R3,TRAIN
quality_pullback,7,504,0.711281085121315,0.40019975878075353,0.5477447272785335,0.1635363578427815,527.5516335346507,72.0,R3,TRAIN
explosive_winners,3,216,0.5382498409228239,0.2971888017541906,0.3747134830800424,0.1635363578427815,335.6721981312563,72.0,R3,TRAIN
explosive_winners,5,360,0.44696185306552566,0.24386444231272097,0.2834254952227442,0.1635363578427815,261.85257147858186,72.0,R3,TRAIN
explosive_winners,7,504,0.4027042701542389,0.21832830460087638,0.23916791231145737,0.1635363578427815,231.60972822613488,72.0,R3,TRAIN
pullback_in_winner,3,216,0.3223962692354044,0.17260627976540532,0.15885991139262287,0.1635363578427815,184.70186164357267,72.0,R3,TRAIN
pullback_in_winner,5,360,0.3491940326715037,0.187768808959081,0.18565767482872217,0.1635363578427815,199.28910075906276,72.0,R3,TRAIN
pullback_in_winner,7,504,0.2913906615358566,0.1551902538505845,0.12785430369307507,0.1635363578427815,169.0525577960411,72.0,R3,TRAIN
consensus_engine,3,216,0.1959911160553273,0.10255605053991079,0.03245475821254579,0.1635363578427815,128.29091794625532,72.0,R3,TRAIN
consensus_engine,5,360,0.26788770106964827,0.14208476903055378,0.10435134322686676,0.1635363578427815,158.01723820055494,72.0,R3,TRAIN
consensus_engine,7,504,0.28663416724879387,0.15253112129922397,0.12309780940601237,0.1635363578427815,166.763189430924,72.0,R3,TRAIN
rotation_apex,3,213,0.513385189693313,0.2825842236169793,0.3498488318505315,0.1635363578427815,313.9223269930373,72.0,R3,TRAIN
rotation_apex,5,355,0.6032539621272726,0.3356234155747728,0.439717604284491,0.1635363578427815,398.97112662265715,72.0,R3,TRAIN
rotation_apex,7,497,0.5692751442800397,0.31548903604539835,0.40573878643725814,0.1635363578427815,364.67969214588817,72.0,R3,TRAIN
strategy_rotation,3,216,0.22738221860069655,0.11969056421677249,0.10333576118166848,0.12404645741902806,140.50322105285613,72.0,R4,TRAIN
strategy_rotation,5,360,0.26225064615065413,0.1389377648330654,0.13820418873162607,0.12404645741902806,155.40313225862525,72.0,R4,TRAIN
strategy_rotation,7,504,0.31581215088474024,0.16887911437648873,0.19176569346571218,0.12404645741902806,181.17800889581503,72.0,R4,TRAIN
quality_pullback,3,216,0.257176811284729,0.136124567993412,0.13313035386570096,0.12404645741902806,153.146876175002,72.0,R4,TRAIN
quality_pullback,5,360,0.3681919986460014,0.19855991358173997,0.24414554122697332,0.12404645741902806,210.13925551978306,72.0,R4,TRAIN
quality_pullback,7,504,0.39897418323691797,0.21617027720184323,0.27492772581788993,0.12404645741902806,229.0702534499897,72.0,R4,TRAIN
explosive_winners,3,216,0.38091915657396075,0.20582668817712846,0.2568726991549327,0.12404645741902806,217.78684869593025,72.0,R4,TRAIN
explosive_winners,5,360,0.30828298067054105,0.1646442272473787,0.184236523251513,0.12404645741902806,177.33052756783684,72.0,R4,TRAIN
explosive_winners,7,504,0.2218885223913886,0.11667678789698965,0.09784206497236053,0.12404645741902806,138.2814903280511,72.0,R4,TRAIN
pullback_in_winner,3,216,0.18514089395668376,0.09665530081943574,0.0610944365376557,0.12404645741902806,124.25034643420801,72.0,R4,TRAIN
pullback_in_winner,5,360,0.11047425143592882,0.056770532012116126,-0.013572205983099245,0.12404645741902806,99.80412998874313,72.0,R4,TRAIN
pullback_in_winner,7,504,0.11198309215067594,0.057565200963500374,-0.012063365268352125,0.12404645741902806,100.24878173683848,72.0,R4,TRAIN
consensus_engine,3,216,0.17783413229203673,0.09270381361703928,0.05378767487300867,0.12404645741902806,121.62607970437483,72.0,R4,TRAIN
consensus_engine,5,360,0.12487273442466532,0.06437357171239944,0.0008262770056372548,0.12404645741902806,104.12627579644463,72.0,R4,TRAIN
consensus_engine,7,504,0.16057398697164094,0.08340996952140678,0.036527529552612875,0.12404645741902806,115.6348786058849,72.0,R4,TRAIN
rotation_apex,3,216,0.20545777513020755,0.10769463727337802,0.08141131771117949,0.12404645741902806,131.83232998079032,72.0,R4,TRAIN
rotation_apex,5,360,0.3099122459719835,0.16555993210043152,0.18586578855295546,0.12404645741902806,178.1566573123743,72.0,R4,TRAIN
rotation_apex,7,504,0.30314218747360855,0.16175746928926515,0.1790957300545805,0.12404645741902806,174.74695969137127,72.0,R4,TRAIN
strategy_rotation,3,216,0.24463934037922438,0.12922327884553098,0.11042860162430879,0.1342107387549156,147.72689790209142,72.0,R5,TRAIN
strategy_rotation,5,360,0.28888296335203434,0.1538080366428216,0.15467222459711874,0.1342107387549156,167.7935695726764,72.0,R5,TRAIN
strategy_rotation,7,504,0.31337830353307794,0.16754907061133073,0.17916756477816234,0.1342107387549156,179.96223918341536,72.0,R5,TRAIN
quality_pullback,3,216,0.483904471209591,0.26538835912075487,0.3496937324546754,0.1342107387549156,289.64063239612284,72.0,R5,TRAIN
quality_pullback,5,360,0.4953377837378581,0.2720660866840905,0.36112704498294246,0.1342107387549156,298.7977952253567,72.0,R5,TRAIN
quality_pullback,7,504,0.45149761360484375,0.24653351425704484,0.3172868748499281,0.1342107387549156,265.0345689164178,72.0,R5,TRAIN
explosive_winners,3,216,0.11946564523672873,0.0615301285056582,-0.01474509351818687,0.1342107387549156,102.4920034229013,72.0,R5,TRAIN
explosive_winners,5,360,0.14532037767724462,0.07526523273563646,0.011109638922329024,0.1342107387549156,110.58803479064477,72.0,R5,TRAIN
explosive_winners,7,504,0.22784608688666746,0.11997547264851915,0.09363534813175187,0.1342107387549156,140.7147786373286,72.0,R5,TRAIN
pullback_in_winner,3,216,0.1338515203130773,0.06915551883017335,-0.0003592184418383104,0.1342107387549156,106.92351722851492,72.0,R5,TRAIN
pullback_in_winner,5,360,0.10036016707470533,0.05147073059615459,-0.03385057168021027,0.1342107387549156,96.88036897756105,72.0,R5,TRAIN
pullback_in_winner,7,504,0.1349369352038892,0.06973259420135602,0.0007261964489735928,0.1342107387549156,107.26526395307314,72.0,R5,TRAIN
consensus_engine,3,216,0.23866764650195108,0.12592929939552966,0.10445690774703548,0.1342107387549156,145.19671237480264,72.0,R5,TRAIN
consensus_engine,5,360,0.09009293621732165,0.04609756908724605,-0.04411780253759395,0.1342107387549156,93.98914584292909,72.0,R5,TRAIN
consensus_engine,7,504,0.08693357452088325,0.044448868860139656,-0.047277164234032346,0.1342107387549156,93.1165175707354,72.0,R5,TRAIN
rotation_apex,3,216,0.026764161013843955,0.013489268274262,-0.10744657774107164,0.1342107387549156,77.93733750065064,72.0,R5,TRAIN
rotation_apex,5,360,0.17944310613196565,0.09359751534093208,0.04523236737705005,0.1342107387549156,122.21553803878376,72.0,R5,TRAIN
rotation_apex,7,504,0.2714996720217962,0.1441116924318615,0.1372889332668806,0.1342107387549156,159.62488187359648,72.0,R5,TRAIN
strategy_rotation,3,213,0.11610144526815512,0.059740107810261955,0.030000010626555343,0.08610143464159978,101.45804286659592,72.0,R6,TRAIN
strategy_rotation,5,355,0.14474689513388772,0.07494349846506343,0.05864546049228794,0.08610143464159978,110.37065543866184,72.0,R6,TRAIN
strategy_rotation,7,497,0.1893736456299063,0.09895542153490022,0.10327221098830652,0.08610143464159978,125.76695276479272,72.0,R6,TRAIN
quality_pullback,3,216,-0.0493597343708966,-0.02438200161840587,-0.13546116901249639,0.08610143464159978,62.22504266818939,72.0,R6,TRAIN
quality_pullback,5,360,0.009284211351026065,0.004657572034456603,-0.07681722329057371,0.08610143464159978,74.00504039539783,72.0,R6,TRAIN
quality_pullback,7,504,0.0527939329060299,0.026771446039417723,-0.03330750173556988,0.08610143464159978,84.16940430748323,72.0,R6,TRAIN
explosive_winners,3,216,0.27635270611416163,0.1467890254903379,0.19025127147256185,0.08610143464159978,161.78595331133144,72.0,R6,TRAIN
explosive_winners,5,360,0.3700086865271886,0.1996117533726458,0.28390725188558885,0.08610143464159978,211.12697002322446,72.0,R6,TRAIN
explosive_winners,7,504,0.3883842265500435,0.21011535580702545,0.30228279190844376,0.08610143464159978,222.29167054068978,72.0,R6,TRAIN
pullback_in_winner,3,216,-0.47223002996819563,-0.20273953112489473,-0.5583314646097954,0.08610143464159978,18.866420371018,72.0,R6,TRAIN
pullback_in_winner,5,360,-0.3204185873601818,-0.14531521291687177,-0.4065200220017816,0.08610143464159978,28.46008901545691,72.0,R6,TRAIN
pullback_in_winner,7,504,-0.2094109533174196,-0.0986072000117495,-0.29551238795901935,0.08610143464159978,38.97882617895641,72.0,R6,TRAIN
consensus_engine,3,216,0.24769809577744892,0.13088959680144607,0.16159666113584914,0.08610143464159978,148.97054682703697,72.0,R6,TRAIN
consensus_engine,5,360,0.1600880433885727,0.08315432475032103,0.07398660874697291,0.08610143464159978,115.44836145067602,72.0,R6,TRAIN
consensus_engine,7,504,0.14316713691052727,0.07410065952028178,0.05706570226892749,0.08610143464159978,109.86010471611863,72.0,R6,TRAIN
rotation_apex,3,213,0.3066396956887548,0.16373340906449152,0.22053826104715504,0.08610143464159978,176.4387029795916,72.0,R6,TRAIN
rotation_apex,5,355,0.12670435161606275,0.06534768366927257,0.04060291697446297,0.08610143464159978,104.67296016605329,72.0,R6,TRAIN
rotation_apex,7,497,0.22764868199154245,0.11984517724260901,0.14154724734994267,0.08610143464159978,140.57442493999642,72.0,R6,TRAIN
strategy_rotation,3,678,0.27007566408004935,0.1724438719067043,0.15737772853231446,0.11269793554773487,4622.396769370893,228.0,STRICT,TRAIN
strategy_rotation,5,1130,0.31293317996404735,0.20412514490511313,0.20023524441631246,0.11269793554773487,7654.275262409957,228.0,STRICT,TRAIN
strategy_rotation,7,1582,0.3341074739809057,0.22000137412656806,0.2214095384331708,0.11269793554773487,9806.416675669085,228.0,STRICT,TRAIN
quality_pullback,3,684,0.4653510549217328,0.32075541233874105,0.3526531193739979,0.11269793554773487,43993.50084104083,228.0,STRICT,TRAIN
quality_pullback,5,1140,0.461531789474569,0.3177793743889341,0.34883385392683414,0.11269793554773487,42155.750919892,228.0,STRICT,TRAIN
quality_pullback,7,1596,0.4147936639782063,0.28154466705679226,0.3020957284304714,0.11269793554773487,24877.46172079021,228.0,STRICT,TRAIN
explosive_winners,3,684,0.2669146911049053,0.17013437824413358,0.1542167555571704,0.11269793554773487,4453.169185841269,228.0,STRICT,TRAIN
explosive_winners,5,1140,0.2491421465898633,0.1572274897440875,0.13644421104212845,0.11269793554773487,3610.3706025267466,228.0,STRICT,TRAIN
explosive_winners,7,1596,0.2732461587875887,0.17476435462252948,0.1605482232398538,0.11269793554773487,4798.552126720856,228.0,STRICT,TRAIN
pullback_in_winner,3,684,0.25454010857541226,0.16113317280202888,0.14184217302767738,0.11269793554773487,3847.965072626378,228.0,STRICT,TRAIN
pullback_in_winner,5,1140,0.23298416470956224,0.14561678808977385,0.12028622916182737,0.11269793554773487,2983.406299581962,228.0,STRICT,TRAIN
pullback_in_winner,7,1596,0.23436020231987414,0.14660069825080235,0.12166226677213927,0.11269793554773487,3032.2488130764045,228.0,STRICT,TRAIN
consensus_engine,3,684,0.21951693102228378,0.13603793128559527,0.10681899547454891,0.11269793554773487,2545.277853996143,228.0,STRICT,TRAIN
consensus_engine,5,1140,0.1884063034862355,0.11429302098843586,0.07570836793850062,0.11269793554773487,1765.902887192133,228.0,STRICT,TRAIN
consensus_engine,7,1596,0.18176631132174353,0.10972807495438741,0.06906837577400866,0.11269793554773487,1633.9659680854936,228.0,STRICT,TRAIN
rotation_apex,3,678,0.2740324219399307,0.17534043664248067,0.16133448639219583,0.11269793554773487,4843.259339202962,228.0,STRICT,TRAIN
rotation_apex,5,1125,0.3230082623171203,0.2116626327406157,0.21031032676938544,0.11269793554773487,8613.26102386714,228.0,STRICT,TRAIN
rotation_apex,7,1569,0.33252989687714224,0.21881399221616915,0.21983196132940735,0.11269793554773487,9627.44539494156,228.0,STRICT,TRAIN
