name,n,mean_test,median_test,min_test,max_test,mean_edge
strategy_rotation k=5,10,0.40468067828929966,0.42418415114145525,-0.07669857844578569,0.9938304855455604,0.25832562585036445
strategy_rotation k=7,10,0.3954373669622296,0.3922215724051613,0.03165740186959852,1.0725055358903808,0.24908231452329432
explosive_winners k=5,10,0.29790574787696944,0.2574822574819209,-0.10182782241861095,0.9964068216306975,0.15155069543803418
quality_pullback k=5,10,0.29320402578735066,0.3311350798781091,-0.33203390283477197,0.811985049639044,0.14684897334841546
strategy_rotation k=3,10,0.29221618781007863,0.21289298747786203,-0.09594119689105184,0.8650799358481068,0.1458611353711434
