year,n_picks,win_rate,beat_spy_rate,median_ret,cagr_dca_picks,cagr_dca_spy,edge
1997,36,1.0,0.0,3.025130862762539,0.07685416384129663,,
1998,36,0.6666666666666666,0.0,1.758600398542272,0.09878389520849842,,
1999,36,0.6388888888888888,0.0,1.5700804132713688,0.11362957747519398,,
2000,36,0.6111111111111112,0.3055555555555556,1.0274192841997558,0.1261692662762163,0.08004730452354641,0.04612196175266989
2001,36,0.8055555555555556,0.16666666666666666,0.7314956571224719,0.24907976118468395,0.09088392978054298,0.15819583140414095
2002,36,1.0,0.25,4.79549606996769,0.30929880694099465,0.102971920901272,0.20632688603972266
2003,36,0.9444444444444444,0.3055555555555556,6.289929229494699,0.15600004708543205,0.10766507679213827,0.04833497029329378
2004,36,0.8611111111111112,0.4722222222222222,6.055194720284032,0.205710843150549,0.10364960893254667,0.10206123421800233
2005,36,0.75,0.2777777777777778,4.34832035608469,0.2165361021636289,0.10466213038665008,0.11187397177697882
2006,36,0.8333333333333334,0.4444444444444444,4.645504907276837,0.12898627932913118,0.10436522423262418,0.024621055096507
2007,36,0.5555555555555556,0.3888888888888889,2.7672717634364172,0.10907981755117153,0.10241493593092534,0.006664881620246199
2008,36,0.8611111111111112,0.3888888888888889,3.579912142600946,0.21934484172678737,0.12095084558556014,0.09839399614122722
2009,36,0.6111111111111112,0.1388888888888889,1.582333477197913,0.08917978543661667,0.14299582977998057,-0.0538160443433639
2010,36,0.6111111111111112,0.3055555555555556,2.571477986013334,0.2170610616200669,0.13752448847783108,0.0795365731422358
2011,36,0.6388888888888888,0.3611111111111111,3.4834109325271303,0.1696055030865115,0.13629901595250676,0.03330648713400475
2012,36,0.9722222222222222,0.7222222222222222,9.794106352932369,0.2466219709512573,0.13847175773357898,0.10815021321767831
2013,36,1.0,0.3611111111111111,3.362747814497842,0.15099441472837935,0.1328325888990075,0.01816182582937184
2014,36,0.8055555555555556,0.2777777777777778,1.1078738434092523,0.4497045035016429,0.12689533258871755,0.3228091709129254
2015,36,0.6944444444444444,0.5277777777777778,3.1652664902766503,0.1795030476261655,0.13100829606329795,0.04849475156286756
2016,36,0.9166666666666666,0.6388888888888888,3.0983080747713596,0.8384220002023758,0.14004030219617833,0.6983816980061974
2017,36,0.75,0.3333333333333333,0.47680839383609896,0.6371781467355757,0.1340794871342801,0.5030986596012956
2018,36,0.75,0.3611111111111111,1.203802861008276,0.2638444304587073,0.13430264011506382,0.1295417903436435
2019,36,0.4444444444444444,0.25,-0.02866544456232195,0.2848646101885827,0.14060955898877858,0.14425505119980414
2020,36,0.5555555555555556,0.3611111111111111,0.3763035751044994,0.14465272929086861,0.14638555008626625,-0.0017328207953976327
2021,36,0.3888888888888889,0.3055555555555556,-0.6154344611196363,0.010039298463693228,0.1071064813970455,-0.09706718293335227
2022,36,0.9444444444444444,0.7777777777777778,2.5536571240928536,0.6661236213135497,0.14677608128468894,0.5193475400288607
2023,36,0.5277777777777778,0.4166666666666667,0.11989586058578328,0.8051138794617841,0.17183287438005862,0.6332810050817255
2024,36,0.4166666666666667,0.3888888888888889,-0.10757619755665071,0.30373832930476824,0.11709295989331737,0.18664536941145088
