year,n_picks,win_rate,beat_spy_rate,median_ret,cagr_dca_picks,cagr_dca_spy,edge,strategy,top_k,exit
2019,12,0.4166666666666667,0.08333333333333333,-0.8640161380697265,0.025042755606821246,0.1406095589887787,-0.11556680338195745,quality_pullback,1,hold_forever
2020,12,0.25,0.16666666666666666,-0.9207725990155644,0.016371715316520742,0.14638555008626633,-0.1300138347697456,quality_pullback,1,hold_forever
2021,12,0.5833333333333334,0.5833333333333334,0.775069279689122,0.09196508973483011,0.10710648139704537,-0.015141391662215259,quality_pullback,1,hold_forever
2022,12,0.9166666666666666,0.9166666666666666,2.5536571240928536,0.9241585345434973,0.14677608128468897,0.7773824532588083,quality_pullback,1,hold_forever
2023,12,0.4166666666666667,0.3333333333333333,-0.19287596378136285,1.313706503766136,0.17183287438005856,1.1418736293860774,quality_pullback,1,hold_forever
2024,12,0.08333333333333333,0.08333333333333333,-0.4176589246120537,-0.21401230693573436,0.11709295989331726,-0.3311052668290516,quality_pullback,1,hold_forever
2002,12,0.4166666666666667,0.0,-0.5166582939119906,-0.0037180027411577894,0.10297192090127198,-0.10668992364242977,quality_pullback,1,fixed_3y
2003,12,0.4166666666666667,0.08333333333333333,-0.40890385476579466,0.03617275385682251,0.10766507679213831,-0.0714923229353158,quality_pullback,1,fixed_3y
2004,12,0.75,0.0,0.9000627893097497,0.026377129456796322,0.10364960893254653,-0.07727247947575021,quality_pullback,1,fixed_3y
2005,12,0.5,0.0,-0.08431849405268832,-0.0022003684637933864,0.10466213038665,-0.10686249885044338,quality_pullback,1,fixed_3y
2006,12,0.5,0.0,-0.03822216527377997,-0.008028069113506404,0.10436522423262412,-0.11239329334613052,quality_pullback,1,fixed_3y
2007,12,0.25,0.0,-0.3345575477154425,0.0023131962663695666,0.10241493593092536,-0.1001017396645558,quality_pullback,1,fixed_3y
2008,12,0.5833333333333334,0.0,0.636724194155707,0.02902954175861936,0.12095084558556012,-0.09192130382694075,quality_pullback,1,fixed_3y
2009,12,1.0,0.0,1.1937976027489847,0.0579326850777082,0.1429958297799806,-0.0850631447022724,quality_pullback,1,fixed_3y
2010,12,0.6666666666666666,0.0,0.31378979101184146,0.011877829666855641,0.13752448847783116,-0.12564665881097553,quality_pullback,1,fixed_3y
2011,12,0.8333333333333334,0.0,1.197757826819195,0.07338445801503038,0.13629901595250676,-0.06291455793747638,quality_pullback,1,fixed_3y
2012,12,0.9166666666666666,0.3333333333333333,2.0219532764538384,0.11634790239943264,0.13847175773357898,-0.022123855334146333,quality_pullback,1,fixed_3y
2013,12,0.3333333333333333,0.0,-0.04071672597710296,0.0023833231888112844,0.13283258889900748,-0.1304492657101962,quality_pullback,1,fixed_3y
2014,12,0.4166666666666667,0.08333333333333333,-0.1350898509138343,0.06842649795720504,0.12689533258871757,-0.058468834631512534,quality_pullback,1,fixed_3y
2015,12,0.25,0.0,-0.33513515158836804,0.00043487191797423653,0.1310082960632978,-0.13057342414532358,quality_pullback,1,fixed_3y
2016,12,0.6666666666666666,0.08333333333333333,0.2135341033842012,0.04047602988041954,0.14004030219617833,-0.09956427231575879,quality_pullback,1,fixed_3y
2017,12,0.75,0.0,0.3043247008886151,0.03230807508991135,0.13407948713427992,-0.10177141204436857,quality_pullback,1,fixed_3y
2018,12,0.5833333333333334,0.3333333333333333,0.712584909900528,0.07759744584132933,0.13430264011506382,-0.056705194273734494,quality_pullback,1,fixed_3y
2019,12,0.3333333333333333,0.0,-0.4798080356963496,-0.01787886413814716,0.1406095589887787,-0.15848842312692585,quality_pullback,1,fixed_3y
2020,12,0.25,0.08333333333333333,-0.8809757065554626,-0.05544688925669733,0.14638555008626633,-0.20183243934296366,quality_pullback,1,fixed_3y
2021,12,0.5833333333333334,0.5833333333333334,0.660646237365361,0.08920754106223246,0.10710648139704537,-0.017898940334812916,quality_pullback,1,fixed_3y
2022,12,1.0,0.75,3.128095260749513,1.0344513009512548,0.14677608128468897,0.8876752196665658,quality_pullback,1,fixed_3y
2023,12,0.4166666666666667,0.3333333333333333,-0.19287596378136285,1.5023511190523382,0.17183287438005856,1.3305182446722796,quality_pullback,1,fixed_3y
2024,12,0.08333333333333333,0.08333333333333333,-0.4176589246120537,-0.21401230693573436,0.11709295989331726,-0.3311052668290516,quality_pullback,1,fixed_3y
2002,12,1.0,0.6666666666666666,10.559006013580426,0.16111983345727343,0.10297192090127198,0.05814791255600145,dual_momentum,1,hold_forever
2003,12,0.9166666666666666,0.9166666666666666,78.01239695634692,0.22508511625365968,0.10766507679213831,0.11742003946152137,dual_momentum,1,hold_forever
2004,12,1.0,0.75,24.671145232264436,0.1524868092793995,0.10364960893254653,0.048837200346852974,dual_momentum,1,hold_forever
2005,12,0.75,0.08333333333333333,0.9289077635560392,0.03585403267945735,0.10466213038665,-0.06880809770719265,dual_momentum,1,hold_forever
2006,12,1.0,0.75,40.94702043964631,0.21243305764835674,0.10436522423262412,0.10806783341573262,dual_momentum,1,hold_forever
2007,12,1.0,1.0,8.520791801082165,0.12931844564778266,0.10241493593092536,0.026903509716857302,dual_momentum,1,hold_forever
2008,12,0.25,0.25,-0.7241678666061354,0.09260283883814042,0.12095084558556012,-0.02834800674741969,dual_momentum,1,hold_forever
2009,12,0.9166666666666666,0.75,10.142021399893007,0.15286362885291574,0.1429958297799806,0.00986779907293514,dual_momentum,1,hold_forever
2010,12,1.0,0.6666666666666666,8.490075776193287,0.1738103402416117,0.13752448847783116,0.03628585176378055,dual_momentum,1,hold_forever
2011,12,1.0,0.16666666666666666,1.4409821132686447,0.11091582466078204,0.13629901595250676,-0.025383191291724727,dual_momentum,1,hold_forever
2012,12,0.8333333333333334,0.75,20.431390854028983,0.23131101037161264,0.13847175773357898,0.09283925263803366,dual_momentum,1,hold_forever
2013,12,0.6666666666666666,0.0,0.20461141608695754,0.031135504748371314,0.13283258889900748,-0.10169708415063616,dual_momentum,1,hold_forever
2014,12,0.4166666666666667,0.3333333333333333,-0.30367071882801744,0.09737513714333515,0.12689533258871757,-0.029520195445382424,dual_momentum,1,hold_forever
2015,12,0.5833333333333334,0.5,3.098994736762186,0.3371143128232498,0.1310082960632978,0.20610601675995197,dual_momentum,1,hold_forever
2016,12,0.9166666666666666,0.5833333333333334,4.349296207102752,0.17577706651758787,0.14004030219617833,0.03573676432140954,dual_momentum,1,hold_forever
2017,12,0.75,0.16666666666666666,0.8341312352957858,0.1508997773644065,0.13407948713427992,0.016820290230126572,dual_momentum,1,hold_forever
2018,12,0.5,0.4166666666666667,0.4876167025262675,0.15970733842331683,0.13430264011506382,0.02540469830825301,dual_momentum,1,hold_forever
2019,12,0.25,0.0,-0.6743112068014567,-0.04062286040592942,0.1406095589887787,-0.1812324193947081,dual_momentum,1,hold_forever
2020,12,0.3333333333333333,0.16666666666666666,-0.7686845415964587,-0.044989707551391755,0.14638555008626633,-0.19137525763765809,dual_momentum,1,hold_forever
2021,12,0.8333333333333334,0.8333333333333334,1.2683731215137566,0.20458539926931557,0.10710648139704537,0.0974789178722702,dual_momentum,1,hold_forever
2022,12,0.8333333333333334,0.16666666666666666,0.2214636978186979,0.2035314060127545,0.14677608128468897,0.05675532472806552,dual_momentum,1,hold_forever
2023,12,0.9166666666666666,0.5,0.7294350645087361,0.6596814008699727,0.17183287438005856,0.48784852648991417,dual_momentum,1,hold_forever
2024,12,0.6666666666666666,0.6666666666666666,0.40111461685620575,0.5773072791806114,0.11709295989331726,0.46021431928729417,dual_momentum,1,hold_forever
2002,12,0.5833333333333334,0.0,0.29725835488483754,0.03534807107429528,0.10297192090127198,-0.0676238498269767,dual_momentum,1,fixed_3y
2003,12,0.8333333333333334,0.0,1.0917184850544248,0.04359443394541627,0.10766507679213831,-0.06407064284672204,dual_momentum,1,fixed_3y
2004,12,0.25,0.08333333333333333,-0.2623153373658449,0.026700274901178263,0.10364960893254653,-0.07694933403136826,dual_momentum,1,fixed_3y
2005,12,0.5833333333333334,0.08333333333333333,0.13938050746417252,0.03660795437777342,0.10466213038665,-0.06805417600887657,dual_momentum,1,fixed_3y
2006,12,0.5833333333333334,0.0,1.3557180801598017,0.04891008147174008,0.10436522423262412,-0.05545514276088404,dual_momentum,1,fixed_3y
2007,12,0.16666666666666666,0.0,-0.23217491204276408,-0.015462316156964799,0.10241493593092536,-0.11787725208789016,dual_momentum,1,fixed_3y
2008,12,0.25,0.0,-0.18540308970877445,-0.011744082965486811,0.12095084558556012,-0.13269492855104692,dual_momentum,1,fixed_3y
2009,12,0.4166666666666667,0.0,-0.08793863184331879,-0.013508931847889066,0.1429958297799806,-0.15650476162786967,dual_momentum,1,fixed_3y
2010,12,1.0,0.0,0.4324322731081517,0.043979171499456515,0.13752448847783116,-0.09354531697837465,dual_momentum,1,fixed_3y
2011,12,0.4166666666666667,0.0,-0.4260688003148731,-0.021751930291831104,0.13629901595250676,-0.15805094624433785,dual_momentum,1,fixed_3y
2012,12,1.0,0.0,2.4128248237281174,0.08362225246393193,0.13847175773357898,-0.05484950526964705,dual_momentum,1,fixed_3y
2013,12,0.5,0.0,-0.011013760265975836,0.0026503864309825927,0.13283258889900748,-0.1301822024680249,dual_momentum,1,fixed_3y
2014,12,0.25,0.0,-0.6709186118021665,-0.04341745203193046,0.12689533258871757,-0.17031278462064803,dual_momentum,1,fixed_3y
2015,12,0.5833333333333334,0.0,0.6518564984508091,0.03633412497257413,0.1310082960632978,-0.09467417109072368,dual_momentum,1,fixed_3y
2016,12,0.5833333333333334,0.08333333333333333,0.6481546716912833,0.06275429304354053,0.14004030219617833,-0.0772860091526378,dual_momentum,1,fixed_3y
2017,12,0.3333333333333333,0.16666666666666666,-0.1609496000834924,0.043355341385218994,0.13407948713427992,-0.09072414574906093,dual_momentum,1,fixed_3y
2018,12,0.5833333333333334,0.5,1.083228126812644,0.19441881083588797,0.13430264011506382,0.06011617072082415,dual_momentum,1,fixed_3y
2019,12,0.8333333333333334,0.3333333333333333,0.8221931095603768,0.23421179206372023,0.1406095589887787,0.09360223307494153,dual_momentum,1,fixed_3y
2020,12,0.25,0.08333333333333333,-0.5390986432671161,-0.03576108324795659,0.14638555008626633,-0.18214663333422293,dual_momentum,1,fixed_3y
2021,12,0.8333333333333334,0.8333333333333334,1.6062067293586317,0.23077804207545016,0.10710648139704537,0.12367156067840479,dual_momentum,1,fixed_3y
2022,12,0.25,0.0,-0.22800955234390552,-0.06027843209165722,0.14677608128468897,-0.2070545133763462,dual_momentum,1,fixed_3y
2023,12,0.9166666666666666,0.5,0.8186844457323204,0.6615950949327872,0.17183287438005856,0.48976222055272867,dual_momentum,1,fixed_3y
2024,12,0.6666666666666666,0.6666666666666666,0.40111461685620575,0.5773072791806114,0.11709295989331726,0.46021431928729417,dual_momentum,1,fixed_3y
2002,12,1.0,0.4166666666666667,5.514662825770824,0.11130296913045536,0.10297192090127198,0.008331048229183374,low_vol_trend,1,hold_forever
2003,12,1.0,0.25,6.8314450251531555,0.11178847945587606,0.10766507679213831,0.0041234026637377436,low_vol_trend,1,hold_forever
2004,12,1.0,0.4166666666666667,5.3226829621023075,0.10757336515398475,0.10364960893254653,0.0039237562214382155,low_vol_trend,1,hold_forever
2005,12,0.9166666666666666,0.16666666666666666,3.127186686806757,0.08528542673629672,0.10466213038665,-0.01937670365035328,low_vol_trend,1,hold_forever
2006,12,1.0,0.25,4.8931958159087205,0.0873476361985939,0.10436522423262412,-0.017017588034030223,low_vol_trend,1,hold_forever
2007,12,0.8333333333333334,0.16666666666666666,2.61333597446981,0.07073311186838835,0.10241493593092536,-0.031681824062537015,low_vol_trend,1,hold_forever
2008,12,0.6666666666666666,0.4166666666666667,5.413346649532841,0.12298020114999961,0.12095084558556012,0.0020293555644394917,low_vol_trend,1,hold_forever
2009,12,0.9166666666666666,0.4166666666666667,5.460420915566411,0.16281643932011533,0.1429958297799806,0.01982060954013473,low_vol_trend,1,hold_forever
2010,12,1.0,0.0,2.0222622894984594,0.08541706714217492,0.13752448847783116,-0.05210742133565624,low_vol_trend,1,hold_forever
2011,12,1.0,0.16666666666666666,1.4095952387213169,0.23851661496122684,0.13629901595250676,0.10221759900872007,low_vol_trend,1,hold_forever
2012,12,1.0,0.08333333333333333,1.7413251272860275,0.09162466642562522,0.13847175773357898,-0.04684709130795375,low_vol_trend,1,hold_forever
2013,12,1.0,0.6666666666666666,5.347214265399513,0.14249708594644228,0.13283258889900748,0.0096644970474348,low_vol_trend,1,hold_forever
2014,12,0.8333333333333334,0.5,3.237079627790938,0.1364963879572413,0.12689533258871757,0.009601055368523737,low_vol_trend,1,hold_forever
2015,12,0.5833333333333334,0.0,0.07566248793807384,0.018580071546490603,0.1310082960632978,-0.1124282245168072,low_vol_trend,1,hold_forever
2016,12,1.0,0.0,0.9134025926079333,0.06766586942431191,0.14004030219617833,-0.07237443277186642,low_vol_trend,1,hold_forever
2017,12,0.9166666666666666,0.3333333333333333,1.3590305078425744,0.119795132529076,0.13407948713427992,-0.014284354605203914,low_vol_trend,1,hold_forever
2018,12,0.75,0.08333333333333333,0.2024608205059123,0.04749119151998012,0.13430264011506382,-0.0868114485950837,low_vol_trend,1,hold_forever
2019,12,0.5833333333333334,0.08333333333333333,0.07153744332897793,0.026462196902563247,0.1406095589887787,-0.11414736208621545,low_vol_trend,1,hold_forever
2020,12,0.6666666666666666,0.6666666666666666,3.7932026993126104,0.30908578014114807,0.14638555008626633,0.16270023005488174,low_vol_trend,1,hold_forever
2021,12,0.8333333333333334,0.75,1.2050004861139878,0.16212052246634373,0.10710648139704537,0.05501404106929836,low_vol_trend,1,hold_forever
2022,12,0.6666666666666666,0.16666666666666666,0.41115356946949366,0.08091126919482076,0.14677608128468897,-0.0658648120898682,low_vol_trend,1,hold_forever
2023,12,0.5,0.0,0.030522485074286287,0.004333193227236625,0.17183287438005856,-0.16749968115282193,low_vol_trend,1,hold_forever
2024,12,0.5,0.4166666666666667,0.018797915933075338,0.029692705120728524,0.11709295989331726,-0.08740025477258874,low_vol_trend,1,hold_forever
2002,12,1.0,0.0,0.7179632418072003,0.028334522307283727,0.10297192090127198,-0.07463739859398826,low_vol_trend,1,fixed_3y
2003,12,1.0,0.0,0.6665355215345803,0.035001448737859764,0.10766507679213831,-0.07266362805427855,low_vol_trend,1,fixed_3y
2004,12,1.0,0.0,1.6634612035257597,0.04044661633340685,0.10364960893254653,-0.06320299259913968,low_vol_trend,1,fixed_3y
2005,12,0.9166666666666666,0.0,0.2568577488513648,0.020535024391808612,0.10466213038665,-0.08412710599484138,low_vol_trend,1,fixed_3y
2006,12,0.0,0.0,-0.20942321067122416,-0.019149849643726558,0.10436522423262412,-0.12351507387635068,low_vol_trend,1,fixed_3y
2007,12,0.16666666666666666,0.0,-0.17145414835536338,-0.0017171857758090632,0.10241493593092536,-0.10413212170673443,low_vol_trend,1,fixed_3y
2008,12,0.75,0.0,0.29732216711937,0.013574472383353993,0.12095084558556012,-0.10737637320220612,low_vol_trend,1,fixed_3y
2009,12,0.6666666666666666,0.0,0.5674527427568309,0.021639549015640976,0.1429958297799806,-0.12135628076433963,low_vol_trend,1,fixed_3y
2010,12,1.0,0.0,0.4862597366835665,0.03162628692886535,0.13752448847783116,-0.10589820154896581,low_vol_trend,1,fixed_3y
2011,12,1.0,0.0,0.24482574149464587,0.023140011532915408,0.13629901595250676,-0.11315900441959136,low_vol_trend,1,fixed_3y
2012,12,0.5833333333333334,0.0,0.7251627074337861,0.03512964044549036,0.13847175773357898,-0.10334211728808862,low_vol_trend,1,fixed_3y
2013,12,0.6666666666666666,0.0,0.1509383487820155,0.029854846593790844,0.13283258889900748,-0.10297774230521664,low_vol_trend,1,fixed_3y
2014,12,0.75,0.0,0.45698057327708486,0.02790957887736958,0.12689533258871757,-0.09898575371134799,low_vol_trend,1,fixed_3y
2015,12,0.5833333333333334,0.0,0.3927137646433655,0.014692526974356171,0.1310082960632978,-0.11631576908894163,low_vol_trend,1,fixed_3y
2016,12,0.9166666666666666,0.0,0.49039925014152563,0.03384335625819717,0.14004030219617833,-0.10619694593798115,low_vol_trend,1,fixed_3y
2017,12,0.6666666666666666,0.08333333333333333,0.38451943710064485,0.054299648754776914,0.13407948713427992,-0.079779838379503,low_vol_trend,1,fixed_3y
2018,12,0.5833333333333334,0.25,0.3214996214793854,0.07667689937819519,0.13430264011506382,-0.05762574073686863,low_vol_trend,1,fixed_3y
2019,12,0.75,0.4166666666666667,0.5731157530951888,0.0971516872215535,0.1406095589887787,-0.043457871767225195,low_vol_trend,1,fixed_3y
2020,12,0.6666666666666666,0.5833333333333334,1.8090836088910534,0.1771195432047805,0.14638555008626633,0.030733993118514158,low_vol_trend,1,fixed_3y
2021,12,0.8333333333333334,0.0,0.30185961744538714,0.04575122901838303,0.10710648139704537,-0.061355252378662344,low_vol_trend,1,fixed_3y
2022,12,0.6666666666666666,0.25,0.35549601478975645,0.07725411296371992,0.14677608128468897,-0.06952196832096905,low_vol_trend,1,fixed_3y
2023,12,0.5,0.0,0.030522485074286287,0.012565885618731346,0.17183287438005856,-0.15926698876132722,low_vol_trend,1,fixed_3y
2024,12,0.5,0.4166666666666667,0.018797915933075338,0.029692705120728524,0.11709295989331726,-0.08740025477258874,low_vol_trend,1,fixed_3y
2002,12,1.0,0.25,2.6675236914815086,0.07757159186390288,0.10297192090127198,-0.025400329037369107,pullback_in_winner,1,hold_forever
2003,12,0.9166666666666666,0.25,2.0951202500904893,0.17081910653685756,0.10766507679213831,0.06315402974471925,pullback_in_winner,1,hold_forever
2004,12,0.9166666666666666,0.5833333333333334,9.60951541183503,0.2478454204732235,0.10364960893254653,0.14419581154067695,pullback_in_winner,1,hold_forever
2005,12,0.75,0.5,6.579337836021858,0.27543842153537634,0.10466213038665,0.17077629114872633,pullback_in_winner,1,hold_forever
2006,12,0.8333333333333334,0.5,3.998757737485535,0.11181973758874182,0.10436522423262412,0.007454513356117701,pullback_in_winner,1,hold_forever
2007,12,0.3333333333333333,0.16666666666666666,-0.11611656259292297,0.0684911716548873,0.10241493593092536,-0.03392376427603806,pullback_in_winner,1,hold_forever
2008,12,0.6666666666666666,0.3333333333333333,2.2024700797110235,0.18144051527715177,0.12095084558556012,0.060489669691591655,pullback_in_winner,1,hold_forever
2009,12,0.3333333333333333,0.0,-0.5853370095635071,0.03645716339070617,0.1429958297799806,-0.10653866638927442,pullback_in_winner,1,hold_forever
2010,12,0.5,0.16666666666666666,0.33626090548476323,0.096770581753906,0.13752448847783116,-0.04075390672392516,pullback_in_winner,1,hold_forever
2011,12,0.4166666666666667,0.25,-0.1097160089248177,0.17336422189549167,0.13629901595250676,0.0370652059429849,pullback_in_winner,1,hold_forever
2012,12,1.0,0.8333333333333334,14.429299184470782,0.29819351512872544,0.13847175773357898,0.15972175739514646,pullback_in_winner,1,hold_forever
2013,12,1.0,0.4166666666666667,3.694090939578443,0.14076067803659947,0.13283258889900748,0.007928089137591993,pullback_in_winner,1,hold_forever
2014,12,0.75,0.3333333333333333,0.8683578305146816,0.10968904728337336,0.12689533258871757,-0.01720628530534421,pullback_in_winner,1,hold_forever
2015,12,0.75,0.5833333333333334,9.56519255040972,0.2147636366520509,0.1310082960632978,0.08375534058875309,pullback_in_winner,1,hold_forever
2016,12,1.0,0.5,1.8280943279978439,0.16855555348508044,0.14004030219617833,0.028515251288902116,pullback_in_winner,1,hold_forever
2017,12,1.0,0.4166666666666667,0.6614860933727391,0.1636334128337838,0.13407948713427992,0.02955392569950388,pullback_in_winner,1,hold_forever
2018,12,0.75,0.4166666666666667,1.15431733344272,0.20175788584485208,0.13430264011506382,0.06745524572978825,pullback_in_winner,1,hold_forever
2019,12,0.25,0.08333333333333333,-0.885782345499383,0.020995484516233794,0.1406095589887787,-0.1196140744725449,pullback_in_winner,1,hold_forever
2020,12,0.08333333333333333,0.0,-0.963186936884179,-0.15339170147185888,0.14638555008626633,-0.2997772515581252,pullback_in_winner,1,hold_forever
2021,12,0.5,0.5,0.41188210849863494,0.06999692995226668,0.10710648139704537,-0.03710955144477869,pullback_in_winner,1,hold_forever
2022,12,1.0,1.0,8.60187367632415,1.0283884131346868,0.14677608128468897,0.8816123318499978,pullback_in_winner,1,hold_forever
2023,12,0.4166666666666667,0.4166666666666667,-0.2619002025090808,1.4388736716546218,0.17183287438005856,1.2670407972745632,pullback_in_winner,1,hold_forever
2024,12,0.16666666666666666,0.16666666666666666,-0.3563525551621072,-0.15179196282672489,0.11709295989331726,-0.26888492272004216,pullback_in_winner,1,hold_forever
2002,12,0.3333333333333333,0.0,-0.46727415175025366,-0.0076034114905907755,0.10297192090127198,-0.11057533239186276,pullback_in_winner,1,fixed_3y
2003,12,0.3333333333333333,0.08333333333333333,-0.49271719464829516,0.04137729564604345,0.10766507679213831,-0.06628778114609486,pullback_in_winner,1,fixed_3y
2004,12,0.6666666666666666,0.0,0.6296918158451973,0.02841422083006781,0.10364960893254653,-0.07523538810247872,pullback_in_winner,1,fixed_3y
2005,12,0.5,0.0,-0.1245082558158842,0.009198722644607178,0.10466213038665,-0.09546340774204282,pullback_in_winner,1,fixed_3y
2006,12,0.25,0.0,-0.6844837814368558,-0.010955881250273343,0.10436522423262412,-0.11532110548289747,pullback_in_winner,1,fixed_3y
2007,12,0.25,0.0,-0.3345575477154425,0.007023245559305741,0.10241493593092536,-0.09539169037161963,pullback_in_winner,1,fixed_3y
2008,12,0.5833333333333334,0.0,0.636724194155707,0.028955536249655384,0.12095084558556012,-0.09199530933590473,pullback_in_winner,1,fixed_3y
2009,12,1.0,0.0,0.8899421630859616,0.050468500649211115,0.1429958297799806,-0.09252732913076948,pullback_in_winner,1,fixed_3y
2010,12,0.6666666666666666,0.0,0.3828405468877294,0.027710940660073586,0.13752448847783116,-0.10981354781775758,pullback_in_winner,1,fixed_3y
2011,12,0.4166666666666667,0.0,-0.5267823350709411,0.042041403031678956,0.13629901595250676,-0.09425761292082781,pullback_in_winner,1,fixed_3y
2012,12,1.0,0.16666666666666666,1.43631458606691,0.08564398361070343,0.13847175773357898,-0.05282777412287555,pullback_in_winner,1,fixed_3y
2013,12,0.5833333333333334,0.0,0.1739589243990377,0.012082199307993003,0.13283258889900748,-0.12075038959101447,pullback_in_winner,1,fixed_3y
2014,12,0.4166666666666667,0.0,-0.20191153228455144,0.02151020476945721,0.12689533258871757,-0.10538512781926036,pullback_in_winner,1,fixed_3y
2015,12,0.25,0.08333333333333333,-0.3194905395867009,0.02851760722522272,0.1310082960632978,-0.10249068883807509,pullback_in_winner,1,fixed_3y
2016,12,0.75,0.3333333333333333,1.1240989725233272,0.14169954327585885,0.14004030219617833,0.001659241079680518,pullback_in_winner,1,fixed_3y
2017,12,0.5833333333333334,0.08333333333333333,0.17721760772549822,0.04797549942473859,0.13407948713427992,-0.08610398770954134,pullback_in_winner,1,fixed_3y
2018,12,0.5,0.16666666666666666,-0.08377576182832402,0.039135076863031526,0.13430264011506382,-0.0951675632520323,pullback_in_winner,1,fixed_3y
2019,12,0.16666666666666666,0.0,-0.6030466088965473,-0.05836975252095379,0.1406095589887787,-0.19897931150973247,pullback_in_winner,1,fixed_3y
2020,12,0.08333333333333333,0.08333333333333333,-0.9283817441487552,-0.09359808046029473,0.14638555008626633,-0.23998363054656108,pullback_in_winner,1,fixed_3y
2021,12,0.5,0.5,0.21380781958321865,0.052934246753370336,0.10710648139704537,-0.05417223464367504,pullback_in_winner,1,fixed_3y
2022,12,1.0,1.0,9.37033559017141,1.1440691591285672,0.14677608128468897,0.9972930778438782,pullback_in_winner,1,fixed_3y
2023,12,0.4166666666666667,0.4166666666666667,-0.2619002025090808,1.6111824132065844,0.17183287438005856,1.4393495388265258,pullback_in_winner,1,fixed_3y
2024,12,0.16666666666666666,0.16666666666666666,-0.3563525551621072,-0.15179196282672489,0.11709295989331726,-0.26888492272004216,pullback_in_winner,1,fixed_3y
2002,12,1.0,0.25,4.893757208324131,0.0931029180447418,0.10297192090127198,-0.009869002856530182,winner_only,1,hold_forever
2003,12,0.9166666666666666,0.6666666666666666,58.48276393490218,0.20832106397634126,0.10766507679213831,0.10065598718420295,winner_only,1,hold_forever
2004,12,1.0,0.75,22.94895754462038,0.15266687797567405,0.10364960893254653,0.04901726904312752,winner_only,1,hold_forever
2005,12,0.9166666666666666,0.25,1.0878664532972486,0.08729841231463593,0.10466213038665,-0.01736371807201406,winner_only,1,hold_forever
2006,12,1.0,0.5833333333333334,40.94702043964631,0.21102485565343396,0.10436522423262412,0.10665963142080984,winner_only,1,hold_forever
2007,12,0.9166666666666666,0.3333333333333333,4.47424346183057,0.10038242985152157,0.10241493593092536,-0.0020325060794037925,winner_only,1,hold_forever
2008,12,0.9166666666666666,0.5,6.951685822869164,0.14199458042311158,0.12095084558556012,0.021043734837551467,winner_only,1,hold_forever
2009,12,0.9166666666666666,0.3333333333333333,6.500737015433431,0.1426720393400198,0.1429958297799806,-0.00032379043996080825,winner_only,1,hold_forever
2010,12,0.9166666666666666,0.08333333333333333,1.800199239142203,0.0953070882266453,0.13752448847783116,-0.042217400251185866,winner_only,1,hold_forever
2011,12,1.0,0.08333333333333333,1.34750863450915,0.1883739077735604,0.13629901595250676,0.052074891821053626,winner_only,1,hold_forever
2012,12,1.0,0.16666666666666666,2.6511605142451895,0.12037530491510928,0.13847175773357898,-0.018096452818469694,winner_only,1,hold_forever
