year,n_picks,win_rate,beat_spy_rate,median_ret,cagr_dca_picks,cagr_dca_spy,edge
1997,60,0.9166666666666666,0.3333333333333333,6.95418071399644,0.13855303675588196,0.09155042804901227,0.04700260870686969
1998,60,0.8,0.08333333333333333,2.185522602661247,0.05386590193021575,0.08581791186939826,-0.031952009939182506
1999,60,0.7,0.2,0.5638368468366675,0.08207386209982834,0.08042574041291149,0.0016481216869168452
2000,60,0.7333333333333333,0.23333333333333334,1.404219825389357,0.07172745325316925,0.08004730452354636,-0.008319851270377113
2001,60,0.8666666666666667,0.31666666666666665,3.62748322547369,0.11653807195235219,0.09088392978054295,0.02565414217180924
2002,60,0.9833333333333333,0.5666666666666667,10.981082104995572,0.18054057943569923,0.10297192090127191,0.07756865853442732
2003,60,0.9833333333333333,0.5,9.076066079584603,0.1776260671499289,0.10766507679213834,0.06996099035779056
2004,60,0.9166666666666666,0.48333333333333334,7.416560875295151,0.16663051372724555,0.10364960893254649,0.06298090479469906
2005,60,0.8,0.38333333333333336,4.10260541074112,0.17035747630824338,0.10466213038665004,0.06569534592159335
2006,60,0.85,0.5833333333333334,10.389756282461626,0.17008984015424078,0.10436522423262418,0.0657246159216166
2007,60,0.7833333333333333,0.43333333333333335,3.8554029154794254,0.10338135384322324,0.10241493593092542,0.0009664179122978178
2008,60,0.55,0.15,0.21847696127052163,0.07436704706806833,0.12095084558556017,-0.04658379851749184
2009,60,0.8666666666666667,0.45,6.352978940059255,0.15246923130946186,0.14299582977998052,0.00947340152948134
2010,60,0.9333333333333333,0.5,6.289625460112115,0.18456131376078191,0.13752448847783114,0.04703682528295078
2011,60,0.9,0.2833333333333333,2.4414187520444037,0.13936134232240635,0.13629901595250665,0.0030623263698996983
2012,60,0.95,0.5333333333333333,6.0282337919699955,0.17256809918812924,0.13847175773357914,0.034096341454550094
2013,60,0.7833333333333333,0.31666666666666665,1.8717392911172837,0.1490177317258724,0.1328325888990075,0.016185142826864896
2014,60,0.7,0.43333333333333335,1.3501207073906418,0.1301837108910498,0.12689533258871752,0.003288378302332279
2015,60,0.7833333333333333,0.48333333333333334,2.6916012392129707,0.25928883587374013,0.13100829606329795,0.12828053981044218
2016,60,0.75,0.31666666666666665,1.12770600003957,0.29997229000151954,0.1400403021961781,0.15993198780534143
2017,60,0.7166666666666667,0.4166666666666667,1.55338430794572,0.19911887466055508,0.13407948713428006,0.06503938752627503
2018,60,0.6166666666666667,0.35,1.1068602679830517,0.1199467645370404,0.1343026401150638,-0.014355875578023397
2019,60,0.7,0.18333333333333332,0.22344903739883537,0.11303758788380772,0.14060955898877875,-0.027571971104971033
2020,60,0.4166666666666667,0.23333333333333334,-0.4312425606864596,0.0948400882754058,0.1463855500862662,-0.051545461810860393
2021,60,0.38333333333333336,0.3333333333333333,-0.38259837975170896,0.05354785850767189,0.10710648139704554,-0.05355862288937365
2022,60,0.8166666666666667,0.38333333333333336,0.47333668731994305,0.20143744581698775,0.1467760812846888,0.054661364532298945
2023,60,0.6666666666666666,0.45,0.47324953659446567,0.5875983961490027,0.17183287438005873,0.41576552176894394
2024,60,0.7,0.6666666666666666,0.522332393348238,0.5339889365515271,0.11709295989331713,0.41689597665821
