year,n_picks,win_rate,beat_spy_rate,median_ret,cagr_dca_picks,cagr_dca_spy,edge
2018,30,0.8333333333333334,0.4666666666666667,1.5412352568411911,0.31357445412164664,0.13852737697510167,0.17504707714654497
2019,36,0.6666666666666666,0.3611111111111111,0.5086781656763297,0.1388876020328263,0.1435610411077402,-0.00467343907491391
2020,36,0.6944444444444444,0.16666666666666666,0.2796059754599688,0.09704458961899093,0.15000938473059522,-0.05296479511160429
2021,36,0.3055555555555556,0.2222222222222222,-0.600656375903192,-0.037111625488575724,0.1102525110424774,-0.14736413653105312
2022,36,0.4444444444444444,0.2222222222222222,-0.31139242281493096,0.08041855152870389,0.15238377523589453,-0.07196522370719063
2023,36,0.4166666666666667,0.2777777777777778,-0.159588523354331,0.0408755513922876,0.18093777431705124,-0.14006222292476364
2024,36,0.6666666666666666,0.4722222222222222,0.2724750964068813,0.13421413739061022,0.12676924248074942,0.007444894909860805
2025,36,0.3611111111111111,0.3611111111111111,-0.1919126608718853,0.11292600578888473,0.0768620213709434,0.03606398441794133
