year,n_picks,win_rate,beat_spy_rate,median_ret,cagr_dca_picks,cagr_dca_spy,edge
2002,12,1.0,0.75,16.12371687490921,0.1493695999539334,0.10297192090127198,0.046397679052661414
2003,12,1.0,0.9166666666666666,72.49479198813273,0.20252100085041091,0.10766507679213831,0.0948559240582726
2004,12,1.0,0.9166666666666666,26.778057708010547,0.1959067180099178,0.10364960893254653,0.09225710907737127
2005,12,1.0,0.5,79.73861928924605,0.29107920327828146,0.10466213038665,0.18641707289163145
2006,12,0.9166666666666666,0.5833333333333334,11.379024782369541,0.2521661847784116,0.10436522423262412,0.14780096054578745
2007,12,0.9166666666666666,0.5,6.2932839474613145,0.11368485472773501,0.10241493593092536,0.01126991879680965
2008,12,0.3333333333333333,0.16666666666666666,-0.6798549407467022,0.08925838440938927,0.12095084558556012,-0.03169246117617085
2009,12,0.9166666666666666,0.6666666666666666,8.629150419242892,0.14622364040138555,0.1429958297799806,0.003227810621404953
2010,12,0.5,0.3333333333333333,2.388796877551994,0.11208077679215006,0.13752448847783116,-0.025443711685681103
2011,12,1.0,0.5,8.98916219484386,0.18671488416987309,0.13629901595250676,0.05041586821736632
2012,12,0.9166666666666666,0.08333333333333333,1.673437299521626,0.08150746966700934,0.13847175773357898,-0.05696428806656964
2013,12,0.8333333333333334,0.75,7.335857712188697,0.1983075412008009,0.13283258889900748,0.06547495230179343
2014,12,1.0,0.4166666666666667,2.182417973603712,0.10917799372818467,0.12689533258871757,-0.017717338860532908
2015,12,0.5833333333333334,0.5,2.4780026835064337,0.30486081554714256,0.1310082960632978,0.17385251948384475
2016,12,0.4166666666666667,0.3333333333333333,-0.2772244254243953,0.30028276935651094,0.14004030219617833,0.1602424671603326
2017,12,0.75,0.25,0.8473542185587931,0.258269997153175,0.13407948713427992,0.12419051001889508
2018,12,0.9166666666666666,0.4166666666666667,1.491624965795967,0.11355539176711767,0.13430264011506382,-0.020747248347946154
2019,12,0.9166666666666666,0.4166666666666667,0.4661277237944792,0.19468172845995402,0.1406095589887787,0.054072169471175324
2020,12,0.3333333333333333,0.25,-0.3105036481801469,0.10801627456398337,0.14638555008626633,-0.03836927552228296
2021,12,0.75,0.75,1.1521611749098524,0.16605829582004064,0.10710648139704537,0.05895181442299527
2022,12,0.8333333333333334,0.5833333333333334,1.3843715752637582,0.19789398070909728,0.14677608128468897,0.05111789942440831
2023,12,0.3333333333333333,0.16666666666666666,-0.1690122627394579,0.018723563321056104,0.17183287438005856,-0.15310931105900247
2024,12,1.0,1.0,0.887691820354579,0.5173468031163212,0.11709295989331726,0.40025384322300395
