strategy,exit,n_picks,win_rate,win_rate_bias_corr,beat_spy_rate,median_ret,mean_ret,p10_ret,p90_ret,per_pick_cagr_median,cagr_dca_portfolio,cagr_spy_dca,edge_vs_spy_dca,mean_ret_bias_corr,top_k
quality_pullback,hold_forever,276,0.6268115942028986,0.3713768115942029,0.3442028985507246,0.8262628232220275,106.94963849493614,-0.8531509114389658,79.27262981683614,0.046555066992853056,0.30655708991812636,0.11607086183838923,0.19048622807973714,67.2664728897116,1
quality_pullback,fixed_1y,276,0.5362318840579711,0.3188405797101449,0.09420289855072464,0.05444569374612829,80.91301703629924,-0.5645420126934173,1.5798244610086234,0.05444569374612829,0.28910939980618866,0.11607086183838923,0.17303853796779944,51.616293170048806,1
quality_pullback,fixed_2y,276,0.5652173913043478,0.3442028985507246,0.13043478260869565,0.08600640024246642,67.07105667898459,-0.6155023085875717,3.2536082189812023,0.04211556646442671,0.2774505654303528,0.11607086183838923,0.16137970359196357,45.971963345564916,1
quality_pullback,fixed_3y,276,0.5,0.302536231884058,0.15942028985507245,0.0012917502838719619,93.38515480538916,-0.6963543760583049,4.518370065124563,0.00042620135907173173,0.2980583677501594,0.11607086183838923,0.1819875059117702,60.00777254634098,1
quality_pullback,fixed_5y,276,0.5253623188405797,0.3188405797101449,0.18840579710144928,0.044629173292142,86.11979452404017,-0.8409455128205128,7.185886374259537,0.0091331873694247,0.29299812267151176,0.11607086183838923,0.17692726083312255,57.08080271603868,1
quality_pullback,trail_25,276,0.3188405797101449,0.18840579710144928,0.021739130434782608,-0.12125319210149338,8.355367223456618,-0.5499167317986153,0.544535800149032,-0.4371279115502698,0.1529869277578342,0.11607086183838923,0.036916065919444976,2.132718528443874,1
quality_pullback,trail_35,276,0.322463768115942,0.19021739130434784,0.05434782608695652,-0.19491736270780147,0.15956094783550703,-0.6806222355201307,0.8059598703663322,-0.35404079603897715,0.011400678908103111,0.11607086183838923,-0.10467018293028613,-0.3064033007837886,1
quality_pullback,trail_50,276,0.322463768115942,0.18840579710144928,0.09057971014492754,-0.2783625021340169,1.4372926656517429,-0.7144272669666716,2.1126060210820583,-0.21216732262570664,0.0648817077227007,0.11607086183838923,-0.05118915411568853,0.27454493827747656,1
quality_pullback,stop_30,276,0.2536231884057971,0.15579710144927536,0.17028985507246377,-0.3148271921020979,60.16097599419406,-0.852548520325541,14.05346374559651,-0.42214451620308835,0.27072200953341613,0.11607086183838923,0.1546511476950269,38.110643820010935,1
quality_pullback,trail35_or_3y,276,0.322463768115942,0.18840579710144928,0.050724637681159424,-0.19491736270780147,0.14665929301349906,-0.6806222355201307,0.8607882788192198,-0.35404079603897715,0.010549561067600705,0.11607086183838923,-0.10552130077078853,-0.3040597443176443,1
quality_pullback,trail50_or_5y,276,0.34057971014492755,0.1956521739130435,0.07971014492753623,-0.27203745804424495,0.41961621470509025,-0.7144272669666716,1.3781652053752433,-0.21216732262570664,0.02652370220583737,0.11607086183838923,-0.08954715963255186,-0.1629050396750772,1
quality_pullback,tp100,276,0.7246376811594203,0.427536231884058,0.14130434782608695,1.011467687369688,134.98713638385368,-0.6576326708248019,1.1618524800398675,0.15871926350062426,0.3212201877597984,0.11607086183838923,0.20514932592140916,93.8891332604,1
quality_pullback,tp200,276,0.6847826086956522,0.39492753623188404,0.18840579710144928,2.0062433315202783,135.44150481950365,-0.7898684013279061,2.133711768591263,0.12642564222951302,0.3214325097962355,0.11607086183838923,0.20536164795784628,83.55579033860226,1
dual_momentum,hold_forever,276,0.7210144927536232,0.4311594202898551,0.4601449275362319,1.290261907027083,12.2933657230623,-0.7123376498425571,29.85652187296556,0.10045063089797379,0.1751587629599139,0.11607086183838923,0.059087901121524664,5.329077939374697,1
dual_momentum,fixed_1y,276,0.5362318840579711,0.33695652173913043,0.12681159420289856,0.07123326923607831,0.5001363297851535,-0.578708478506107,2.2279555838651097,0.07123326923607831,0.03056488160033784,0.11607086183838923,-0.0855059802380514,-0.046999584621618504,1
dual_momentum,fixed_2y,276,0.5398550724637681,0.3532608695652174,0.13043478260869565,0.043224583017776985,0.5990705121116231,-0.6153334881124911,2.2121793788998514,0.021382815875784722,0.035203027399028,0.11607086183838923,-0.08086783443936123,0.05670917694002958,1
dual_momentum,fixed_3y,276,0.5253623188405797,0.32971014492753625,0.14492753623188406,0.09121899803248845,0.9152681387761958,-0.7096245883086515,3.336149255441177,0.029460331912594562,0.04809289519903061,0.11607086183838923,-0.06797796663935862,0.22430561177617314,1
dual_momentum,fixed_5y,276,0.5253623188405797,0.32971014492753625,0.19202898550724637,0.07909276074359972,1.642255886272251,-0.7528362488739142,4.898268014251849,0.015340000445620228,0.07041087894320595,0.11607086183838923,-0.045659982895183276,0.6349273633743173,1
dual_momentum,trail_25,276,0.4166666666666667,0.2554347826086957,0.050724637681159424,-0.06476781672321769,0.10780377733993422,-0.2817148826706725,0.6608250035119002,-0.2683362736969788,0.00791668707563073,0.11607086183838923,-0.1081541747627585,-0.3132566193915359,1
dual_momentum,trail_35,276,0.41304347826086957,0.2554347826086957,0.06884057971014493,-0.09639238117980925,0.2054604894342516,-0.36540443459093447,0.9727047903849662,-0.1645107204166687,0.014341055622207902,0.11607086183838923,-0.10172980621618133,-0.23914900222250912,1
