year,n_picks,win_rate,beat_spy_rate,median_ret,cagr_dca_picks,cagr_dca_spy,edge
1997,36,0.8333333333333334,0.16666666666666666,1.2316787258486275,0.08285008546680203,0.09155042804901228,-0.008700342582210252
1998,36,0.6388888888888888,0.16666666666666666,0.8485292862497263,0.0779355732599657,0.08581791186939806,-0.007882338609432368
1999,36,0.5555555555555556,0.3611111111111111,0.49281117990707857,0.10215303965229404,0.0804257404129115,0.021727299239382533
2000,36,0.7222222222222222,0.2222222222222222,0.9245999857038615,0.09989981852394242,0.08004730452354641,0.019852514000396004
2001,36,0.7777777777777778,0.1111111111111111,0.5990525310705651,0.07219787445800648,0.09088392978054298,-0.018686055322536504
2002,36,0.9444444444444444,0.3611111111111111,4.207876400404109,0.12076385560508995,0.102971920901272,0.017791934703817958
2003,36,1.0,0.4166666666666667,8.237500000498697,0.15158415645190063,0.10766507679213827,0.043919079659762356
2004,36,0.8888888888888888,0.5833333333333334,15.146970919636871,0.22076699024183769,0.10364960893254667,0.11711738130929102
2005,36,0.75,0.4444444444444444,5.592325707446102,0.2229539743782325,0.10466213038665008,0.11829184399158242
2006,36,0.9166666666666666,0.6666666666666666,11.924584315728804,0.14873588077276542,0.10436522423262418,0.044370656540141246
2007,36,0.6388888888888888,0.4166666666666667,2.9900851615699526,0.11079719687132672,0.10241493593092534,0.008382260940401384
2008,36,0.8333333333333334,0.4166666666666667,3.579912142600946,0.18067434314857508,0.12095084558556014,0.05972349756301494
2009,36,0.6111111111111112,0.1388888888888889,1.3721419104976367,0.10613112279524446,0.14299582977998057,-0.03686470698473611
2010,36,0.6666666666666666,0.3888888888888889,3.7338965090319114,0.15737674824868642,0.13752448847783108,0.019852259770855335
2011,36,0.75,0.3611111111111111,3.7089755068310266,0.17022899972130226,0.13629901595250676,0.033929983768795496
2012,36,0.9444444444444444,0.75,9.744376029274276,0.24699817989666562,0.13847175773357898,0.10852642216308664
2013,36,0.8611111111111112,0.4166666666666667,3.470650620981691,0.17825004739239733,0.1328325888990075,0.04541745849338982
2014,36,0.7222222222222222,0.3611111111111111,0.8729949943796195,0.135571455551865,0.12689533258871755,0.008676122963147459
2015,36,0.6666666666666666,0.4444444444444444,1.698332481512839,0.16496798532122656,0.13100829606329795,0.03395968925792861
2016,36,0.8611111111111112,0.5,2.5165269402474246,0.1826519575120517,0.14004030219617833,0.04261165531587338
2017,36,0.6388888888888888,0.19444444444444445,0.7100665846550632,0.1971915281821893,0.1340794871342801,0.06311204104790918
2018,36,0.4166666666666667,0.2222222222222222,-0.7770253723839573,0.20664844447411151,0.13430264011506382,0.0723458043590477
2019,36,0.4722222222222222,0.2777777777777778,-0.04793812964771932,0.25498626538387753,0.14060955898877858,0.11437670639509895
2020,36,0.3888888888888889,0.3055555555555556,-0.5469294950986792,0.1455000388960561,0.14638555008626625,-0.0008855111902101587
2021,36,0.5,0.4444444444444444,-0.22108045109227775,0.08404649290183674,0.1071064813970455,-0.023059988495208752
2022,36,0.9444444444444444,0.7777777777777778,2.4466606741549937,0.6584130193569645,0.14677608128468894,0.5116369380722756
2023,36,0.6111111111111112,0.3888888888888889,0.185042316150411,0.8464868333600704,0.17183287438005862,0.6746539589800118
2024,36,0.3611111111111111,0.2777777777777778,-0.15975676894257784,0.14410222400445602,0.11709295989331737,0.027009264111138645
