alpha,cagr_p10,cagr_p25,cagr_median,cagr_mean,cagr_p75,cagr_p90,edge_median
0.0,0.3536565315686194,0.3536565315686194,0.3536565315686194,0.3536565315686194,0.3536565315686194,0.3536565315686194,0.2297962967564019
0.02,0.3154898114913298,0.3203677381638953,0.3376925850746728,0.3329577401199967,0.34437052279280417,0.3536565315686194,0.21383235026245528
0.04,0.27146940242092593,0.2751687145078474,0.286305791778003,0.29487675552056625,0.3166104361522347,0.3240874210299151,0.1624455569657855
0.06,0.2167185192559869,0.24259539444409436,0.272909619260023,0.2651111009253725,0.2928925259516694,0.3096071925227803,0.14904938444780547
0.08,0.18544399086298383,0.22293396695005863,0.2403444785367798,0.23889425556617533,0.2653322500313171,0.2859421002188264,0.11648424372456226
0.12,0.1280789728714743,0.17464375074950694,0.20851915044433206,0.1946031130328098,0.21771365272956644,0.2370448940463911,0.08465891563211453
0.16,0.04104348675093933,0.0803464811609411,0.14890501527753036,0.13344645643184477,0.1822551845936989,0.20015604686785907,0.025044780465312833
0.2,-0.01963860931026287,0.02709661888320055,0.09329904035008768,0.07801942954266128,0.12591871919359088,0.14192693208696452,-0.030561194462129848
