year,n_picks,win_rate,beat_spy_rate,median_ret,cagr_dca_picks,cagr_dca_spy,edge
1997,12,1.0,0.0,0.8160913092285407,0.04547139873760352,,
1998,12,0.8333333333333334,0.0,2.136669617246463,0.04759018444861995,,
1999,12,0.5,0.0,4.10319886408228,0.11871260197110384,,
2000,12,0.5833333333333334,0.4166666666666667,6.128522376198136,0.06895978097342385,0.0800473045235464,-0.011087523550122547
2001,12,0.5833333333333334,0.08333333333333333,0.16350763149726755,0.031987292105454694,0.09088392978054294,-0.058896637675088244
2002,12,1.0,0.3333333333333333,2.6988328989219337,0.32363065539507957,0.10297192090127198,0.22065873449380757
2003,12,0.9166666666666666,0.25,2.0951202500904893,0.16043668640410802,0.10766507679213831,0.05277160961196971
2004,12,0.9166666666666666,0.5833333333333334,9.60951541183503,0.24618471571602363,0.10364960893254653,0.14253510678347708
2005,12,0.75,0.5,6.579337836021858,0.27543842153537634,0.10466213038665,0.17077629114872633
2006,12,0.8333333333333334,0.5,5.412190222971422,0.11370037165823273,0.10436522423262412,0.009335147425608606
2007,12,0.16666666666666666,0.08333333333333333,-0.12002579218865145,0.025820153765360482,0.10241493593092536,-0.07659478216556488
2008,12,0.6666666666666666,0.3333333333333333,2.2024700797110235,0.18144051527715177,0.12095084558556012,0.060489669691591655
2009,12,0.4166666666666667,0.0,-0.5442937163466157,0.04740740849055615,0.1429958297799806,-0.09558842128942445
2010,12,0.3333333333333333,0.08333333333333333,-0.5297872340425531,0.27982555567565237,0.13752448847783116,0.1423010671978212
2011,12,0.4166666666666667,0.25,-0.1097160089248177,0.17336422189549167,0.13629901595250676,0.0370652059429849
2012,12,1.0,0.8333333333333334,14.429299184470782,0.29819351512872544,0.13847175773357898,0.15972175739514646
2013,12,1.0,0.4166666666666667,3.694090939578443,0.14076067803659947,0.13283258889900748,0.007928089137591993
2014,12,0.75,0.3333333333333333,0.8683578305146816,0.5875928899501168,0.12689533258871757,0.4606975573613993
2015,12,0.6666666666666666,0.5,4.5456778295959825,0.20180464612937263,0.1310082960632978,0.07079635006607482
2016,12,1.0,0.5,2.0074295791681553,1.0524206123606976,0.14004030219617833,0.9123803101645193
2017,12,0.75,0.25,0.33160925948917297,0.8470205783509338,0.13407948713427992,0.7129410912166538
2018,12,0.6666666666666666,0.3333333333333333,0.8386269600136004,0.18228167470518594,0.13430264011506382,0.04797903459012212
2019,12,0.25,0.08333333333333333,-0.885782345499383,0.020995484516233794,0.1406095589887787,-0.1196140744725449
2020,12,0.08333333333333333,0.0,-0.963186936884179,-0.15339170147185888,0.14638555008626633,-0.2997772515581252
2021,12,0.5,0.5,0.41188210849863494,0.06999692995226668,0.10710648139704537,-0.03710955144477869
2022,12,1.0,1.0,8.60187367632415,1.039395402092196,0.14677608128468897,0.892619320807507
2023,12,0.4166666666666667,0.4166666666666667,-0.5165263846117139,1.4356216974307316,0.17183287438005856,1.263788823050673
2024,12,0.3333333333333333,0.3333333333333333,-0.33406576158516427,-0.07102077929577605,0.11709295989331726,-0.1881137391890933
