strategy,exit,n_picks,win_rate,win_rate_bias_corr,beat_spy_rate,median_ret,mean_ret,p10_ret,p90_ret,per_pick_cagr_median,cagr_dca_portfolio,cagr_spy_dca,edge_vs_spy_dca,mean_ret_bias_corr,top_k
asymmetric_winner,hold_forever,82,0.5,0.4146341463414634,0.23170731707317074,0.012991553941176293,1.2915385297031898,-0.7344666414313255,1.9401322713714215,0.001573584820492302,0.1835999830666771,0.1417905176120094,0.04180946545466771,0.8034430554079364,1
asymmetric_winner,fixed_1y,82,0.524390243902439,0.4268292682926829,0.13414634146341464,0.022606808790288424,0.1563495719681241,-0.4442577642626122,0.7970168568271236,0.022606808790288424,0.03169426963769705,0.1417905176120094,-0.11009624797431233,-0.0403640390822475,1
asymmetric_winner,fixed_2y,82,0.573170731707317,0.47560975609756095,0.23170731707317074,0.16905508765844557,0.45732531420342926,-0.6047071985529126,2.629491617987497,0.08184856485053504,0.08253205422814813,0.1417905176120094,-0.05925846338386126,0.19734176009112986,1
asymmetric_winner,fixed_3y,82,0.5975609756097561,0.4878048780487805,0.24390243902439024,0.2056781167005769,0.6426709674821972,-0.7005618152266544,1.6847951239654488,0.0777247002901984,0.10904224111319541,0.1417905176120094,-0.03274827649881398,0.32910684657518074,1
asymmetric_winner,fixed_5y,82,0.5609756097560976,0.4634146341463415,0.21951219512195122,0.05275158858301099,1.012625215733183,-0.7052618503864565,1.3873582058393004,0.01179899743562507,0.15437532010073807,0.1417905176120094,0.012584802488728675,0.6053133614669713,1
asymmetric_winner,trail_25,82,0.3780487804878049,0.3170731707317073,0.07317073170731707,-0.14404599389335643,0.05943825984775827,-0.26549605280011424,0.4762025520341355,-0.33701300825076375,0.012577911737009303,0.1417905176120094,-0.12921260587500008,-0.1223749493105068,1
asymmetric_winner,trail_35,82,0.34146341463414637,0.2926829268292683,0.12195121951219512,-0.14255213567424035,0.11362740761239647,-0.35942250529900494,0.8680127893635854,-0.2415295038324457,0.02346507585673852,0.1417905176120094,-0.11832544175527088,-0.06612120484667579,1
asymmetric_winner,trail_50,82,0.3902439024390244,0.32926829268292684,0.14634146341463414,-0.26199428325036445,0.1051597197651373,-0.5016475567238353,1.2022849551283536,-0.16595451570967895,0.02179796271097195,0.1417905176120094,-0.11999255490103744,-0.0926688505352654,1
asymmetric_winner,stop_30,82,0.2804878048780488,0.24390243902439024,0.10975609756097561,-0.3097725265401604,0.4230420379284288,-0.3594086450669722,1.056447710910435,-0.3124159523943628,0.0772777650980466,0.1417905176120094,-0.0645127525139628,0.2048703052073632,1
asymmetric_winner,trail35_or_3y,82,0.34146341463414637,0.2926829268292683,0.12195121951219512,-0.14255213567424035,0.13386164705908254,-0.35942250529900494,1.113256196205085,-0.2415295038324457,0.027399832092741428,0.1417905176120094,-0.11439068551926797,-0.05472383602959742,1
asymmetric_winner,trail50_or_5y,82,0.3902439024390244,0.32926829268292684,0.14634146341463414,-0.26199428325036445,0.07439230320368569,-0.5016475567238353,1.0451778637297733,-0.16595451570967895,0.015635043804263993,0.1417905176120094,-0.1261554738077454,-0.10239206423503075,1
asymmetric_winner,tp100,82,0.6707317073170732,0.5365853658536586,0.2926829268292683,1.002146517819614,0.4304055984911648,-0.7325366557415177,1.0584219539088793,0.28411720959384457,0.0784164405023094,0.1417905176120094,-0.06337407710969999,0.1596498933137637,1
asymmetric_winner,tp200,82,0.6097560975609756,0.4878048780487805,0.43902439024390244,0.42167976286929565,0.6971250041677733,-0.7344666414313255,2.0957922891094403,0.12146004796353882,0.11628961735063136,0.1417905176120094,-0.025500900261378037,0.3564654104133187,1
