ticker,score,asof,pullback_1y,pullback_all,range_pos_1y,trend_health_5y,mom_12_1,mom_6_1,mom_3,vol_1y,ret_5d,ret_21d,accel,d_sma200,d_sma50,sma50_above_200,rsi_14,recovery_rate,frac_above_50dma_1y,sharpe_1y,dd_from_52wh,price,mom_2y,below_52wh,new_52wh,sharpe_12m,mean_ret_12m,vol_12m,beta_2y,best_month_24m,worst_month_24m,tail_ratio_24m,trend_r2_12m,max_below_200_streak,vol_3m,vol_6m,vol_contraction,vol_expansion_24m,rs_3m_spy,rs_6m_spy,rs_12m_spy,rs_3m_zscore,mom_accel,mom_consistency_12m,dist_from_low_1y,near_52wh_60d,bb_width_pct,bb_width_contraction,drawdown_age_days,log_price,multibagger_ratio_24m,trend_slope_252,mom_3y,pullback_3y,excess_5y_logret,mom_5y,pullback_5y,ret__hold_forever,days__hold_forever,ret__fixed_1y,days__fixed_1y,ret__fixed_2y,days__fixed_2y,ret__fixed_3y,days__fixed_3y,ret__fixed_5y,days__fixed_5y,ret__trail_25,days__trail_25,ret__trail_35,days__trail_35,ret__trail_50,days__trail_50,ret__stop_30,days__stop_30,ret__trail35_or_3y,days__trail35_or_3y,ret__trail50_or_5y,days__trail50_or_5y,ret__tp100,days__tp100,ret__tp200,days__tp200
BOOM,1.1760858327490296,1997-01-31,-0.08620672454235545,-0.08620672454235545,0.8913045604606752,1.0,1.9062504362731416,0.7884612033094696,0.656250137114416,0.6854255712297878,-0.05357147605693424,0.13978486949550306,-0.1933563455524373,0.809452589516372,0.20372469178867836,1.0,55.143116380060206,1.0,0.9206349206349206,2.0920526540564146,0.08620672454235545,5.939868927001953,6.066665059335345,0.09433941664670442,0.0,2.0920526540564146,1.4339463854494114,0.6854255712297878,0.28893251818836196,0.4772728371565369,-0.2777779287933483,1.7181812796638787,0.9488026212968924,0,0.6854497020701087,0.584835795450575,1.0019986136649126,0.9922507308246062,0.5401232298477052,0.8416223240892484,2.0660073496034776,2.3142025832935302,-1.656250137114416,0.8181818181818182,3.416666836559269,1.0,0.21240213787511528,0.8159745907678639,13.0,1.7816870669698048,5.080932828041281,1.3614149661726027,,,,,,0.23403395155484463,7605,-0.3584905539203944,252,-0.584905619481331,504,-0.8490566162695933,756,-0.7056603706182194,1260,-0.028302033715218222,16,-0.08490569975871831,17,-0.29245284987935916,40,-0.30188672732211974,42,-0.08490569975871831,17,-0.29245284987935916,40,1.026415113727369,2089,2.0550943708853824,2142
BOOM,1.2220388986013986,1997-02-28,-0.42105255497074556,-0.42105255497074556,0.49206355423852643,1.0,2.9285720743743062,0.9642860371871531,0.33333359119405626,0.7630376200688617,-0.24137909280356717,-0.20000009282983156,-0.04137899997373562,0.32537612704014096,-0.16317986282366947,1.0,37.24223630784869,0.8,0.9444444444444444,1.8828049680770464,0.42105255497074556,4.931212425231934,4.67741914232503,0.7272724987144035,0.0,1.8828049680770464,1.4366510218953386,0.7630376200688617,0.2758478606626989,0.4772728371565369,-0.2777779287933483,1.7181812796638787,0.9469278582285736,0,0.9340253174011801,0.7718097843331715,1.2254967769348184,1.716402425981003,0.28690106585039943,0.3475355296237239,1.9058315891747994,1.4905480634674486,-1.8095237036167047,0.7272727272727273,2.3846148559247973,1.0,0.5853473112591615,2.2605480430192686,12.0,1.5955848858581874,5.074898420785007,1.449041317459949,,,,,,0.4864498406517739,7586,-0.20454557761532122,252,-0.6306817907108657,504,-0.8409090986009575,756,-0.6727273030552041,1260,-0.1534093403453386,22,-0.27272740458784417,42,-0.4545455292664451,379,-0.30681814885303893,192,-0.27272740458784417,42,-0.4545455292664451,379,1.0409091445323901,2064,2.200909693775624,2077
HELE,1.1644942907434233,1997-03-31,-0.06862745098039214,-0.06862745098039214,0.8808510638297873,0.8831521739130435,1.2000000000000002,0.6499999999999999,0.1728395061728396,0.5030507093927762,0.05555555555555558,-0.04040404040404044,0.09595959595959602,0.27877237851662384,-0.01605385810460902,1.0,49.039711210293405,1.0,0.9087301587301587,1.7415140338046964,0.06862745098039214,11.875,1.6388888888888888,0.0736842105263158,0.0,1.7415140338046964,0.8760698701229277,0.5030507093927762,0.1264250744210518,0.21666666666666656,-0.11445783132530118,1.8929824561403503,0.9105142823281442,17,0.4157715262724977,0.477075689208697,0.828131725151145,0.9078223159023702,0.16692484201069369,0.47534805146371917,0.9369870856107607,0.9547641027918933,-0.9382716049382716,0.8181818181818182,1.1965317919075145,1.0,0.17027306029500758,1.175508496017967,13.0,2.474435349920705,5.650393627769292,0.83833120053238,,,,,,1.1734736392372533,7566,0.5473684210526315,252,0.08947368421052637,504,-0.4157894736842105,756,0.03578948974609375,1260,0.26315789473684204,159,0.0052631578947368585,164,0.06315789473684208,385,-0.3052631578947368,643,0.0052631578947368585,164,0.06315789473684208,385,1.0,325,2.0357894094366777,1828
MLKN,1.187336946532594,1997-04-30,-0.13232865898625978,-0.13232865898625978,0.7805424217739897,0.9846153846153847,1.3142426768873188,0.6076168053036459,0.12830904095424556,0.32372814631841296,0.09745758044332131,-0.07500060689199328,0.1724581873353146,0.27370866276073946,-0.04218624100163493,1.0,46.476368393032324,0.5,0.9404761904761905,2.5230126435688818,0.13232865898625978,10.356547355651855,2.0727586907447932,0.152510118441453,0.0,2.5230126435688818,0.8167702062404728,0.32372814631841296,0.2655416323425913,0.20478730790895883,-0.051282062482298274,3.9933516320574673,0.9557623382873828,3,0.3877199844486839,0.37746490866080523,1.1979278186206077,1.9156147555628649,0.10409886113635469,0.33564888264175874,0.8730678794231386,0.7942348326129833,-1.0123640306711734,0.8181818181818182,1.1854632521152277,1.0,0.35480453253527705,2.8950659061983486,15.0,2.3376189144566344,8.164955291630285,0.9756086999472557,,,,,,0.5816080975893556,7544,0.8764370083797537,252,0.24758520711622967,504,0.7327633812837218,756,0.5016131769534995,1260,0.6203674398761578,270,0.435571405905562,284,0.1044222789604099,442,-0.3059488138957259,3048,0.435571405905562,284,0.1044222789604099,442,1.0085255230221075,222,2.0045455520709874,5384
MLKN,1.1702911747904001,1997-05-30,-0.03991545107276151,-0.03991545107276151,0.9338030907791743,0.9854014598540146,1.089303476174004,0.3803787922554531,0.0693479118479472,0.3326042954160655,0.030882494243446468,0.10650715719794057,-0.0756246629544941,0.3113161000897029,0.04229880604620617,1.0,57.617889858533744,0.5,0.9166666666666666,2.697410161616228,0.03991545107276151,11.459593772888184,2.3226497956915138,0.04157493328828332,0.0,2.697410161616228,0.8971702062525009,0.3326042954160655,0.3039167411615519,0.20478730790895883,-0.051282062482298274,3.9933516320574673,0.9558546839719112,3,0.38756080048434555,0.3781366929688386,1.1671686559494379,1.1040213728923596,-0.003371419665167963,0.397336113684321,1.0174830007265445,-5.229960128015188e-05,-1.242481338097125,0.9090909090909091,1.4182307302585868,1.0,0.11120460290935061,0.8181382559283054,36.0,2.4388272632663637,8.164955291630285,0.9767940247715517,,,,,,0.4293699659336456,7523,0.5048317466631658,252,0.14025509611771714,504,0.5837716493200253,756,0.407187680354653,1260,0.46439851684239386,249,0.2973900770248301,263,-0.0018841976972027163,421,-0.30069435111022524,2962,0.2973900770248301,263,-0.0018841976972027163,421,1.0050253593985814,2403,2.2113815826977707,5752
MLKN,1.1841267265317899,1997-06-30,-0.13253026645318333,-0.13253026645318333,0.7941342314562126,0.9861111111111112,1.4149337181170147,0.27664040471712803,0.030675941395953865,0.3459317998351056,-0.046357894083121076,0.0,-0.046357894083121076,0.2276893602239658,0.012423402623470636,1.0,44.63864497153073,1.0,0.9246031746031746,2.7337846889741453,0.13253026645318333,11.5397310256958,1.9759899222073654,0.15277797175851648,0.0,2.7337846889741453,0.9457030578184804,0.3459317998351056,0.3029141669179349,0.20478730790895883,-0.051282062482298274,3.9933516320574673,0.9487239326437249,3,0.43897437334578526,0.3688525809888755,1.2684166562311463,1.6480945716696338,-0.15934311262922685,0.07144772134197352,1.0819436072355801,-0.6416276747765567,-1.3842577767210609,0.9090909090909091,1.435141483922156,1.0,0.20109481490573466,1.3095315645153094,14.0,2.445795952809687,5.189997292326833,0.9566324678279725,,,,,,0.41944375690324653,7502,0.35821172807086765,252,0.18156795480437027,504,0.5428831634957358,756,0.3863387515252741,1260,0.4542290532826292,228,0.2883803976517909,242,-0.008815577484331927,400,-0.3055506543854133,2941,0.2883803976517909,242,-0.008815577484331927,400,1.0071980122782231,2383,2.1890802572005534,5731
BOOM,1.1388830443299718,1997-07-31,-0.42763161135853067,-0.42763161135853067,0.374999953975583,0.9449339207048458,0.9400000255282106,-0.08490569975871831,0.3593749896125442,0.7221427317922586,0.011628102568811416,-0.10309282601147418,0.1147209285802856,0.02188375955656241,-0.0186126326989422,1.0,45.635190575331904,0.8,0.7380952380952381,1.1253813803814452,0.42763161135853067,4.8751749992370605,5.214284840552409,0.7471265357150927,0.0,1.1253813803814452,0.8126859843367998,0.7221427317922586,0.4922608473891957,0.4772728371565369,-0.2000001914615387,2.386361901300077,0.36222706642564817,25,0.65119472927254,0.8352264937245301,0.9003773575017274,0.6512487049760282,0.18444219423020747,-0.4042755017419848,0.2824412448501048,0.8761655035900028,-0.38062495082163106,0.5454545454545454,0.8124999058204052,0.0,0.19512286419174252,0.7495664787225731,118.0,1.5841560010849156,4.378922192497027,0.5254902529890056,,,,,,0.5035357550966193,7480,-0.2643678104707333,252,-0.6551723041793007,504,-0.862068958350185,756,-0.6873563121143688,1260,-0.17241333441184326,57,-0.27011478794516774,85,-0.4482758334007402,273,-0.31609173254689493,233,-0.27011478794516774,85,-0.4482758334007402,273,1.064368260393234,1958,2.0234486892241508,1966
MLKN,1.1645629564505011,1997-08-29,0.0,0.0,1.0,0.9873684210526316,1.7007174749648,0.4899351580014004,0.400623476096746,0.36237634917997963,0.018634547960224346,0.044293159340409005,-0.02565861138018466,0.4810583656189471,0.12394627330851726,1.0,65.79393552181703,1.0,0.9404761904761905,3.056589480182605,-0.0,16.611783981323242,2.964106493022079,0.0,1.0,3.056589480182605,1.107635736770504,0.36237634917997963,0.34068233934054615,0.37847265580934675,-0.051282062482298274,7.380215176407721,0.9451654409783234,3,0.4199145383168029,0.40347233356627804,1.1596376065020773,0.7675707748883703,0.3269318149532443,0.4067252781749733,1.4212081995534873,1.3578285496167457,-1.419717308320097,0.9090909090909091,1.8203407844168429,1.0,0.07527801737210095,0.46545858129635614,0.0,2.8101123219109763,9.700136143224725,0.9636104523204598,,,,,,-0.013953036038587885,7459,-0.20330646606713532,252,-0.079040604480766,504,0.23158282945966513,756,-0.3194976231890315,1260,0.010211314058818699,185,-0.10499900164868625,199,-0.31145254202978656,357,-0.31145254202978656,357,-0.10499900164868625,199,-0.31145254202978656,357,1.004536499184383,5320,-0.013953036038587885,7459
MLKN,1.1738825795311152,1997-09-30,-0.04677120070872742,-0.04677120070872742,0.9257596440643908,0.9879032258064516,1.4920025794554173,0.5051919550469248,0.3393880323968499,0.36559109472821466,0.028846015407303582,0.033816380746275465,-0.004970365338971883,0.4032552347231122,0.04315499268442902,1.0,54.16047795793849,1.0,0.9404761904761905,2.7833983818655232,0.04677120070872742,17.173534393310547,3.136822051526737,0.049066080193445494,0.0,2.7833983818655232,1.017585661490958,0.36559109472821466,0.34571252152874843,0.37847265580934675,-0.051282062482298274,7.380215176407721,0.9455637659975029,3,0.33938483505507483,0.4042001736363104,0.9299467919882852,0.9699509449391452,0.2963465225057602,0.28663773727087993,1.1954610823781657,0.9014052127955289,-1.236885055106132,0.9090909090909091,1.5762730875029818,1.0,0.09282371397103326,0.5790636300784382,7.0,2.843369500744463,11.18058997681297,0.9737639652160509,,,,,,-0.046206867751873104,7438,-0.25756040897044585,252,-0.09470980170988541,504,0.09268994981940004,756,-0.38640972256620976,1260,-0.02283293931792496,164,-0.13427469808009396,178,-0.3339750938428975,336,-0.3339750938428975,336,-0.13427469808009396,178,-0.3339750938428975,336,1.1428977602761834,5667,-0.046206867751873104,7438
ASML,1.2336128666342572,1997-10-31,-0.3073287368276926,-0.3073287368276926,0.6301563059844805,0.6631130063965884,4.63636242864924,1.3636358571754879,-0.16165963850887843,0.629338246503972,0.04830037720209934,-0.2729529120841564,0.32125328928625574,0.19242452129115883,-0.20870706779437187,1.0,35.21862107920566,0.5,0.9047619047619048,2.5641913873319906,0.3073287368276926,11.472794532775879,1.9521404348629758,0.44368628116631137,0.0,2.5641913873319906,1.6137437114041022,0.629338246503972,1.1973398428181996,0.4680049662145107,-0.2582279003949304,1.8123718060625906,0.9494334961766017,111,0.7256319191751955,0.6978666692546768,1.1551683892578746,1.7182674028464646,-0.13174035223186886,0.6050761486880354,2.781132350767566,-0.878795389455713,-3.25956052869658,0.8181818181818182,3.0979008901877014,1.0,0.4876439617503046,2.072590049207512,28.0,2.439978539894843,3.9793771365202866,1.7481723241720404,,,,,,131.19098200122576,7415,-0.3361772560936126,252,1.006826711372319,504,1.2525608895755371,756,-0.4913309094681447,1260,-0.18430025959059182,18,-0.2047779830869194,153,-0.3344708276250806,202,-0.3174060026282415,201,-0.2047779830869194,153,-0.3344708276250806,202,1.006826711372319,504,2.022185107900626,538
