asof,uw_frac_1m,ever_below_1m,end_below_1m,maxdd_1m,end_ret_1m,censored_1m,uw_frac_3m,ever_below_3m,end_below_3m,maxdd_3m,end_ret_3m,censored_3m,uw_frac_6m,ever_below_6m,end_below_6m,maxdd_6m,end_ret_6m,censored_6m,uw_frac_12m,ever_below_12m,end_below_12m,maxdd_12m,end_ret_12m,censored_12m
2003-11-28,0.0,0,0,0.0026297124857808107,0.0491802122732643,False,0.0,0.0,0.0,0.0026297124857808107,0.08419668743663311,False,0.0,0.0,0.0,0.0026297124857808107,0.044428374642199175,False,0.0,0.0,0.0,0.0026297124857808107,0.12858210320154306,False
2003-12-31,0.047619047619047616,1,0,-0.00044939489199857796,0.01976945040171829,False,0.09523809523809523,1.0,0.0,-0.012907063359825277,0.015318881360987913,False,0.14285714285714285,1.0,0.0,-0.01858807169000154,0.03531690241221064,False,0.17063492063492064,1.0,0.0,-0.03292656777982195,0.09388263139868713,False
2004-01-30,0.09523809523809523,1,0,-0.005551124981946209,0.02361709553651381,False,0.3333333333333333,1.0,1.0,-0.03204304046240192,-0.0023301193499972728,False,0.49206349206349204,1.0,1.0,-0.0376139156518267,-0.034811108002844704,False,0.44047619047619047,1.0,0.0,-0.05167444284664702,0.07294582143341133,False
2004-02-27,0.7619047619047619,1,1,-0.04500284792101761,-0.01769468288149645,False,0.8412698412698413,1.0,1.0,-0.0504991356309894,-0.020748353701797617,False,0.8809523809523809,1.0,1.0,-0.06437140887152382,-0.03503692304617634,False,0.6309523809523809,1.0,0.0,-0.06437140887152382,0.07328869924954784,False
2004-03-31,0.23809523809523808,1,1,-0.011229140493018819,-0.011229140493018819,False,0.47619047619047616,1.0,0.0,-0.037754256966806565,0.00675581386635038,False,0.626984126984127,1.0,1.0,-0.051812733765317254,-0.0113314215219944,False,0.373015873015873,1.0,0.0,-0.051812733765317254,0.06861943092455758,False
2004-04-30,0.5714285714285714,1,0,-0.019195382117265236,0.017124345691735376,False,0.30158730158730157,1.0,1.0,-0.019195382117265236,-0.0041279315038559306,False,0.30158730158730157,1.0,1.0,-0.033525005359777094,-0.0021620777994990625,False,0.15079365079365079,1.0,0.0,-0.033525005359777094,0.04567510636718786,False
2004-05-31,0.09523809523809523,1,0,-0.006823356101533062,0.013076069521185785,False,0.6349206349206349,1.0,1.0,-0.04979661657500323,-0.012001763380266706,False,0.5,1.0,0.0,-0.04979661657500323,0.05828308707644014,False,0.25,1.0,0.0,-0.04979661657500323,0.07766697565061698,False
2004-06-30,1.0,1,1,-0.0504673673831163,-0.03457624862384423,False,1.0,1.0,1.0,-0.06705716328907962,-0.02897975699546529,False,0.6984126984126984,1.0,0.0,-0.06705716328907962,0.06702757014695626,False,0.3492063492063492,1.0,0.0,-0.06705716328907962,0.0811527654791313,False
2004-07-30,0.8095238095238095,1,1,-0.03599802157080867,-0.0027966315636879235,False,0.30158730158730157,1.0,0.0,-0.03599802157080867,0.02264434523012837,False,0.15079365079365079,1.0,0.0,-0.03599802157080867,0.06402467023777803,False,0.07539682539682539,1.0,0.0,-0.03599802157080867,0.13591796190494243,False
2004-08-31,0.0,0,0,0.0009088559897192372,0.010760016827547014,False,0.06349206349206349,1.0,0.0,-0.007133939223632257,0.07276486542892169,False,0.031746031746031744,1.0,0.0,-0.007133939223632257,0.08784988233863444,False,0.015873015873015872,1.0,0.0,-0.007133939223632257,0.12425331867496214,False
2004-09-30,0.47619047619047616,1,0,-0.017000766207941775,0.012884190745611424,False,0.15873015873015872,1.0,0.0,-0.017000766207941775,0.09263825172396811,False,0.07936507936507936,1.0,0.0,-0.017000766207941775,0.061898111122014265,False,0.03968253968253968,1.0,0.0,-0.017000766207941775,0.11398550662004703,False
2004-10-29,0.0,0,0,0.002738420917893558,0.043808711103972,False,0.0,0.0,0.0,0.002738420917893558,0.04357640161231213,False,0.0,0.0,0.0,0.002738420917893558,0.029533423352424704,False,0.0,0.0,0.0,0.002738420917893558,0.07936019516406723,False
2004-11-30,0.0,0,0,0.0017810932496651333,0.03429702610962937,False,0.06349206349206349,1.0,0.0,-0.006696472337740955,0.03489331894438874,False,0.18253968253968253,1.0,0.0,-0.026324252586723107,0.027151123517966225,False,0.09126984126984126,1.0,0.0,-0.026324252586723107,0.07951215095627928,False
2004-12-31,1.0,1,1,-0.03574070070646895,-0.0224204535519803,False,0.8095238095238095,1.0,1.0,-0.03574070070646895,-0.020241994784500172,False,0.8095238095238095,1.0,0.0,-0.05479456400454241,0.0019755228492315258,False,0.4722222222222222,1.0,0.0,-0.05479456400454241,0.06108063236511607,False
2005-01-31,0.0,0,0,0.0037233566349736957,0.02598103303365895,False,0.31746031746031744,1.0,1.0,-0.033116599636512034,-0.016548230501268857,False,0.24603174603174602,1.0,0.0,-0.033116599636512034,0.05600706818330625,False,0.12301587301587301,1.0,0.0,-0.033116599636512034,0.08877424820379609,False
2005-02-28,0.5714285714285714,1,1,-0.030193559750596122,-0.016461633259903463,False,0.8412698412698413,1.0,0.0,-0.052913941875887605,0.0007656791026728893,False,0.5079365079365079,1.0,0.0,-0.052913941875887605,0.012325189804744285,False,0.29365079365079366,1.0,0.0,-0.052913941875887605,0.08664346194654327,False
2005-03-31,0.7142857142857143,1,1,-0.03526643215580805,-0.018734902228627837,False,0.42857142857142855,1.0,0.0,-0.03526643215580805,0.02267653595628949,False,0.21428571428571427,1.0,0.0,-0.03526643215580805,0.03805652601792531,False,0.10714285714285714,1.0,0.0,-0.03526643215580805,0.12483808256232276,False
2005-04-29,0.047619047619047616,1,0,-0.000258928772460143,0.03887668002847855,False,0.015873015873015872,1.0,0.0,-0.000258928772460143,0.07377616364608985,False,0.007936507936507936,1.0,0.0,-0.000258928772460143,0.04498382762719544,False,0.003968253968253968,1.0,0.0,-0.000258928772460143,0.15308387273592605,False
2005-05-31,0.047619047619047616,1,0,-0.00016585132500557265,0.0069769440332634325,False,0.015873015873015872,1.0,0.0,-0.00016585132500557265,0.014792452674079914,False,0.06349206349206349,1.0,0.0,-0.008990194839579302,0.07202582692492832,False,0.031746031746031744,1.0,0.0,-0.008990194839579302,0.06615098563073141,False
2005-06-30,0.0,0,0,0.002517333363374341,0.038261495689365876,False,0.0,0.0,0.0,0.002517333363374341,0.0242272331065716,False,0.07142857142857142,1.0,0.0,-0.010489248878981616,0.07379124110683821,False,0.03571428571428571,1.0,0.0,-0.010489248878981616,0.06317882454660562,False
2005-07-29,0.8095238095238095,1,1,-0.024082634339845477,-0.01656733918568587,False,0.873015873015873,1.0,1.0,-0.04695420640248138,-0.031209402197814873,False,0.5158730158730159,1.0,0.0,-0.04695420640248138,0.03340385355423359,False,0.25793650793650796,1.0,0.0,-0.04695420640248138,0.019802956894356738,False
2005-08-31,0.47619047619047616,1,0,-0.009424672128072631,0.004912362880316712,False,0.5079365079365079,1.0,0.0,-0.037935179263366425,0.03416008954337579,False,0.25396825396825395,1.0,0.0,-0.037935179263366425,0.0662452488496974,False,0.12698412698412698,1.0,0.0,-0.037935179263366425,0.07770779399948768,False
2005-09-30,1.0,1,1,-0.04559487719984501,-0.023650755707191995,False,0.4444444444444444,1.0,0.0,-0.04559487719984501,0.02286752215690746,False,0.2222222222222222,1.0,0.0,-0.04559487719984501,0.06663769155266763,False,0.1111111111111111,1.0,0.0,-0.04559487719984501,0.08798085107153586,False
2005-10-31,0.0,0,0,0.002996542073357311,0.04961242768782248,False,0.0,0.0,0.0,0.002996542073357311,0.07484269800260823,False,0.0,0.0,0.0,0.002996542073357311,0.10457422690030627,False,0.0,0.0,0.0,0.002996542073357311,0.16519134893267617,False
2005-11-30,0.047619047619047616,1,1,-0.0019138839291227283,-0.0019138839291227283,False,0.015873015873015872,1.0,0.0,-0.0019138839291227283,0.03704436765653418,False,0.007936507936507936,1.0,0.0,-0.0019138839291227283,0.01485143369396913,False,0.027777777777777776,1.0,0.0,-0.013718862852324931,0.14414591286195932,False
2005-12-30,0.0,0,0,0.011725881290204798,0.02401437204159418,False,0.0,0.0,0.0,0.007790641279548982,0.046631966631144106,False,0.023809523809523808,1.0,0.0,-0.011827615606631592,0.010358386944113951,False,0.015873015873015872,1.0,0.0,-0.011827615606631592,0.15845248842761017,False
2006-01-31,0.38095238095238093,1,0,-0.01584326470897046,0.014666380181334038,False,0.14285714285714285,1.0,0.0,-0.01584326470897046,0.026812106647641887,False,0.3253968253968254,1.0,0.0,-0.03500144981048159,0.0021655892175822533,False,0.1626984126984127,1.0,0.0,-0.03500144981048159,0.1407114953630404,False
2006-02-28,0.14285714285714285,1,0,-0.006628225138754162,0.01806993799920842,False,0.14285714285714285,1.0,0.0,-0.01998164347902731,0.005151406728304497,False,0.373015873015873,1.0,0.0,-0.04049479639299547,0.019581585401898804,False,0.1865079365079365,1.0,0.0,-0.04049479639299547,0.15995219007814487,False
2006-03-31,0.3333333333333333,1,0,-0.009165617151753347,0.011939006186391987,False,0.6666666666666666,1.0,1.0,-0.05607321611017657,-0.015384997325660676,False,0.5952380952380952,1.0,0.0,-0.05607321611017657,0.03797698019084339,False,0.2976190476190476,1.0,0.0,-0.05607321611017657,0.12485700509863173,False
2006-04-28,0.8095238095238095,1,1,-0.0479200420541408,-0.023503485746569686,False,0.9365079365079365,1.0,1.0,-0.06784840526664138,-0.031029454103028375,False,0.7063492063492064,1.0,0.0,-0.06784840526664138,0.05487826943280738,False,0.3531746031746032,1.0,0.0,-0.06784840526664138,0.15134016508819514,False
2006-05-31,0.8571428571428571,1,0,-0.03889908323593716,0.0025294311814050285,False,0.5079365079365079,1.0,0.0,-0.03889908323593716,0.027421115101800897,False,0.25396825396825395,1.0,0.0,-0.03889908323593716,0.11493533065393757,False,0.12698412698412698,1.0,0.0,-0.03889908323593716,0.21760925252923635,False
2006-06-30,0.7142857142857143,1,0,-0.03095503661196153,0.004478517638205171,False,0.30158730158730157,1.0,0.0,-0.03095503661196153,0.055375645822983044,False,0.15079365079365079,1.0,0.0,-0.03095503661196153,0.12346778124933633,False,0.07539682539682539,1.0,0.0,-0.03095503661196153,0.20455477564931135,False
2006-07-31,0.2857142857142857,1,0,-0.006804942544455184,0.021353315907376214,False,0.09523809523809523,1.0,0.0,-0.006804942544455184,0.0902646411434187,False,0.047619047619047616,1.0,0.0,-0.006804942544455184,0.12383068254950769,False,0.023809523809523808,1.0,0.0,-0.006804942544455184,0.22642572554693485,False
2006-08-31,0.19047619047619047,1,0,-0.005588063610785121,0.02700143116947995,False,0.06349206349206349,1.0,0.0,-0.005588063610785121,0.06882568308626547,False,0.031746031746031744,1.0,0.0,-0.005588063610785121,0.0784916501654136,False,0.015873015873015872,1.0,0.0,-0.005588063610785121,0.1421583765307386,False
2006-09-29,0.09523809523809523,1,0,-0.0037431420506762736,0.03166591036052058,False,0.031746031746031744,1.0,0.0,-0.0037431420506762736,0.07053690637475984,False,0.015873015873015872,1.0,0.0,-0.0037431420506762736,0.07183551406156052,False,0.007936507936507936,1.0,0.0,-0.0037431420506762736,0.15896878066521092,False
2006-10-31,0.14285714285714285,1,0,-0.009072098835350206,0.019449899537267168,False,0.047619047619047616,1.0,0.0,-0.009072098835350206,0.04206078394362289,False,0.023809523809523808,1.0,0.0,-0.009072098835350206,0.08649173083277217,False,0.011904761904761904,1.0,0.0,-0.009072098835350206,0.12200558284226903,False
2006-11-30,0.047619047619047616,1,0,-0.0022059155004804376,0.013371357839405018,False,0.031746031746031744,1.0,0.0,-0.0022059155004804376,0.005428987576503896,False,0.07936507936507936,1.0,0.0,-0.017182892055504162,0.1025919662849657,False,0.03968253968253968,1.0,0.0,-0.017182892055504162,0.027057890955738628,False
2006-12-29,0.23809523809523808,1,0,-0.007626359698645779,0.008261300627011803,False,0.3333333333333333,1.0,0.0,-0.030151088896032574,0.006447831274129179,False,0.16666666666666666,1.0,0.0,-0.030151088896032574,0.07080444188200685,False,0.08333333333333333,1.0,0.0,-0.030151088896032574,0.0501317517792792,False
2007-01-31,0.19047619047619047,1,1,-0.0295655697947127,-0.022539229002424,False,0.36507936507936506,1.0,0.0,-0.04452210951602675,0.03832786925946774,False,0.18253968253968253,1.0,0.0,-0.04452210951602675,0.0178322180123085,False,0.15079365079365079,1.0,1.0,-0.07386332326708422,-0.05161642322572513,False
2007-02-28,0.5714285714285714,1,0,-0.025402622149371945,0.011375489597335475,False,0.19047619047619047,1.0,0.0,-0.025402622149371945,0.08453725572248838,False,0.09523809523809523,1.0,0.0,-0.025402622149371945,0.06123724807886366,False,0.15079365079365079,1.0,1.0,-0.05533096509642943,-0.017752048530069175,False
2007-03-30,0.0,0,0,0.0011273793669350773,0.046972130427969994,False,0.0,0.0,0.0,0.0011273793669350773,0.0635785941256446,False,0.007936507936507936,1.0,0.0,-0.002479456104139799,0.07580162733101581,False,0.20238095238095238,1.0,1.0,-0.08558420591193738,-0.032812685204555936,False
2007-04-30,0.0,0,0,0.0025625551939321145,0.0266368483918471,False,0.0,0.0,0.0,0.002480917690320661,0.002480917690320661,False,0.21428571428571427,1.0,0.0,-0.04479143591159962,0.03268672094013647,False,0.4801587301587302,1.0,1.0,-0.12437111897536968,-0.04750747253577703,False
2007-05-31,0.7142857142857143,1,1,-0.02863885743441741,-0.014620668263333969,False,0.746031746031746,1.0,1.0,-0.07612937968122113,-0.05857428550242183,False,0.6825396825396826,1.0,1.0,-0.07612937968122113,-0.05140992336717609,False,0.8373015873015873,1.0,1.0,-0.15309825739125493,-0.07237355202318252,False
2007-06-29,0.14285714285714285,1,1,-0.03536578253346179,-0.020275662698173935,False,0.6031746031746031,1.0,0.0,-0.0624213533172876,0.016499043703684935,False,0.5476190476190477,1.0,0.0,-0.0624213533172876,0.002018477132641916,False,0.7698412698412699,1.0,1.0,-0.14053226475114244,-0.1076790152913435,False
2007-07-31,0.5238095238095238,1,0,-0.03211647144711305,0.005627086440916695,False,0.1746031746031746,1.0,0.0,-0.03211647144711305,0.05921467248866907,False,0.2777777777777778,1.0,1.0,-0.09389830217270534,-0.07781655360506334,False,0.6388888888888888,1.0,1.0,-0.1529752301259445,-0.1075401210581921,False
2007-08-31,0.14285714285714285,1,0,-0.012195773770575569,0.05042364147484357,False,0.2222222222222222,1.0,0.0,-0.04045876804668669,0.0016129078251583273,False,0.47619047619047616,1.0,1.0,-0.10537869187830473,-0.05404977764480079,False,0.7380952380952381,1.0,1.0,-0.1637071098606,-0.10384811481207135,False
2007-09-28,0.23809523809523808,1,0,-0.019072267888702643,0.010158510980451396,False,0.7142857142857143,1.0,1.0,-0.0762221984920618,-0.027043536968379467,False,0.8571428571428571,1.0,1.0,-0.15664360296857271,-0.12081822500730144,False,0.9285714285714286,1.0,1.0,-0.22402328196238508,-0.16926747739813663,False
2007-10-31,1.0,1,1,-0.0885868239618679,-0.048302615839270535,False,1.0,1.0,1.0,-0.15025053574117309,-0.12301309058623444,False,1.0,1.0,1.0,-0.1679318001625698,-0.09142957191266132,False,1.0,1.0,1.0,-0.4155995828525044,-0.40146828084449593,False
2007-11-30,0.5714285714285714,1,1,-0.024149186412645518,-0.019917136320477535,False,0.8571428571428571,1.0,1.0,-0.11601153554435129,-0.09504758527643076,False,0.9285714285714286,1.0,1.0,-0.13440523209011812,-0.04856843911941344,False,0.9642857142857143,1.0,1.0,-0.48169892651176793,-0.4537401653025357,False
2007-12-31,1.0,1,1,-0.10594376327393462,-0.07728613095109782,False,1.0,1.0,1.0,-0.12454694620496554,-0.0929255980098187,False,1.0,1.0,1.0,-0.12454694620496554,-0.11422351981357948,False,1.0,1.0,1.0,-0.47579597937477647,-0.38230824062663393,False
2008-01-31,0.8095238095238095,1,1,-0.03144777205801663,-0.02584236464772305,False,0.6825396825396826,1.0,0.0,-0.06820984334522262,0.011461869378055711,False,0.6349206349206349,1.0,1.0,-0.11045226140814701,-0.09096870116520273,False,0.8174603174603174,1.0,1.0,-0.4420624334108507,-0.38311294896320613,False
2008-02-29,0.7619047619047619,1,0,-0.04349139929717705,0.025902623514548972,False,0.2698412698412698,1.0,0.0,-0.04349139929717705,0.05136087312526261,False,0.5158730158730159,1.0,1.0,-0.08685442036270363,-0.03855195102977216,False,0.7579365079365079,1.0,1.0,-0.4272615166770348,-0.4075366963746243,False
2008-03-31,0.0,0,0,0.007274510671100298,0.05387626565022341,False,0.031746031746031744,1.0,1.0,-0.02347979587675686,-0.02347979587675686,False,0.5158730158730159,1.0,1.0,-0.11197028456401548,-0.09197081785520111,False,0.7579365079365079,1.0,1.0,-0.47407934970053933,-0.40343341243282205,False
2008-04-30,0.09523809523809523,1,0,-0.00448407425465791,0.01258510387087819,False,0.6507936507936508,1.0,1.0,-0.1205326018480235,-0.1012698289914209,False,0.8253968253968254,1.0,1.0,-0.35297628929245417,-0.3296545049852224,False,0.9126984126984127,1.0,1.0,-0.49800559578880255,-0.372450901516839,False
2008-05-30,0.9523809523809523,1,1,-0.08679773487211184,-0.08357588367037139,False,0.9841269841269841,1.0,1.0,-0.13362895627216054,-0.07892118962920547,False,0.9920634920634921,1.0,1.0,-0.4565992009984754,-0.3876029628547841,False,0.996031746031746,1.0,1.0,-0.5054809117019312,-0.3490356981325248,False
2008-06-30,0.9047619047619048,1,1,-0.0546178038201971,-0.013283182270421134,False,0.7142857142857143,1.0,1.0,-0.08884172187997708,-0.05071752989098299,False,0.8571428571428571,1.0,1.0,-0.40704223151841556,-0.3173760191549596,False,0.9285714285714286,1.0,1.0,-0.4603818477860798,-0.28357033887426764,False
2008-07-31,0.09523809523809523,1,0,-0.01450740754456259,0.015453889131875842,False,0.6349206349206349,1.0,1.0,-0.33425883852663807,-0.25646373193986693,False,0.8174603174603174,1.0,1.0,-0.4016657508781727,-0.32421773480299865,False,0.9087301587301587,1.0,1.0,-0.45548900937040127,-0.20921897086724994,False
2008-08-29,0.9523809523809523,1,1,-0.13017559407817125,-0.13017559407817125,False,0.9841269841269841,1.0,1.0,-0.4107716209218022,-0.3051865900120371,False,0.9920634920634921,1.0,1.0,-0.41228678052608825,-0.39480893358538083,False,0.996031746031746,1.0,1.0,-0.46377575933545545,-0.17891121568827162,False
2008-09-30,0.9523809523809523,1,1,-0.2762306050671376,-0.19751702786153114,False,0.9841269841269841,1.0,1.0,-0.3495129300761416,-0.24462872932745605,False,0.9920634920634921,1.0,1.0,-0.4080276043769193,-0.2856164668007932,False,0.996031746031746,1.0,1.0,-0.4080276043769193,-0.052965453906442916,False
2008-10-31,0.9047619047619048,1,1,-0.2207994588261336,-0.15201936034734875,False,0.9682539682539683,1.0,1.0,-0.2207994588261336,-0.13763899866759388,False,0.9841269841269841,1.0,1.0,-0.29089257518448886,-0.08333777758323246,False,0.7142857142857143,1.0,0.0,-0.29089257518448886,0.14512809378174674,False
2008-11-28,0.8095238095238095,1,1,-0.08857827539445196,-0.004415111802646088,False,0.8412698412698413,1.0,1.0,-0.17271447130264883,-0.17271447130264883,False,0.7857142857142857,1.0,0.0,-0.23784119373210333,0.02468710482420322,False,0.4087301587301587,1.0,0.0,-0.23784119373210333,0.24617339076477074,False
2008-12-31,0.7619047619047619,1,1,-0.1071588981152578,-0.08211434467569767,False,0.9206349206349206,1.0,1.0,-0.2452354265598039,-0.11248733341233386,False,0.6825396825396826,1.0,0.0,-0.2452354265598039,0.04045712435944493,False,0.35714285714285715,1.0,0.0,-0.2452354265598039,0.2668053608640739,False
2009-01-30,0.6190476190476191,1,1,-0.14765226117121222,-0.14765226117121222,False,0.5555555555555556,1.0,0.0,-0.1777139461085414,0.06296808529196296,False,0.2777777777777778,1.0,0.0,-0.1777139461085414,0.19700002210478207,False,0.1388888888888889,1.0,0.0,-0.1777139461085414,0.3490057287912014,False
2009-02-27,0.38095238095238093,1,0,-0.07872339134470707,0.07336549931283565,False,0.12698412698412698,1.0,0.0,-0.07872339134470707,0.23861359745731558,False,0.06349206349206349,1.0,0.0,-0.07872339134470707,0.4132996743466224,False,0.031746031746031744,1.0,0.0,-0.07872339134470707,0.5381152181039399,False
2009-03-31,0.0,0,0,0.01936564092533799,0.09934561419654608,False,0.0,0.0,0.0,0.01936564092533799,0.1723293238842707,False,0.0,0.0,0.0,0.01936564092533799,0.3343329763458853,False,0.0,0.0,0.0,0.01936564092533799,0.506105358126929,False
2009-04-30,0.0,0,0,0.005376809772174251,0.05845374387796465,False,0.0,0.0,0.0,0.005376809772174251,0.12609215522778827,False,0.0,0.0,0.0,0.005376809772174251,0.24923670440201184,False,0.0,0.0,0.0,0.005376809772174251,0.41212511661090234,False
2009-05-29,0.3333333333333333,1,0,-0.02967365428501223,0.007496385473381162,False,0.2698412698412698,1.0,0.0,-0.04401947674304696,0.12128834434810054,False,0.1349206349206349,1.0,0.0,-0.04401947674304696,0.21016825250581994,False,0.06746031746031746,1.0,0.0,-0.04401947674304696,0.2028421402027718,False
2009-06-30,0.42857142857142855,1,0,-0.043392890709313625,0.06199025995048202,False,0.14285714285714285,1.0,0.0,-0.043392890709313625,0.14135427777803922,False,0.07142857142857142,1.0,0.0,-0.043392890709313625,0.2298949887608781,False,0.03571428571428571,1.0,0.0,-0.043392890709313625,0.21445561896721976,False
2009-07-31,0.047619047619047616,1,0,-0.005060122376548959,0.036939279052703,False,0.015873015873015872,1.0,0.0,-0.005060122376548959,0.061707619559607574,False,0.007936507936507936,1.0,0.0,-0.005060122376548959,0.12283397292421205,False,0.003968253968253968,1.0,0.0,-0.005060122376548959,0.13880461606252403,False
2009-08-31,0.23809523809523808,1,0,-0.025765732762693894,0.03947812872843448,False,0.07936507936507936,1.0,0.0,-0.025765732762693894,0.09223657220662185,False,0.03968253968253968,1.0,0.0,-0.025765732762693894,0.09111655898481619,False,0.01984126984126984,1.0,0.0,-0.025765732762693894,0.06551157491089943,False
2009-09-30,0.23809523809523808,1,0,-0.029358428971765327,0.010038928518168788,False,0.14285714285714285,1.0,0.0,-0.029358428971765327,0.07174930950812741,False,0.07142857142857142,1.0,0.0,-0.029358428971765327,0.1216720078167719,False,0.05555555555555555,1.0,0.0,-0.029358428971765327,0.09537710254386833,False
2009-10-30,0.0,0,0,0.007338428749471548,0.06160629347577529,False,0.0,0.0,0.0,0.007338428749471548,0.04256599507616898,False,0.0,0.0,0.0,0.007338428749471548,0.17816715485914014,False,0.0,0.0,0.0,0.0010059503716630669,0.16539439649412135,False
2009-11-30,0.047619047619047616,1,0,-0.00300142760832256,0.0289775582955607,False,0.2222222222222222,1.0,0.0,-0.031652622146298715,0.023216398753103995,False,0.14285714285714285,1.0,0.0,-0.031652622146298715,0.004290191463629522,False,0.1984126984126984,1.0,0.0,-0.05708363211158285,0.11483183408039555,False
2009-12-31,0.3333333333333333,1,1,-0.036342237228881524,-0.021356704145291783,False,0.4126984126984127,1.0,0.0,-0.04980238947965776,0.054216029647159436,False,0.3968253968253968,1.0,1.0,-0.05655986957357961,-0.05655986957357961,False,0.3531746031746032,1.0,0.0,-0.07475674517347042,0.1508360177632615,False
2010-01-29,0.23809523809523808,1,0,-0.013967772346968776,0.04190331704090644,False,0.07936507936507936,1.0,0.0,-0.013967772346968776,0.13006482124238516,False,0.12698412698412698,1.0,0.0,-0.03986322678927334,0.04797715736980468,False,0.08333333333333333,1.0,0.0,-0.03986322678927334,0.21768909977860562,False
2010-02-26,0.0,0,0,0.010385047652844426,0.06378131531168862,False,0.07936507936507936,1.0,0.0,-0.02825230916441368,0.004299740838799693,False,0.373015873015873,1.0,1.0,-0.06890800375897,-0.03857014027631722,False,0.21825396825396826,1.0,0.0,-0.06890800375897,0.23241481776674977,False
2010-03-31,0.0,0,0,0.006837762620745869,0.015470240474308783,False,0.6190476190476191,1.0,1.0,-0.10507893648497757,-0.10507893648497757,False,0.8095238095238095,1.0,1.0,-0.12233998648625777,-0.008684727518431745,False,0.42857142857142855,1.0,0.0,-0.12233998648625777,0.1309120560894077,False
2010-04-30,0.9523809523809523,1,1,-0.0979719649325328,-0.07945471423686135,False,0.9841269841269841,1.0,1.0,-0.13571074903800018,-0.06272808524761042,False,0.9365079365079365,1.0,0.0,-0.13571074903800018,0.00920123143490681,False,0.46825396825396826,1.0,0.0,-0.13571074903800018,0.12715952610320458,False
2010-05-31,0.47619047619047616,1,1,-0.04264640738241743,-0.04264640738241743,False,0.5079365079365079,1.0,1.0,-0.061111642926401144,-0.03327558469222458,False,0.2857142857142857,1.0,0.0,-0.061111642926401144,0.09399902824811956,False,0.14285714285714285,1.0,0.0,-0.061111642926401144,0.2558725019936883,False
