alpha_yr,p10,median,p90,mean,n_iters
0.0,39.75163981098893,39.75163981098893,39.75163981098893,39.751639810988934,30
0.02,32.10360883931899,37.117616374920345,39.75163981098893,36.19651029018941,30
0.04,26.869117044802255,33.590498254958476,37.650932454328654,32.28147511239692,30
0.06,21.42018723069978,27.838635211651784,33.566489671217,27.659053182441312,30
0.08,19.055392810365397,23.612250030653158,32.50592031226065,24.905356462770577,30
0.12,11.695739782163153,18.55685181845742,26.36109652216721,19.213812449789224,30
0.16,5.758693542589158,14.529171487444659,23.749089571126216,14.447484484910522,30
0.2,-4.311725292957428,6.62204228520209,16.57812913881782,6.322683454711789,30
