date,equity,ret_m,regime,n_picks,gross,picks,weights_csv
2003-09-30,1.016347784671775,0.017365149821596593,bull,2,1.0,"CSX,SRE","0.5000,0.5000"
2003-10-31,1.0605466794459635,0.04348796292054913,recovery,2,1.0,"CSX,SRE","0.5000,0.5000"
2003-11-28,1.1300788252980685,0.06556255108773623,recovery,2,1.0,"CSX,SRE","0.5000,0.5000"
2003-12-31,1.0815181040548794,-0.04297109206552985,recovery,2,1.0,"CSX,SRE","0.5000,0.5000"
2004-01-30,1.0924621269783934,0.010119130583650993,recovery,2,1.0,"CSX,SRE","0.5000,0.5000"
2004-02-27,1.0769012983230393,-0.014243815205194577,recovery,2,1.0,"CSX,SRE","0.5000,0.5000"
2004-03-31,1.0599466816882075,-0.014758649627597209,bull,2,1.0,"AAPL,MO","0.5000,0.5000"
2004-04-30,1.035905818753386,-0.02268120024351683,bull,2,1.0,"AAPL,MO","0.5000,0.5000"
2004-05-31,1.1487477406355726,0.10893067674625179,recovery,2,1.0,"AAPL,MO","0.5000,0.5000"
2004-06-30,1.1171014820035576,-0.027548483894737352,recovery,2,1.0,"AAPL,MO","0.5000,0.5000"
2004-07-30,1.1700760440024622,0.04742144098125556,normal,2,1.0,"AAPL,MO","0.5000,0.5000"
2004-08-31,1.2278463336999483,0.049373106981895065,normal,2,1.0,"AAPL,MO","0.5000,0.5000"
2004-09-30,1.3872356766540084,0.13094306904882186,normal,3,1.0,"AAPL,NI,NEE","0.3333,0.3333,0.3333"
2004-10-29,1.5378665980547181,0.10858351175340981,normal,3,1.0,"AAPL,NI,NEE","0.3333,0.3333,0.3333"
2004-11-30,1.573113576602438,0.02291939924588023,recovery,3,1.0,"AAPL,NI,NEE","0.3333,0.3333,0.3333"
2004-12-31,1.6962812495763293,0.07829547389699927,recovery,3,1.0,"AAPL,NI,NEE","0.3333,0.3333,0.3333"
2005-01-31,1.8041172251364404,0.06357199054522629,normal,3,1.0,"AAPL,NI,NEE","0.3333,0.3333,0.3333"
2005-02-28,1.7779545751457322,-0.01450163527413232,recovery,3,1.0,"AAPL,NI,NEE","0.3333,0.3333,0.3333"
2005-03-31,1.7577120154371093,-0.0103957032874048,normal,3,1.0,"CSX,WEN,NI","0.3333,0.3333,0.3333"
2005-04-29,1.8781563320084573,0.06852335053384487,normal,3,1.0,"CSX,WEN,NI","0.3333,0.3333,0.3333"
2005-05-31,1.9314706308794813,0.028386507535297145,recovery,3,1.0,"CSX,WEN,NI","0.3333,0.3333,0.3333"
2005-06-30,2.0166482888586117,0.04409989808664364,normal,3,1.0,"CSX,WEN,NI","0.3333,0.3333,0.3333"
2005-07-29,1.957916508950671,-0.029123462049588118,recovery,3,1.0,"CSX,WEN,NI","0.3333,0.3333,0.3333"
2005-08-31,2.0159171360086545,0.029623646765749134,bull,3,1.0,"CSX,WEN,NI","0.3333,0.3333,0.3333"
2005-09-30,2.0001526719730593,-0.00682682287033065,recovery,3,1.0,"CSX,NI,CL","0.3333,0.3333,0.3333"
2005-10-31,2.003126401259887,0.001486751150798141,normal,3,1.0,"CSX,NI,CL","0.3333,0.3333,0.3333"
2005-11-30,2.0156289621513808,0.0062415236919797605,recovery,3,1.0,"CSX,NI,CL","0.3333,0.3333,0.3333"
2005-12-30,2.052945584647384,0.018513636783713018,normal,3,1.0,"CSX,NI,CL","0.3333,0.3333,0.3333"
2006-01-31,2.073173593415412,0.009853163629518455,recovery,3,1.0,"CSX,NI,CL","0.3333,0.3333,0.3333"
2006-02-28,2.151127458419707,0.037601224157920554,recovery,3,1.0,"CSX,NI,CL","0.3333,0.3333,0.3333"
2006-03-31,2.163644569249618,0.006825686293980467,recovery,3,1.0,"NVDA,PEG,EXC","0.3333,0.3333,0.3333"
2006-04-28,2.061840356098746,-0.04705218897675915,recovery,3,1.0,"NVDA,PEG,EXC","0.3333,0.3333,0.3333"
2006-05-31,2.0458932844042867,-0.00773438721736582,bull,3,1.0,"NVDA,PEG,EXC","0.3333,0.3333,0.3333"
2006-06-30,2.099473055198545,0.02618893722497321,normal,3,1.0,"NVDA,PEG,EXC","0.3333,0.3333,0.3333"
2006-07-31,2.388998695569507,0.13790395625895843,recovery,3,1.0,"NVDA,PEG,EXC","0.3333,0.3333,0.3333"
2006-08-31,2.3017446931627945,-0.036523252427273535,recovery,3,1.0,"NVDA,PEG,EXC","0.3333,0.3333,0.3333"
2006-09-29,2.4970206698717585,0.08592416764835258,recovery,3,1.0,"NVDA,HPQ,WMB","0.3333,0.3333,0.3333"
2006-10-31,2.6765477727072584,0.07189652252446921,recovery,3,1.0,"NVDA,HPQ,WMB","0.3333,0.3333,0.3333"
2006-11-30,2.6680404256428383,-0.0031784775714334117,recovery,3,1.0,"NVDA,HPQ,WMB","0.3333,0.3333,0.3333"
2006-12-29,2.5899586718733922,-0.02926558121795815,recovery,3,1.0,"NVDA,HPQ,WMB","0.3333,0.3333,0.3333"
2007-01-31,2.5207857165603715,-0.026708130930516306,recovery,3,1.0,"NVDA,HPQ,WMB","0.3333,0.3333,0.3333"
2007-02-28,2.528661781772575,0.003124448524308005,bull,3,1.0,"NVDA,HPQ,WMB","0.3333,0.3333,0.3333"
2007-03-30,2.6794598099971716,0.06069620353456576,recovery,3,1.0,"NVDA,T,SCHW","0.3333,0.3333,0.3333"
2007-04-30,2.9466199871204433,0.09970673048593084,recovery,3,1.0,"NVDA,T,SCHW","0.3333,0.3333,0.3333"
2007-05-31,3.0543098782089966,0.036546922086750595,recovery,3,1.0,"NVDA,T,SCHW","0.3333,0.3333,0.3333"
2007-06-29,3.1497856700260995,0.031259366476949824,bull,3,1.0,"NVDA,T,SCHW","0.3333,0.3333,0.3333"
