date,equity,ret_m,regime,n_picks,gross,picks,weights_csv
2003-09-30,1.0149856261319776,0.016001627759737458,bull,2,1.0,"CSX,SRE","0.4903,0.5097"
2003-10-31,1.058638762615464,0.04300862530422689,recovery,2,1.0,"CSX,SRE","0.4903,0.5097"
2003-11-28,1.1281496854971935,0.06566066285915736,recovery,2,1.0,"CSX,SRE","0.4903,0.5097"
2003-12-31,1.081393421502412,-0.04144508888833798,recovery,2,1.0,"CSX,SRE","0.4903,0.5097"
2004-01-30,1.092500685664567,0.010271251832402791,recovery,2,1.0,"CSX,SRE","0.4903,0.5097"
2004-02-27,1.0774693350344189,-0.013758664710589664,recovery,2,1.0,"CSX,SRE","0.4903,0.5097"
2004-03-31,1.066953860483621,-0.008768187048339508,bull,2,1.0,"AAPL,MO","0.4059,0.5941"
2004-04-30,1.0204467897210374,-0.043588642850500924,bull,2,1.0,"AAPL,MO","0.4059,0.5941"
2004-05-31,1.1218652548446288,0.09938633365813856,recovery,2,1.0,"AAPL,MO","0.4059,0.5941"
2004-06-30,1.0864418641483191,-0.0315754414742221,recovery,2,1.0,"AAPL,MO","0.4059,0.5941"
2004-07-30,1.1340663899009826,0.043835319057773076,normal,2,1.0,"AAPL,MO","0.4059,0.5941"
2004-08-31,1.1742391809657877,0.03542366780512101,normal,2,1.0,"AAPL,MO","0.4059,0.5941"
2004-09-30,1.3087710584295509,0.11568508427014434,normal,2,1.0,"AAPL,NI","0.2611,0.7389"
2004-10-29,1.4196432419733247,0.08471472747633484,normal,2,1.0,"AAPL,NI","0.2611,0.7389"
2004-11-30,1.4526504974089878,0.023250387463389952,recovery,2,1.0,"AAPL,NI","0.2611,0.7389"
2004-12-31,1.542914547538248,0.06213748612640086,recovery,2,1.0,"AAPL,NI","0.2611,0.7389"
2005-01-31,1.5971344838297903,0.03514124380903096,normal,2,1.0,"AAPL,NI","0.2611,0.7389"
2005-02-28,1.5752977575341094,-0.01367244055949397,recovery,2,1.0,"AAPL,NI","0.2611,0.7389"
2005-03-31,1.5248671727710297,-0.0310444111044089,normal,2,1.0,"CSX,WEN","0.5399,0.4601"
2005-04-29,1.6478255207576964,0.08063544824250077,normal,2,1.0,"CSX,WEN","0.5399,0.4601"
2005-05-31,1.695986660463604,0.029227086908911473,recovery,2,1.0,"CSX,WEN","0.5399,0.4601"
2005-06-30,1.8149950708110034,0.07017060518322013,normal,2,1.0,"CSX,WEN","0.5399,0.4601"
2005-07-29,1.7423809192235946,-0.04000790567159074,recovery,2,1.0,"CSX,WEN","0.5399,0.4601"
2005-08-31,1.8180448127288178,0.04342557512563841,bull,2,1.0,"CSX,WEN","0.5399,0.4601"
2005-09-30,1.802566432523252,-0.0075212719216282645,recovery,3,0.9999999999999999,"CSX,NI,CL","0.2812,0.4137,0.3052"
2005-10-31,1.7846899533451157,-0.009917237365345047,normal,3,0.9999999999999999,"CSX,NI,CL","0.2812,0.4137,0.3052"
2005-11-30,1.786984993041568,0.0012859598902041985,recovery,3,0.9999999999999999,"CSX,NI,CL","0.2812,0.4137,0.3052"
2005-12-30,1.8139778942574019,0.015105275825450574,normal,3,0.9999999999999999,"CSX,NI,CL","0.2812,0.4137,0.3052"
2006-01-31,1.828727674433691,0.00813117967037165,recovery,3,0.9999999999999999,"CSX,NI,CL","0.2812,0.4137,0.3052"
2006-02-28,1.8851794975997658,0.030869453093149323,recovery,3,0.9999999999999999,"CSX,NI,CL","0.2812,0.4137,0.3052"
2006-03-31,1.8927333278664398,0.005011967419827211,recovery,3,1.0,"NVDA,PEG,EXC","0.2355,0.3772,0.3872"
2006-04-28,1.850277773718582,-0.022430816598825922,recovery,3,1.0,"NVDA,PEG,EXC","0.2355,0.3772,0.3872"
2006-05-31,1.8534364396456322,0.0017071306654145302,bull,3,1.0,"NVDA,PEG,EXC","0.2355,0.3772,0.3872"
2006-06-30,1.8982320170329576,0.024168930980924423,normal,3,1.0,"NVDA,PEG,EXC","0.2355,0.3772,0.3872"
2006-07-31,2.1109522780761494,0.1120623080500378,recovery,3,1.0,"NVDA,PEG,EXC","0.2355,0.3772,0.3872"
2006-08-31,2.0186117479183103,-0.0437435422471961,recovery,3,1.0,"NVDA,PEG,EXC","0.2355,0.3772,0.3872"
2006-09-29,2.165321185316365,0.0737521349638304,recovery,3,1.0,"NVDA,HPQ,WMB","0.2394,0.4071,0.3535"
2006-10-31,2.3175516529858107,0.07030387394801386,recovery,3,1.0,"NVDA,HPQ,WMB","0.2394,0.4071,0.3535"
2006-11-30,2.315309397877655,-0.000967510305656942,recovery,3,1.0,"NVDA,HPQ,WMB","0.2394,0.4071,0.3535"
2006-12-29,2.2951683052458485,-0.008699093369667467,recovery,3,1.0,"NVDA,HPQ,WMB","0.2394,0.4071,0.3535"
2007-01-31,2.21598837036357,-0.0344985309797563,recovery,3,1.0,"NVDA,HPQ,WMB","0.2394,0.4071,0.3535"
2007-02-28,2.2440740093141653,0.012674091311222564,bull,3,1.0,"NVDA,HPQ,WMB","0.2394,0.4071,0.3535"
2007-03-30,2.3247134239169376,0.03697135420792563,recovery,3,1.0,"NVDA,T,SCHW","0.1815,0.5069,0.3116"
2007-04-30,2.5560203496005354,0.09949911387093302,recovery,3,1.0,"NVDA,T,SCHW","0.1815,0.5069,0.3116"
2007-05-31,2.581252512200377,0.009871659513111877,recovery,3,1.0,"NVDA,T,SCHW","0.1815,0.5069,0.3116"
2007-06-29,2.5976095876320606,0.0063368753558095525,bull,3,1.0,"NVDA,T,SCHW","0.1815,0.5069,0.3116"
2007-07-31,2.6638532668892267,0.025501784245242454,bull,3,1.0,"NVDA,T,SCHW","0.1815,0.5069,0.3116"
2007-08-31,2.852192965250713,0.07070197923529944,recovery,3,1.0,"NVDA,T,SCHW","0.1815,0.5069,0.3116"
2007-09-28,2.7258544227523815,-0.04333856825206357,recovery,3,1.0,"NVDA,AMZN,JCI","0.3939,0.3271,0.2790"
2007-10-31,2.604208479644891,-0.04462672037513314,recovery,3,1.0,"NVDA,AMZN,JCI","0.3939,0.3271,0.2790"
