name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,cfg
v3_baseline,0.3977406189318511,0.1194382410561079,27.83023778757432,0.9553637477926258,-0.49828619285029263,4,0.42800538003320804,0.39897919814733074,0.14492104439496223,1.0879351638068608,1.0309443895155632,0.7301722273690158,-0.2976965019041197,-0.4745918757975244,27.994518269377345,10,9,10,"{""name"": ""v3_baseline"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.0|w=invvol|k5_3_3|h6,0.27544040353310373,0.1194382410561079,15.600216247699583,0.8203148907715568,-0.7507375000257831,0,0.3144593471797634,0.28909907798756185,-0.023978523436767873,0.5550646981639542,1.0851231177056562,0.19265256965223157,-0.36136440987535273,-0.6845355124572204,16.63991498403288,9,9,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.0|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.3|w=ew|k3_3_3|h6,0.1940329687294835,0.1194382410561079,7.4594727673375605,0.8330459646094912,-0.6526373304578155,0,0.22015815225795138,0.23954004066423606,-0.2350324862109534,0.6448093650349691,0.9217254184941425,-0.6092149595894778,-0.3446561477419089,-0.6526373304578154,7.209795491851681,9,7,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.3|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.3|w=ew|k5_3_3|h6,0.2065713750280529,0.1194382410561079,8.7133133971945,0.8949977021990316,-0.5114920757392445,0,0.22461969342624374,0.20802778752114326,-0.143806936227453,0.6120445485452413,0.9425258811199896,-0.3148338461886128,-0.30294667582704504,-0.5114920757392447,7.655949608680915,9,7,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.3|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.3|w=invvol|k3_3_3|h6,0.1914672859205513,0.1194382410561079,7.202904486444339,0.8533230652071535,-0.6013954971924099,0,0.2216427929688412,0.24250053320058074,-0.19926323918967248,0.4997893720701927,0.9972135825827024,-0.49340468422819994,-0.3339715009124175,-0.6013954971924099,7.35825956294066,9,6,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.3|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.3|w=invvol|k5_3_3|h6,0.2007793687547621,0.1194382410561079,8.134112769865421,0.911334302671176,-0.4810565755397746,0,0.22275821787826144,0.22050656541174052,-0.11570901397364075,0.4706626899295878,1.0133434670864347,-0.2143950118648652,-0.2983471850246622,-0.4810565755397746,7.4698020538826855,9,7,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.0|vt0.3|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.0|w=ew|k3_3_3|h6,0.24071437672178697,0.1194382410561079,12.127613566567907,0.6992505431774616,-0.8191498174615551,0,0.28804605850213605,0.32334489850341475,-0.31756138130044687,0.7816227165766676,0.9502513848336834,-0.3178102080723517,-0.46772071269362325,-0.8191498174615552,13.998586116270143,9,7,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.0|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.0|w=ew|k5_3_3|h6,0.28610667262099687,0.1194382410561079,16.6668431564889,0.8143092518657676,-0.7450762701786589,0,0.32219503986365927,0.30575059151410844,-0.09109362729384263,0.7205315452418508,1.0273878048366805,0.0765255353310632,-0.38651224883788293,-0.7052006890431137,17.413484252422464,9,9,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.0|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.0|w=invvol|k3_3_3|h6,0.2383096157256972,0.1194382410561079,11.88713746695893,0.7151974776109166,-0.7513532380860451,0,0.2877119864929666,0.3023662266293946,-0.22064034037647895,0.6083908649205314,1.0359873882521096,-0.16347524323274698,-0.43477848223296867,-0.7336222802331519,13.965178915353198,9,7,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.0|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.0|w=invvol|k5_3_3|h6,0.27544040353310373,0.1194382410561079,15.600216247699583,0.8203148907715568,-0.7507375000257831,0,0.3144593471797634,0.28909907798756185,-0.023978523436767873,0.5550646981639542,1.0851231177056562,0.19265256965223157,-0.36136440987535273,-0.6845355124572204,16.63991498403288,9,9,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.0|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.3|w=ew|k3_3_3|h6,0.20073414044740412,0.1194382410561079,8.129589939129623,0.8557204044814639,-0.6440400992299951,0,0.22775986602772766,0.25331828052178607,-0.22775307839222125,0.6509556586537828,0.9473534536900428,-0.5809048882804565,-0.3413810231218001,-0.6440400992299952,7.9699668688293075,9,7,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.3|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.3|w=ew|k5_3_3|h6,0.21302143467295465,0.1194382410561079,9.358319361684675,0.9171556924069632,-0.4999859380117806,0,0.23190874233781042,0.2204520119382255,-0.13603149900377376,0.6180490599310537,0.9673222390213709,-0.2862697244170652,-0.3001691258568892,-0.4999859380117806,8.384854499837578,9,8,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.3|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.3|w=invvol|k3_3_3|h6,0.19629077314702648,0.1194382410561079,7.685253209091858,0.8701116817671715,-0.5921934909865529,0,0.22703403517541804,0.2516110634838473,-0.19209514337707578,0.5048865453633924,1.0140947626347827,-0.466065279113436,-0.33059452014051616,-0.5921934909865529,7.897383783598346,9,6,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.3|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.3|w=invvol|k5_3_3|h6,0.20548552888873317,0.1194382410561079,8.604728783262527,0.9280730509425842,-0.48062154232886206,0,0.22803285253573904,0.22892914165501554,-0.10812432206581069,0.4756436012825018,1.0303657171611735,-0.18756544578344653,-0.2967446366589187,-0.480621542328862,7.9972655196304405,9,7,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.0|cy0.03|vt0.3|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.0}"
g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.0|w=ew|k3_3_3|h6,0.03357171885627186,0.1194382410561079,-8.586652219983604,0.4119253295451887,-0.2712855862886264,215,-0.0032104905117103623,0.0,-0.03210490511710362,0.0,-0.05773502691896256,-0.5773502691896256,0.0,0.0,-15.127068785114497,0,0,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.0|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.0|w=ew|k5_3_3|h6,0.0339162878999959,0.1194382410561079,-8.5521953156112,0.4138022726567683,-0.2712855862886264,215,-0.0032104905117103623,0.0,-0.03210490511710362,0.0,-0.05773502691896256,-0.5773502691896256,0.0,0.0,-15.127068785114497,0,0,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.0|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.0|w=invvol|k3_3_3|h6,0.023885287363617058,0.1194382410561079,-9.555295369249084,0.3484550748420774,-0.2890478966037341,215,-0.0034942018881994885,0.0,-0.034942018881994885,0.0,-0.05773502691896258,-0.5773502691896258,0.0,0.0,-15.155439922763412,0,0,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.0|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.0|w=invvol|k5_3_3|h6,0.024015279826525626,0.1194382410561079,-9.542296122958227,0.34666817893825835,-0.28904789660373414,215,-0.0034942018881994885,0.0,-0.034942018881994885,0.0,-0.05773502691896258,-0.5773502691896258,0.0,0.0,-15.155439922763412,0,0,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.0|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.3|w=ew|k3_3_3|h6,0.03303933989142571,0.1194382410561079,-8.63989011646822,0.40488829282665006,-0.2891243131881024,211,-0.0058385155174659475,0.0,-0.058385155174659475,0.0,-0.05539363867196363,-0.5539363867196363,-0.01668899966831313,-0.16688999668313131,-15.389871285690054,0,0,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.3|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.3|w=ew|k5_3_3|h6,0.0324261994465076,0.1194382410561079,-8.70120416096003,0.3979736293095729,-0.3036907119302379,211,-0.006486106567768146,0.0,-0.06486106567768146,0.0,-0.06498865168501212,-0.6498865168501212,-0.016384563017855278,-0.16384563017855278,-15.454630390720274,0,0,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.3|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.3|w=invvol|k3_3_3|h6,0.024352644634184628,0.1194382410561079,-9.508559642192328,0.3469380653922181,-0.2819285607116564,211,-0.00503718090816313,0.0,-0.0503718090816313,0.0,-0.04505541354081334,-0.45055413540813344,-0.0146890689016369,-0.146890689016369,-15.309737824759775,0,0,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.3|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.3|w=invvol|k5_3_3|h6,0.022725176145048875,0.1194382410561079,-9.671306491105902,0.32717867216278135,-0.3089426013877759,211,-0.006243276599699188,0.0,-0.06243276599699188,0.0,-0.06308088250229829,-0.630808825022983,-0.014624855014048749,-0.1462485501404875,-15.43034739391338,0,0,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.0|vt0.3|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.0|w=ew|k3_3_3|h6,0.2665237648623118,0.1194382410561079,14.708552380620388,0.9381168341634972,-0.3604199348257967,94,0.23752930407208978,0.055949932725429696,-0.038238172889660804,1.095708399373982,0.5915522977919275,-0.27253185122156204,-0.19721681350526893,-0.36041993482579693,8.946910673265517,8,4,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.0|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.0|w=ew|k5_3_3|h6,0.2553531965373823,0.1194382410561079,13.59149554812744,0.9294154491211352,-0.360419934825797,94,0.22321244180005992,0.05282645682920517,-0.038238172889660804,0.9932816334261552,0.5835606741021696,-0.27253185122156204,-0.19214115362790718,-0.36041993482579676,7.51522444606253,8,4,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.0|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.0|w=invvol|k3_3_3|h6,0.0615727041290024,0.1194382410561079,-5.78655369271055,0.46936458918120777,-0.32620100584790473,125,0.04703188666892823,0.044338278662751196,-0.09849633152130055,0.17679234950188816,0.3224695883073779,-0.6044080804713559,-0.20031806066242114,-0.32620100584790485,-10.102831067050639,8,3,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.0|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.0|w=invvol|k5_3_3|h6,0.05900370676960409,0.1194382410561079,-6.0434534286503805,0.45089784116452003,-0.3262010058479048,125,0.04317623680974766,0.04403778338717079,-0.09849633152130055,0.17679234950188816,0.3035113526520325,-0.6044080804713559,-0.20031806066242114,-0.32620100584790485,-10.488396052968694,8,2,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.0|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.3|w=ew|k3_3_3|h6,0.18784374227750633,0.1194382410561079,6.8405501221398435,0.9797505089137314,-0.310834937969223,69,0.1940665279694022,0.22640105065112037,-0.0931851632510804,0.46066588793496055,0.8462707720119221,-0.7535153517005847,-0.2027567482539292,-0.310834937969223,4.600633062996759,8,6,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.3|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.3|w=ew|k5_3_3|h6,0.10921526973512719,0.1194382410561079,-1.0222971320980712,0.7048247481861626,-0.36916642010838296,94,0.0869300106223097,0.05864902387075399,-0.05463056973206093,0.26501794107628807,0.5052716314378565,-0.10251102814877877,-0.23481256584055227,-0.369166420108383,-6.11301867171249,7,3,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.3|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.3|w=invvol|k3_3_3|h6,0.06959077496761412,0.1194382410561079,-4.9847466088493775,0.535572161923936,-0.3675117064838778,128,0.050106234892698095,0.007921800395546574,-0.049407558541604946,0.3603774956610406,0.257704801891692,-0.2858309189856162,-0.20487595815526588,-0.3675117064838779,-9.79539624467365,5,1,10,"{""name"": ""g=tight|p2|ddr0.0|ts0.25|cy0.03|vt0.3|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 2, ""trailing_stop"": 0.25}"
