universe,strategy,split,cagr,edge_pp,sharpe,max_dd
sp500_pit,v3,A1,0.22877606618264035,8.79670603470213,0.9039063430302811,-0.35390577141144486
sp500_pit,v3,A2,0.35372846663093793,20.66036403684246,0.8896115365852714,-0.35390577141144475
sp500_pit,v3,A3,0.3894938823404377,24.197761138591733,0.8985786767713427,-0.35390577141144486
sp500_pit,v3,R1_GFC,1.0879351638068608,108.74625678080375,1.2497703444569324,-0.4745918757975244
sp500_pit,v3,R2,0.43128261774350896,27.50203975192358,1.3788435384137174,-0.21278097184504646
sp500_pit,v3,R3,0.14492104439496223,-1.5240653660877124,0.7301722273690158,-0.1496678898420978
sp500_pit,v3,R4,0.19597616155772335,6.551426095002655,0.7608997134101493,-0.3539057714114448
sp500_pit,v3,R5_COVID,0.6219527077799107,56.56426405294659,1.024891712713493,-0.2997878904769665
sp500_pit,v3,R6_AI,0.4084645139542238,4.895514129685741,1.3520484968661928,-0.1247254149568162
sp500_pit,v3,STRICT,0.4175231759408744,23.554916039362507,1.120721305539238,-0.2997878904769665
sp500_pit,A,A1,0.2697459980817847,12.893699224616562,1.1196784187600497,-0.37364181754203274
sp500_pit,A,A2,0.4178653042740912,27.074047801157786,1.0208458664272255,-0.3736418175420329
sp500_pit,A,A3,0.3376940806499884,19.017780969546806,0.8279746507232053,-0.3736418175420329
sp500_pit,A,R1_GFC,1.0609166145484568,106.04440185496333,1.2884405692568164,-0.3968204881178004
sp500_pit,A,R2,0.3214806365926033,16.521841636833013,1.3510275882569078,-0.19055178552490662
sp500_pit,A,R3,0.3386429942446496,17.848129618881025,1.508920644612713,-0.08705198168745466
sp500_pit,A,R4,0.20917687748306846,7.871497687537166,0.8034466698267463,-0.37364181754203285
sp500_pit,A,R5_COVID,0.5370235423262779,48.071347507583305,0.9480194660431452,-0.32276626836141475
sp500_pit,A,R6_AI,0.3569198897977228,-0.2589482859643555,1.2733022174638207,-0.12862038307751045
sp500_pit,A,STRICT,0.398852819178243,21.687880363099367,1.1122100760703304,-0.32276626836141475
sp500_pit,B,A1,0.2748305237418902,13.402151790627116,1.0684440694540325,-0.4584918406598707
sp500_pit,B,A2,0.5068875205631627,35.97626943006493,1.1310932105273945,-0.4584918406598708
sp500_pit,B,A3,0.4127259704060071,26.520969945148675,0.9216912610503234,-0.45849184065987075
sp500_pit,B,R1_GFC,1.0609166145484568,106.04440185496333,1.2884405692568164,-0.3968204881178004
sp500_pit,B,R2,0.3007751274570907,14.451290723281751,1.2770250287432776,-0.19055178552490662
sp500_pit,B,R3,0.3386429942446496,17.848129618881025,1.508920644612713,-0.08705198168745466
sp500_pit,B,R4,0.24158564328156973,11.112374267387292,0.8225349559587805,-0.4584918406598708
sp500_pit,B,R5_COVID,0.7394441104739662,68.31340432235213,1.133772447723098,-0.33231625792450975
sp500_pit,B,R6_AI,0.37102773994971394,1.1518367292347564,1.3146159239028334,-0.12862038307751045
sp500_pit,B,STRICT,0.3685684362250983,18.659442067784894,0.9855270144792568,-0.33231625792450975
sp500_pit,C,A1,0.2576568262769301,11.684782044131104,1.0036967628116797,-0.3539057714114448
sp500_pit,C,A2,0.38451709931108313,23.739227304856982,0.9483331770081319,-0.3539057714114449
sp500_pit,C,A3,0.430224023203025,28.270775224850464,0.9619736794064266,-0.35390577141144486
