name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,universe,strategy
v3,0.3977406189318511,0.1194382410561079,27.83023778757432,0.9553637477926258,-0.49828619285029263,4,0.42800538003320804,0.39897919814733074,0.14492104439496223,1.0879351638068608,1.0309443895155632,0.7301722273690158,-0.2976965019041197,-0.4745918757975244,27.994518269377345,10,9,10,sp500_pit,v3
A,0.3820068043712843,0.1194382410561079,26.256856331517643,0.9706635072032087,-0.4598487549751292,4,0.42483187571768866,0.3477814420211862,0.20917687748306846,1.0609166145484568,1.125386616744096,0.8034466698267463,-0.2943144445298633,-0.3968204881178004,27.6771678378254,10,9,10,sp500_pit,A
B,0.41541482152742115,0.1194382410561079,29.597658047131326,1.0165811425889677,-0.4598487549751294,4,0.4615404680891605,0.3697980880874061,0.24158564328156973,1.0609166145484568,1.1452065125708526,0.8225349559587805,-0.3301644516896175,-0.4584918406598708,31.348027074972585,10,10,10,sp500_pit,B
C,0.4481362715456887,0.1194382410561079,32.869803048958076,1.03558644651507,-0.4982861928502925,4,0.45860399893579257,0.43832658350017706,0.17006813149774525,1.0879351638068608,1.1025877169784526,0.7846710511142798,-0.3034189927992089,-0.4745918757975244,31.054380159635805,10,10,10,sp500_pit,C
A_plus_C,0.4288576877137926,0.1194382410561079,30.941944665768474,1.0557114656000994,-0.45984875497512945,4,0.4566348495179958,0.41686655746859735,0.22407216493243198,1.0609166145484568,1.2073729245950346,0.8675099155744895,-0.3006196538116144,-0.3968204881178004,30.857465217856117,10,10,10,sp500_pit,A_plus_C
B_plus_C,0.4649160466694695,0.1194382410561079,34.54778056133616,1.0972913818174597,-0.4598487549751291,4,0.49494857593435304,0.43044844873857346,0.2655039834925712,1.0609166145484568,1.2424892833969874,0.8924007752942735,-0.3364118943647438,-0.45849184065987075,34.68883785949184,10,10,10,sp500_pit,B_plus_C
v3,0.509418511805847,0.1194382410561079,38.998027074973905,0.9117075621694972,-0.6245230993469499,4,0.5183160715448172,0.41779949031327124,0.1372785194246291,1.2375020707770892,0.9578135227307041,0.48774958219724923,-0.42840312274643183,-0.5665667398861948,37.02558742053826,10,10,10,broader,v3
A,0.5073486987214502,0.1194382410561079,38.791045766534225,0.9776849272054058,-0.5673078049632426,4,0.6189822011438729,0.5065429316799093,0.07807598502030033,1.4546791714266742,1.0670831154236242,0.37485683901971,-0.37091261073674653,-0.4693583175201434,47.09220038044383,10,9,10,broader,A
B,0.4679426352679532,0.1194382410561079,34.85043942118453,0.92617572500975,-0.5673078049632427,4,0.5043950175305574,0.4089170567581458,0.08671711969673046,1.4546791714266742,0.9435764293990981,0.38788213706689645,-0.3824993397440657,-0.4693583175201434,35.633482019112265,10,8,10,broader,B
C,0.4919712759301218,0.1194382410561079,37.25330348740139,0.8981772846636356,-0.6806605070750479,4,0.49777129239269835,0.4219799999276148,0.1372785194246291,1.2373330718214093,0.9429275938842299,0.48774958219724923,-0.44274813310608946,-0.5844160188444334,34.971109505326375,10,9,10,broader,C
A_plus_C,0.5003893695101771,0.1194382410561079,38.095112845406916,0.9713829219835014,-0.6679523344854056,4,0.5722439599224594,0.49340998029863514,0.07807598502030033,1.3854682412804333,1.040897174961511,0.37485683901971,-0.4187703297398249,-0.6030368677953681,42.41837625830247,10,9,10,broader,A_plus_C
B_plus_C,0.43706693152421816,0.1194382410561079,31.762869046811026,0.8959010100108324,-0.6679523344854055,4,0.4393023577830794,0.39340547078206856,0.06863232789524565,1.3854682412804333,0.8827874012217647,0.38788213706689645,-0.4261544234314372,-0.5931972130816067,29.12421604436447,10,8,10,broader,B_plus_C
v3,0.482154521099756,0.1194382410561079,36.27162800436481,0.8956195451276143,-0.6245230993469499,4,0.510252856252802,0.425327686297873,0.21374120097888638,0.9994699833695622,0.9723814434018205,0.6368291237845374,-0.43826022288789207,-0.5665667398861947,36.21926589133674,10,10,10,non_sp500,v3
A,0.46669620962055136,0.1194382410561079,34.72579685644435,0.9504386396187303,-0.5519975629189134,4,0.5961047448594233,0.5395811861143766,0.15076687814335377,1.1124236823511606,1.0730535402965358,0.5443280212849236,-0.36960205731564627,-0.4693583175201434,44.80445475199887,10,10,10,non_sp500,A
B,0.435424261514052,0.1194382410561079,31.59860204579441,0.9062077903478054,-0.5519975629189133,4,0.4918333543753871,0.4025544126834899,0.20343053637242026,1.1124236823511606,0.9665468926431424,0.6226000923940476,-0.3731866244516523,-0.4693583175201434,34.377315703595244,10,9,10,non_sp500,B
C,0.5027104596019891,0.1194382410561079,38.327221854588124,0.9226082337279019,-0.605104289145113,4,0.5481778464243735,0.467576959568214,0.21374120097888638,0.9993189630225796,1.054739125903072,0.6368291237845374,-0.4270872428053544,-0.5844160188444334,40.01176490849389,10,9,10,non_sp500,C
A_plus_C,0.509756658654889,0.1194382410561079,39.031841759878105,0.9985576592854982,-0.61782344757054,4,0.6251237281212674,0.6139412317403469,0.15076687814335377,1.0528628201332704,1.1404480743610705,0.5443280212849236,-0.4043957286202902,-0.6030368677953681,47.706353078183284,10,10,10,non_sp500,A_plus_C
B_plus_C,0.45319779384175973,0.1194382410561079,33.375955278565186,0.9301879380931924,-0.6178234475705399,4,0.5021447670972681,0.5821951627264758,0.06863232789524565,1.0528628201332704,0.999260542696031,0.4309885277980798,-0.4056677750560705,-0.5931972130816066,35.40845697578335,10,9,10,non_sp500,B_plus_C
v3,0.4718934743337666,0.1194382410561079,35.24552332776587,1.3434502096253005,-0.41570891167196916,4,0.4390180306938877,0.3767042266598303,0.21356003795799539,0.8833450248694399,1.32536124760856,0.8349418177291414,-0.26687097365644397,-0.3639999307725814,29.09578333544531,10,9,10,qqq_tech,v3
A,0.43825986313103193,0.1194382410561079,31.882162207492403,1.3456248452309258,-0.41506307730855085,4,0.4326682228626154,0.38816549526595157,0.1736623885667823,0.8271518794252488,1.387452901483575,0.7491068382242382,-0.24703719766022916,-0.3471385229998972,28.46080255231808,10,9,10,qqq_tech,A
