name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,universe,strategy
B,0.43496044354409835,0.1194382410561079,31.552220248799046,1.2831893039294675,-0.4702433530902375,4,0.43244632424667173,0.3807115727242373,0.19301811591134155,0.8271518794252488,1.3138997614755308,0.7081314447847096,-0.31747049662545995,-0.47024335309023746,28.43861269072371,10,9,10,qqq_tech,B
C,0.5115809535217932,0.1194382410561079,39.21427124656853,1.3865309860687725,-0.4358915756228272,4,0.4767192442905591,0.4570382235799376,0.29598584160053965,0.854079791408834,1.4114388436621068,0.9640530654779627,-0.30099645147662135,-0.4358915756228275,32.86590469511245,10,10,10,qqq_tech,C
A_plus_C,0.4824568151861508,0.1194382410561079,36.30185741300429,1.3851215887355373,-0.4298124465653677,4,0.46139249967560836,0.45517438389407316,0.27736250974812116,0.7917397672475104,1.430973927464843,0.9915473378657144,-0.2933798302708489,-0.429812446565368,31.333230233617382,10,10,10,qqq_tech,A_plus_C
B_plus_C,0.489987719834557,0.1194382410561079,37.05494787784491,1.3534247513636464,-0.4793363453275015,4,0.47310106888906267,0.4568213451365365,0.2552590681832929,0.7917397672475104,1.3878543086990496,0.8947829454824187,-0.3459876937342685,-0.4793363453275015,32.504087154962804,10,10,10,qqq_tech,B_plus_C
v3,0.44869965394149425,0.1194382410561079,32.92614128853864,1.1791283397272845,-0.6132348363105076,4,0.4897272273467122,0.5515565645779787,0.15991727964924451,0.7416593861275596,1.2608584316843172,0.6461700299101798,-0.31065329444780143,-0.6132348363105076,34.166703000727765,10,10,10,iyw_tech,v3
A,0.4453992145218413,0.1194382410561079,32.59609734657334,1.208989445023618,-0.5860342679428853,4,0.502035521543019,0.559223602426925,0.09007823445096053,0.8504617170908784,1.2993613111344975,0.4488898881202144,-0.31313250593298336,-0.5860342679428854,35.39753242035844,10,9,10,iyw_tech,A
B,0.4311176090056221,0.1194382410561079,31.167936794951423,1.199038272513967,-0.5860342679428853,4,0.47050026198777317,0.4994458766895383,0.07106540310110421,0.9129996959326365,1.2591499650993172,0.38463054896419696,-0.3183184755697544,-0.5860342679428854,32.24400646483385,10,9,10,iyw_tech,B
C,0.45407137917746954,0.1194382410561079,33.463313812136164,1.1756982912054994,-0.6132348363105076,4,0.5104749561759327,0.579214770826354,0.10729578262871886,0.912808333451451,1.2591814946776647,0.4666199910704092,-0.32320269688136277,-0.6132348363105076,36.2414758836498,10,9,10,iyw_tech,C
A_plus_C,0.4516263738083117,0.1194382410561079,33.218813275220384,1.2010291209057795,-0.5860342679428852,4,0.5163904314535352,0.5927228330990439,0.047354653219780385,0.9397216801473212,1.2964511314616043,0.3013202677759701,-0.3324173270796471,-0.5860342679428854,36.83302341141006,10,9,10,iyw_tech,A_plus_C
B_plus_C,0.4308053855334262,0.1194382410561079,31.136714447731826,1.1701559736942442,-0.5860342679428853,4,0.46836815675575194,0.5208008126684732,0.02816003018661206,0.9092137996829377,1.2326973573934996,0.24940154480949756,-0.33819140448615814,-0.5860342679428854,32.03079594163172,10,9,10,iyw_tech,B_plus_C
v3,0.5503701205481244,0.1194382410561079,43.09318794920165,1.415169656425776,-0.4157089116719693,4,0.504975511970096,0.4928587676469265,0.42222340047375906,0.6828334219466599,1.398755917169036,1.1799493149286073,-0.2862705509347122,-0.3620076039052475,35.69153146306614,10,10,10,tech_broad,v3
A,0.5283707762442091,0.1194382410561079,40.89325351881013,1.414631297256634,-0.4150630773085509,4,0.5024878292376738,0.5042739105568951,0.3254166000892449,0.7106024508862991,1.4272988997314244,1.0064170952463007,-0.28908150874199695,-0.37530867372827936,35.44276318982391,10,10,10,tech_broad,A
B,0.4861549509775769,0.1194382410561079,36.6716709921469,1.3312495268924,-0.43304997729627076,4,0.43797887073312564,0.3626469282859198,0.30464942063796663,0.7106024508862991,1.2881359654991102,0.9570211451363383,-0.3196042756661812,-0.4330499772962708,28.9918673393691,10,10,10,tech_broad,B
C,0.5801527202200489,0.1194382410561079,46.071447916394106,1.4287774762382477,-0.4157089116719692,4,0.5249231873837534,0.5026126587341103,0.4277447839668229,0.7008754071896055,1.3462070353747673,1.1771038940621632,-0.29266302365860625,-0.3620076039052475,37.686299004431866,10,10,10,tech_broad,C
A_plus_C,0.5552645554734836,0.1194382410561079,43.582631441737576,1.4295629257709586,-0.4150630773085508,4,0.5168336137219464,0.5166094445978793,0.36141076389399807,0.7266560479403377,1.3809234739931928,1.00974145871276,-0.2962457791640775,-0.37530867372827936,36.877341638251174,10,10,10,tech_broad,A_plus_C
B_plus_C,0.5247205484716233,0.1194382410561079,40.52823074155154,1.3697659144184495,-0.43304997729627076,4,0.459148849545773,0.39499185780789303,0.3541854600904526,0.7266560479403377,1.2652987924020305,1.0131933196060219,-0.3284219309630775,-0.4330499772962708,31.108865220633845,10,10,10,tech_broad,B_plus_C
