Universe: 96 stocks | Spine: 2020-07-06 → 2026-04-17
Start month idx: 10 (2021-05-03)

## Benchmarks
  SPY DCA 1Y hold           | CAGR +2.02%  TR +12.20%  Sharpe 1.87  Sortino 0.00  MaxDD -10.34%  Inv $60,000  Final $67,321
  SPY DCA 3Y hold           | CAGR +6.10%  TR +40.70%  Sharpe 1.94  Sortino 52.81  MaxDD -12.73%  Inv $60,000  Final $84,418
  SPY DCA 5Y hold           | CAGR +7.51%  TR +51.86%  Sharpe 1.96  Sortino 34.91  MaxDD -16.04%  Inv $60,000  Final $91,117

## Baseline (current-style)
  Top-5 EW   30d | CAGR +0.52%  TR +3.05%  Sharpe 1.84  Sortino 0.00  MaxDD -3.14%  Inv $60,000  Final $61,829
  Top-5 EW   63d | CAGR +0.77%  TR +4.55%  Sharpe 1.83  Sortino 0.00  MaxDD -5.28%  Inv $60,000  Final $62,731
  Top-5 EW  126d | CAGR +2.14%  TR +13.00%  Sharpe 1.85  Sortino 0.00  MaxDD -6.57%  Inv $60,000  Final $67,802
  Top-5 EW  252d | CAGR +4.31%  TR +27.58%  Sharpe 1.88  Sortino 0.00  MaxDD -11.59%  Inv $60,000  Final $76,548
  Top-5 EW  504d | CAGR +8.80%  TR +62.71%  Sharpe 1.95  Sortino 53.10  MaxDD -13.66%  Inv $60,000  Final $97,628
  Top-5 EW  756d | CAGR +11.85%  TR +90.82%  Sharpe 2.01  Sortino 40.18  MaxDD -16.86%  Inv $60,000  Final $114,490

## Top-N × hold grid (equal weight)
  Top- 1   30d | CAGR +1.10%  TR +6.51%  Sharpe 1.88  Sortino 0.00  MaxDD -5.07%  Inv $60,000  Final $63,906
  Top- 1   63d | CAGR +1.34%  TR +7.97%  Sharpe 1.88  Sortino 0.00  MaxDD -7.49%  Inv $60,000  Final $64,779
  Top- 1  126d | CAGR +3.10%  TR +19.28%  Sharpe 1.90  Sortino 466.51  MaxDD -7.68%  Inv $60,000  Final $71,570
  Top- 1  252d | CAGR +4.17%  TR +26.61%  Sharpe 1.89  Sortino 42.48  MaxDD -11.25%  Inv $60,000  Final $75,968
  Top- 1  504d | CAGR +11.37%  TR +86.15%  Sharpe 2.03  Sortino 28.68  MaxDD -11.25%  Inv $60,000  Final $111,689
  Top- 1  756d | CAGR +15.09%  TR +125.03%  Sharpe 2.11  Sortino 31.91  MaxDD -20.18%  Inv $60,000  Final $135,016
  Top- 3   30d | CAGR +0.62%  TR +3.66%  Sharpe 1.85  Sortino 0.00  MaxDD -3.38%  Inv $60,000  Final $62,193
  Top- 3   63d | CAGR +0.78%  TR +4.58%  Sharpe 1.84  Sortino 0.00  MaxDD -6.91%  Inv $60,000  Final $62,747
  Top- 3  126d | CAGR +2.13%  TR +12.95%  Sharpe 1.85  Sortino 0.00  MaxDD -7.56%  Inv $60,000  Final $67,768
  Top- 3  252d | CAGR +4.16%  TR +26.48%  Sharpe 1.87  Sortino 32.60  MaxDD -11.45%  Inv $60,000  Final $75,889
  Top- 3  504d | CAGR +9.28%  TR +66.87%  Sharpe 1.96  Sortino 51.44  MaxDD -12.79%  Inv $60,000  Final $100,121
  Top- 3  756d | CAGR +12.63%  TR +98.63%  Sharpe 2.04  Sortino 35.87  MaxDD -17.44%  Inv $60,000  Final $119,177
  Top- 5   30d | CAGR +0.52%  TR +3.05%  Sharpe 1.84  Sortino 0.00  MaxDD -3.14%  Inv $60,000  Final $61,829
  Top- 5   63d | CAGR +0.77%  TR +4.55%  Sharpe 1.83  Sortino 0.00  MaxDD -5.28%  Inv $60,000  Final $62,731
  Top- 5  126d | CAGR +2.14%  TR +13.00%  Sharpe 1.85  Sortino 0.00  MaxDD -6.57%  Inv $60,000  Final $67,802
  Top- 5  252d | CAGR +4.31%  TR +27.58%  Sharpe 1.88  Sortino 0.00  MaxDD -11.59%  Inv $60,000  Final $76,548
  Top- 5  504d | CAGR +8.80%  TR +62.71%  Sharpe 1.95  Sortino 53.10  MaxDD -13.66%  Inv $60,000  Final $97,628
  Top- 5  756d | CAGR +11.85%  TR +90.82%  Sharpe 2.01  Sortino 40.18  MaxDD -16.86%  Inv $60,000  Final $114,490
  Top-10   30d | CAGR +0.47%  TR +2.77%  Sharpe 1.86  Sortino 0.00  MaxDD -3.41%  Inv $60,000  Final $61,662
