name,universe,n_rows,n_tickers,wf_mean_cagr,cagr_full,sharpe,max_dd,wf_n_pos,wf_n_beats_spy
v8_moderate,sp500_pit,98059,587,0.6942778860087039,0.5989350856557227,1.1232205619616997,-0.5835934056810983,10,10
v8_moderate,broader,372218,1811,1.120477593147808,0.9418478149912464,1.0548052027842698,-0.7968364998004105,9,9
v8_moderate,non_sp500,274159,1579,1.120477593147808,0.8295193514948864,0.9914158375919738,-0.7968364998004105,9,9
v8_moderate,random_500_seed1,103827,500,0.7163530707910908,0.6175618551181099,0.932335570665949,-0.8419715459301302,9,9
v8_moderate,random_500_seed2,100390,500,1.166163543085125,1.002557506967074,1.0814417963080403,-0.7666459681620081,10,10
v8_moderate,random_500_seed3,104217,500,0.615656986213994,0.5232546282005972,0.9008895784964837,-0.852737434922236,9,8
v8_moderate,random_500_seed4,102003,500,0.984312879330967,0.8871469185154726,1.2094781934063306,-0.6029480614388317,10,10
v8_moderate,random_500_seed5,103340,500,0.6096210877878387,0.652153928803914,0.9884056267662562,-0.9509425114497602,8,7
v8_max_cagr,sp500_pit,98059,587,0.9381168460009011,0.7740617561925107,1.0937997914245836,-0.7271447263050416,10,10
v8_max_cagr,broader,372218,1811,1.1386657404423446,0.6413824053435726,0.9383605502515283,-0.9610301525838968,9,9
v8_max_cagr,non_sp500,274159,1579,1.1981248504798256,0.7120131740153064,0.9275173427795474,-0.9610301525838967,9,9
v8_max_cagr,random_500_seed1,103827,500,1.1789867833437007,0.978446681564414,0.9408987925575546,-0.8934508441241734,10,10
v8_max_cagr,random_500_seed2,100390,500,1.074111603957689,1.0312551203758002,1.0956666655066782,-0.9105997713862063,9,8
v8_max_cagr,random_500_seed3,104217,500,0.2656223221955246,0.26302012414280074,0.7996314562944022,-0.988732747486848,7,6
v8_max_cagr,random_500_seed4,102003,500,1.265492052921354,0.8950405484304773,0.9388054482321415,-0.8388050696870869,10,9
v8_max_cagr,random_500_seed5,103340,500,0.36086505552832904,,0.777104321765436,-221.06259759222183,7,5
v8_safe,sp500_pit,98059,587,0.5501988753034615,0.47803256970801433,1.0987445929120323,-0.5689464313518127,10,10
v8_safe,broader,372218,1811,0.8997252641140454,0.7846333592601311,1.0542764431524299,-0.6314607067245857,10,9
v8_safe,non_sp500,274159,1579,0.8997252641140454,0.7031428795140566,0.9931199187908331,-0.6314607067245858,10,9
v8_safe,random_500_seed1,103827,500,0.6068998656658808,0.5234537051802961,0.9317512067958047,-0.7124726976040072,9,9
v8_safe,random_500_seed2,100390,500,0.9533447907413544,0.8067256579957336,1.087737604817421,-0.5977267940850449,10,10
v8_safe,random_500_seed3,104217,500,0.5397614734117417,0.46611858305641096,0.9110863955926313,-0.7697940302810604,9,8
v8_safe,random_500_seed4,102003,500,0.8039478343497006,0.7273732188091346,1.2089604619377017,-0.48762624133180016,10,10
v8_safe,random_500_seed5,103340,500,0.5590607197880343,0.5997555114447004,0.9925851505642386,-0.856345285454385,9,8
v3_baseline,sp500_pit,98059,587,0.4253846825048472,0.3951017921476987,0.9510649632006004,-0.499825007719224,10,9
v3_baseline,broader,372218,1811,0.515468791642035,0.5065175226818122,0.9086622175934835,-0.6261345839805703,10,10
v3_baseline,non_sp500,274159,1579,0.507421913989173,0.4792916167054744,0.8924417021954169,-0.6261345839805703,10,10
v3_baseline,random_500_seed1,103827,500,0.556298755823927,0.5144291620802244,0.977947829766977,-0.5715206808307952,10,9
v3_baseline,random_500_seed2,100390,500,0.3550735121752936,0.3827802582842337,0.8338852155829171,-0.6284571069388349,9,6
v3_baseline,random_500_seed3,104217,500,0.4163451295901977,0.3823684755301586,0.8550856939640128,-0.5304569942206883,10,8
v3_baseline,random_500_seed4,102003,500,0.5319498978896973,0.5517889874327475,1.0297850504299184,-0.7032521973665787,9,8
v3_baseline,random_500_seed5,103340,500,0.3317388238490252,0.43161834922154885,0.827116101251913,-0.7411844955883977,9,5
