ticker,count
NVDA,120
NI,36
NFLX,36
CSX,24
AMZN,24
BBBY,24
AMD,24
COL,24
APA,24
WBD,24
CCL,24
SRE,12
AAPL,12
NEE,12
CL,12
HPQ,12
WMB,12
JCI,12
MBI,12
GNW,12
THC,12
FITB,12
HBAN,12
SLM,12
JBL,12
ORLY,12
KDP,12
MNST,12
M,12
GME,12
NAVI,12
HPE,12
APH,12
COTY,12
IVZ,12
WDC,12
KIM,12
DVN,12
FTNT,12
F,12
