name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,config_name,cfg_name,cfg_k_normal,cfg_k_bull,cfg_k_recovery,cfg_adaptive_k,cfg_weighting,cfg_hold_months,cfg_pick_replace_dd,cfg_pick_daily_stop,cfg_regime_gate,cfg_crash_persist,cfg_cost_bps,cfg_cash_yield_yr,cfg_filt_d_sma200_min,cfg_filt_pullback_min,cfg_filt_min_mom_12_1,cfg_gross_target,cfg_gross_in_recovery,cfg_gross_in_bull,cfg_gross_in_normal,cfg_dd_full_floor,cfg_gross_floor,cfg_spy_trend_only_lever,cfg_n_sleeves
v8_moderate,0.5989350856557227,0.1194382410561079,47.94968445996148,1.1232205619616997,-0.5835934056810983,4,0.6942778860087039,0.7094686864393134,0.13078535001942937,1.1499724351908043,1.2043339922818583,0.4985399339989574,-0.4196269689412146,-0.5476285726324055,54.62176886692693,10,10,10,v8_moderate,v8_moderate,3,3,3,False,invvol,12,0.0,0.0,combo,1,10.0,0.03,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,0.0,True,1
v8_max_cagr,0.7740617561925107,0.1194382410561079,65.46235151364029,1.0937997914245836,-0.7271447263050416,1,0.9381168460009011,0.7009664552058769,0.06237583368347299,2.3245290127080867,1.1209406340598675,0.4785332773173836,-0.621910632246335,-0.7271447263050417,79.00566486614666,10,10,10,v8_max_cagr,v8_max_cagr,2,2,2,False,invvol,18,0.0,0.0,combo,1,10.0,0.03,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,0.0,0.0,True,1
v8_aggressive,0.7976009534120392,0.1194382410561079,67.81627123559313,1.1279123021899868,-0.758766098926192,4,0.9452518856652258,0.8847729607211308,0.07843165637382343,1.809001799172227,1.1788612333516146,0.4157501028112346,-0.5753739648660162,-0.7587660989261918,79.71916883257913,10,9,10,v8_aggressive,v8_aggressive,3,3,3,False,invvol,12,0.0,0.0,combo,1,10.0,0.03,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,0.0,True,1
v8_safe,0.47803256970801433,0.1194382410561079,35.85943286519064,1.0987445929120323,-0.5689464313518127,4,0.5501988753034615,0.5371320626584345,0.14178427172176633,0.8463318257511683,1.2168146389169774,0.5708097978284784,-0.34078126739839515,-0.47425500527619685,40.213867796402695,10,10,10,v8_safe,v8_safe,3,3,3,False,invvol,12,0.0,0.0,combo,1,10.0,0.03,-1.0,-1.0,-1.0,1.5,-1.0,-1.0,-1.0,0.0,0.0,True,1
v3_baseline,0.3951017921476987,0.1194382410561079,27.56635510915908,0.9510649632006004,-0.499825007719224,4,0.4253846825048472,0.39637787920266654,0.14263851968653585,1.0841328353306996,1.025820300534315,0.7206919267594886,-0.2980821297621675,-0.4751759599089406,27.732448516541258,10,9,10,v3_baseline,v3_baseline,3,3,3,False,ew,6,0.0,0.0,tight,1,10.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,False,1
