year,ret_pct,spy_ret_pct,edge_pp,n_months
2003,11.312149990800835,9.794954900005216,1.517195090795619,4
2004,50.57290859954484,2.67071588504324,47.902192714501595,12
2005,31.534681475096438,6.636005871523576,24.898675603572862,12
2006,46.38166981633933,19.170814749076825,27.210855067262507,12
2007,16.536102806534725,-1.7193374914227122,18.25544029795744,12
2008,-33.49783768635166,-29.353184645368792,-4.144653040982867,12
2009,398.53160066313967,9.979872158878278,388.5517285042614,12
2010,47.7518230756772,28.887200952876,18.8646221228012,12
2011,5.1078860618835265,8.578056398773516,-3.470170336889989,12
2012,84.42037366924242,30.04415937584881,54.376214293393616,12
2013,93.92914364783896,9.48032857889638,84.44881506894258,12
2014,72.28274750133876,20.589780534692448,51.69296696664631,12
2015,15.976831300450133,10.800093916069242,5.176737384380891,12
2016,63.974379230808,16.870509407341782,47.10386982346621,12
2017,60.92537377724325,20.114238810573504,40.81113496666975,12
2018,-26.532451678716896,-1.057140678672086,-25.47531100004481,12
2019,25.90184513085361,21.55948183718508,4.34236329366853,12
2020,75.31716639014647,11.610987881121515,63.70617850902495,12
2021,276.66672239333565,25.185764111631627,251.48095828170403,12
2022,-4.688002407628911,-15.644702775268449,10.956700367639538,12
2023,73.13899716052576,22.232486036609856,50.906511123915905,12
2024,52.635526234861075,51.20904386986389,1.4264823649971845,12
2025,9.663721554470083,16.01629026607252,-6.352568711602437,12
