name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,filter_kind,threshold,k,weighting,hold
ml_filt_no_freefall_30_k2_ew_h12,0.2924789061489781,0.1194382410561079,17.30406650928702,1.05373705562706,-0.5132918896605988,4,0.35482604729860706,0.33429334835140523,0.14071948805066747,0.7647724551440422,1.1693386849728666,0.5473042452783051,-0.2946074169949161,-0.5132918896605988,20.676584995917246,10,8,10,no_freefall,0.3,2,ew,12
ml_filt_near_high_50_k2_ew_h12,0.32899119726850934,0.1194382410561079,20.955295621240143,1.110339294143293,-0.6095853331946526,4,0.3919954639284585,0.37301724808257664,0.1679728933204887,0.7647724551440422,1.2376162176918613,0.5956320188501741,-0.3059273782414317,-0.5011659408922182,24.393526658902385,10,9,10,near_high,0.5,2,ew,12
ml_filt_near_high_70_k2_ew_h12,0.2478464663954285,0.1194382410561079,12.840822533932062,0.9491579001437961,-0.5728641187562724,4,0.2958953616734095,0.30471592755041577,0.007349260631935417,0.6635935215152029,1.006583164539807,0.15832606129136137,-0.3051024033861607,-0.47226162152684154,14.78351643339749,10,8,10,near_high,0.7,2,ew,12
ml_filt_rsi_ok_k2_ew_h12,0.3243218659941065,0.1194382410561079,20.488362493799862,0.853624500997357,-0.722453343206952,4,0.40254459325468794,0.43872111622044585,0.035171944443591396,0.7891671766394222,1.132705175467136,0.28236044373155256,-0.34498981536275924,-0.6453777555726443,25.44843959152533,10,8,10,rsi_ok,25.0,2,ew,12
ml_filt_above200_0_k2_invvol_h3,0.20226202142429117,0.1194382410561079,8.282378036818328,0.7978164127647455,-0.7199349398374831,5,0.21678352877596768,0.2037920856201113,-0.008568830695748098,0.43302240459274377,0.7904747398880941,0.18702994099274245,-0.35407784435710077,-0.5906153971387028,6.872333143653309,9,7,10,above200,0.0,2,invvol,3
ml_filt_above200_-5_k2_invvol_h3,0.21415068002842452,0.1194382410561079,9.471243897231663,0.806762045973671,-0.8397655290233768,5,0.2294507407798411,0.22488981475831993,-0.1823771305416102,0.5216174381329406,0.8628473245326018,-0.19712744360690096,-0.37033068658323826,-0.751550032276479,8.139054344040645,9,6,10,above200,-0.05,2,invvol,3
ml_filt_th_30_k2_invvol_h3,0.2932166160390606,0.1194382410561079,17.377837498295268,0.7841775972047167,-0.6829068190585487,5,0.2654459823385057,0.19286307303112826,0.1034044205805531,0.595461158384655,0.7834554615736491,0.516496997133142,-0.38101221875600516,-0.5512979692329109,11.738578499907113,10,7,10,trend_health,0.3,2,invvol,3
ml_filt_th_50_k2_invvol_h3,0.3337967962731445,0.1194382410561079,21.43585552170366,0.9309655460274073,-0.48112087657740243,5,0.3221925367825101,0.23511504839921382,0.0062298706190320186,1.0399045406184628,0.9192647567043231,0.18413796925780426,-0.36954584357231657,-0.48112087657740243,17.41323394430755,10,8,10,trend_health,0.5,2,invvol,3
ml_filt_no_freefall_50_k2_invvol_h3,0.25375053827819705,0.1194382410561079,13.431229722208915,0.9196352411985479,-0.4734542581603434,5,0.20461930378600995,0.18072853757681118,0.020914075479174565,0.5775079238294636,0.7329575968701975,0.22835695094403355,-0.3600088437924409,-0.4734542581603434,5.655910644657537,10,6,10,no_freefall,0.5,2,invvol,3
ml_filt_no_freefall_30_k2_invvol_h3,0.252170684956595,0.1194382410561079,13.27324439004871,0.9861352403274027,-0.5161231095160824,5,0.2166118112726485,0.21141566962302527,0.06972567988633727,0.3377818245993607,0.8655992364732145,0.3758278758804301,-0.3688479226550658,-0.45155869140112787,6.855161393321387,10,8,10,no_freefall,0.3,2,invvol,3
ml_filt_near_high_50_k2_invvol_h3,0.3067679907020786,0.1194382410561079,18.73297496459707,1.133902721046609,-0.5819685921558732,5,0.3405132732475479,0.3566875142524243,0.0474807314591954,0.5399391346304685,1.1385070186308346,0.37875006187459753,-0.32327871945509623,-0.41974631429769294,19.24530759081132,10,9,10,near_high,0.5,2,invvol,3
ml_filt_near_high_70_k2_invvol_h3,0.236331790978348,0.1194382410561079,11.689354992224011,0.958201566957679,-0.452388771332807,5,0.2360946413216308,0.25985263859065644,0.11217315117207938,0.3762428393248347,0.9020034138962052,0.5264895002318936,-0.3178327474713393,-0.39333981209673974,8.803444398219618,10,6,10,near_high,0.7,2,invvol,3
ml_filt_rsi_ok_k2_invvol_h3,0.3341902516807713,0.1194382410561079,21.475201062466343,0.8440380317338154,-0.6829068190585489,5,0.30148998740773775,0.24193664275123972,0.15588540137812923,0.5451698890544203,0.8690605666506421,0.5623130124678659,-0.4074246695652307,-0.5512979692329109,15.342979006830316,10,8,10,rsi_ok,25.0,2,invvol,3
ml_filt_above200_0_k2_invvol_h6,0.24680035800193556,0.1194382410561079,12.736211694582767,0.9148693224631153,-0.5186938003047733,4,0.3064664365967647,0.2968476980943232,0.1603899150098198,0.48165830250774166,1.0622568976216875,0.6622219289402327,-0.33876095750451174,-0.45849184065987075,15.840623925733002,10,10,10,above200,0.0,2,invvol,6
ml_filt_above200_-5_k2_invvol_h6,0.25054862779005926,0.1194382410561079,13.111038673395136,0.8858339747521418,-0.7178140738019407,4,0.29467182129469915,0.2800852323583084,0.07814588432136649,0.48165830250774166,1.048678540395103,0.40285419399315686,-0.3689224723687353,-0.5613476144531381,14.661162395526457,10,8,10,above200,-0.05,2,invvol,6
ml_filt_th_30_k2_invvol_h6,0.33664305907050607,0.1194382410561079,21.720481801439817,0.8056753586087625,-0.6840709603274394,4,0.40062330258552653,0.3433171792344635,0.17340520358814082,0.7295841103998906,1.013484458521742,0.6476094291423911,-0.36920526624095845,-0.5510244913472139,25.256310524609187,10,9,10,trend_health,0.3,2,invvol,6
ml_filt_th_50_k2_invvol_h6,0.307299812320025,0.1194382410561079,18.78615712639171,0.8656505170643817,-0.6009717341795382,4,0.38693992323351833,0.3104571480155819,0.10591376138041952,0.796928632714089,1.0974801806970345,0.4768720954116891,-0.4064212210305674,-0.5683915504333052,23.88797258940837,10,8,10,trend_health,0.5,2,invvol,6
ml_filt_no_freefall_50_k2_invvol_h6,0.2807782397250347,0.1194382410561079,16.13399986689268,0.9450021936830706,-0.5064334986873119,4,0.32919303037273995,0.27697716250659676,0.06286718263411895,0.5852269494884597,1.0487620765978138,0.3571541676307255,-0.35742121133359517,-0.506433498687312,18.113283303330526,10,8,10,no_freefall,0.5,2,invvol,6
ml_filt_no_freefall_30_k2_invvol_h6,0.22919861350058102,0.1194382410561079,10.976037244447312,0.8629450763132158,-0.5086899869520823,4,0.26987426117824315,0.21780029169625292,0.07119861031980879,0.4947405890024976,0.9526063098837717,0.4508741267627793,-0.3675632136044515,-0.4584918406598708,12.181406383880855,10,8,10,no_freefall,0.3,2,invvol,6
ml_filt_near_high_50_k2_invvol_h6,0.27649424360483676,0.1194382410561079,15.705600254872888,1.0047026328187867,-0.5015409770566719,4,0.3181010776759944,0.28676346801667707,0.07119861031980879,0.6106839104693293,1.0625300111094718,0.4508741267627793,-0.3303962087730422,-0.45849184065987075,17.004088033655982,10,8,10,near_high,0.5,2,invvol,6
ml_filt_near_high_70_k2_invvol_h6,0.23046888640659313,0.1194382410561079,11.103064535048524,0.916898902610237,-0.4937151386482059,4,0.27428361062160134,0.2443768035098225,0.16160356169798584,0.43580722253863535,0.9962555327612526,0.6725609211833555,-0.33330962339873393,-0.4584918406598708,12.622341328216674,10,9,10,near_high,0.7,2,invvol,6
ml_filt_rsi_ok_k2_invvol_h6,0.3597622293541398,0.1194382410561079,24.032398829803192,0.8358070364119786,-0.6840709603274394,4,0.4286754017361553,0.34472119643818,0.19185622101549282,0.6859850527105102,1.0574667229571775,0.666232350080893,-0.3596698434109036,-0.5510244913472139,28.061520439672073,10,9,10,rsi_ok,25.0,2,invvol,6
ml_filt_above200_0_k2_invvol_h12,0.30918694348994413,0.1194382410561079,18.974870243383624,1.0917614372012858,-0.6044893260130907,4,0.4388414108916704,0.49918233177364946,0.030094035723559287,0.78172474338283,1.3159236000880041,0.2543091428872088,-0.28043621082965087,-0.4887012191568299,29.07812135522359,10,10,10,above200,0.0,2,invvol,12
ml_filt_above200_-5_k2_invvol_h12,0.2665381534509901,0.1194382410561079,14.709991239488218,0.927827047509829,-0.7609669652957992,4,0.3848396779502944,0.4732076160017792,-0.035457434314422276,0.78172474338283,1.1933996217131428,0.16336271135629116,-0.3207877864311658,-0.6909886198683319,23.677948061085978,9,7,10,above200,-0.05,2,invvol,12
ml_filt_th_30_k2_invvol_h12,0.32234834969628956,0.1194382410561079,20.291010864018165,0.8712064970752454,-0.7259711832747615,4,0.42853629628987305,0.48415818327276083,0.04069409850965178,0.78172474338283,1.2394160912387098,0.28150245303737775,-0.31897683656208675,-0.6457476141032078,28.04760989504384,10,9,10,trend_health,0.3,2,invvol,12
ml_filt_th_50_k2_invvol_h12,0.26514867380828,0.1194382410561079,14.57104327521721,0.8165720088394379,-0.7186981489696521,4,0.30271607968245506,0.27616079902994795,0.08759331198178799,0.5643835364471903,0.9911468690810061,0.48552099613267413,-0.3811654501484056,-0.6363453556616163,15.465588234302047,10,7,10,trend_health,0.5,2,invvol,12
ml_filt_no_freefall_50_k2_invvol_h12,0.336799445475118,0.1194382410561079,21.736120441901008,1.1545883540265323,-0.5160635626723505,4,0.4438624107538092,0.48875881984276914,0.08759331198178799,0.78172474338283,1.3590692915188467,0.5297452398346073,-0.2944334660488461,-0.5128449073540369,29.580221341437465,10,9,10,no_freefall,0.5,2,invvol,12
ml_filt_no_freefall_30_k2_invvol_h12,0.2756198270426544,0.1194382410561079,15.618158598654652,1.053773914680763,-0.5168279476454551,4,0.3567482380776844,0.3182237243585928,0.09067314993099052,0.7091295337892232,1.2127320519776634,0.45386613486346367,-0.28673694962882224,-0.483985746816033,20.86880407382498,10,8,10,no_freefall,0.3,2,invvol,12
ml_filt_near_high_50_k2_invvol_h12,0.30081595055012356,0.1194382410561079,18.137770949401567,1.0830537810510932,-0.6253986314343992,4,0.3857357344558324,0.3496452620825422,0.1491827415285194,0.7091295337892232,1.2614164680906808,0.5507011873428739,-0.29215322368624896,-0.5157318483492708,23.76755371163978,10,9,10,near_high,0.5,2,invvol,12
ml_filt_near_high_70_k2_invvol_h12,0.23193890091232316,0.1194382410561079,11.250065985621527,0.9271341206750221,-0.590960915738153,4,0.2917433704487694,0.2574963428607313,0.0179957914520954,0.6380808800122133,1.0104385133701228,0.1933991379028714,-0.3013590270852114,-0.4712122861513181,14.368317310933477,10,8,10,near_high,0.7,2,invvol,12
ml_filt_rsi_ok_k2_invvol_h12,0.338495267369018,0.1194382410561079,21.905702631291014,0.8983181217058506,-0.7259711832747615,4,0.45018488756553304,0.48415818327276083,0.0710009934599527,0.78172474338283,1.2934060113514068,0.35986806329724436,-0.3210987179328854,-0.6457476141032078,30.212469022609838,10,9,10,rsi_ok,25.0,2,invvol,12
ml_filt_above200_0_k3_ew_h3,0.21516645518873911,0.1194382410561079,9.57282141326312,0.8964529567774239,-0.568253591783142,5,0.2203215823643725,0.23407897135765987,0.06932648609926484,0.325133914115755,0.8768919109504714,0.37421037841916527,-0.3131796625625863,-0.46799766507434154,7.226138502493788,10,8,10,above200,0.0,3,ew,3
ml_filt_above200_-5_k3_ew_h3,0.19163330087758967,0.1194382410561079,7.219505982148178,0.8027563264433575,-0.7468087579713145,5,0.1827811480801433,0.2045989470972981,-0.08189137475694741,0.33785249972949316,0.8107090100127496,-0.015602655443766449,-0.33083389840208394,-0.6761143368101786,3.4720950740708703,9,7,10,above200,-0.05,3,ew,3
ml_filt_th_30_k3_ew_h3,0.3100178633285535,0.1194382410561079,19.057962227244563,0.8458976643226187,-0.5671508992865044,5,0.2799568674926345,0.2227513653400247,0.1264253780229465,0.895521179319831,0.8087747674941748,0.47258274308635784,-0.3551639131150159,-0.4452096191580993,13.189667015319992,10,8,10,trend_health,0.3,3,ew,3
ml_filt_th_50_k3_ew_h3,0.275685664680108,0.1194382410561079,15.624742362400013,0.828915704989732,-0.6953278933655354,5,0.25761623832087244,0.2136396052689663,0.10869171082055784,0.6267206275421373,0.8568090821780764,0.509470016163243,-0.37438609643718085,-0.5997243145453253,10.955604098143784,10,7,10,trend_health,0.5,3,ew,3
ml_filt_no_freefall_50_k3_ew_h3,0.2284731007054388,0.1194382410561079,10.90348596493309,0.8929586001517539,-0.47982596995785604,5,0.17919174049512393,0.14225603784390817,0.07861777863180319,0.531652513261462,0.7021353534871362,0.3908441087097661,-0.34814959874011986,-0.47982596995785615,3.1131543155689325,10,6,10,no_freefall,0.5,3,ew,3
ml_filt_no_freefall_30_k3_ew_h3,0.22380039128645124,0.1194382410561079,10.436215023034334,0.9325846563872481,-0.4401564946221678,5,0.1931922468955035,0.19011671643257533,0.12408403067259988,0.28010249050626124,0.7861399806802458,0.5700977536587175,-0.33701859288635816,-0.421097686397317,4.513204955606889,10,7,10,no_freefall,0.3,3,ew,3
ml_filt_near_high_50_k3_ew_h3,0.2441272295971284,0.1194382410561079,12.46889885410205,1.0316962137896608,-0.5372367564526049,5,0.24819973326088776,0.24734555681549453,0.13699117786561055,0.35180940810316397,1.007109184736053,0.6484582115010316,-0.29491274503488724,-0.46081533736299507,10.013953592145317,10,8,10,near_high,0.5,3,ew,3
ml_filt_near_high_70_k3_ew_h3,0.24118457094768853,0.1194382410561079,12.174632989158063,1.0574673661189544,-0.38396843018936583,5,0.23351329100096002,0.24920911638124033,0.13101294365976512,0.31865650580767,0.9576694728152095,0.7583729971724023,-0.26300069897078177,-0.33098588100820586,8.54530936615254,10,7,10,near_high,0.7,3,ew,3
ml_filt_rsi_ok_k3_ew_h3,0.300810801568864,0.1194382410561079,18.137256051275607,0.8229365832435627,-0.5671508992865045,5,0.2576362157588908,0.17239243342044497,0.10735832661154254,0.9600424899443516,0.72670238515027,0.4770861790563426,-0.36501792562902785,-0.4677121743130371,10.957601841945618,10,7,10,rsi_ok,25.0,3,ew,3
ml_filt_above200_0_k3_ew_h6,0.26546098051730826,0.1194382410561079,14.602273946120036,1.0425218113535717,-0.4161464658995952,4,0.30775441037812323,0.2933588505048985,0.05568508774804992,0.5367275680445589,1.063584634897414,0.34457312539826496,-0.28656689638032373,-0.35711454364073114,15.969421303868861,10,9,10,above200,0.0,3,ew,6
ml_filt_above200_-5_k3_ew_h6,0.27695564835996755,0.1194382410561079,15.751740730385965,1.0097383448547674,-0.636566481641603,4,0.30138298910011224,0.2876178450111484,0.16658490156692585,0.49145654497612457,1.0646894665397473,0.6248263854466221,-0.2986858056670308,-0.5510041615589821,15.332279176067763,10,10,10,above200,-0.05,3,ew,6
ml_filt_th_30_k3_ew_h6,0.36413023442124715,0.1194382410561079,24.469199336513924,0.9211693610316108,-0.49456494553078356,4,0.38146685903847866,0.33594704340437864,0.17468728317796933,0.7848282441495322,1.0518102127578313,0.8342719426255052,-0.292736436930781,-0.47069488602771037,23.340666169904406,10,9,10,trend_health,0.3,3,ew,6
ml_filt_th_50_k3_ew_h6,0.3205624995660179,0.1194382410561079,20.112425850991002,0.9897725889595742,-0.5680990499339589,4,0.3464211989541404,0.34941299895395783,0.16317336527956994,0.5024274651287504,1.1653180757087491,0.7110562091224955,-0.33247450444479465,-0.5680990499339588,19.836100161470583,10,9,10,trend_health,0.5,3,ew,6
ml_filt_no_freefall_50_k3_ew_h6,0.2740470290569925,0.1194382410561079,15.460878800088462,1.0217820628592311,-0.4021099009105468,4,0.2903318600678171,0.2970894841221995,0.123388062741415,0.5243297073959841,1.0244572272548607,0.5705643514951874,-0.2965578597390991,-0.40210990091054694,14.227166272838252,10,8,10,no_freefall,0.5,3,ew,6
ml_filt_no_freefall_30_k3_ew_h6,0.2557363805888828,0.1194382410561079,13.629813953277491,1.0025878960160903,-0.39228987305420543,4,0.2567984601451663,0.2327029218026797,0.1537987376656449,0.4125499473751528,0.9894993379097464,0.8308766405064846,-0.29790733308056927,-0.36235274687379165,10.873826280573162,10,9,10,no_freefall,0.3,3,ew,6
ml_filt_near_high_50_k3_ew_h6,0.28432903496411877,0.1194382410561079,16.489079390801088,1.1128670858734098,-0.476627022971287,4,0.28895094084854556,0.2630355620454592,0.13396703461317716,0.5118551185303544,1.086238706652779,0.6593827895124074,-0.2837881741255586,-0.39232188741767515,14.089074350911096,10,8,10,near_high,0.5,3,ew,6
ml_filt_near_high_70_k3_ew_h6,0.22335001505104102,0.1194382410561079,10.391177399493312,0.9860768034713605,-0.3727626415327049,4,0.24337615903078863,0.23831521700095648,0.1266492436691249,0.3646460917063514,0.9889013309596472,0.6269629422280453,-0.27113721439854144,-0.3539057714114449,9.531596169135398,10,8,10,near_high,0.7,3,ew,6
ml_filt_rsi_ok_k3_ew_h6,0.40931421255388245,0.1194382410561079,28.987597149777457,0.9752376431276826,-0.49456494553078356,4,0.44074210873172576,0.4024284149923705,0.17397207538707082,1.093460486189433,1.0601859631443855,0.7638399708544839,-0.29522604245907375,-0.47069488602771037,29.268191139229124,10,10,10,rsi_ok,25.0,3,ew,6
ml_filt_above200_0_k3_ew_h12,0.2917141898663751,0.1194382410561079,17.227594881026718,1.0818930785969092,-0.5314747864265115,4,0.34383401961750415,0.37035953544776057,0.003649772076108837,0.6004460019102213,1.0915657558113385,0.1592566552288838,-0.3303701662742614,-0.47394566963760204,19.577382227806954,10,10,10,above200,0.0,3,ew,12
ml_filt_above200_-5_k3_ew_h12,0.2821791659465598,0.1194382410561079,16.274092489045188,1.0068167635712038,-0.6958008885497383,4,0.3406642604464182,0.36537775285281127,-0.03991664211835699,0.6596371980921731,1.0790066229700772,0.10642623685636858,-0.33874277292698896,-0.6584489900761684,19.260406310698354,9,9,10,above200,-0.05,3,ew,12
ml_filt_th_30_k3_ew_h12,0.35676685923623785,0.1194382410561079,23.732861818012996,1.0103209821980796,-0.5845459506215872,4,0.38008147190040437,0.3509308404880114,0.17570323854032877,0.6596371980921731,1.1413602344804796,0.7502344742110527,-0.3057377208323472,-0.5217838675243694,23.20212745609698,10,9,10,trend_health,0.3,3,ew,12
ml_filt_th_50_k3_ew_h12,0.287326238364745,0.1194382410561079,16.788799730863712,0.9482648731653359,-0.6723515633166938,4,0.2963441670863144,0.3230136224911664,0.0898244929562877,0.4386232353629471,1.0458487526228581,0.5042035938456411,-0.3524805806622643,-0.6228541557440438,14.828396974687973,10,9,10,trend_health,0.5,3,ew,12
ml_filt_no_freefall_50_k3_ew_h12,0.30303749859840434,0.1194382410561079,18.359925754229643,1.1566290608435659,-0.44625201030543793,4,0.34857111203533186,0.29022037364076914,0.0898244929562877,0.6596371980921731,1.152893740916269,0.5042035938456411,-0.30969463647553724,-0.41986124008466325,20.05109146958972,10,9,10,no_freefall,0.5,3,ew,12
ml_filt_no_freefall_30_k3_ew_h12,0.2601195847072377,0.1194382410561079,14.068134365112982,1.055517068120738,-0.4750886602686884,4,0.2867780531702276,0.259112143656259,0.11363086521329602,0.6228604119193504,1.037798624236062,0.5172072692478977,-0.31120124539946453,-0.41063602273205574,13.871785583079298,10,8,10,no_freefall,0.3,3,ew,12
ml_filt_near_high_50_k3_ew_h12,0.28923580192117515,0.1194382410561079,16.979756086506725,1.078216136943025,-0.6144627324526477,4,0.3176862252776115,0.3019493614651768,0.089164383155234,0.6228604119193504,1.090107574998712,0.4183489018329663,-0.33342059506343713,-0.5671235117476562,16.962602793817684,10,9,10,near_high,0.5,3,ew,12
