name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,spec_name,spec_strategy,spec_weights,spec_k_normal,spec_k_recovery,spec_k_bull,spec_weighting,spec_regime_gate,spec_hold_months,spec_cost_bps,spec_cash_yield_yr,spec_pullback_filter,spec_min_pick_mom,spec_quality_blend,spec_spy_dd_scale,spec_crash_persist,spec_monthly_exposure
ml_k1_ew_h3,0.32125375618961116,0.1194382410561079,20.18155151335033,0.7320632910191476,-0.796826273234852,5,0.203083840707908,0.14317872873783133,0.0017385652319821254,0.8253377833975923,0.5554329555502747,0.27011913889872924,-0.5396134043420749,-0.7187901879843668,5.502364336847336,10,4,10,ml_k1_ew_h3,ml_3plus6,,1,1,1,ew,tight,3,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k1_ew_h6,0.2687724277049637,0.1194382410561079,14.93341866488558,0.6024251678319767,-0.8038217546777913,4,0.19862621124230975,0.12950696811260642,-0.08761541671242146,0.5483436562558484,0.44599957926258177,-0.023290624101421322,-0.5330498347917731,-0.6676251699803434,5.056601390287511,8,4,10,ml_k1_ew_h6,ml_3plus6,,1,1,1,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k1_ew_h12,0.19336642797136983,0.1194382410561079,7.392818691526193,0.5925869469802933,-0.8637694436352402,4,0.17982715553618767,0.16067435622576154,-0.10800978978869391,0.5229020298980775,0.5798716148906677,-0.041626148688775975,-0.5694749289859933,-0.7989660767746111,3.1766958196753077,7,5,10,ml_k1_ew_h12,ml_3plus6,,1,1,1,ew,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k1_invvol_h3,0.32125375618961116,0.1194382410561079,20.18155151335033,0.7320632910191476,-0.796826273234852,5,0.203083840707908,0.14317872873783133,0.0017385652319821254,0.8253377833975923,0.5554329555502747,0.27011913889872924,-0.5396134043420749,-0.7187901879843668,5.502364336847336,10,4,10,ml_k1_invvol_h3,ml_3plus6,,1,1,1,invvol,tight,3,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k1_invvol_h6,0.2687724277049637,0.1194382410561079,14.93341866488558,0.6024251678319767,-0.8038217546777913,4,0.19862621124230975,0.12950696811260642,-0.08761541671242146,0.5483436562558484,0.44599957926258177,-0.023290624101421322,-0.5330498347917731,-0.6676251699803434,5.056601390287511,8,4,10,ml_k1_invvol_h6,ml_3plus6,,1,1,1,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k1_invvol_h12,0.19336642797136983,0.1194382410561079,7.392818691526193,0.5925869469802933,-0.8637694436352402,4,0.17982715553618767,0.16067435622576154,-0.10800978978869391,0.5229020298980775,0.5798716148906677,-0.041626148688775975,-0.5694749289859933,-0.7989660767746111,3.1766958196753077,7,5,10,ml_k1_invvol_h12,ml_3plus6,,1,1,1,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k2_ew_h3,0.3320845044469096,0.1194382410561079,21.264626339080174,0.8084487454453114,-0.6906744930515392,5,0.28007546533228356,0.20124966455663162,0.12497537245763413,0.7063054853808375,0.7716046485928559,0.5910801868462319,-0.4209149978497587,-0.5696443567147684,13.201526799284888,10,7,10,ml_k2_ew_h3,ml_3plus6,,2,2,2,ew,tight,3,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k2_ew_h6,0.3455924781356947,0.1194382410561079,22.615423707958684,0.7886354696698631,-0.6906744930515393,4,0.3750053580728321,0.3145798364031659,0.13300875094411868,0.7681408819777151,0.9071304940170446,0.5332347165734235,-0.37640460700574296,-0.5696443567147684,22.69451607333975,10,9,10,ml_k2_ew_h6,ml_3plus6,,2,2,2,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k2_ew_h12,0.3266118482126257,0.1194382410561079,20.71736071565178,0.8588302444262571,-0.722453343206952,4,0.40439133192581894,0.4430519693869125,0.038493070787188666,0.7891671766394222,1.1350334991471691,0.2827869082132126,-0.3355086262694865,-0.6453777555726443,25.633113458638434,10,8,10,ml_k2_ew_h12,ml_3plus6,,2,2,2,ew,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k2_invvol_h3,0.3132332918305627,0.1194382410561079,19.37950507744548,0.8094571799125788,-0.6829068190585487,5,0.29233556871641164,0.20314492557186348,0.14452744871846646,0.6238894970938065,0.8358087066203718,0.5725989690633272,-0.4074246695652306,-0.5512979692329109,14.427537137697701,10,7,10,ml_k2_invvol_h3,ml_3plus6,,2,2,2,invvol,tight,3,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k2_invvol_h6,0.3495500930916664,0.1194382410561079,23.01118520355585,0.8182839589280786,-0.6840709603274394,4,0.4162822778455991,0.3292997538168402,0.19185622101549282,0.7099369579637698,1.0302288508758202,0.666232350080893,-0.36920526624095845,-0.5510244913472139,26.822208050616457,10,9,10,ml_k2_invvol_h6,ml_3plus6,,2,2,2,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_k2_invvol_h12,0.33665126823330205,0.1194382410561079,21.721302717719414,0.8943361246885606,-0.7259711832747615,4,0.44825645134570796,0.48415818327276083,0.04069409850965178,0.78172474338283,1.2840382065741096,0.28150245303737775,-0.31897683656208675,-0.6457476141032078,30.019625400627337,10,9,10,ml_k2_invvol_h12,ml_3plus6,,2,2,2,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
