name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,spec_name,spec_strategy,spec_weights,spec_k_normal,spec_k_recovery,spec_k_bull,spec_weighting,spec_regime_gate,spec_hold_months,spec_cost_bps,spec_cash_yield_yr,spec_pullback_filter,spec_min_pick_mom,spec_quality_blend,spec_spy_dd_scale,spec_crash_persist,spec_monthly_exposure
banger_k5_invvol_h6,0.17069994845408187,0.11544765623543318,5.525229221864869,0.6165523788920984,-0.8533240538101443,3,0.19052655767015955,0.22846190494176144,-0.09157737345687089,0.30656709822068895,0.7628910569802275,0.17287187235165438,-0.3767948659618463,-0.8198535630210022,4.246636033072493,9,7,10,banger_k5_invvol_h6,banger,,5,5,5,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
banger_k5_invvol_h12,0.2214143987573809,0.11544765623543318,10.59667425219477,0.7434191915584404,-0.6293868152333648,3,0.16391809836430685,0.20981385281640286,0.013028445611801054,0.3259865449553776,0.6904988385467756,0.21472495565839642,-0.3815590034174153,-0.5288772825288446,1.5857901024872239,10,6,10,banger_k5_invvol_h12,banger,,5,5,5,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.3_k2_h6,0.19153162467663765,0.1160717327968146,7.545989187982305,0.5925554182725083,-0.9556882743263856,3,0.2011054562610486,0.17000101773642862,-0.2810229175927865,0.7090441799096963,0.7673595699434993,0.24376303170584046,-0.4405434140849599,-0.9305664208293263,5.304525892161402,9,6,10,ml_plus_banger_w0.3_k2_h6,ml_plus_banger,{'banger': 0.3},2,2,2,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.3_k2_h12,0.24291487483724983,0.1160717327968146,12.684314204043524,0.6586319449795155,-0.8654913038360604,3,0.2007464158728395,0.20096126661373048,-0.16859570332275564,0.6730535253736343,0.6913415286454967,-0.3466787401542182,-0.44418749322007384,-0.7867123303682498,5.268621853340492,8,7,10,ml_plus_banger_w0.3_k2_h12,ml_plus_banger,{'banger': 0.3},2,2,2,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.3_k3_h6,0.15892190422973518,0.1160717327968146,4.285017143292058,0.5491553419869818,-0.8985489257553894,3,0.15570108745762504,0.15767391986828494,-0.0037568574659375686,0.36622369362561136,0.6474110212326376,0.17988359034153856,-0.41014137970779174,-0.8772681222919851,0.7640890118190435,9,5,10,ml_plus_banger_w0.3_k3_h6,ml_plus_banger,{'banger': 0.3},3,3,3,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.3_k3_h12,0.22508557657416328,0.1160717327968146,10.901384377734868,0.6578233449430787,-0.757487012737454,3,0.18882991531981816,0.16828939577700575,-0.07604541581549629,0.571273571180595,0.6449490229025473,-0.1210829862207379,-0.4296482064879146,-0.677070621067478,4.076971798038359,9,6,10,ml_plus_banger_w0.3_k3_h12,ml_plus_banger,{'banger': 0.3},3,3,3,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.5_k2_h6,0.19552764938528155,0.1160717327968146,7.945591658846696,0.5823463174635578,-0.8923702285583958,3,0.18817906297806733,0.14470751269146642,-0.033534626267808676,0.5713743202307056,0.6921019714167584,0.20876230897216305,-0.4461579924751334,-0.8313511797857595,4.011886563863273,9,5,10,ml_plus_banger_w0.5_k2_h6,ml_plus_banger,{'banger': 0.5},2,2,2,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.5_k2_h12,0.22963296913781628,0.1160717327968146,11.356123634100168,0.6359799339677654,-0.8654913038360602,3,0.2027766503159802,0.16823679611965847,-0.240166582108719,0.68200461633491,0.6683740336036268,-0.6408327547932384,-0.4834196068848036,-0.7867123303682498,5.471645297654557,7,7,10,ml_plus_banger_w0.5_k2_h12,ml_plus_banger,{'banger': 0.5},2,2,2,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.5_k3_h6,0.16686752980021002,0.1160717327968146,5.079579700339543,0.565367153772407,-0.8985489257553892,3,0.1812093185986638,0.19692233272320947,-0.15255278472486333,0.41483827776390614,0.7453763521647826,0.2251092535681333,-0.39326329006417693,-0.8772681222919851,3.314912125922919,9,6,10,ml_plus_banger_w0.5_k3_h6,ml_plus_banger,{'banger': 0.5},3,3,3,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.5_k3_h12,0.2396805028598199,0.1160717327968146,12.36087700630053,0.6882886891548935,-0.7449422956399036,3,0.23523912755666557,0.18603773371749388,-0.09669834890879248,0.7061767840669952,0.7782596778466824,-0.17859700673714654,-0.43130214784238163,-0.6770706210674778,8.717893021723095,9,7,10,ml_plus_banger_w0.5_k3_h12,ml_plus_banger,{'banger': 0.5},3,3,3,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.7_k2_h6,0.218843984545662,0.1160717327968146,10.277225174884741,0.620830382693331,-0.9007589492121508,3,0.21738373427713728,0.1929072567219947,-0.07527463194717066,0.5454840748045857,0.7423832555054165,0.20876230897216305,-0.45709170303796487,-0.844495757000905,6.93235369377027,9,6,10,ml_plus_banger_w0.7_k2_h6,ml_plus_banger,{'banger': 0.7},2,2,2,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.7_k2_h12,0.24238674304703522,0.1160717327968146,12.631501025022063,0.6562887389906609,-0.8654913038360603,3,0.2133982146316422,0.1924757275730128,-0.21687608961471228,0.68200461633491,0.7178321160749422,-0.3465999296729098,-0.47578628141344287,-0.7867123303682498,6.533801729220758,7,7,10,ml_plus_banger_w0.7_k2_h12,ml_plus_banger,{'banger': 0.7},2,2,2,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.7_k3_h6,0.18123508381973696,0.1160717327968146,6.516335102292237,0.6113875554440871,-0.8985489257553895,3,0.19892962114531726,0.21218709079623232,-0.1726955510016761,0.36769154554275385,0.7748661844653438,0.16423643336106172,-0.3652295709968433,-0.8772681222919851,5.086942380588267,9,8,10,ml_plus_banger_w0.7_k3_h6,ml_plus_banger,{'banger': 0.7},3,3,3,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
ml_plus_banger_w0.7_k3_h12,0.248829810452331,0.1160717327968146,13.27580776555164,0.724771483808098,-0.7449422956399038,3,0.23478620128812108,0.24807060610111809,-0.12737998906653847,0.7146711282887945,0.7904749923296814,-0.19724051109158494,-0.4487045535285585,-0.6822834802615262,8.672600394868642,9,7,10,ml_plus_banger_w0.7_k3_h12,ml_plus_banger,{'banger': 0.7},3,3,3,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k2_ew_h6,0.052239303359129075,0.12657311327377885,-7.433380991464977,0.3554010626076649,-0.9872492339953182,4,0.18786326830618003,0.15647043669597316,-0.02948161183265552,0.478953044660017,0.618236483107528,0.10487163043372863,-0.41246978006294877,-0.8155569032054362,3.980307096674541,9,6,10,conv_stack_k2_ew_h6,conviction_stack,,2,2,2,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k2_ew_h12,0.06545289697828793,0.12657311327377885,-6.1120216295490915,0.367871628180486,-0.9807636771087145,4,0.15316866701129814,0.10380713584681367,0.027853019767018594,0.6922108507396907,0.49087953264887496,0.23279162032875664,-0.42548888239605437,-0.5961668615138423,0.5108469671863533,10,2,10,conv_stack_k2_ew_h12,conviction_stack,,2,2,2,ew,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k2_invvol_h6,0.19595621548594022,0.12657311327377885,6.938310221216137,0.6073634420904525,-0.892717734352179,4,0.21323241967492548,0.16520964275065264,-0.04332828460538751,0.5149419325218065,0.688295664328709,0.0531840542793521,-0.3692419740403773,-0.8332824429556607,6.517222233549084,9,6,10,conv_stack_k2_invvol_h6,conviction_stack,,2,2,2,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k2_invvol_h12,0.2387881713415072,0.12657311327377885,11.221505806772836,0.6966364582902471,-0.7422325455395733,4,0.19590105076288228,0.16186919202529515,0.0218401872152838,0.6491407189209708,0.668647202043078,0.21283403149429136,-0.3990744500555405,-0.5747916892454296,4.784085342344767,10,6,10,conv_stack_k2_invvol_h12,conviction_stack,,2,2,2,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k3_ew_h6,0.1364443212470272,0.12657311327377885,0.9871207973248364,0.4953287372196785,-0.9318561735483529,4,0.20121529414864056,0.20537655060768212,0.025952166235784002,0.3718976710436732,0.6774553496548041,0.22863075651410997,-0.3490430903381999,-0.7435447025956206,5.315509680920598,10,6,10,conv_stack_k3_ew_h6,conviction_stack,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k3_ew_h12,0.13911105859966488,0.12657311327377885,1.2537945325886035,0.4906043067305834,-0.9022639683686454,4,0.14814575589346857,0.09992177942601843,-0.10567858714370093,0.7113393080790871,0.4731780027063876,-0.14433381184198665,-0.4266326564966526,-0.6047120134327372,0.008555855403395185,9,3,10,conv_stack_k3_ew_h12,conviction_stack,,3,3,3,ew,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k3_invvol_h6,0.22188992497863191,0.12657311327377885,9.531681170485307,0.683287161100366,-0.7852232722569311,4,0.21343957886586998,0.23816459689080194,0.006619683043877611,0.3639218030305953,0.7420207741340734,0.1688783199783657,-0.33765042989572036,-0.7468515431458219,6.537938152643538,10,7,10,conv_stack_k3_invvol_h6,conviction_stack,,3,3,3,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k3_invvol_h12,0.2380801672487589,0.12657311327377885,11.150705397498006,0.7106879548902143,-0.6069013025801866,4,0.16890997166045985,0.14526787497745075,-0.13182696159935636,0.7466579523107355,0.5677941566965361,-0.25472872983476547,-0.4107773535537122,-0.6069013025801866,2.084977432102524,9,5,10,conv_stack_k3_invvol_h12,conviction_stack,,3,3,3,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k5_ew_h6,0.1603165532167885,0.12657311327377885,3.3743439943009657,0.5863910241225753,-0.8444715515519345,4,0.18799145886354696,0.20201499274302215,0.024169029591391222,0.3770287091763309,0.7040275754504262,0.211626234195295,-0.30907295761868914,-0.6997133324935407,3.9931261524112345,10,6,10,conv_stack_k5_ew_h6,conviction_stack,,5,5,5,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k5_ew_h12,0.16967964099317645,0.12657311327377885,4.31065277193976,0.6028095348655904,-0.8015704471811859,4,0.15067233239639785,0.13747791128971987,-0.020110855599619004,0.4575185579130725,0.610700260249608,0.08151271927947,-0.3630324374165644,-0.5644824124797967,0.2612135056963248,9,5,10,conv_stack_k5_ew_h12,conviction_stack,,5,5,5,ew,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k5_invvol_h6,0.19386652504521473,0.12657311327377885,6.7293411771435885,0.6860832870545047,-0.73858392526308,4,0.18167530316186603,0.20376117749156075,0.015285392003757003,0.3480859011235238,0.7056084663307199,0.1699192840757331,-0.29988933956489977,-0.687752144780722,3.361510582243143,10,6,10,conv_stack_k5_invvol_h6,conviction_stack,,5,5,5,invvol,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
conv_stack_k5_invvol_h12,0.2113523162036488,0.12657311327377885,8.477920292986996,0.727488474539281,-0.6391683719353188,4,0.15008424674675297,0.14589810379124513,-0.04084465983605823,0.47483152211757806,0.6487893979588468,0.00620842212240985,-0.3580679767382179,-0.5784488258737916,0.20240494073183618,9,6,10,conv_stack_k5_invvol_h12,conviction_stack,,5,5,5,invvol,tight,12,10.0,0.03,0.0,0.0,0.0,0.0,1,False
