date,equity,ret_m,regime,n_picks,gross,picks
2003-09-30,1.0353046647408881,0.035304664740888114,normal,2,2.5,CSX|SRE
2003-10-31,1.1427922298451227,0.10382215860211169,normal,2,2.5,CSX|SRE
2003-11-28,1.3261558172512,0.1604522524894379,normal,2,2.5,CSX|SRE
2003-12-31,1.1838432159286167,-0.10731212687930047,normal,2,2.5,CSX|SRE
2004-01-30,1.2098625803229404,0.02197872492255145,normal,2,2.5,CSX|SRE
2004-02-27,1.1637715750858222,-0.03809606643492969,normal,2,2.5,CSX|SRE
2004-03-31,1.179271475285051,0.013318679138632404,normal,2,2.5,CSX|SRE
2004-04-30,1.2959009533686232,0.09889960075171055,normal,2,2.5,CSX|SRE
2004-05-31,1.4147737586615987,0.09172985403241835,normal,2,2.5,CSX|SRE
2004-06-30,1.4008554929674522,-0.009837803117943992,normal,2,2.5,CSX|SRE
2004-07-30,1.4171792804115009,0.011652727583963511,normal,2,1.0,CSX|SRE
2004-08-31,1.4586953431005238,0.02929485581878399,normal,2,1.0,CSX|SRE
2004-09-30,1.49493542366455,0.024844173758035135,normal,2,2.5,CSX|SRE
2004-10-29,1.7717183202861824,0.18514705868909812,normal,2,2.5,CSX|SRE
2004-11-30,1.8731509617286435,0.05725099767895206,normal,2,2.5,CSX|SRE
2004-12-31,1.8950577203627865,0.011695137808821443,normal,2,2.5,CSX|SRE
2005-01-31,2.1524026253774893,0.13579792438482385,normal,2,2.5,CSX|SRE
2005-02-28,2.1747265484775387,0.010371629748469734,normal,2,2.5,CSX|SRE
2005-03-31,1.9957238658782341,-0.08231043241947777,normal,2,2.5,CSX|WEN
2005-04-29,2.3906560969451833,0.1978892159477964,normal,2,2.5,CSX|WEN
2005-05-31,2.556491876430219,0.06936831261382315,normal,2,2.5,CSX|WEN
2005-06-30,2.9955108337609855,0.1717271082995948,normal,2,2.5,CSX|WEN
2005-07-29,2.684818939839772,-0.10371916883743237,normal,2,2.5,CSX|WEN
2005-08-31,2.966361224573492,0.1048645331556405,normal,2,2.5,CSX|WEN
2005-09-30,2.8204970100823386,-0.04917277548088428,normal,2,2.5,CSX|WEN
2005-10-31,3.058340175403251,0.08432668585384148,normal,2,2.5,CSX|WEN
2005-11-30,3.311715178002552,0.08284722694913858,normal,2,2.5,CSX|WEN
2005-12-30,3.7904997268715626,0.1445729850348385,normal,2,2.5,CSX|WEN
2006-01-31,3.7776037901000072,-0.003402173249118944,normal,2,2.5,CSX|WEN
2006-02-28,4.490453007693137,0.18870407199963596,normal,2,2.5,CSX|WEN
2006-03-31,5.108148790797716,0.13755756536062835,normal,2,2.5,CSX|WEN
2006-04-28,4.669409331387611,-0.0858901095834348,normal,2,2.5,CSX|WEN
2006-05-31,4.9380007099324414,0.05752148922549348,normal,2,2.5,CSX|WEN
2006-06-30,3.6310086689482244,-0.26468040767092127,normal,2,2.5,CSX|WEN
2006-07-31,3.827717154379881,0.054174611896103356,normal,2,2.5,CSX|WEN
2006-08-31,4.427840497825848,0.15678361781754768,normal,2,2.5,CSX|WEN
2006-09-29,5.527844655486135,0.24842903853479115,normal,2,2.5,NVDA|HPQ
2006-10-31,5.980212414621839,0.08183438344034327,normal,2,2.5,NVDA|HPQ
2006-11-30,6.393736803360748,0.06914877935235672,normal,2,2.5,NVDA|HPQ
2006-12-29,5.863890484036047,-0.08286958559917537,normal,2,2.5,NVDA|HPQ
2007-01-31,5.065862102863,-0.1360919654529043,normal,2,2.5,NVDA|HPQ
2007-02-28,4.887721170188991,-0.03516497864664181,normal,2,2.5,NVDA|HPQ
