start,trough,end,depth_pct
2007-08-31,2009-01-30,2009-03-31,-49.9825007719224
2018-08-31,2018-11-30,2020-05-29,-35.39057714114448
2021-11-30,2022-05-31,2022-09-30,-30.051717980869487
2020-06-30,2020-09-30,2020-10-30,-21.60046173648893
2011-12-30,2012-04-30,2012-11-30,-21.278097184504663
2011-04-29,2011-08-31,2011-12-30,-21.09950184336993
2010-03-31,2010-07-30,2010-10-29,-19.88053665126722
2003-11-28,2004-07-30,2004-09-30,-18.55663722577856
