date,equity,ret_m,regime,n_picks,gross,picks
2003-09-30,1.0382145111329268,0.03821451113292694,normal,3,1.5,CSX|SRE|NI
2003-10-31,1.0821502812784303,0.042318586067111974,normal,3,1.5,CSX|SRE|NI
2003-11-28,1.1828080451432383,0.09301643737124289,normal,3,1.5,CSX|SRE|NI
2003-12-31,1.1131214999080083,-0.05891619144912985,normal,3,1.5,CSX|SRE|NI
2004-01-30,1.1422689344211154,0.026185312668487636,normal,3,1.5,CSX|SRE|NI
2004-02-27,1.1129551778801423,-0.025662745136134663,normal,3,1.5,CSX|SRE|NI
2004-03-31,1.0958509261945006,-0.015368320329144126,normal,3,1.5,CSX|SRE|NI
2004-04-30,1.141783490308018,0.04191497494374033,normal,3,1.5,CSX|SRE|NI
2004-05-31,1.193863903989858,0.04561321312133391,normal,3,1.5,CSX|SRE|NI
2004-06-30,1.1986557730984797,0.004013748210836648,normal,3,1.5,CSX|SRE|NI
2004-07-30,1.2098416584383018,0.009332024748779179,normal,3,1.0,CSX|SRE|NI
2004-08-31,1.2373818748700602,0.022763488295904896,normal,3,1.0,CSX|SRE|NI
2004-09-30,1.359962919987544,0.0990648461941922,normal,3,1.5,AAPL|NI|NEE
2004-10-29,1.4812540819034004,0.08918710954043305,normal,3,1.5,AAPL|NI|NEE
2004-11-30,1.5706073463046226,0.06032271268842955,normal,3,1.5,AAPL|NI|NEE
2004-12-31,1.6760594186583684,0.06714095193929706,normal,3,1.5,AAPL|NI|NEE
2005-01-31,1.7625877154414018,0.05162603176222502,normal,3,1.5,AAPL|NI|NEE
2005-02-28,1.7654205751760963,0.0016072163160316877,normal,3,1.5,AAPL|NI|NEE
2005-03-31,1.7641037557227466,-0.000745895608030019,normal,3,1.5,AAPL|NI|NEE
2005-04-29,1.8358787499022435,0.04068637910137601,normal,3,1.5,AAPL|NI|NEE
2005-05-31,1.887711359394229,0.028233133312723126,normal,3,1.5,AAPL|NI|NEE
2005-06-30,1.9722495782390945,0.044783445532686705,normal,3,1.5,AAPL|NI|NEE
2005-07-29,2.0147087299330995,0.02152828534607395,normal,3,1.5,AAPL|NI|NEE
2005-08-31,2.2222031601553693,0.10298979060321048,normal,3,1.5,AAPL|NI|NEE
2005-09-30,2.192169989405364,-0.013515042768594242,normal,3,1.5,CSX|NI|CL
2005-10-31,2.156856342919875,-0.016108990934169412,normal,3,1.5,CSX|NI|CL
2005-11-30,2.158357094237894,0.0006958049491544542,normal,3,1.5,CSX|NI|CL
2005-12-30,2.204599417665638,0.02142477885202402,normal,3,1.5,CSX|NI|CL
