year,ret_pct,spy_ret_pct,edge_pp,n_months
2003,21.120381046449243,9.794954900005216,11.325426146444027,4
2004,109.03836847140029,2.67071588504324,106.36765258635705,12
2005,65.56567196658098,6.636005871523576,58.9296660950574,12
2006,100.59332697021523,19.170814749076825,81.4225122211384,12
2007,50.759983079578255,-1.7193374914227122,52.47932057100097,12
2008,-33.49783768635166,-29.353184645368792,-4.144653040982867,12
2009,286.2377962626747,9.979872158878278,276.2579241037964,12
2010,96.7604716275372,28.887200952876,67.8732706746612,12
2011,35.24561757879761,8.578056398773516,26.66756118002409,12
2012,172.08193543341207,30.04415937584881,142.03777605756326,12
2013,234.69143689900943,9.48032857889638,225.21110832011306,12
2014,165.0161849527217,20.589780534692448,144.42640441802925,12
2015,18.13804194767763,10.800093916069242,7.337948031608386,12
2016,105.64528203353763,16.870509407341782,88.77477262619584,12
2017,132.2106133625041,20.114238810573504,112.09637455193058,12
2018,-49.094792421228284,-1.057140678672086,-48.0376517425562,12
2019,6.10445152216097,21.55948183718508,-15.455030315024109,12
2020,167.50161488467324,11.610987881121515,155.89062700355174,12
2021,1034.3514518535148,25.185764111631627,1009.1656877418832,12
2022,-26.956426376493205,-15.644702775268449,-11.311723601224756,12
2023,89.96392413127687,22.232486036609856,67.73143809466701,12
2024,95.95514917439189,51.20904386986389,44.746105304528,12
2025,-7.232580103949915,16.01629026607252,-23.248870370022434,12
