date,equity,ret_m,regime,n_picks,gross,picks
2003-09-30,1.026652956099414,0.02665295609941398,normal,3,1.0,CSX|SRE|NI
2003-10-31,1.057078767720308,0.029635926571030938,normal,3,1.0,CSX|SRE|NI
2003-11-28,1.123489402176316,0.0628246791856665,normal,3,1.0,CSX|SRE|NI
2003-12-31,1.0790744784365816,-0.03953301531255933,normal,3,1.0,CSX|SRE|NI
2004-01-30,1.09851510437766,0.01801601866188607,normal,3,1.0,CSX|SRE|NI
2004-02-27,1.0803249567866073,-0.016558850687226546,normal,3,1.0,CSX|SRE|NI
2004-03-31,0.9884092139559769,-0.08508156944187506,normal,3,1.0,AAPL|MO|NVDA
2004-04-30,1.0205085554656534,0.0324757611082996,normal,3,1.0,AAPL|MO|NVDA
2004-05-31,1.0513888594357612,0.030259720807550974,normal,3,1.0,AAPL|MO|NVDA
2004-06-30,0.9456198840750384,-0.10059929246110222,normal,3,1.0,AAPL|MO|NVDA
2004-07-30,0.9150075495443888,-0.032372769488231784,normal,3,1.0,AAPL|MO|NVDA
2004-08-31,0.9955523534229611,0.08802638176994074,normal,3,1.0,AAPL|MO|NVDA
2004-09-30,1.124917481625518,0.12994306904882186,normal,3,1.0,AAPL|NI|NEE
2004-10-29,1.2470649722132185,0.10858351175340981,normal,3,1.0,AAPL|NI|NEE
2004-11-30,1.2756469521969258,0.02291939924588023,normal,3,1.0,AAPL|NI|NEE
2004-12-31,1.3755243348444468,0.07829547389699927,normal,3,1.0,AAPL|NI|NEE
2005-01-31,1.4629691548539068,0.06357199054522629,normal,3,1.0,AAPL|NI|NEE
2005-02-28,1.4417537097529098,-0.01450163527413232,normal,3,1.0,AAPL|NI|NEE
2005-03-31,1.4253239122630506,-0.011395703287404801,normal,3,1.0,CSX|WEN|NI
2005-04-29,1.5229918823273227,0.06852335053384487,normal,3,1.0,CSX|WEN|NI
2005-05-31,1.5662243028712037,0.028386507535297145,normal,3,1.0,CSX|WEN|NI
2005-06-30,1.6352946350086484,0.04409989808664364,normal,3,1.0,CSX|WEN|NI
2005-07-29,1.587669193766079,-0.029123462049588118,normal,3,1.0,CSX|WEN|NI
2005-08-31,1.634701745143067,0.029623646765749134,normal,3,1.0,CSX|WEN|NI
2005-09-30,1.6219072241380117,-0.00782682287033065,normal,3,1.0,CSX|NI|CL
2005-10-31,1.6243185965699867,0.001486751150798141,normal,3,1.0,CSX|NI|CL
2005-11-30,1.6344568195738014,0.0062415236919797605,normal,3,1.0,CSX|NI|CL
2005-12-30,1.6647165594700537,0.018513636783713018,normal,3,1.0,CSX|NI|CL
2006-01-31,1.6811192841272813,0.009853163629518455,normal,3,1.0,CSX|NI|CL
2006-02-28,1.7443314271659542,0.037601224157920554,normal,3,1.0,CSX|NI|CL
2006-03-31,1.7544933548533543,0.005825686293980467,normal,3,1.0,NVDA|PEG|EXC
2006-04-28,1.6719406019623262,-0.04705218897675915,normal,3,1.0,NVDA|PEG|EXC
2006-05-31,1.6590091659423138,-0.00773438721736582,normal,3,1.0,NVDA|PEG|EXC
2006-06-30,1.7024568528448325,0.02618893722497321,normal,3,1.0,NVDA|PEG|EXC
2006-07-31,1.9372323882123101,0.13790395625895843,normal,3,1.0,NVDA|PEG|EXC
2006-08-31,1.866478360687342,-0.036523252427273535,normal,3,1.0,NVDA|PEG|EXC
2006-09-29,2.024987481902376,0.08492416764835257,normal,3,1.0,NVDA|HPQ|WMB
