ticker,count
NVDA,108
CSX,36
SRE,18
WEN,18
HPQ,18
MBI,18
FHN,18
HBAN,18
KDP,18
RF,18
AMD,18
STZ,18
ORLY,18
NFLX,18
GNW,18
COL,18
CPRT,18
FTI,18
HAL,18
KEYS,18
STE,18
CCL,18
PLTR,15
ON,15
