date,equity,ret_m,regime,n_picks,gross,picks
2003-09-30,1.0504639249198013,0.05046392491980135,normal,3,2.0,CSX|SRE|NI
2003-10-31,1.108872546467646,0.05560269149871473,normal,3,2.0,CSX|SRE|NI
2003-11-28,1.2454854518816805,0.12319982657088929,normal,3,2.0,CSX|SRE|NI
2003-12-31,1.146622538400851,-0.07937701185627437,normal,3,2.0,CSX|SRE|NI
2004-01-30,1.1857128044729661,0.03409166030054895,normal,3,2.0,CSX|SRE|NI
2004-02-27,1.1441665145824094,-0.035039083438947446,normal,3,2.0,CSX|SRE|NI
2004-03-31,1.1197806834779667,-0.021313183696293397,normal,3,2.0,CSX|SRE|NI
2004-04-30,1.1814408954481608,0.05506454333421921,normal,3,2.0,CSX|SRE|NI
2004-05-31,1.2523220652645404,0.05999552757101065,normal,3,2.0,CSX|SRE|NI
2004-06-30,1.257994551178086,0.0045295743570143016,normal,3,2.0,CSX|SRE|NI
2004-07-30,1.269734187463509,0.009332024748779179,normal,3,1.0,CSX|SRE|NI
2004-08-31,1.298637766778745,0.022763488295904896,normal,3,1.0,CSX|SRE|NI
2004-09-30,1.469535516515086,0.13159770500148837,normal,3,2.0,AAPL|NI|NEE
2004-10-29,1.643078926287167,0.1180940561298095,normal,3,2.0,AAPL|NI|NEE
2004-11-30,1.7738814716504754,0.0796081936604715,normal,3,2.0,AAPL|NI|NEE
2004-12-31,1.9312233024115406,0.08869917932829485,normal,3,2.0,AAPL|NI|NEE
2005-01-31,2.062570857260435,0.0680126190921988,normal,3,2.0,AAPL|NI|NEE
2005-02-28,2.06529523525395,0.0013208651639410214,normal,3,2.0,AAPL|NI|NEE
2005-03-31,2.061543383990405,-0.0018166174014745875,normal,3,2.0,AAPL|NI|NEE
2005-04-29,2.1716842574862856,0.05342641554440012,normal,3,2.0,AAPL|NI|NEE
2005-05-31,2.251650205946213,0.036822087826196274,normal,3,2.0,AAPL|NI|NEE
2005-06-30,2.3842480194748443,0.05888917078614771,normal,3,2.0,AAPL|NI|NEE
2005-07-29,2.450726315466897,0.0278822905373307,normal,3,2.0,AAPL|NI|NEE
2005-08-31,2.78524465146384,0.1364976308801794,normal,3,2.0,AAPL|NI|NEE
2005-09-30,2.7336930773361594,-0.018508813615560216,normal,3,2.0,CSX|NI|CL
2005-10-31,2.672729686468883,-0.02230074450299378,normal,3,2.0,CSX|NI|CL
2005-11-30,2.6730120603819203,0.00010565000810471015,normal,3,2.0,CSX|NI|CL
2005-12-30,2.747172860450047,0.02774428187859746,normal,3,2.0,CSX|NI|CL
2006-01-31,2.785073103292803,0.013796089568439612,normal,3,2.0,CSX|NI|CL
2006-02-28,2.950151728730674,0.05927263641399496,normal,3,2.0,CSX|NI|CL
2006-03-31,3.394132541538699,0.15049423000323142,normal,3,2.0,CSX|NI|CL
2006-04-28,3.476201521715389,0.024179662748080227,normal,3,2.0,CSX|NI|CL
2006-05-31,3.564219483024253,0.02532015499073539,normal,3,2.0,CSX|NI|CL
