name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,spec_name,spec_strategy,spec_weights,spec_k_normal,spec_k_recovery,spec_k_bull,spec_weighting,spec_regime_gate,spec_hold_months,spec_cost_bps,spec_cash_yield_yr,spec_pullback_filter,spec_min_pick_mom,spec_quality_blend,spec_spy_dd_scale,spec_crash_persist,spec_monthly_exposure
v3_baseline_ml,0.3983574048064116,0.1194382410561079,27.89191637503037,0.9564410593351212,-0.49456494553078356,4,0.42875294917984574,0.3992237160170653,0.14492104439496223,1.0930845751878877,1.0318641464482758,0.7301722273690158,-0.29730680292713835,-0.47069488602771037,28.069275184041118,10,9,10,v3_baseline_ml,ml_3plus6,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
mom_12_1,0.1931580562228552,0.12657311327377885,6.658494294907635,0.7472762866033164,-0.67940557359684,4,0.1913997711192791,0.20846686067476494,-0.07908925441036974,0.37775636456062234,0.7637771941482074,-0.10146547112864775,-0.3331481024562824,-0.5252232775346857,4.333957377984449,8,6,10,mom_12_1,mom_12_1,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
idio_mom,0.08297336894685725,0.12725478443785376,-4.428141549099651,0.41491364497362937,-0.9381208266923173,4,0.17983796846122313,0.2153406607537064,-0.04057715737061607,0.327341918224177,0.7408600512758692,0.01860321471135697,-0.33433410933663643,-0.5271379132398107,3.1777771121788523,8,6,10,idio_mom,idio_mom,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
mom_per_vol,0.1355021786437971,0.12725478443785376,0.8247394205943337,0.6220446508583983,-0.7194823893300437,4,0.1333744208543476,0.14790163410210666,-0.21284178480528804,0.42082457565782105,0.7051015949933009,-0.39586169235519736,-0.3124620676017016,-0.6921910156367655,-1.4685776485087005,8,4,10,mom_per_vol,mom_per_vol,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
breakout,0.030532001856474755,0.12725478443785376,-9.6722782581379,0.26720873713353255,-0.7694943535129041,4,0.005942085501299354,-0.022814094797163398,-0.2530001089900217,0.21860447908158376,0.38029629541408017,-0.5875935086625516,-0.40579732629611165,-0.7694943535129041,-14.211811183813523,4,1,10,breakout,breakout,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
breakout_strength,0.12687019368599572,0.12725478443785376,-0.038459075185803826,0.6013929734270866,-0.533101672646528,4,0.11113755643950156,0.11912212838821568,-0.012408219787965358,0.30712879243654445,0.5846055324937398,0.10932930972653805,-0.27228120151422264,-0.33794529182414185,-3.692264089993305,9,2,10,breakout_strength,breakout_strength,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
trend_quality,0.10307589558436336,0.12725478443785376,-2.41788888534904,0.5993797876063925,-0.5052136965382804,4,0.11273385585411926,0.09272076824936437,-0.024336583469482087,0.33634618471793987,0.680100815289163,0.019795963613195713,-0.2666362947184252,-0.48385910427318046,-3.5326341485315362,9,2,10,trend_quality,trend_quality,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
concretum_trend,0.14374475664397934,0.12725478443785376,1.648997220612558,0.6413295951311117,-0.752312793412854,4,0.20677086980803078,0.23826178974967382,-0.0960059121589103,0.33239180360581044,0.790810019789661,-0.33590709622263143,-0.2867151829643725,-0.4972736581836819,5.87106724685962,9,7,10,concretum_trend,concretum_trend,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
alpha_apex,0.15954661727229813,0.12725478443785376,3.2291832834444367,0.7186262061355003,-0.5298620887141027,4,0.1753743675587373,0.20479816346775936,-0.06648611030319207,0.4328861430207873,0.6857239382742166,-0.1417090638926899,-0.29960337938610976,-0.50178657909166,2.731417021930268,9,6,10,alpha_apex,alpha_apex,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
alpha_apex_v2,0.12675637048204558,0.12725478443785376,-0.04984139558081857,0.6855323148684801,-0.4793815241688064,4,0.11140296057797816,0.12526583127716162,0.018158337522262702,0.22044329116492944,0.608643359422571,0.21481275375783107,-0.21720111709912054,-0.47938152416880647,-3.6657236761456446,10,3,10,alpha_apex_v2,alpha_apex_v2,,3,3,3,ew,tight,6,10.0,0.03,0.0,0.0,0.0,0.0,1,False
