start,trough,end,depth_pct
2018-07-31,2018-11-30,2020-06-30,-72.71447263050416
2021-05-31,2023-03-31,2023-05-31,-66.82119024278839
2020-07-31,2020-09-30,2020-11-30,-61.68856603674565
2010-12-31,2011-08-31,2013-01-31,-61.07752535093363
2009-08-31,2009-09-30,2010-02-26,-57.570199923021036
2007-09-28,2008-05-30,2009-08-31,-56.69604800485555
2023-06-30,2023-09-29,2024-01-31,-55.086366821101215
2010-03-31,2010-07-30,2010-11-30,-51.26581466817412
